,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1605,4225,PEDIATRIC TRACE MINERALS SOLN 10 ML VIAL,pediatric trace minerals solution 10_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,10_ml,soln,,Pharmacy,0.757230901499,Pharmacy,1,1,0.757230901499,vial,10_ml,soln,pediatric
1606,6152,DEXTROSE 5% INJ 250 ML,dextrose_5% injection 250_ml,Diluent / Flush / Irrigant,ONLINE,2016-09-16,5%,250_ml,inj,dextrose,Diluent / Flush / Irrigant,0.643082126803,Diluent / Flush / Irrigant,1,1,0.643082126803,250_ml,dextrose_5%,inj,
1607,995,ONDANSETRON 4 MG/2ML SOLN,ondansetron 4_mg/2_ml solution,Pharmacy,ONLINE,2016-09-16,ondansetron,4_mg/2_ml,soln,,Pharmacy,0.968267345241,Pharmacy,1,1,0.968267345241,ondansetron,4_mg/2_ml,soln,
1608,759,HCHG VITAMIN D 25-HYDROXY HCHG VITAMIN D 25-HYDROXY,vitamin d 25 hydroxy,Pharmacy,ONLINE,2016-09-16,vitamin,,,,Pharmacy,0.63682169631,Pharmacy,1,1,0.63682169631,hydroxy,vitamin,,
1609,507,HC BLOOD TYPING ABO,blood typing abo,Laboratory,ONLINE,2016-09-16,abo,blood,typing,,Laboratory,0.877131824194,Laboratory,1,1,0.877131824194,abo,blood,typing,
1610,2015,CEFTAZIDIME 2 G SOLR 1 EACH VIAL,ceftazidime 2 g solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,ceftazidime,solution,g,Pharmacy,0.922796265031,Pharmacy,1,1,0.922796265031,vial,ceftazidime,solution,g
1611,2024,CHARGE FOR PREOP CARE,charge for preoperative care,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,charge,preop,care,,Nursing Services,0.232841585227,Nursing Services,1,1,0.232841585227,charge,preop,care,
1612,4740,PK CUST BPSC0 GS0135 - CSC,pack custom bpsc0 gs0135 central_supply service,Supply,RETROSPECTIVE,2016-07-13,pack,,,,Supply,0.683959739958,Supply,1,1,0.683959739958,custom,central_supply,service,pk
1613,1001,OR LEVEL 4 ADD'L 15 MINUTES,operating_room level 4 additional 15_minutes,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,minutes,additional,or,OR / Anesthesia / Recovery Room,0.881201036181,OR / Anesthesia / Recovery Room,1,1,0.881201036181,level,additional,15_minutes,operating_room
1614,6200,DISP: 2.000 ML; 50 MCG/ML; USED NDC QTY: 1.000 PCK OF 2.000 ML VIAL FENTANYL (PF) 0.1 MG INJECTION FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,dispensed 2.000_ml 50 mcg/ml used ndc quantity 1 pack of 2.000_ml vial fentanyl preservative_free 0.1_mg injection fentanyl preservative_free 50 mcg/ml injection solution,Pharmacy,ONLINE,2016-09-16,mcg,ml,ndc,fentanyl,Pharmacy,0.967839233133,Pharmacy,1,1,0.967839233133,used,mcg,ml,preservative_free
1615,5833,NEBULIZER TX INTERMITTENT,nebulizer treatment intermittent,Respiratory Therapy,RETROSPECTIVE,2016-07-13,intermittent,nebulizer,treatment,,Respiratory Therapy,0.779236164642,Respiratory Therapy,1,1,0.779236164642,intermittent,nebulizer,tx,
1616,6881,RACEFINEPHRINE NEB SOL 0.5ML RACEPINEPHRINE NEB SOLUTION 0.5 ML,racefinephrine neb solution 0.5 ml racepinephrine neb solution 0.5 ml,Pharmacy,ONLINE,2016-10-12,solution,,,,Pharmacy,0.612251075292,Pharmacy,1,1,0.612251075292,ml,sol,,
1617,4733,PARTIAL THROMBOPLASTIN TI,partial thromboplastin time,Laboratory,RETROSPECTIVE,2016-07-13,partial,thromboplastin,ti,,Laboratory,0.866739773558,Laboratory,1,1,0.866739773558,partial,thromboplastin,time,
1618,1155,REACHER REGULAR DISP,reacher regular disposable,Supply,ONLINE,2016-09-16,regular,disp,reacher,,Supply,0.895114241111,Supply,1,1,0.895114241111,regular,disp,reacher,
1619,1619,FELT PLEDGET # X4475,felt pledget x4475,Supply,ONLINE,2016-08-29,pledget,felt,x4475,,PT / OT / Speech Therapy,0.310513701843,PT / OT / Speech Therapy,1,1,0.310513701843,pledget,felt,x4475,
1620,4391,63086003 - CK,creatinine_kinase,Laboratory,RETROSPECTIVE,2016-07-13,creatinine_kinase,,,,Laboratory,0.844087467759,Laboratory,1,1,0.844087467759,ck,,,
1621,5874,PNEUMOCYSTIS FUNGAL STAIN,pneumocystis fungal stain,Laboratory,RETROSPECTIVE,2016-07-13,stain,fungal,pneumocystis,,Laboratory,0.940903669393,Laboratory,1,1,0.940903669393,stain,fungal,pneumocystis,
1622,5310,66046000 - O2 SATURATION DIRECT,oxygen saturation direct,Monitoring,RETROSPECTIVE,2016-07-13,saturation,direct,oxygen,,Monitoring,0.476618258799,Monitoring,1,1,0.476618258799,saturation,direct,o2,
1623,2797,CAPILLARY STICK,capillary stick,Nursing Services,RETROSPECTIVE,2016-07-12,capillary,stick,,,Supply,0.804592529563,Supply,1,1,0.804592529563,capillary,stick,,
1624,5046,PTT,partial_thromboplastin_time,Laboratory,RETROSPECTIVE,2016-07-13,ptt,,,,Laboratory,0.821310137172,Laboratory,1,1,0.821310137172,partial_thromboplastin_time,,,
1625,343,STERILE WATER SOLN,sterile water solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,sterile,solution,,Diluent / Flush / Irrigant,0.841409258499,Diluent / Flush / Irrigant,1,1,0.841409258499,water,sterile,soln,
1626,6076,CONTAINER SPECIMEN STERILE O/R,container specimen sterile o/r,Supply,ONLINE,2016-09-16,specimen,sterile,container,,Supply,0.689089648994,Supply,1,1,0.689089648994,specimen,sterile,,
1627,830,IV TUBING EXT SET W/.22 MICRON,intravenous tubing extension set with 0.22 micron,Supply,ONLINE,2016-09-16,tubing,set,iv,ext,Supply,0.954031418554,Supply,1,1,0.954031418554,tubing,set,iv,ext
1628,5880,POTASSIUM CHLOR 20 MEQ/50,potassium chloride 20_meq/50,Pharmacy,RETROSPECTIVE,2016-07-13,20_meq/50,potassium,chloride,,Pharmacy,0.850766415854,Pharmacy,1,1,0.850766415854,20_meq/50,potassium,chlor,
1629,1347,TRAY SUTURE,tray suture,Supply,ONLINE,2016-09-16,suture,tray,,,Supply,0.792183641823,Supply,1,1,0.792183641823,suture,tray,,
1630,6301,FFP W/L 24HRS,fresh_frozen_plasma w/l 24_hours,Blood Products,ONLINE,2016-09-16,ffp,line_leg,24hrs,,Laboratory,0.267943670376,Laboratory,1,1,0.267943670376,24_hours,ffp,l,w
1631,2173,DEXTROSE 5% IN WATER 50ML,dextrose 5% in water 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,water,dextrose,50_ml,Diluent / Flush / Irrigant,0.859450677189,Diluent / Flush / Irrigant,1,1,0.859450677189,5%,water,dextrose,50_ml
1632,6095,CT RETROPERITO ABSC DRN PERC,computed_tomography retroperitoneal absc drain perc,Radiology,ONLINE,2016-09-16,ct,drain,,,Radiology,0.434085367627,Radiology,1,1,0.434085367627,ct,drain,,
1633,347,WATER 250ML (IRRIG),water 250_ml irrigation,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,250_ml,irrigation,,Diluent / Flush / Irrigant,0.906485787514,Diluent / Flush / Irrigant,1,1,0.906485787514,water,250_ml,irrigation,
1634,3938,SODIUM CHLORIDE 7 % NEBU,sodium chloride 7% nebulizer,Respiratory Therapy,RETROSPECTIVE,2016-07-12,Nebulizer,chloride,nebu,sodium,Diluent / Flush / Irrigant,0.434599961254,Diluent / Flush / Irrigant,1,1,0.434599961254,7%,chloride,nebu,sodium
1635,5182,14151172 - OXYCODONE HCL 1MG/ML 5ML,oxycodone hcl 1_mg/ml 5_ml,Pharmacy,RETROSPECTIVE,2016-07-13,5_ml,oxycodone,hcl,1_mg/ml,Pharmacy,0.875301575675,Pharmacy,1,1,0.875301575675,5_ml,oxycodone,hcl,1_mg/ml
1636,2209,HC GLUCOSE QUANTATIVE BLOOD,glucose quantitative blood,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,blood,glucose,,Laboratory,0.876507977296,Laboratory,1,1,0.876507977296,quantitative,blood,glucose,
1637,4842,THER AD IVP SAME MED,therapeutic administration intravenous_push same medication,Nursing Services,RETROSPECTIVE,2016-07-13,adhesive,medical,therapist,intravenous_pyelogram,Nursing Services,0.364083815541,Nursing Services,1,1,0.364083815541,intravenous_push,medication,administration,therapeutic
1638,4587,DEX 5%/WATER 1000ML,dextrose_5% water 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,dextrose,1000_ml,5%/water,,Diluent / Flush / Irrigant,0.766566954337,Diluent / Flush / Irrigant,1,1,0.766566954337,water,dextrose_5%,1000_ml,
1639,2038,CHLOROTHIAZIDE 28 MG/ML SOLR 1 EACH VIAL,chlorothiazide 28_mg/ml solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,chlorothiazide,solution,28_mg/ml,Pharmacy,0.955368392744,Pharmacy,1,1,0.955368392744,vial,chlorothiazide,solution,28_mg/ml
1640,353,*SILDENAFIL CITRATE 20 MG TAB,sildenafil citrate 20_mg tablet,Plan Benefit,RETROSPECTIVE,2016-07-12,20_mg,sildenafil,tablet,citrate,Plan Benefit,0.651356050807,Plan Benefit,1,1,0.651356050807,20_mg,sildenafil,tab,citrate
1641,5132,12590222 - FUROSEMIDE  UP TO 20 MG  INJ,furosemide up to 20_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,furosemide,20_mg,,Pharmacy,0.955465968048,Pharmacy,1,1,0.955465968048,inj,furosemide,20_mg,
1642,3081,PK CENTRAL LINE CAP CHNG,pack central line capillary change,Supply,RETROSPECTIVE,2016-07-12,line,cap,central,change,Supply,0.687032930086,Supply,1,1,0.687032930086,capillary,line,central,chng
1643,3517,ONDANSETRON 4 MG TABS,ondansetron 4_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,ondansetron,tabs,4_mg,,Pharmacy,0.939336636677,Pharmacy,1,1,0.939336636677,ondansetron,tabs,4_mg,
1644,4502,ANCHOR/SCRW LEVEL 4,anchor/screw level 4,Implant,RETROSPECTIVE,2016-07-13,level,anchor,scrw,,Implant,0.634550855935,Implant,1,1,0.634550855935,screw,anchor,level,
1645,65,RNTL BED PLEXUS DAILY,rental bed plexus daily,Capital Equipment,RETROSPECTIVE,2016-07-12,plexus,rental,daily,bed,Supply,0.583982115017,Supply,1,1,0.583982115017,plexus,rntl,daily,bed
1646,608,HC MOBILITY CURRENT,mobility current,PT / OT / Speech Therapy,ONLINE,2016-09-16,current,mobility,,,PT / OT / Speech Therapy,0.401431961479,PT / OT / Speech Therapy,1,1,0.401431961479,current,mobility,,
1647,6718,HCHG PLASMA FREE HEMOGLOBIN,plasma free hemoglobin,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hemoglobin,plasma,free,,Laboratory,0.862934337104,Laboratory,1,1,0.862934337104,hemoglobin,plasma,free,
1648,5050,SPINAL PUNCTURE LUMBAR DIAG,spinal puncture lumbar diagnostic,Procedure,RETROSPECTIVE,2016-07-13,spinal,diag,puncture,lumbar,Nursing Services,0.475555076714,Nursing Services,1,1,0.475555076714,spinal,diagnostic,puncture,lumbar
1649,1963,C PAP PER DAY,continuous positive air pressure per day,Respiratory Therapy,ONLINE,2016-09-16,pap,day,per,,Respiratory Therapy,0.721600424151,Respiratory Therapy,1,1,0.721600424151,pressure,continuous,day,per
1650,1682,THYROID STIMULATING H,thyroid stimulating hormone,Laboratory,ONLINE,2016-08-29,thyroid,h,stimulating,,Laboratory,0.846648665292,Laboratory,1,1,0.846648665292,thyroid,hormone,stimulating,
1651,6087,CREATINE KINASE TOT,creatine kinase total,Laboratory,ONLINE,2016-09-16,total,kinase,creatine,,Laboratory,0.800239201774,Laboratory,1,1,0.800239201774,total,kinase,creatine,
1652,5661,HB INTRODUCER PICC 18 GA SAFETY,introducer peripherally_inserted_central_catheter 18 gauge safety,Supply,RETROSPECTIVE,2016-07-13,safety,gauge,introducer,picc,Supply,0.715707895551,Supply,1,1,0.715707895551,safety,gauge,introducer,picc
1653,2388,HB OXIMETRY  CONTINUOUS,oximetry continuous,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,,,Monitoring,0.841369761804,Monitoring,1,1,0.841369761804,continuous,oximetry,,
1654,4682,LIDO 1%/EPI 1:100000 20ML VIAL,lidocaine 1%/epinephrine 1 100000 20_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,lido,1%/epic,20_ml,Pharmacy,0.966595933182,Pharmacy,1,1,0.966595933182,vial,1%/epinephrine,lidocaine,20_ml
1655,3482,HEMATOCRIT AUTOMATED,hematocrit automated,Laboratory,RETROSPECTIVE,2016-07-12,hematocrit,automated,,,Laboratory,0.711863788174,Laboratory,1,1,0.711863788174,hematocrit,automated,,
1656,2895,HC CPK,creatine_phosphokinase,Laboratory,RETROSPECTIVE,2016-07-12,cpk,,,,Laboratory,0.654652399591,Laboratory,1,1,0.654652399591,cpk,,,
1657,6541,CIRCUIT NEB CONTINUOUS,circuit neb continuous,Supply,ONLINE,2016-10-12,continuous,neb,circuit,,Supply,0.737009291583,Supply,1,1,0.737009291583,continuous,neb,circuit,
1658,6113,CULTURE TYPING ID BY NUC ACID EACH,culture typing id by nucleic acid each,Laboratory,ONLINE,2016-09-16,culture,acid,id,typing,Laboratory,0.933056999312,Laboratory,1,1,0.933056999312,culture,acid,id,typing
1659,6287,FENTANYL 250MCG/5ML BD SYRINGE,fentanyl 250_mcg/5_ml bd syringe,Pharmacy,ONLINE,2016-09-16,syringe,fentanyl,250_mcg/5_ml,bard,Pharmacy,0.936775034875,Pharmacy,1,1,0.936775034875,bd,syringe,fentanyl,250_mcg/5_ml
1660,705,HCHG CULTURE BLOOD HCHG CULTURE BLOOD,culture blood,Laboratory,ONLINE,2016-09-16,culture,blood,,,Laboratory,0.919601265926,Laboratory,1,1,0.919601265926,culture,blood,,
1661,1952,BREAST PUMP,breast pump,Capital Equipment,ONLINE,2016-09-16,pump,breast,,,Capital Equipment,0.675538828338,Capital Equipment,1,1,0.675538828338,pump,breast,,
1662,1478,EEG VIDEO PER 24,electroencephalogram video per 24,Cardiology,ONLINE,2016-09-19,eeg,video,per,,Cardiology,0.379547419994,Cardiology,1,1,0.379547419994,eeg,video,per,
1663,1439,AMMONIA PLASMA,ammonia plasma,Laboratory,ONLINE,2016-09-19,plasma,ammonia,,,Laboratory,0.790059532104,Laboratory,1,1,0.790059532104,plasma,ammonia,,
1664,5009,HB PROTIME,protime,Laboratory,RETROSPECTIVE,2016-07-13,protime,,,,Supply,0.158861413605,Supply,1,1,0.158861413605,protime,,,
1665,47,IV PUMP-PER LINE/PUMP CHARGE,intravenous pump per line/pump charge,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,charge,intravenous,per,Capital Equipment,0.895470900255,Capital Equipment,1,1,0.895470900255,pump,charge,line,iv
1666,4133,VENIPUNCTURE,venipuncture,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,,,,Nursing Services,0.764037117015,Nursing Services,1,1,0.764037117015,venipuncture,,,
1667,5553,DRESSING TEGASORB SACRAL,dressing tegasorb sacral,Supply,RETROSPECTIVE,2016-07-13,sacral,tegasorb,dressing,,Supply,0.811356280645,Supply,1,1,0.811356280645,sacral,tegasorb,dressing,
1668,4692,MAG HYD400MG/5ML 30M,magnesium hydroxide 400_mg/5_ml 30m,Pharmacy,RETROSPECTIVE,2016-07-13,30m,hyd400_mg/5_ml,mang,,Pharmacy,0.854881050262,Pharmacy,1,1,0.854881050262,hydroxide,magnesium,400_mg/5_ml,30m
1669,3339,WBC DIFFERENTIAL AUTOMATED,white_blood_cells differential automated,Laboratory,RETROSPECTIVE,2016-07-12,differential,white_blood_cells,automated,,Laboratory,0.890727385215,Laboratory,1,1,0.890727385215,differential,wbc,automated,
1670,6521,CALCIUM CHL VL 10% 10ML 1GM CALCIUM CHLORIDE 10% 10 ML VIAL,calcium chlor vial 10% 10 ml 1 gm calcium chloride 10% 10 ml vial,Pharmacy,ONLINE,2016-10-12,vial,calcium,10_ml,1_gm,Pharmacy,0.994582325635,Pharmacy,1,1,0.994582325635,vial,calcium,gm,chloride
1671,4490,AEROBIC CULT ISO & PRESUMPT ID,aerobic culture isolate and presumptive identification,Laboratory,RETROSPECTIVE,2016-07-13,&,aerobic,presumptive,iso,Laboratory,0.940303403386,Laboratory,1,1,0.940303403386,aerobic,culture,identification,isolate
1672,2815,HB RESPIRATORY ASSESSMENT PER 1/2 HR,respiratory assessment per 1/2 hour,Respiratory Therapy,RETROSPECTIVE,2016-07-12,respiratory,assessment,hour,per,Respiratory Therapy,0.733687657865,Respiratory Therapy,1,1,0.733687657865,respiratory,assessment,hr,per
1673,1203,SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,Supply,ONLINE,2016-09-16,set,transitionless,10cm,micropuncture,Supply,0.926198983925,Supply,1,1,0.926198983925,set,transitionless,10cm,micropuncture
1674,4479,89299000 - BEDSIDE EVAL SWAL/1 SP THERAPI,bedside evaluation swallow/1 speech therapist,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapist,bedside,evaluation,,PT / OT / Speech Therapy,0.655882700803,PT / OT / Speech Therapy,1,1,0.655882700803,therapist,speech,bedside,evaluation
1675,4317,10F CORPAK ULT-LITE SB7 209551,10 corpak ultra liter sb7 209551,Supply,RETROSPECTIVE,2016-07-13,liter,ultra,sb7,corpak,Pharmacy,0.884674650913,Pharmacy,1,1,0.884674650913,liter,ultra,sb7,corpak
1676,3778,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.9%/250_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.890728611218,Diluent / Flush / Irrigant,1,1,0.890728611218,100_ml,0.9%/250_ml,chloride,sodium
1677,1694,CATH DLYS NIAGARA CRVD 20CM,catheter dialysis niagara curved 20_cm,Supply,ONLINE,2016-08-30,cath,,,,Supply,0.826975820908,Supply,1,1,0.826975820908,cath,,,
1678,6650,HCHG DILATOR 14 FR,dilator 14 free,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,dilator,free,,,Supply,0.534573835916,Supply,1,1,0.534573835916,dilator,free,,
1679,6091,CT ABD AND PELVIS W CONT,computed_tomography abdomen and pelvis with continuous,Radiology,ONLINE,2016-09-16,ct,continuous,abd,pelvis,Radiology,0.875004352328,Radiology,1,1,0.875004352328,ct,continuous,abd,pelvis
1680,3516,KETAMINE HCL 50MG/ML 10ML,ketamine hcl 50_mg/ml 10_ml,Pharmacy,RETROSPECTIVE,2016-07-12,ketamine,50_mg/ml,10_ml,hcl,Pharmacy,0.956813842823,Pharmacy,1,1,0.956813842823,ketamine,50_mg/ml,10_ml,hcl
1681,3366,STERIL WATER INJ 10ML,sterile water injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,10_ml,Diluent / Flush / Irrigant,0.853154970363,Diluent / Flush / Irrigant,1,1,0.853154970363,water,inj,sterile,10_ml
1682,4909,KIT I.V. START,kit intravenous start,Supply,ONLINE,2016-08-24,start,view,kit,,Supply,0.803594873021,Supply,1,1,0.803594873021,start,intravenous,kit,
1683,4047,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,325_mg,aspirin,,Pharmacy,0.930306578169,Pharmacy,1,1,0.930306578169,tabs,325_mg,aspirin,
1684,4312,03400001 - RB 5 MAIN MS SEMI-PVT,room_and_board 5 main semi private,Room and Board,RETROSPECTIVE,2016-07-13,room_and_board,private,,,Room and Board,0.871194486335,Room and Board,1,1,0.871194486335,main,rb,private,semi
1685,6767,HEMATOCRIT HGB AND HOT,hematocrit hgb and hot,Laboratory,ONLINE,2016-10-12,and,hematocrit,hgb,hot,Laboratory,0.68728658881,Laboratory,1,1,0.68728658881,hematocrit,hgb,hot,
1686,3333,PHOSPHORUS BLD,phosphorus blood,Laboratory,RETROSPECTIVE,2016-07-12,blood,phosphorus,,,Laboratory,0.902570019416,Laboratory,1,1,0.902570019416,bld,phosphorus,,
1687,4251,HC COMPREHENSIVE PANEL,comprehensive panel,Laboratory,RETROSPECTIVE,2016-07-12,comprehensive,panel, ,,Laboratory,0.690584580344,Laboratory,1,1,0.690584580344,comprehensive,panel,,
1688,3798,ACETAZOLAMIDE 25MG /1ML ORAL,acetazolamide 25_mg/1_ml oral,Pharmacy,RETROSPECTIVE,2016-07-12,25_mg/1_ml,oral,acetazolamide,,Pharmacy,0.930190750392,Pharmacy,1,1,0.930190750392,oral,25_mg/1_ml,acetazolamide,
1689,6106,CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIM,culture presumptive pathogenic organism screen with colony estimate,Laboratory,ONLINE,2016-09-16,screen,,,,Laboratory,0.904320689097,Laboratory,1,1,0.904320689097,culture,screen,presumptive,
1690,5409,ACID FAST CULTURE,acid fast culture,Laboratory,RETROSPECTIVE,2016-07-13,culture,acid,fast,,Laboratory,0.886009781557,Laboratory,1,1,0.886009781557,culture,acid,fast,
1691,473,H CONDITIONER SKIN ALOE VE,conditioner skin aloe vesta,Supply,ONLINE,2016-09-16,conditioner,aloe,skin,,Supply,0.786675227385,Supply,1,1,0.786675227385,conditioner,aloe,vesta,skin
1692,1194,SENSOR DEPTH BIS 186-0100,sensor depth bis 186 0100,Supply,ONLINE,2016-09-16,depth,sensor,bis,,Supply,0.756714359399,Supply,1,1,0.756714359399,depth,sensor,bis,
1693,1705,HEPARIN 5000UNITS/0.5ML INJ SY,heparin 5000_units/0.5_ml injection syringe,Pharmacy,ONLINE,2016-08-30,heparin,sy,5000_units/0.5_ml,inj,Diluent / Flush / Irrigant,0.53320431477,Diluent / Flush / Irrigant,1,1,0.53320431477,heparin,sy,5000_units/0.5_ml,inj
1694,4572,CT ABDOMEN+PELVIS W/O CONTRAST,computed_tomography abdomen and pelvis without contrast,Radiology,RETROSPECTIVE,2016-07-13,computed_tomography,without,abdomen,,Radiology,0.892381806831,Radiology,1,1,0.892381806831,ct,without,abdomen,contrast
1695,6117,CUSHION WC SFT-CARE 18X17IN,cushion wc soft care 18x17 inches,Supply,ONLINE,2016-09-16,inches,care,,,Supply,0.820942154046,Supply,1,1,0.820942154046,inches,care,,
1696,6318,FORMULA: ELECARE 24 KCAL/O,formula elecare 24 kcal/o,Supply,ONLINE,2016-09-16,elecare,formula,kcal,o_intraoperative_neurophysiologic_monitoring,Supply,0.857698137883,Supply,1,1,0.857698137883,elecare,formula,kcal,o
1697,4548,CBC W - PLT AUTO COMPD,complete_blood_count with platelets automatically compounded,Laboratory,RETROSPECTIVE,2016-07-13,complete_blood_count,platelet,compd,automated,Laboratory,0.798036832536,Laboratory,1,1,0.798036832536,cbc,platelets,compounded,automatically
1698,4512,ANES LV 3 INI 15 MIN,anesthesia level 3 initial 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,lv,minutes,anesthesia,ini,OR / Anesthesia / Recovery Room,0.925764852309,OR / Anesthesia / Recovery Room,1,1,0.925764852309,initial,anesthesia,15_minutes,level
1699,4700,MIDAZOL HCL  1MG-1MG/ML 5 ML IN,midazolam hydrochloride 1_mg 1_mg/ml 5_ml individual,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,individual,midazolam,hcl,Pharmacy,0.790499339621,Pharmacy,1,1,0.790499339621,1_mg,5_ml,individual,midazolam
1700,3916,PROTECTOR ULNAR NERVE,protector ulnar nerve,Supply,RETROSPECTIVE,2016-07-12,nerve,protector,ulnar,,Supply,0.409407988089,Supply,1,1,0.409407988089,nerve,protector,ulnar,
1701,2756,ROOM RIIC,room research_and_innovation-incubation_center,Room and Board,RETROSPECTIVE,2016-07-12,room,research_and_innovation-incubation_center,,,Room and Board,0.748329163561,Room and Board,1,1,0.748329163561,room,riic,,
1702,96,DEXTROSE 5 % SOLN,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,dextrose,solution,,Diluent / Flush / Irrigant,0.578685587508,Diluent / Flush / Irrigant,1,1,0.578685587508,5%,dextrose,soln,
1703,3347,INHALED ILOPROST/VENTAVIS,inhaled iloprost/ventavis,Plan Benefit,RETROSPECTIVE,2016-07-12,iloprost,ventavis,inhaled,,Pharmacy,0.574761826752,Pharmacy,1,1,0.574761826752,ventavis,inhaled,iloprost,
1704,5649,HB FOUND ONE SEQUENCING,found one sequencing,Laboratory,RETROSPECTIVE,2016-07-13,sequencing,found,one,,Laboratory,0.894689567541,Laboratory,1,1,0.894689567541,sequencing,found,one,
1705,4753,POTAS CHL  2 MEQ-20MEQ/ML 100ML,potassium chloride 2_meq 20_meq/ml 100_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,chloride,100_ml,,Pharmacy,0.944810777538,Pharmacy,1,1,0.944810777538,2_meq,potassium,chloride,100_ml
1706,1876,ANS GENERAL PER MIN,anesthesia general per minute,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,ans,min,per,general,OR / Anesthesia / Recovery Room,0.885165148283,OR / Anesthesia / Recovery Room,1,1,0.885165148283,minute,anesthesia,per,general
1707,4839,TC99M MEBROF /15MCI,technetium mebrofenin 15_mci,Pharmacy,RETROSPECTIVE,2016-07-13,mebrofenin/15mci,tc99m,,,Laboratory,0.428127871323,Laboratory,1,1,0.428127871323,15_mci,mebrofenin,technetium,
1708,3407,OT THERAPEUTIC EXERCISE 15 MIN,occupational_therapy therapeutic exercise 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,min,,,,PT / OT / Speech Therapy,0.878807223086,PT / OT / Speech Therapy,1,1,0.878807223086,min,ot,exercise,therapeutic
1709,4027,CAFFEINE CITRATE 20 MG/ML INJ 3 ML SYRINGE,caffeine citrate 20_mg/ml injection 3_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,inj,caffeine,,Pharmacy,0.970692818862,Pharmacy,1,1,0.970692818862,syringe,inj,caffeine,3_ml
1710,277,SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,flush,chloride,0.45%,sodium,Diluent / Flush / Irrigant,0.80936509627,Diluent / Flush / Irrigant,1,1,0.80936509627,flus,chloride,0.45%,sodium
1711,2628,MAGNESIUM SULFATE 500 MG INJ C,magnesium sulfate 500_mg injection cap,Pharmacy,RETROSPECTIVE,2016-07-12,injection,magnesium,500_mg,sulfate,Pharmacy,0.957231695988,Pharmacy,1,1,0.957231695988,inj,cap,magnesium,500_mg
1712,2134,SLIDENAFILE SUSP 2.5 MG/1ML,sildenafil suspension 2.5_mg/1_ml,Plan Benefit,RETROSPECTIVE,2016-07-12,slidenafile,2.5mg/1_ml,suspension,,Plan Benefit,0.856771548885,Plan Benefit,1,1,0.856771548885,susp,2.5_mg/1_ml,sildenafil,
1713,6898,SODIUM POC ACUTE PANEL A,sodium poc acute panel a,Laboratory,ONLINE,2016-10-12,acute,panel,poc,sodium,Laboratory,0.835042910695,Laboratory,1,1,0.835042910695,acute,panel,poc,sodium
1714,5699,HB THROMBIN (RECOMBINANT) 5000 UNIT EX,thrombin recombinant 5000_units ex,Pharmacy,RETROSPECTIVE,2016-07-13,thrombin,recombinant,ex,5000_units,Pharmacy,0.556084597234,Pharmacy,1,1,0.556084597234,thrombin,recombinant,ex,5000_units
