Unnamed: 0,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Match,kind of voting
1052,84,D5W 1000ML,dextrose_5%_in_water 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,D5W,1000_ml,,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.710144470066,Diluent / Flush / Irrigant,0.961001288361,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.857048586142,d5w,1000_ml,,,1,all agree
1053,96,DEXTROSE 5 % SOLN,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,solution,,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.529943137774,Diluent / Flush / Irrigant,0.910683048726,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.813542062167,5%,dextrose,soln,,1,all agree
1054,1932,5F FEED TUBE,5 feed tube,Supply,RETROSPECTIVE,12/07/2016,feed,tube,5f,,Pharmacy,0.7,Supply,0.859363043635,Supply,0.948448483689,Supply,"Logistic, DeepNN",2,0,1,1,0.602603842441,feed,tube,,,1,jaro disagree
1055,3308,HB MRI L-SPINE W/ CONTRAST,magnetic_resonance_imagery lumbar spine with contrast,Radiology,RETROSPECTIVE,13/07/2016,spine,mri,l,contrast,Radiology,0.97,Radiology,0.792543928989,Radiology,0.981762631427,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.914768853472,spine,mri,contrast,lumbar,1,all agree
1056,3232,VECURONIUM BR INJ 20MG - 20ML,vecuronium bromide injection 20_mg 20_ml,Pharmacy,RETROSPECTIVE,13/07/2016,injection,20_mg,20_ml,,Pharmacy,0.85,Pharmacy,0.966119582716,Pharmacy,0.999753475106,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.938624352607,inj,20_mg,20_ml,,1,all agree
1057,2619,HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG,therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug,Nursing Services,RETROSPECTIVE,12/07/2016,push,ther,iv,,Nursing Services,0.98,Nursing Services,0.932286718818,Nursing Services,0.999300651581,Nursing Services,"Jaro, Logistic, DeepNN",3,1,1,1,0.970529123466,sequential,subsequent,drug,diagnostic,1,all agree
1058,3328,HB PRE-ICU TRANSPORT,pre intensive_care_unit transport,Other,RETROSPECTIVE,13/07/2016,pre,intensive_care_unit,transport,,Other,0.79,Room and Board,0.390406304067,Other,0.698512658338,Other,"Jaro, DeepNN",2,1,0,1,0.496170886113,pre,intensive_care_unit,transport,,1,logistic disagree
1059,4237,SELFCARE HOME MGMT 15 MIN,selfcare home management 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,selfcare,mgmt,min,home,PT / OT / Speech Therapy,0.98,PT / OT / Speech Therapy,0.421389676068,PT / OT / Speech Therapy,0.436213275934,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.612534317334,selfcare,mgmt,15_minutes,home,1,all agree
1060,4597,HB - ECHOCARDIOGRAPHY TRANSTHORACIC 2D M-MODE; COMPLETE WITH DOPPLER,echocardiography transthoracic 2_dimensional m mode complete with doppler,Cardiology,ONLINE,01/09/2016,doppler,complete,,,Cardiology,0.72,Cardiology,0.549191321617,Radiology,0.458609985535,Cardiology,"Jaro, Logistic",2,1,1,0,0.423063773872,doppler,complete,,,1,deepnn disagree
1061,4407,SET INSYTE 20GA 1 1/4,set insyte 20_gauge 1 1/4,Supply,ONLINE,24/08/2016,04/Jan,insyte,set,20ga,Supply,0.69,Supply,0.925936898893,Supply,0.999744871101,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.871893923331,1/4,insyte,set,20_gauge,1,all agree
1062,3677,77074836 - DRESSING FOAM 8X8 MEPILEX AG,dressing foam 8x8 mepilex ag,Supply,RETROSPECTIVE,13/07/2016,foam,dressing,,,Supply,0.95,Supply,0.881038138197,Supply,0.99645670331,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.942498280502,mepilex,foam,dressing,,1,all agree
1063,5655,MIDAZOLAM 1:10 0.5 MG/ML SOLN 1 ML SYRINGE,midazolam 1:10 0.5_mg/ml solution 1_ml syringe,Pharmacy,ONLINE,16/09/2016,syringe,1_ml,midazolam,soln,Pharmacy,0.85,Pharmacy,0.977708952915,Pharmacy,0.999981467264,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.942563473393,syringe,1_ml,midazolam,soln,1,all agree
1064,3940,HB BAG DRAIN BECKER 700ML CSF EXT,bag drain becker 700_ml cerebrospinal_fluid extension,Supply,RETROSPECTIVE,13/07/2016,bag,drain,ext,,Supply,0.89,Supply,0.926986171952,Supply,0.999756107816,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.938914093256,bag,drain,ext,csf,1,all agree
1065,2405,DIGOXIN 0.125 MG TABS,digoxin 0.125_mg tablets,Pharmacy,RETROSPECTIVE,12/07/2016,digoxin,tabs,0.125_mg,,Laboratory,0.8,Pharmacy,0.914843306229,Pharmacy,0.999874825367,Pharmacy,"Logistic, DeepNN",2,0,1,1,0.638239377198,digoxin,tabs,0.125_mg,,1,jaro disagree
1066,4554,NACL 0.9% *PF* INJ,sodium_chloride 0.9% preservative_free injection,Diluent / Flush / Irrigant,ONLINE,30/08/2016,0.90%,professional_fee,inj,nacl,Diluent / Flush / Irrigant,0.86,Diluent / Flush / Irrigant,0.505968769433,Diluent / Flush / Irrigant,0.893235270361,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.753068013265,0.9%,preservative_free,inj,nacl,1,all agree
1067,1557,UNDERPADS,underpads,Supply,RETROSPECTIVE,12/07/2016,underpads,,,,Supply,0.84,Laboratory,0.163160097645,Laboratory,0.39728729216,Laboratory,"Logistic, DeepNN",2,0,1,1,0.186815796602,underpads,,,,0,jaro disagree
1068,2926,COMPREHENSIVE ED VST,comprehensive emergency_department visit,Other,RETROSPECTIVE,13/07/2016,emergency_department,comprehensive,vest,,Laboratory,0.89,Other,0.651391868917,Other,0.996843678165,Other,"Logistic, DeepNN",2,0,1,1,0.549411849027,ed,comprehensive,visit,,1,jaro disagree
1069,3934,HB ACETAMINOPHEN 80 MG PO TBDP,acetaminophen 80_mg by_mouth tbdp,Pharmacy,RETROSPECTIVE,13/07/2016,80_mg,po,tbdp,acetaminophen,Pharmacy,0.81,Pharmacy,0.949107550566,Pharmacy,0.999950420047,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.919685990204,80_mg,po,tbdp,acetaminophen,1,all agree
1070,5814,PICC DRSG TRAY DTI0225 DISP,peripherally_inserted_central_catheter dressing tray dti0225 disposable,Supply,ONLINE,16/09/2016,disp,tray,picc,drsg,Laboratory,0.68,Supply,0.945574384373,Supply,0.999961350997,Supply,"Logistic, DeepNN",2,0,1,1,0.64851191179,disp,tray,picc,drsg,1,jaro disagree
1071,3259,HB ACTH STIM PANEL,cosyntropin stimulation panel,Laboratory,RETROSPECTIVE,13/07/2016,acth,stim,panel,,Laboratory,0.75,Supply,0.334498423936,Laboratory,0.687953558115,Laboratory,"Jaro, DeepNN",2,1,0,1,0.479317852705,stimulation,cosyntropin,panel,,1,logistic disagree
1072,3658,77020667 - GUIDEWIRE GLIDE SV 018/180ANG,guidewire glide sv 018/180ang,Supply,RETROSPECTIVE,13/07/2016,018/180ang,glide,guidewire,sv,Supply,0.75,Supply,0.943960156121,Supply,0.993124970879,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.895695042333,018/180ang,glide,guidewire,sv,1,all agree
1073,4195,POT CHLORIDE 10% 20MEQ/15ML UD,pot chloride 10% 20_meq/15_ml ud,Pharmacy,RETROSPECTIVE,13/07/2016,ud,chloride,,,Pharmacy,0.77,Pharmacy,0.889190401145,Pharmacy,0.995851778026,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.885014059724,ud,chloride,,,1,all agree
1074,927,DEXAMETHASONE 0.5MG/5ML 0.5ML,dexamethasone 0.5_mg/5_ml 0.5_ml,Pharmacy,RETROSPECTIVE,12/07/2016,0.5_ml,0.5mg/5_ml,dexamethasone,,Pharmacy,0.84,Pharmacy,0.922012008025,Pharmacy,0.999878267781,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.920630091936,0.5_ml,0.5_mg/5_ml,dexamethasone,,1,all agree
1075,4491,OPCAB STABILIZER EVOL,opcab stabilizer evolution,Supply,ONLINE,29/08/2016,opcab,evol,stabilizer,,Laboratory,0.72,Supply,0.845598499353,Supply,0.856741581999,Supply,"Logistic, DeepNN",2,0,1,1,0.567446693784,opcab,evolution,stabilizer,,1,jaro disagree
1076,993,LORAZEPAM 2 MG/ML INJ,lorazepam 2_mg/ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,lorazepam,2_mg/ml,injection,,Pharmacy,0.94,Pharmacy,0.969807522501,Pharmacy,0.999843458757,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.969883660419,lorazepam,2_mg/ml,inj,,1,all agree
1077,4812,C-MULTI-LUMEN CENTRAL VENOUS K,catheter multiple lumen central venous,Supply,ONLINE,16/09/2016,venous,central,k,multiple,Laboratory,0.72,Supply,0.743062392109,Supply,0.9890594035,Supply,"Logistic, DeepNN",2,0,1,1,0.57737393187,venous,central,catheter,multiple,1,jaro disagree
1078,5822,POLYETHYLENE GLYCOL 3350 PACK,polyethylene glycol 3350 pack,Pharmacy,ONLINE,16/09/2016,polyethylene,glycol,pack,,Pharmacy,0.95,Pharmacy,0.653346522571,Pharmacy,0.998970734125,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.867439085565,polyethylene,glycol,pack,,1,all agree
1079,3003,GUIDNCE ABSCSS DRAIN/CATH,guidance abscess drain/catheter,Radiology,RETROSPECTIVE,13/07/2016,abscess,guidance,drain,catheter,Laboratory,0.71,Supply,0.825031292552,Supply,0.999889935904,Supply,"Logistic, DeepNN",2,0,1,1,0.608307076152,abscess,guidance,drain,catheter,0,jaro disagree
1080,3020,INHALATION TRTMT SUB,inhalation treatment subsequent,Respiratory Therapy,RETROSPECTIVE,13/07/2016,trtmt,inhalation,sub,,Respiratory Therapy,0.87,Respiratory Therapy,0.838347320352,Respiratory Therapy,0.995987513514,Respiratory Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.901444944622,subsequent,inhalation,treatment,,1,all agree
1081,4583,25 MM BONE SCREWS,25 millimeters bone screws,Implant,ONLINE,01/09/2016,screws,bone,millimeters,,Implant,0.9,Implant,0.469578090218,Implant,0.979746013775,Implant,"Jaro, Logistic, DeepNN",3,1,1,1,0.783108034664,screws,bone,millimeters,,1,all agree
1082,5657,MIDAZOLAM 2 MG/2 ML INJECTION,midazolam 2_mg/2_ml injection,Pharmacy,ONLINE,16/09/2016,injection,midazolam,2_mg/2_ml,,Pharmacy,0.88,Pharmacy,0.964784392613,Pharmacy,0.999965329422,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.948249907345,injection,midazolam,2_mg/2_ml,,1,all agree
1083,4022,HB TOOL DISSECT OD7.0MM ACORN FLU,tool dissect od7.0mm acorn flush,Supply,RETROSPECTIVE,13/07/2016,flu,,,,Supply,0.79,Supply,0.947008489094,Supply,0.820671990379,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.852560159824,flu,,,,1,all agree
1084,3594,63003201 - BUN URINE,blood_urea_nitrogen urine,Laboratory,RETROSPECTIVE,13/07/2016,blood_urea_nitrogen,urine,,,Laboratory,0.75,Laboratory,0.926450939946,Laboratory,0.99979899666,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.892083312202,bun,urine,,,1,all agree
1085,5900,RETRACTOR RIGID X-LARGE ALEXIS,retractor rigid extra large alexis,Supply,ONLINE,16/09/2016,large,,,,Supply,0.69,Supply,0.790989250713,Supply,0.997188110909,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.826059120541,large,,,,1,all agree
1086,891,ALBUTEROL 2.5 MG/0.5 ML,albuterol 2.5_mg/0.5_ml,Pharmacy,RETROSPECTIVE,12/07/2016,albuterol,2.5mg/0.5ml,,,Pharmacy,0.85,Pharmacy,0.969325542415,Pharmacy,0.99999445489,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.939773332435,albuterol,2.5_mg/0.5_ml,,,1,all agree
1087,3987,HB LIDOCAINE HCL 1% EPI 1:100 000,lidocaine hydrochloride 1% epinephrine 1 100 0,Pharmacy,RETROSPECTIVE,13/07/2016,epinephrine,1%,lidocaine,hydrochloride,Pharmacy,0.81,Pharmacy,0.963685941352,Pharmacy,0.99999016509,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.924558702148,epinephrine,1%,lidocaine,hydrochloride,1,all agree
1088,5646,METHADONE 1 MG/ML SOLN 500 ML BOTTLE,methadone 1_mg/ml solution 500_ml bottle,Pharmacy,ONLINE,16/09/2016,soln,bottle,500_ml,,Pharmacy,0.88,Pharmacy,0.924091680363,Pharmacy,0.994165465426,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.93275238193,soln,bottle,500_ml,,1,all agree
1089,4201,POTASSIUM CHLORIDE 2 MEQ INJ,potassium chloride 2_meq injection,Pharmacy,RETROSPECTIVE,13/07/2016,2_meq,potassium,chloride,injection,Pharmacy,0.93,Pharmacy,0.89165926371,Pharmacy,0.997881668817,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.939846977509,2_meq,potassium,chloride,inj,1,all agree
1090,4980,DEXTROSE 5 % AND 0.45% NACL 5-0.45 % SOLN,dextrose_5% and 0.45% sodium_chloride 5-0.45% solution,Pharmacy,ONLINE,16/09/2016,dextrose,soln,nacl,,Pharmacy,0.86,Pharmacy,0.610091723143,Pharmacy,0.990231397928,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.820107707024,soln,nacl,,,1,all agree
1091,2816,86401005 - WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,walking,moving,around,,PT / OT / Speech Therapy,0.98,PT / OT / Speech Therapy,0.643315028884,PT / OT / Speech Therapy,0.982667153989,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.868660727624,walking,moving,around,,1,all agree
1092,3229,VASOPRESSIN 100 UNITS IN 1,vasopressin 100_units individual 1,Pharmacy,RETROSPECTIVE,13/07/2016,100_units,individual,vasopressin,,Pharmacy,0.91,Laboratory,0.692014007543,Pharmacy,0.673993832447,Pharmacy,"Jaro, DeepNN",2,1,0,1,0.527997944149,100_units,individual,vasopressin,,1,logistic disagree
1093,3563,53277000 - ARTERIAL BLD DRAW FOR ANALYSIS,arterial blood draw for analysis,Nursing Services,RETROSPECTIVE,13/07/2016,arterial,draw,blood,analysis,Nursing Services,0.73,Nursing Services,0.662797466235,Nursing Services,0.995196023319,Nursing Services,"Jaro, Logistic, DeepNN",3,1,1,1,0.795997829851,arterial,draw,bld,analysis,1,all agree
1094,3616,64266000 - CULTURE ISOLATE ID ADD METHOD,culture isolate id additional method,Laboratory,RETROSPECTIVE,13/07/2016,culture,additional,,,Laboratory,0.7,Laboratory,0.965811003939,Laboratory,0.999950131772,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.888587045237,culture,isolate,id,additional,1,all agree
1095,659,SODIUM C,sodium cap,Laboratory,RETROSPECTIVE,12/07/2016,c,sodium,,,Laboratory,0.95,Diluent / Flush / Irrigant,0.296956275999,Diluent / Flush / Irrigant,0.692684536073,Diluent / Flush / Irrigant,"Logistic, DeepNN",2,0,1,1,0.329880270691,cap,sodium,,,0,jaro disagree
1096,4169,OT EVAL INTERMEDIATE,occupational_therapy evaluation intermediate,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,evaluation,intermediate,occupational_therapy,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.900126374399,PT / OT / Speech Therapy,0.999896823637,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.953341066012,evaluation,intermediate,ot,,1,all agree
1097,397,DORNASE ALPHA I,dornase alpha i,Plan Benefit,RETROSPECTIVE,12/07/2016,alpha,dornase,,,Plan Benefit,0.97,Plan Benefit,0.66368682683,Plan Benefit,0.872152658075,Plan Benefit,"Jaro, Logistic, DeepNN",3,1,1,1,0.835279828302,alpha,dornase,,,1,all agree
1098,3839,CLOSTRIDIUM ENZYM ANTIGENASSAY,clostridium enzyme antigenassay,Laboratory,RETROSPECTIVE,13/07/2016,clostridium,enzyme,antigenassay,,Laboratory,0.78,Laboratory,0.845935989229,Laboratory,0.984872396141,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.87026946179,clostridium,enzyme,antigenassay,,1,all agree
1099,1677,CREATININE BLOOD,creatinine blood,Laboratory,RETROSPECTIVE,12/07/2016,creatinine,blood,,,Laboratory,1.0,Laboratory,0.842091216287,Laboratory,0.99883301994,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.946974745409,creatinine,blood,,,1,all agree
1100,4976,DEXTROSE 10% SOLP 1 000 ML,dextrose 10% solution 1 000_ml,Pharmacy,ONLINE,16/09/2016,000_ml,dextrose,solution,10%,Pharmacy,0.94,Pharmacy,0.75618976751,Pharmacy,0.926137638948,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.874109135486,000_ml,dextrose,solution,10%,1,all agree
1101,4300,TRAY STAPLE REMOVE,tray staple remove,Supply,RETROSPECTIVE,13/07/2016,tray,staple,remove,,Other,0.76,Supply,0.915778970028,Supply,0.998173990553,Supply,"Logistic, DeepNN",2,0,1,1,0.637984320194,tray,staple,remove,,1,jaro disagree
1102,3619,64768100 - ACUTE HEPATITIS PANEL,acute hepatitis panel,Laboratory,RETROSPECTIVE,13/07/2016,acute,hepatitis,panel,,Laboratory,0.9,Laboratory,0.707726980356,Laboratory,0.946469102301,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.851398694219,acute,hepatitis,panel,,1,all agree
1103,5768,PACK COLD REUSABLE,pack cold reusable,Supply,ONLINE,16/09/2016,cold,reusable,pack,,Supply,0.78,Supply,0.887981604235,Supply,0.892497980047,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.853493194761,cold,reusable,pack,,1,all agree
1104,3131,PT GAIT TRAIN 1 OR > AREAS EA 15M,patient gait training 1 or more areas each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,patient,operation_room,,,PT / OT / Speech Therapy,0.75,PT / OT / Speech Therapy,0.741278575912,PT / OT / Speech Therapy,0.992275842472,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.827851472795,training,pt,15_minutes,gait,1,all agree
1105,5882,PTT/APTT,partial_thromboplastin_time/aptt,Laboratory,ONLINE,16/09/2016,partial_thromboplastin_time,aptt,,,Laboratory,0.79,Laboratory,0.880380583555,Laboratory,0.977331139898,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.882570574484,partial_thromboplastin_time,aptt,,,1,all agree
1106,3314,HB OT THERAPEUTIC ACTV EA 15 MIN,occupational_therapy therapeutic activity each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,min,ot,actv,therapeutic,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.924677510935,PT / OT / Speech Therapy,0.999845340516,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.95150761715,activity,ot,15_minutes,therapeutic,1,all agree
1107,2827,86810003 - SELF CARE,self care,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,self,care,,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.596621351008,PT / OT / Speech Therapy,0.96907269235,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.841898014452,self,care,,,1,all agree
1108,4725,AQUAPHOR OINTMENT 14OZ 1 TUB E,aquaphor ointment 14oz 1 tube e,Supply,ONLINE,16/09/2016,tubing,ointment,,,Supply,0.88,Supply,0.814368687378,Supply,0.760503575949,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.818290754442,ointment,tube,,,1,all agree
1109,2722,30572000 - VENOUS DUPLEX IMAGE BILAT,venous duplex image bilateral,Radiology,RETROSPECTIVE,13/07/2016,venous,duplex,image,bilat,Radiology,0.75,Radiology,0.611226910482,Radiology,0.981313312414,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.780846740965,venous,duplex,image,bilateral,1,all agree
1110,4138,MORPH SULF 10MG-2MG CARPUJECT,morph sulfate 10_mg 2_mg carpuject,Pharmacy,RETROSPECTIVE,13/07/2016,2_mg,sulfate,10_mg,,Pharmacy,0.74,Pharmacy,0.962999433205,Pharmacy,0.999994647333,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.900998026846,2_mg,sulfate,10_mg,,1,all agree
1111,3126,PROTECTOR HEEL SHEEPSKIN MED,protector heel sheepskin medium,Supply,RETROSPECTIVE,13/07/2016,sheepskin,medical,protector,heel,Laboratory,0.71,Supply,0.905902536756,Supply,0.999002851054,Supply,"Logistic, DeepNN",2,0,1,1,0.634968462604,sheepskin,medium,protector,heel,1,jaro disagree
1112,4110,LOVERSOL 240 MG/ML SOLUTION,loversol 240_mg/ml solution,Pharmacy,RETROSPECTIVE,13/07/2016,loversol,solution,240_mg/ml,,Pharmacy,0.74,Pharmacy,0.926935614009,Pharmacy,0.994514911062,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.887150175024,loversol,solution,240_mg/ml,,1,all agree
1113,194,IV-SODIUM CHLORIDE 0.9% 250ML,intravenous sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,chloride,intravenous,sodium,Diluent / Flush / Irrigant,0.87,Diluent / Flush / Irrigant,0.880428656843,Diluent / Flush / Irrigant,0.999601541496,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.91667673278,250_ml,chloride,intravenous,sodium,1,all agree
1114,3653,77019412 - DRESSING WOUND CARE POLYMEM,dressing wound care polymem,Supply,RETROSPECTIVE,13/07/2016,care,wound,polymem,dressing,Supply,0.74,Supply,0.728416741185,Supply,0.974660456238,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.814359065808,care,wound,polymem,dressing,1,all agree
1115,421,HCHG DAILY NO PER HOUR/HCHG DAILY NO PER HOUR,daily nitric_oxide per hour/hchg daily nitric_oxide per hour,Plan Benefit,RETROSPECTIVE,12/07/2016,hour,per,daily,nitric_oxide,Plan Benefit,1.0,Plan Benefit,0.846438742773,Plan Benefit,0.998634998162,Plan Benefit,"Jaro, Logistic, DeepNN",3,1,1,1,0.948357913645,hour,hchg,per,daily,1,all agree
1116,3150,ROCURONIUM BROM 10 MG / ML,rocuronium bromide 10_mg/ml,Pharmacy,RETROSPECTIVE,13/07/2016,broom,rocuronium,10_mg/ml,,Pharmacy,0.93,Pharmacy,0.964479637711,Pharmacy,0.999918977139,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.964799538283,bromide,rocuronium,10_mg/ml,,1,all agree
1117,23,FEEDING PUMP,feeding pump,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,feeding,,,Capital Equipment,0.81,Capital Equipment,0.826901047336,Capital Equipment,0.999628898454,Capital Equipment,"Jaro, Logistic, DeepNN",3,1,1,1,0.878843315263,pump,feeding,,,1,all agree
1118,2406,PREGABALIN 75MG CAP,pregabalin 75_mg capillary,Pharmacy,RETROSPECTIVE,12/07/2016,75_mg,pregabalin,capillary,,Pharmacy,0.94,Pharmacy,0.932354717919,Pharmacy,0.999902583277,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.957419100399,75_mg,pregabalin,capillary,,1,all agree
1119,26,HB ALTERNATING SURFACE BED,alternating surface bed,Capital Equipment,RETROSPECTIVE,12/07/2016,alternating,bed,surface,,Nursing Services,0.72,Supply,0.486538585751,Capital Equipment,0.936790125228,Capital Equipment,DeepNN,1,0,0,1,0.312263375076,alternating,bed,surface,,1,all disagree
1120,5287,HC DISCONTINUE CENTRAL/ INTRA OSSEOUS LINE,discontinue central/intra osseous line,Nursing Services,ONLINE,16/09/2016,line,central,,,Pharmacy,0.73,Supply,0.478169218789,Supply,0.504814450646,Supply,"Logistic, DeepNN",2,0,1,1,0.327661223145,line,central,,,0,jaro disagree
1121,2515,ASPIRIN 81 MGCHEW 750 EACH BLIST PACK,aspirin 81_mgchew 750 each blister pack,Pharmacy,RETROSPECTIVE,12/07/2016,pack,biblist,aspirin,,Pharmacy,0.83,Pharmacy,0.623167417983,Pharmacy,0.986972016394,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.813379811459,81_mgchew,blister,pack,aspirin,1,all agree
1122,501,SILDENAFIL SUSP 2.5MG/ML,sildenafil suspension 2.5_mg/ml,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,sildenafil,2.5mg/ml,,Plan Benefit,0.96,Plan Benefit,0.933845647766,Plan Benefit,0.999319816373,Plan Benefit,"Jaro, Logistic, DeepNN",3,1,1,1,0.964388488046,susp,sildenafil,2.5_mg/ml,,1,all agree
1123,4189,PHYTONADIONE (VITAMIN K) PER 1 MG,phytonadione vitamin potassium per 1_mg,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,potassium,vitamin,per,Pharmacy,0.94,Pharmacy,0.852485632646,Pharmacy,0.99957440017,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.930686677605,1_mg,potassium,vitamin,per,1,all agree
1124,5884,RANITIDINE 25 MG/ML SOLN,ranitidine 25_mg/ml solution,Pharmacy,ONLINE,16/09/2016,ranitidine,25_mg/ml,soln,,Pharmacy,0.92,Pharmacy,0.939907775125,Pharmacy,0.99618043595,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.952029403692,ranitidine,25_mg/ml,soln,,1,all agree
1125,3377,TRANSFUSION BLOOD OR BLOOD COMPONE,transfusion blood or blood components,Nursing Services,RETROSPECTIVE,13/07/2016,transfusion,blood,or,,Nursing Services,0.93,Laboratory,0.612701016814,Laboratory,0.911103313784,Laboratory,"Logistic, DeepNN",2,0,1,1,0.507934776866,transfusion,blood,compone,,0,jaro disagree
1126,4233,ROCURONIUM 10MG/ML 10ML VL,rocuronium 10_mg/ml 10_ml vial,Pharmacy,RETROSPECTIVE,13/07/2016,vial,rocuronium,10_ml,10_mg/ml,Pharmacy,0.87,Pharmacy,0.974321887018,Pharmacy,0.999626063293,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.947982650104,vial,rocuronium,10_ml,10_mg/ml,1,all agree
1127,4136,MIDODRINE 5 MG TAB,midodrine 5_mg tablet,Pharmacy,RETROSPECTIVE,13/07/2016,5_mg,tablet,midodrine,,Pharmacy,0.88,Pharmacy,0.952934346083,Pharmacy,0.999932362119,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.944288902734,5_mg,tab,midodrine,,1,all agree
