,Unnamed: 0,Original Description,Normalized Description,Charge Class,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_SVM,Prob_SVM,Correct_SVM,Predicted_Class_Naive,Prob_Naive,Correct_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Correct_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_kNN,Prob_kNN,Correct_kNN,Predicted_Class_LDA,Prob_LDA,Correct_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Correct_XGBoost,Voted Output,Confidence Score
202,1038,REMIFENTANIL HCL 2 MG INJ,remifentanil hydrochloride 2_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993199607689,1,Pharmacy,0.999957515439,1,Pharmacy,0.957463549604,1,Pharmacy,1.0,1,Pharmacy,0.99997552326,1,Pharmacy,1.0,1,Pharmacy,0.999999954687,1,Pharmacy,1.0,1,Pharmacy,0.994510683409
203,182,13080472 - INSLIN LISPRO (HUMLOG) PER 5 U,insulin lispro humalog per 5_units,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.947466185462,1,Pharmacy,0.897572454345,1,Pharmacy,0.862720504663,1,Pharmacy,0.4,1,Pharmacy,0.999946203697,1,Pharmacy,0.9,1,Pharmacy,0.999999997097,1,Pharmacy,1.0,1,Pharmacy,0.889745038363
204,3284,BENZO/MENT 15-3.6L0Z,benzodiazepine ment 15-3.6l oz,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.985109824732,1,Pharmacy,0.982147074273,1,Pharmacy,0.874751917508,1,Pharmacy,0.766666666667,1,Pharmacy,0.999930916773,1,Pharmacy,0.9,1,Pharmacy,0.999994085272,1,Supply,0.898927032948,0,Pharmacy,0.938575060653
205,4477,CT ABD & PELVIS W/O CONTRA,computed_tomography abdomen & pelvis without contrast,Radiology,Radiology,1.0,1,Radiology,0.975990723925,1,Radiology,0.999999801101,1,Radiology,0.893060181676,1,Radiology,0.9,1,Radiology,0.999933702507,1,Radiology,1.0,1,Radiology,0.998926210962,1,Radiology,1.0,1,Radiology,0.97421229113
206,4466,PROCALCITONIN (PCT),procalcitonin procalcitonin,Laboratory,Laboratory,1.0,1,Supply,0.59196819192,0,Pharmacy,0.275747508306,0,Supply,0.157211081561,0,Laboratory,0.358004046607,1,Supply,0.33337329228,0,Laboratory,0.3,1,Supply,0.668987591405,0,Laboratory,0.195818379521,1,Laboratory,0.463455606532
207,4843,POTASSIUM CHLOR 10 MEQ/50 ML I,potassium chloride 10_meq/50_ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.948509606367,1,Pharmacy,0.86781587954,1,Pharmacy,0.80078944267,1,Pharmacy,1.0,1,Pharmacy,0.997162704971,1,Pharmacy,0.7,1,Pharmacy,0.999999992208,1,Pharmacy,1.0,1,Pharmacy,0.923808625084
208,1340,HB LAB POC GLUCOSE,laboratory point_of_care glucose,Monitoring,Monitoring,1.0,1,Monitoring,0.955134673945,1,Monitoring,0.99082026631,1,Monitoring,0.921634555568,1,Monitoring,0.7,1,Monitoring,0.999401661908,1,Monitoring,1.0,1,Monitoring,0.614916252105,1,Monitoring,0.999665379524,1,Monitoring,0.909063643262
209,4722,ALBUMIN HUMAN 5% SOLN,albumin human 5% solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.677435988523,1,Pharmacy,0.952949450612,1,Pharmacy,0.596264658939,1,Pharmacy,0.6,1,Pharmacy,0.990765604502,1,Pharmacy,0.7,1,Pharmacy,0.999977660864,1,OR / Anesthesia / Recovery Room,0.855773985386,0,Pharmacy,0.81467417043
210,1671,RINGERS LACTATE INFUSION UP TO 1 000 CC,ringers_lactate infusion 1000_cc,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.578217992576,0,Pharmacy,0.737813709901,1,Pharmacy,0.486571635971,1,Laboratory,0.2,0,Diluent / Flush / Irrigant,0.533082824492,0,Diluent / Flush / Irrigant,0.4,0,Laboratory,0.937825503281,0,Cardiology,0.403178155422,0,Pharmacy,0.741461781957
211,2231,RENAL CRRT TREATMENT DURIN,renal continuous_renal_replacement_therapy treatment,Dialysis,Dialysis,1.0,1,Dialysis,0.501459061497,1,Laboratory,0.732786468631,0,Respiratory Therapy,0.2571115403,0,Dialysis,0.6,1,Dialysis,0.684369462211,1,Respiratory Therapy,0.4,0,Respiratory Therapy,0.996211490139,0,Dialysis,0.999995708466,1,Dialysis,0.757164846435
212,1768,HC ED NONCHEMO MED INF EA NEW DRUG 1ST HR,emergency_department nonchemo medical infusion new drug 1st hour,Nursing Services,Nursing Services,1.0,1,Nursing Services,0.349574217628,1,Nursing Services,0.887595412612,1,Nursing Services,0.619795167383,1,PT / OT / Speech Therapy,0.2,0,Nursing Services,0.755810433539,1,Nursing Services,0.4,1,Other,0.985046816612,0,Nursing Services,0.962307751179,1,Nursing Services,0.710726140334
213,470,NITRIC OXIDE 2 HRS,nitric oxide 2 hours,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.933963685919,1,Plan Benefit,0.997623384069,1,Plan Benefit,0.867143360871,1,Plan Benefit,0.9,1,Plan Benefit,0.998611520694,1,Plan Benefit,1.0,1,Plan Benefit,0.999993523689,1,Plan Benefit,1.0,1,Plan Benefit,0.96637060836
214,2042,NEOMYCIN/POLYMIXIN GU IRR SOLN,neomycin polymyxin genitourinary irrigation solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.714958255801,1,Pharmacy,0.870868745545,1,Pharmacy,0.751565773178,1,Laboratory,0.3,0,Pharmacy,0.976458648756,1,Pharmacy,0.7,1,Diluent / Flush / Irrigant,0.993770597839,0,Diluent / Flush / Irrigant,0.9890447855,0,Pharmacy,0.83564190388
215,3525,NEONATAL FLEXTEND WITH TTS CUFF TRACHEOSTOMY TU,neonatal flextend tts cuff tracheostomy tube,Supply,Supply,1.0,1,Supply,0.869824690385,1,Supply,0.999762705353,1,Supply,0.866140367618,1,Monitoring,0.3,0,Supply,0.984530113249,1,Supply,0.7,1,Supply,0.964652201225,1,Supply,1.0,1,Supply,0.923113759729
216,2616,DRESSING  DRAIN,dressing drain,Supply,Supply,1.0,1,Supply,0.862303675676,1,Supply,0.99856751722,1,Supply,0.837258913014,1,Supply,1.0,1,Supply,0.976641917569,1,Supply,1.0,1,Supply,0.925898605204,1,Supply,0.840350568295,1,Supply,0.937891244109
217,1417,BUPROPION 100 MG TABS,bupropion 100_mg tablets,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.983478243862,1,Pharmacy,0.99911361473,1,Pharmacy,0.924659727592,1,Pharmacy,0.5,1,Pharmacy,0.999985800719,1,Pharmacy,1.0,1,Pharmacy,0.999999996888,1,Pharmacy,1.0,1,Pharmacy,0.934137487088
218,2772,FAT EMULSION 20% EMUL 100,fat emulsion 20% emulsion 100,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.490572049928,1,Pharmacy,0.998057017359,1,Pharmacy,0.763054548334,1,Pharmacy,0.3,1,Pharmacy,0.982571054385,1,Pharmacy,0.5,1,Pharmacy,0.999680830035,1,OR / Anesthesia / Recovery Room,0.999870181084,0,Pharmacy,0.754241937505
219,620,HB INSTRU SCISSORS STERILE 5IN,instrument scissors sterile 5 inches,Supply,Supply,1.0,1,Supply,0.925407850882,1,Supply,0.999886413449,1,Supply,0.879220556645,1,Supply,1.0,1,Supply,0.969136463943,1,Supply,0.8,1,Supply,0.999275944352,1,Supply,0.949478805065,1,Supply,0.946934003815
220,1964,SILDENAFIL CMPD SUS,sildenafil cmpd sustainability,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.35930606596,1,Laboratory,0.762035661991,0,Plan Benefit,0.736098000889,1,Laboratory,0.3,0,Plan Benefit,0.999610652783,1,Pharmacy,0.5,0,Plan Benefit,0.999998266719,1,Plan Benefit,1.0,1,Plan Benefit,0.849168831058
221,2374,SOD CHL 0.9% INH SOL (3ML),sodium chloride 0.9% inhaled solution 3_ml,Supply,Supply,1.0,1,Supply,0.791599285143,1,Diluent / Flush / Irrigant,0.88754454232,0,Diluent / Flush / Irrigant,0.49720036688,0,Supply,0.5,1,Supply,0.819489782889,1,Diluent / Flush / Irrigant,0.5,0,Diluent / Flush / Irrigant,0.994226349369,0,Supply,1.0,1,Supply,0.822217813606
222,4073,SODIUM CHLORIDE 0.9% 0.9,sodium chloride 0.9% 0.9,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.784941070827,1,Diluent / Flush / Irrigant,0.710960596262,1,Diluent / Flush / Irrigant,0.59294111283,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.963100827152,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.999930832351,1,Diluent / Flush / Irrigant,0.886943817139,1,Diluent / Flush / Irrigant,0.848757584062
223,3500,ASSAY OF PREALBUMIN,assay prealbumin,Laboratory,Laboratory,1.0,1,Laboratory,0.948858318984,1,Laboratory,0.999406920902,1,Laboratory,0.89709294691,1,Laboratory,1.0,1,Laboratory,0.998174948087,1,Laboratory,1.0,1,Laboratory,0.999946559099,1,Laboratory,0.999999880791,1,Laboratory,0.982608841641
224,2601,PLASMA THAW,plasma thawing,Blood Products,Blood Products,1.0,1,Laboratory,0.388996267643,0,Laboratory,0.985891552193,0,Laboratory,0.678197074314,0,Laboratory,0.5,0,Blood Products,0.618428458208,1,Laboratory,0.5,0,Laboratory,0.998460981034,0,Blood Products,0.970017790794,1,Laboratory,0.675257645864
225,2953,63103001 - CHLORIDE URINE,chloride urine,Laboratory,Laboratory,1.0,1,Laboratory,0.647123606707,1,Laboratory,0.886686313055,1,Laboratory,0.637103832727,1,Laboratory,0.6,1,Laboratory,0.764131139515,1,Laboratory,0.5,1,Diluent / Flush / Irrigant,0.949579713028,0,Laboratory,0.608368217945,1,Laboratory,0.705426638744
226,3845,LEVOCARNITINE 330 MG TAB,levocarnitine 330_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.952710779333,1,Pharmacy,0.996374268342,1,Pharmacy,0.888968603754,1,Pharmacy,1.0,1,Pharmacy,0.997632038958,1,Pharmacy,0.9,1,Pharmacy,0.99999992767,1,Pharmacy,0.885575711727,1,Pharmacy,0.957917925532
227,3800,STERILE WATER FOR INJECTION SOLP,sterile water injection solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.968101355862,1,Diluent / Flush / Irrigant,0.993826598644,1,Diluent / Flush / Irrigant,0.83687346745,1,Diluent / Flush / Irrigant,0.5,1,Diluent / Flush / Irrigant,0.997510567083,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999301263667,1,Diluent / Flush / Irrigant,0.999920964241,1,Diluent / Flush / Irrigant,0.921726024105
228,2566,NYSTATIN 500000 UNITS/5ML SUSP,nystatin 500000_units/5_ml suspension,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.984214628024,1,Pharmacy,0.99831673817,1,Pharmacy,0.957707408239,1,Pharmacy,0.6,1,Pharmacy,0.999927231413,1,Pharmacy,0.8,1,Pharmacy,0.999999310061,1,Pharmacy,1.0,1,Pharmacy,0.926685035101
229,4202,DEXTROSE 5% IN WATER 100ML,dextrose 5% water 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.983440561207,1,Diluent / Flush / Irrigant,0.992157224734,1,Diluent / Flush / Irrigant,0.881508189351,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.992970406718,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.919814822735,1,Diluent / Flush / Irrigant,0.995802223682,1,Diluent / Flush / Irrigant,0.973965936492
230,1743,CONCENTRATION OF SAMPLE,concentration sample,Laboratory,Laboratory,1.0,1,Laboratory,0.865209101782,1,Laboratory,0.853205080767,1,Laboratory,0.866100803322,1,Laboratory,0.6,1,Laboratory,0.993476788592,1,Laboratory,0.5,1,Laboratory,0.999990765949,1,Laboratory,0.865428328514,1,Laboratory,0.838156763214
231,1975,HC RT SUPPLIES LEVEL 1,respiratory_therapy supplies level 1,Supply,Supply,1.0,1,Respiratory Therapy,0.269950330718,0,OR / Anesthesia / Recovery Room,0.619945014857,0,Respiratory Therapy,0.37444322443,0,PT / OT / Speech Therapy,0.2,0,Respiratory Therapy,0.363729231679,0,Respiratory Therapy,0.5,0,Supply,0.683422727951,1,Supply,0.758035063744,1,Respiratory Therapy,0.377030696707
232,4621,BLD# COMPL AUTO HHRWP&AUTO,blood complete automated hhrwp automated,Laboratory,Laboratory,1.0,1,Laboratory,0.876256614403,1,Laboratory,0.999234763779,1,Laboratory,0.877406064323,1,Laboratory,0.5,1,Laboratory,0.998711601035,1,Laboratory,1.0,1,Laboratory,0.999950301775,1,Laboratory,0.999998211861,1,Laboratory,0.916839728575
233,184,SET EPIDURAL SAPHIRE,set epidural sapphire,Supply,Supply,1.0,1,Supply,0.966059235806,1,Supply,0.998857091649,1,Supply,0.939808683901,1,Supply,0.5,1,Supply,0.996470579249,1,Supply,0.8,1,Supply,0.914151983345,1,Supply,0.999113023281,1,Supply,0.901606733026
234,3223,HCHG CO2 EXPIRED GAS DETERMINATION,carbon dioxide expired gas determination,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Monitoring,0.909791022977,0,Monitoring,0.962475747509,0,Monitoring,0.615682547042,0,Monitoring,0.7,0,Monitoring,0.868561457184,0,Monitoring,0.4,0,Monitoring,0.811036310142,0,Monitoring,0.999999761581,0,Monitoring,0.783443355804
235,1271,LACTATED RINGER SOLP,lactated ringer solution,Pharmacy,Pharmacy,1.0,1,Supply,0.440209056499,0,Pharmacy,0.827474688383,1,Pharmacy,0.345145680051,1,Pharmacy,0.4,1,Pharmacy,0.888212693979,1,Pharmacy,0.6,1,Pharmacy,0.992808210727,1,Supply,0.665669381618,0,Pharmacy,0.721948753306
236,688,SOD BICARBONATE 50MEQ,sodium_bicarbonate 50_meq,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.911183636391,1,Pharmacy,0.899426262624,1,Pharmacy,0.728003810084,1,Pharmacy,0.6,1,Pharmacy,0.998228640895,1,Pharmacy,0.6,1,Pharmacy,0.999999884739,1,Pharmacy,0.999999284744,1,Pharmacy,0.85964905772
237,3125,HB VALVE BACTISEAL PROGRAM,valve bactiseal program,Supply,Supply,1.0,1,Supply,0.620814223637,1,Supply,0.977156927172,1,Supply,0.608782259965,1,OR / Anesthesia / Recovery Room,0.3,0,Supply,0.827040850611,1,Supply,0.5,1,Supply,0.50109210054,1,Supply,0.997249424458,1,Supply,0.754016973298
238,2618,HC-LAB-GLUCOSE BLOOD,laboratory glucose blood,Laboratory,Laboratory,1.0,1,Laboratory,0.811576343562,1,Laboratory,0.949749274877,1,Laboratory,0.650780361081,1,Laboratory,0.7,1,Laboratory,0.986113649077,1,Laboratory,0.9,1,Laboratory,0.695506974832,1,Laboratory,0.982820391655,1,Laboratory,0.85294966612
239,1037,URSODIOL SUSP 60MG/1ML,ursodiol suspension 60_mg/1_ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.991150918014,1,Pharmacy,0.993524666656,1,Pharmacy,0.921532330178,1,Pharmacy,0.9,1,Pharmacy,0.999791634748,1,Pharmacy,0.7,1,Pharmacy,0.999999966879,1,Pharmacy,1.0,1,Pharmacy,0.945111057386
240,3264,CLONIDNE 5MCG/ML ORAL SUSP 1ML,clonidine 5_mcg/ml oral suspension 1_ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.979749207825,1,Pharmacy,0.997955576347,1,Pharmacy,0.922110564664,1,Pharmacy,0.6,1,Pharmacy,0.998586268241,1,Pharmacy,0.7,1,Pharmacy,0.999999927141,1,Pharmacy,0.999685406685,1,Pharmacy,0.9108985501
241,4733,TC LACTATE WHOLE BLOOD,lactate whole blood,Laboratory,Laboratory,1.0,1,Laboratory,0.979045690022,1,Laboratory,0.991839440594,1,Laboratory,0.915093677203,1,Laboratory,1.0,1,Laboratory,0.998779448623,1,Laboratory,1.0,1,Laboratory,0.999998815564,1,Laboratory,0.99939262867,1,Laboratory,0.98712774452
242,504,CHEST PHYSIO-THERAPY,chest physiotherapy therapy,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.519416985938,1,Respiratory Therapy,0.833853951207,1,Respiratory Therapy,0.606963428591,1,Respiratory Therapy,0.6,1,Respiratory Therapy,0.944316082993,1,Respiratory Therapy,0.7,1,Respiratory Therapy,0.999899047311,1,Respiratory Therapy,0.999998927116,1,Respiratory Therapy,0.80049426924
243,1316,DETERM EXPIRED CO2,determination expired carbon_dioxide,Monitoring,Monitoring,1.0,1,Monitoring,0.595285738074,1,Monitoring,0.651745017498,1,Monitoring,0.443292543661,1,Monitoring,0.5,1,Laboratory,0.631283487556,0,Monitoring,0.5,1,Monitoring,0.938799904065,1,Monitoring,0.999966979027,1,Monitoring,0.703636272791
244,4984,COIL DETACHABLE ULTRA TARGET 360 3X8,coil detachable ultra target 360 3x8,Implant,Implant,1.0,1,Supply,0.519169181918,0,Supply,0.989675986017,0,Supply,0.635140467992,0,Implant,0.9,1,Implant,0.516572608216,1,Supply,0.7,0,Implant,0.896183063926,1,Implant,0.957177817822,1,Implant,0.853986697993
245,489,IV FILTER,intravenous filter,Supply,Supply,1.0,1,Supply,0.789424115298,1,Supply,0.883318572985,1,Supply,0.68607909454,1,Pharmacy,0.3,0,Supply,0.766644160836,1,Supply,0.5,1,Supply,0.997762744598,1,Supply,0.966022253036,1,Supply,0.823656367662
246,3708,POTASSIUM  URINE,potassium urine,Laboratory,Laboratory,1.0,1,Laboratory,0.926591364894,1,Laboratory,0.982536372815,1,Laboratory,0.746534684558,1,Laboratory,0.85,1,Laboratory,0.93589251441,1,Laboratory,0.8,1,Laboratory,0.9999969634,1,Laboratory,0.999994516373,1,Laboratory,0.915727379606
247,370,MONITORING LINE,monitoring line,Supply,Supply,1.0,1,Monitoring,0.671094458227,0,Supply,0.90234392238,1,Monitoring,0.603874486994,0,Monitoring,0.3,0,Monitoring,0.68886069574,0,Monitoring,0.5,0,Monitoring,0.945424517637,0,Supply,0.486935257912,1,Monitoring,0.618209026433
248,1904,CANNISTER SUCTION 1500 TRI,cannister suction 1500 tri,Supply,Supply,1.0,1,Supply,0.92764302343,1,Supply,0.997715280573,1,Supply,0.844233391267,1,Supply,0.5,1,Supply,0.980129073758,1,Supply,0.9,1,Supply,0.999661831445,1,Supply,0.984915852547,1,Supply,0.903810939224
249,1930,HCHG POTASSIUM WB ASSAY,potassium whole_blood assay,Laboratory,Laboratory,1.0,1,Laboratory,0.982273040977,1,Laboratory,0.999730484835,1,Laboratory,0.923082341323,1,Laboratory,1.0,1,Laboratory,0.999557804268,1,Laboratory,1.0,1,Laboratory,0.999996400598,1,Laboratory,1.0,1,Laboratory,0.989404452445
250,1895,58866000 - BIPAP W/OXYGEN* MUE 1/DAY,bipap oxygen mue 1/day,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.935540715969,1,Respiratory Therapy,0.835442181644,1,Respiratory Therapy,0.813882476344,1,Supply,0.4,0,Respiratory Therapy,0.998223307652,1,Respiratory Therapy,0.8,1,Respiratory Therapy,0.679633807322,1,Respiratory Therapy,0.999849557877,1,Respiratory Therapy,0.882821505851
251,482,METHADONE 5 MG TABLET,methadone 5 mg tablet,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Pharmacy,0.89697897367,0,Pharmacy,0.999663936538,0,Pharmacy,0.886604781327,0,Pharmacy,0.9,0,Pharmacy,0.997015360366,0,Pharmacy,0.5,0,Pharmacy,0.999822754364,0,Pharmacy,0.925822257996,0,Pharmacy,0.888238508033
252,1127,PHYS CRITICAL CARE </= 74 MIN,physician critical care less_than_or_equal_to 74 minutes,Professional Fee,Professional Fee,1.0,1,Room and Board,0.272529534794,0,PT / OT / Speech Therapy,0.343367684505,0,OR / Anesthesia / Recovery Room,0.259117077288,0,OR / Anesthesia / Recovery Room,0.2,0,Room and Board,0.361607959594,0,Room and Board,0.6,0,Other,0.97359876366,0,Room and Board,0.999769866467,0,Room and Board,0.558476840213
253,2255,RESUS GLUCOSE,resuscitation glucose,Monitoring,Monitoring,1.0,1,Monitoring,0.58871561454,1,Laboratory,0.828012800718,0,Monitoring,0.708369797463,1,Laboratory,0.4,0,Laboratory,0.741049231503,0,Monitoring,1.0,1,Laboratory,0.993559179158,0,Laboratory,0.999499678612,0,Laboratory,0.792424177998
254,731,TRIAMCINOLONE ACETONIDE 0.1 % OINT 15 G TUBE,triamcinolone acetonide 0.1% ointment 15 gram tube,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.668729445606,1,Pharmacy,0.921764862388,1,Pharmacy,0.804986907912,1,Pharmacy,0.7,1,Pharmacy,0.997071983493,1,Pharmacy,0.8,1,Pharmacy,0.999994309946,1,Supply,0.999839663506,0,Pharmacy,0.861568438668
255,4513,SURG LEVEL IV-ADD 30 MIN,surgery level iv additional 30 minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.919697551669,1,OR / Anesthesia / Recovery Room,0.99995046767,1,OR / Anesthesia / Recovery Room,0.931303303225,1,OR / Anesthesia / Recovery Room,0.3,1,OR / Anesthesia / Recovery Room,0.966713108,1,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.999997173026,1,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.901962400399
256,3440,PT EVAL UP TO 30M,physical_therapy evaluation 30 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.987847147181,1,PT / OT / Speech Therapy,0.999249089305,1,PT / OT / Speech Therapy,0.871272585313,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.992751068982,1,PT / OT / Speech Therapy,0.8,1,PT / OT / Speech Therapy,0.922692179676,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.952645785606
257,4012,PT EVAL INTERMEDIATE,physical_therapy evaluation intermediate,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.876768775173,1,PT / OT / Speech Therapy,0.998659427868,1,PT / OT / Speech Therapy,0.808490384074,1,PT / OT / Speech Therapy,0.5,1,PT / OT / Speech Therapy,0.512249456837,1,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.885793750349,1,PT / OT / Speech Therapy,0.994076728821,1,PT / OT / Speech Therapy,0.830670947014
258,3160,PRIVATE TELEMETRY,private telemetry,Room and Board,Room and Board,1.0,1,Supply,0.339851897431,0,Room and Board,0.582178804356,1,Supply,0.300159479617,0,Room and Board,0.4,1,Supply,0.217461230944,0,Room and Board,0.5,1,Supply,0.971736895129,0,Room and Board,0.992503046989,1,Room and Board,0.694936370269
259,1405,CONNECTOR CLEAR MICROCLAVE,connector clear microclave,Supply,Supply,1.0,1,Supply,0.914682044497,1,Supply,0.992891039086,1,Supply,0.741437735108,1,Supply,0.7,1,Supply,0.964108242321,1,Supply,0.7,1,Supply,0.999502232735,1,Supply,0.748139202595,1,Supply,0.862306721816
260,3084,SET  IV EXT MIN-VOL 60,set intravenous extension minutes volume 60,Supply,Supply,1.0,1,Supply,0.879672832117,1,Supply,0.985479348314,1,Supply,0.855394053452,1,Supply,0.7,1,Supply,0.998369518026,1,Supply,1.0,1,Supply,0.991943749208,1,Supply,1.0,1,Supply,0.934539944569
261,3258,OXYCODONE 5MG / ASPIRIN 32,oxycodone 5_mg/aspirin 32,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.98956621904,1,Pharmacy,0.997170179039,1,Pharmacy,0.903765989612,1,Pharmacy,0.9,1,Pharmacy,0.999987916923,1,Pharmacy,1.0,1,Pharmacy,0.999999980998,1,Pharmacy,1.0,1,Pharmacy,0.976721142846
262,2650,AMLODIPINE BESYLATE TABLET 5MG,amlodipine besylate tablet 5_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.976836363316,1,Pharmacy,0.998013958795,1,Pharmacy,0.923753379808,1,Pharmacy,0.9,1,Pharmacy,0.999829718103,1,Pharmacy,1.0,1,Pharmacy,0.999999922241,1,Pharmacy,0.992566227913,1,Pharmacy,0.97677773002
263,1771,HCHG MUCO OTHER SOURCE HCHG MUCO OTHER SOURCE,mucous source,Laboratory,Laboratory,1.0,1,Supply,0.434589728984,0,Laboratory,0.887862326757,1,Supply,0.452970433716,0,Supply,0.7,0,Laboratory,0.682542743004,1,Laboratory,0.3,1,Laboratory,0.999709596126,1,Laboratory,0.999998450279,1,Laboratory,0.811685519361
264,2103,RB CVICU/SD ICU SURG,room_and_board carviovascular_intensive_care_unit sd intensive_care_unit surgical,Room and Board,Room and Board,1.0,1,Room and Board,0.915562001622,1,Room and Board,0.999511725151,1,Room and Board,0.808917530259,1,Room and Board,0.7,1,Room and Board,0.999653426571,1,Room and Board,1.0,1,Room and Board,0.999999064858,1,Room and Board,1.0,1,Room and Board,0.935960416496
265,2950,HCHG VENTILATOR FIRST DAY HCHG VENTILATOR FIRST DAY,ventilator first day,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.327425607327,1,Respiratory Therapy,0.956533431046,1,Respiratory Therapy,0.635365876681,1,Supply,0.6,0,Respiratory Therapy,0.964150177453,1,Respiratory Therapy,0.6,1,Respiratory Therapy,0.628141795646,1,Respiratory Therapy,0.992386460304,1,Respiratory Therapy,0.763000418557
266,669,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,Supply,Supply,1.0,1,Diluent / Flush / Irrigant,0.264850129205,0,Diluent / Flush / Irrigant,0.819672019232,0,Supply,0.467082702484,1,Pharmacy,0.3,0,Pharmacy,0.88308411026,0,Diluent / Flush / Irrigant,0.4,0,Supply,0.467281970157,1,Supply,0.999952435493,1,Supply,0.733579277034
267,150,ELECTRODE ECG,electrode electrocardiogram,Supply,Supply,1.0,1,Cardiology,0.348286280307,0,Supply,0.86657842882,1,Cardiology,0.527539819811,0,Supply,0.3,1,Supply,0.659217203738,1,Cardiology,0.3,0,Cardiology,0.814186719627,0,Cardiology,0.991950511932,0,Cardiology,0.596392666336
268,3670,CHEST SINGLE VIEW,chest single view,Radiology,Radiology,1.0,1,Radiology,0.824502599917,1,Radiology,0.990493368008,1,Radiology,0.814383406935,1,Radiology,0.85,1,Radiology,0.658034526886,1,Radiology,0.9,1,Radiology,0.998468387232,1,Radiology,0.993488430977,1,Radiology,0.892152302217
269,1805,CHOLECALCIFEROL 1000UNITS/TAB,cholecalciferol 1000units/tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.98518221334,1,Pharmacy,0.996987122928,1,Pharmacy,0.936790980844,1,Pharmacy,0.5,1,Pharmacy,0.999837659565,1,Pharmacy,1.0,1,Pharmacy,0.999995175883,1,Pharmacy,1.0,1,Pharmacy,0.935421461396
270,1328,GUAIFENESIN DM 100/10 10M; GUAIFENESIN DM SYRUP 10ML UDCUP,guaifenesin dextromethorphan 100/10 10m guaifenesin dextromethorphan syrup 10_ml udcup,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993306948935,1,Pharmacy,0.99938321465,1,Pharmacy,0.940342374451,1,Pharmacy,1.0,1,Pharmacy,0.999988165432,1,Pharmacy,0.9,1,Pharmacy,0.999999975257,1,Pharmacy,0.616458058357,1,Pharmacy,0.938830970787
