,Unnamed: 0,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Naive,Prob_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Predicted_Class_kNN,Prob_kNN,Predicted_Class_LDA,Prob_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Naive,Correct_Logistic_OvR,Correct_Randomforest,Correct_DeepNN,Correct_kNN,Correct_LDA,Correct_XGBoost,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Maximum_Pred,Maximum_Prob,Voting_Pred,Voting_Prob
1778,1778,3234,TRANSITIONAL CARE,transitional care,Room and Board,RETROSPECTIVE,2016-07-12,transitional,care,,,Supply,0.79,Room and Board,0.672396291098,Room and Board,0.374792797583,Room and Board,0.544375746526,Room and Board,0.5,Room and Board,0.946450050634,PT / OT / Speech Therapy,0.7,Respiratory Therapy,0.999942724817,Room and Board,0.96577578783,Supply,1,1,0,0,0,0,0,0,0,0,0.0877777777778,transitional,care,,,Respiratory Therapy,0.999942724817,Room and Board,0.667298445612
1779,1779,43,HC TOTAL CARE 500 BED (500LB WEIGHT LIMIT),total care 500 bed 500lb weight limit,Capital Equipment,RETROSPECTIVE,2016-07-12,total,weight,bed,care,Pharmacy,0.73,Supply,0.487182245313,OR / Anesthesia / Recovery Room,0.658373263153,OR / Anesthesia / Recovery Room,0.345617639456,OR / Anesthesia / Recovery Room,0.4,OR / Anesthesia / Recovery Room,0.750444069724,Plan Benefit,0.3,Supply,0.749085531393,OR / Anesthesia / Recovery Room,0.881820619106,Pharmacy,1,1,0,0,0,0,0,0,0,0,0.0811111111111,total,care,,,OR / Anesthesia / Recovery Room,0.881820619106,OR / Anesthesia / Recovery Room,0.607251118288
1780,1780,2083,NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily nitric_oxide therapy/day,Plan Benefit,RETROSPECTIVE,2016-07-12,daily,nitric_oxide,oxide,therapy,Plan Benefit,0.8,Plan Benefit,0.981786435162,Plan Benefit,0.99998684679,Plan Benefit,0.917215528396,Plan Benefit,0.6,Plan Benefit,0.999999536521,Plan Benefit,1.0,Plan Benefit,0.99999999991,Plan Benefit,1.0,Plan Benefit,9,1,1,1,1,1,1,1,1,1,0.922109816309,dail,no,oxide,therapy,Plan Benefit,1.0,Plan Benefit,0.922109816309
1781,1781,4350,27670505 - US ABDOMEN LTD OTHER QUAD,ultrasound abdomen limited other quadrants,Radiology,RETROSPECTIVE,2016-07-13,27670505_us,quad,abdomen,ltd,Radiology,0.77,Radiology,0.835754125137,Radiology,0.995335373746,Radiology,0.671387378361,Radiology,0.466666666667,OR / Anesthesia / Recovery Room,0.516983967536,Radiology,0.7,Radiology,0.500099604863,Radiology,0.941745877266,Radiology,8,1,1,1,1,1,0,1,1,1,0.653443225116,us,quadrants,abdomen,ltd,Radiology,0.995335373746,Radiology,0.735123628255
1782,1782,4958,HB DEXAMETRASONE NA P04 INJ 4MG/M,dexametrasone sodium phosphate injection 4_mg/m,Pharmacy,RETROSPECTIVE,2016-07-13,inj,na,,,Pharmacy,0.98,Pharmacy,0.967785429509,Pharmacy,0.994503421857,Pharmacy,0.885380426344,Pharmacy,0.9,Pharmacy,0.998637233106,Pharmacy,0.5,Pharmacy,0.999999995899,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.914034056302,inj,phosphate,na,,Pharmacy,1.0,Pharmacy,0.914034056302
1783,1783,5313,70001001 - FREE T4,free t4,Laboratory,RETROSPECTIVE,2016-07-13,t4,free,,,Radiology,0.67,Laboratory,0.379244481677,Supply,0.954776779374,Laboratory,0.354045966042,OR / Anesthesia / Recovery Room,0.3,Supply,0.351108653865,OR / Anesthesia / Recovery Room,0.4,Laboratory,0.999999961491,Laboratory,0.999993681908,Plan Benefit,0,0,0,0,0,0,0,0,0,0,0.0,t4,free,,,Laboratory,0.999999961491,Laboratory,0.683321022779
1784,1784,4515,ANESTHESIA TIME FIRST 30 MIN,anesthesia time first 30 minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,first,minutes,anesthesia,time,OR / Anesthesia / Recovery Room,0.82,OR / Anesthesia / Recovery Room,0.939713217693,OR / Anesthesia / Recovery Room,0.99997615212,OR / Anesthesia / Recovery Room,0.926622181344,OR / Anesthesia / Recovery Room,0.7,OR / Anesthesia / Recovery Room,0.999765387807,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.999977722664,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,9,1,1,1,1,1,1,1,1,1,0.931783851292,first,min,anesthesia,time,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.931783851292
1785,1785,350,WATER FOR IRRIGATION 500ML,water for irrigation 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,irrigation,500_ml,,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.88474577699,Diluent / Flush / Irrigant,0.946789691337,Diluent / Flush / Irrigant,0.881807943955,Supply,0.5,Diluent / Flush / Irrigant,0.998361298871,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.999982645769,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,8,1,1,1,1,0,1,1,1,1,0.824631928547,water,irrigation,500_ml,,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.927710919615
1786,1786,5150,13280212 - NOREPINEPHRINE INJ 1MG/ML 4ML,norepinephrine injection 1_mg/ml 4_ml,Pharmacy,RETROSPECTIVE,2016-07-13,norepinephrine,4_ml,injection,1_mg/ml,Pharmacy,0.71,Pharmacy,0.984209385548,Pharmacy,0.999696715201,Pharmacy,0.959850035532,Pharmacy,0.9,Pharmacy,0.997466930667,Pharmacy,0.9,Pharmacy,0.999999625832,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.939024743642,norepinephrine,4_ml,inj,1_mg/ml,Pharmacy,1.0,Pharmacy,0.939024743642
1787,1787,3843,PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,2016-07-12,pressure,transducer,,,Supply,0.9,Supply,0.809397371462,Supply,0.996300531637,Supply,0.784557938284,Supply,0.9,Supply,0.993667023292,Supply,0.6,Supply,0.999946311393,Supply,0.999999880791,Supply,9,1,1,1,1,1,1,1,1,1,0.887096561873,pressure,transducer,,,Supply,0.999999880791,Supply,0.887096561873
1788,1788,2014,CEFTAZIDIME 1 G SOLR 1 EACH VIAL,ceftazidime 1 g solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,ceftazidime,solution,g,Pharmacy,0.89,Pharmacy,0.980909269511,Pharmacy,0.996333485724,Pharmacy,0.929707158511,Pharmacy,0.8,Pharmacy,0.996680909652,Pharmacy,1.0,Pharmacy,0.999999810215,Pharmacy,0.997762680054,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.954599257074,vial,ceftazidime,solution,g,Pharmacy,1.0,Pharmacy,0.954599257074
1789,1789,3839,SUTURE 2 SILK SA8H,suture 2 silk sa8h,Supply,RETROSPECTIVE,2016-07-12,sa8h,silk,suture,,Supply,0.85,Supply,0.880391915984,Supply,0.988863537451,Supply,0.660208189273,Supply,0.775,Supply,0.837155489436,Supply,0.6,Supply,0.784826343343,Supply,0.817576169968,Supply,9,1,1,1,1,1,1,1,1,1,0.799335738384,sa8h,silk,suture,,Supply,0.988863537451,Supply,0.799335738384
1790,1790,5358,77075640 - KIT WILDCAT BUNDLE,kit wildcat bundle,Supply,RETROSPECTIVE,2016-07-13,wildcat,bundle,kit,,Supply,0.75,Supply,0.969307665367,Supply,0.996976396867,Supply,0.848330094874,Supply,0.8,Supply,0.997192611386,Supply,0.8,Supply,0.999994115253,Supply,0.98890042305,Supply,9,1,1,1,1,1,1,1,1,1,0.905633478533,wildcat,bundle,kit,,Supply,0.999994115253,Supply,0.905633478533
1791,1791,2154,CALCIUM ION,calcium ionized,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,,,Laboratory,0.92,Laboratory,0.892534445994,Laboratory,0.987203771174,Laboratory,0.802884022779,Laboratory,1.0,Laboratory,0.935674594626,Laboratory,1.0,Laboratory,0.999999555141,Laboratory,0.999605596066,Laboratory,9,1,1,1,1,1,1,1,1,1,0.948655776198,calcium,ionized,,,Laboratory,1.0,Laboratory,0.948655776198
1792,1792,561,HC EVAL SWALLOW FUNC,evaluation swallow function,PT / OT / Speech Therapy,ONLINE,2016-09-16,swallow,evaluation,func,,PT / OT / Speech Therapy,0.72,PT / OT / Speech Therapy,0.870731302036,PT / OT / Speech Therapy,0.977979851972,PT / OT / Speech Therapy,0.889728862326,PT / OT / Speech Therapy,0.3,PT / OT / Speech Therapy,0.99859919047,PT / OT / Speech Therapy,0.9,PT / OT / Speech Therapy,0.999994657946,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,9,1,1,1,1,1,1,1,1,1,0.850781540528,function,swallow,evaluation,,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,0.850781540528
1793,1793,3616,HC LIDOCAINE/EPINEPH 1% (MD) IF,lidocaine/epinephrine 1% medium if,Pharmacy,RETROSPECTIVE,2016-07-12,medium,1%,lidocaine,epineph,Pharmacy,0.7,Pharmacy,0.861946111,Pharmacy,0.992932864074,Pharmacy,0.901230767048,Pharmacy,0.8,Pharmacy,0.9828118436,Pharmacy,0.9,Pharmacy,0.999999714958,Pharmacy,0.999427199364,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.904260944449,1%,medium,epinephrine,lidocaine,Pharmacy,0.999999714958,Pharmacy,0.904260944449
1794,1794,5774,LEVOTHYROXINE 100 MCG TABLET,levothyroxine 100 microgram tablet,Pharmacy,RETROSPECTIVE,2016-07-13,microgram,tablet,levothyroxine,,Pharmacy,0.92,Pharmacy,0.947467005893,Pharmacy,0.999757923999,Pharmacy,0.949166030265,Pharmacy,0.9,Pharmacy,0.998291124914,Pharmacy,1.0,Pharmacy,0.999999998309,Plan Benefit,0.99999499321,Pharmacy,8,1,1,1,1,1,1,1,1,0,0.857186898153,mcg,tablet,levothyroxine,,Pharmacy,1.0,Pharmacy,0.964335260423
1795,1795,3612,FENTANYL 0.1MG,fentanyl 0.1_mg,Pharmacy,RETROSPECTIVE,2016-07-12,fentanyl,0.1_mg,,,Pharmacy,0.91,Pharmacy,0.999382000167,Pharmacy,0.999855883114,Pharmacy,0.931313636116,Pharmacy,1.0,Pharmacy,0.99998385898,Pharmacy,1.0,Pharmacy,0.999999999805,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.982281708687,fentanyl,0.1_mg,,,Pharmacy,1.0,Pharmacy,0.982281708687
1796,1796,4986,HB MRI BRAIN W/WO CONTRAST,magnetic_resonance_imagery brain with or without contrast,Radiology,RETROSPECTIVE,2016-07-13,brain,without,mri,contrast,Radiology,0.92,Radiology,0.743231809928,Radiology,0.993192791813,Radiology,0.760873177221,Radiology,0.5,Radiology,0.796956502227,Radiology,1.0,Radiology,0.999976911344,Radiology,1.0,Radiology,9,1,1,1,1,1,1,1,1,1,0.85713679917,brain,without,mri,contrast,Radiology,1.0,Radiology,0.85713679917
1797,1797,2181,GLUCOSE QUANT,glucose quantitative,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,glucose,,,Laboratory,0.94,Laboratory,0.913851225536,Laboratory,0.995657217024,Laboratory,0.810264079241,Laboratory,0.9,Laboratory,0.966053810254,Laboratory,0.8,Laboratory,0.999995686549,Laboratory,0.999999523163,Laboratory,9,1,1,1,1,1,1,1,1,1,0.925091282419,quant,glucose,,,Laboratory,0.999999523163,Laboratory,0.925091282419
1798,1798,6499,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION,aminocaproic acid 250 mg/ml intravenous solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,acid,intravenous,solution,,OR / Anesthesia / Recovery Room,0.83,OR / Anesthesia / Recovery Room,0.905074379094,Pharmacy,0.994628901793,OR / Anesthesia / Recovery Room,0.715207801348,Pharmacy,0.7,OR / Anesthesia / Recovery Room,0.997785687821,OR / Anesthesia / Recovery Room,0.6,OR / Anesthesia / Recovery Room,0.999974678545,OR / Anesthesia / Recovery Room,0.999997377396,OR / Anesthesia / Recovery Room,7,1,1,0,1,0,1,1,1,1,0.672004436023,ml,mg,acid,intravenous,OR / Anesthesia / Recovery Room,0.999997377396,OR / Anesthesia / Recovery Room,0.864005703458
1799,1799,6902,STERILE SUPPLY T12,sterile supply t12,Supply,ONLINE,2016-10-12,sterile,t12,supply,,Supply,0.98,Supply,0.869093504986,Supply,0.996561013093,Supply,0.744300709129,Supply,1.0,Supply,0.992205387672,Supply,0.8,Supply,0.999804388284,Supply,0.935643196106,Supply,9,1,1,1,1,1,1,1,1,1,0.924178688808,sterile,t12,supply,,Supply,1.0,Supply,0.924178688808
1800,1800,6865,POTASSIUM UR ELECTROLYTE RANDOM URINE,potassium ur electrolyte random urine,Laboratory,ONLINE,2016-10-12,potassium,random,urine,,Laboratory,0.86,Laboratory,0.94745586671,Laboratory,0.998978696683,Laboratory,0.819279481505,Laboratory,0.683333333333,Laboratory,0.980823524393,Laboratory,1.0,Laboratory,0.999998782218,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.921096631649,potassium,random,ur,,Laboratory,1.0,Laboratory,0.921096631649
1801,1801,3692,METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,metronidazole,tab,500_mg,,Pharmacy,0.96,Pharmacy,0.982424315013,Pharmacy,0.999980045755,Pharmacy,0.967697564503,Pharmacy,1.0,Pharmacy,0.99993984209,Pharmacy,1.0,Pharmacy,0.999999999667,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.990004640781,metronidazole,tab,500_mg,,Pharmacy,1.0,Pharmacy,0.990004640781
1802,1802,4473,86961520 - MT-BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,Other,RETROSPECTIVE,2016-07-13,hlth,meth,beach,intervention/15_minutes,PT / OT / Speech Therapy,0.77,PT / OT / Speech Therapy,0.952819004497,PT / OT / Speech Therapy,0.994130799943,PT / OT / Speech Therapy,0.750740295364,PT / OT / Speech Therapy,0.5,PT / OT / Speech Therapy,0.993163831441,PT / OT / Speech Therapy,0.8,PT / OT / Speech Therapy,0.999999499317,PT / OT / Speech Therapy,0.998871982098,PT / OT / Speech Therapy,9,1,1,1,1,1,1,1,1,1,0.862191712518,intervention/15_minutes,health,behavioral,,PT / OT / Speech Therapy,0.999999499317,PT / OT / Speech Therapy,0.862191712518
1803,1803,5759,KETOROLAC (TORADOL) INJECTION 30 MG,ketorolac toradol injection 30_mg,Pharmacy,RETROSPECTIVE,2016-07-13,30_mg,toradol,injection,ketorolac,Pharmacy,0.72,Pharmacy,0.988821491546,Pharmacy,0.999680959386,Pharmacy,0.939796607089,Pharmacy,1.0,Pharmacy,0.999707323824,Pharmacy,1.0,Pharmacy,0.999999999801,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.960889597961,30_mg,toradol,injection,ketorolac,Pharmacy,1.0,Pharmacy,0.960889597961
1804,1804,4040,SHEATH ENGAGE 6FR 12CM 0.035,sheath engage 6fr 12cm 0.035,Supply,RETROSPECTIVE,2016-07-12,sheath,0.035,engage,,Procedure,0.71,Supply,0.941447563476,Supply,0.998011692276,Supply,0.859391062853,Supply,0.7,Supply,0.997611477903,Supply,0.8,Supply,0.999999872811,Supply,1.0,Pharmacy,0,0,0,0,0,0,0,0,0,0,0.0,sheath,,,,Supply,1.0,Supply,0.912057708665
1805,1805,3917,EXERCISE 15,exercise 15,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,exercise,,,,PT / OT / Speech Therapy,0.75,PT / OT / Speech Therapy,0.757709180527,PT / OT / Speech Therapy,0.98878104618,PT / OT / Speech Therapy,0.739220912014,PT / OT / Speech Therapy,0.5,Cardiology,0.797712307077,PT / OT / Speech Therapy,0.7,PT / OT / Speech Therapy,0.999998492856,Cardiology,0.869491577148,PT / OT / Speech Therapy,7,1,1,1,1,1,0,1,1,0,0.603967736842,exercise,,,,PT / OT / Speech Therapy,0.999998492856,PT / OT / Speech Therapy,0.776529947368
1806,1806,5088,11030222 - ACETYLCYSTEN INJ 100MG(30ML)VL,acetylcysteine injection 100_mg 30_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,injection,100_mg,30_ml,Pharmacy,0.81,Pharmacy,0.985464838141,Pharmacy,0.999867936807,Pharmacy,0.975036043986,Pharmacy,0.9,Pharmacy,0.99976423483,Pharmacy,1.0,Pharmacy,0.999999950744,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.963348111612,vial,inj,100_mg,acetylcysteine,Pharmacy,1.0,Pharmacy,0.963348111612
1807,1807,5826,MORPHINE UP TO 10MG,morphine up to 10_mg,Pharmacy,RETROSPECTIVE,2016-07-13,morphine,10_mg,,,Pharmacy,0.86,Pharmacy,0.992808810139,Pharmacy,0.99991993951,Pharmacy,0.938131111795,Pharmacy,1.0,Pharmacy,0.999985651782,Pharmacy,1.0,Pharmacy,0.999999999881,Pharmacy,0.999999880791,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.976760599322,morphine,10_mg,,,Pharmacy,1.0,Pharmacy,0.976760599322
1808,1808,462,GRID XR CT GUIDELINES NDL 117,grid x-ray computed_tomography guidelines needle 117,Radiology,ONLINE,2016-09-16,ct,,,,Laboratory,0.73,Radiology,0.764867379199,Radiology,0.689437078139,Radiology,0.741471544923,Radiology,0.3,Radiology,0.934709840301,Supply,0.4,Radiology,0.995857251744,Radiology,1.0,Laboratory,1,1,0,0,0,0,0,0,0,0,0.0811111111111,ct,needle,,,Radiology,1.0,Radiology,0.775191870615
1809,1809,2420,HC STRIP BLOOD GLUCOSE TEST PCX PLUS -ICU,strip blood glucose test precision plus intensive_care_unit,Monitoring,RETROSPECTIVE,2016-07-12,precision,plus,blood,strip,Supply,0.75,Supply,0.651834467016,Monitoring,0.992128641104,Monitoring,0.494420095024,Laboratory,0.3,Supply,0.919614953506,Monitoring,0.6,Supply,0.999946525231,Supply,0.999994277954,Supply,5,1,1,0,0,0,1,0,1,1,0.480154469301,plus,blood,strip,test,Supply,0.999994277954,Supply,0.864278044741
1810,1810,744,HCHG STABLE ISOTOPE SOL HCHG STABLE ISOTOPE SOL,stable isotope solution,Laboratory,ONLINE,2016-09-16,sol,,,,Laboratory,0.78,OR / Anesthesia / Recovery Room,0.289708097978,Pharmacy,0.798850153563,OR / Anesthesia / Recovery Room,0.327949710735,Laboratory,0.25,OR / Anesthesia / Recovery Room,0.923051941139,Diluent / Flush / Irrigant,0.4,OR / Anesthesia / Recovery Room,0.996851265621,Pharmacy,0.749747335911,Laboratory,2,1,0,0,0,1,0,0,0,0,0.114444444444,sol,isotope,stable,,OR / Anesthesia / Recovery Room,0.996851265621,OR / Anesthesia / Recovery Room,0.634390253868
1811,1811,1749,6.5 MM X 50 MAS SCREW,6.5 millimeters x 50 mas screw,Implant,ONLINE,2016-09-01,x,6.5,mas,millimeters,Implant,0.96,Implant,0.636424576111,Supply,0.874844157555,Implant,0.573768483103,Implant,0.5,Implant,0.949121806391,Implant,0.6,Implant,0.515539078231,Implant,0.999993562698,Education / Training,0,0,0,0,0,0,0,0,0,0,0.0,screw,,,,Implant,0.999993562698,Implant,0.716855938317
1812,1812,5710,HEPARIN SODIUM 1 000 UNITS,heparin sodium 1 000_units,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,heparin,000_units,sodium,,Pharmacy,0.92,Diluent / Flush / Irrigant,0.490367695498,Diluent / Flush / Irrigant,0.567962910825,Diluent / Flush / Irrigant,0.546307556358,Pharmacy,0.8,Diluent / Flush / Irrigant,0.628801282498,Diluent / Flush / Irrigant,0.4,Diluent / Flush / Irrigant,0.568316149082,Pharmacy,0.999259531498,Pharmacy,3,1,0,0,0,1,0,0,0,1,0.302139947944,heparin,000_units,sodium,,Pharmacy,0.999259531498,Diluent / Flush / Irrigant,0.533625932377
1813,1813,4003,SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG,sodium chloride 0.9% 0.9% solution 1 000_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,bag,000_ml,chloride,,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.942956231226,Diluent / Flush / Irrigant,0.995757366836,Diluent / Flush / Irrigant,0.830911753492,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.968679546035,Diluent / Flush / Irrigant,0.8,Diluent / Flush / Irrigant,0.999198120595,Diluent / Flush / Irrigant,0.998451352119,Diluent / Flush / Irrigant,9,1,1,1,1,1,1,1,1,1,0.943994930034,bag,000_ml,chloride,solution,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.943994930034
1814,1814,6748,HCHG SUTR VICRYL 4 0 RB 1 68455 ,suture vicryl 4 0 room and board 1 68455,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,room_and_board,suture,vicryl,,OR / Anesthesia / Recovery Room,0.77,Supply,0.807609225645,Supply,0.899218302568,Supply,0.535219616187,Supply,0.7,Supply,0.937649265878,Room and Board,0.5,Supply,0.714487606583,Supply,0.999999761581,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0855555555556,board,suture,vicryl,room,Supply,0.999999761581,Supply,0.799169111206
1815,1815,3084,PRIMARY IV SET FOR PUMP,primary intravenous set for pump,Supply,RETROSPECTIVE,2016-07-12,pump,set,primary,intravenous,Supply,0.72,Supply,0.954284125486,Supply,0.999552052808,Supply,0.758167045461,Supply,0.8,Supply,0.997994123742,Capital Equipment,0.5,Capital Equipment,0.500045412101,Supply,1.0,Supply,7,1,1,1,1,1,1,0,0,1,0.6922219275,pump,set,primary,iv,Supply,1.0,Supply,0.889999621071
1816,1816,1042,PAD SANITARY ST 1 S,pad sanitary st 1 s,Supply,ONLINE,2016-09-16,sanitary,s,pad,st,Laboratory,0.73,Supply,0.820484914567,Supply,0.983177462703,Supply,0.805021323123,Supply,0.6,Supply,0.988755416813,Supply,0.6,Supply,0.784375328822,Supply,0.994563281536,Laboratory,1,1,0,0,0,0,0,0,0,0,0.0811111111111,sanitary,pad,st,,Supply,0.994563281536,Supply,0.822047215946
1817,1817,1428,ACUTE HEPATITIS PANEL,acute hepatitis panel,Laboratory,ONLINE,2016-09-19,acute,hepatitis,panel,,Laboratory,0.95,Laboratory,0.812940399078,Laboratory,0.999073754495,Laboratory,0.706031049686,Laboratory,1.0,Laboratory,0.867694542046,Laboratory,0.3,Laboratory,0.999843020019,Laboratory,0.966456413269,Laboratory,9,1,1,1,1,1,1,1,1,1,0.844671019844,acute,hepatitis,panel,,Laboratory,1.0,Laboratory,0.844671019844
1818,1818,5360,77078719 - CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,Supply,RETROSPECTIVE,2016-07-13,catheter,,,,Supply,0.77,Supply,0.603663378237,Supply,0.939717626311,Supply,0.632324768391,Cardiology,0.2,Supply,0.859723333208,Supply,0.7,Supply,0.999447152582,Procedure,0.929828941822,Supply,7,1,1,1,1,0,1,1,1,0,0.611652917637,catheter,cardiovascular,,,Supply,0.999447152582,Supply,0.786410894104
1819,1819,743,HCHG SENSITIVITY MIC HCHG SENSITIVITY MIC,sensitivity minimal_inhibitory_concentration,Laboratory,ONLINE,2016-09-16,hchg,mic,sensitivity,,OR / Anesthesia / Recovery Room,0.83,Laboratory,0.915662028588,Laboratory,0.997087794524,Laboratory,0.896470833146,Laboratory,0.9,Laboratory,0.89135564284,Laboratory,0.7,Laboratory,0.999997409274,Laboratory,0.999999880791,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0922222222222,minimal_inhibitory_concentration,sensitivity,,,Laboratory,0.999999880791,Laboratory,0.912571698645
1820,1820,6124,CYTOMEGALOVIRUS AB CMV IGG,cytomegalovirus ab cytomegalovirus immunoglobulin,Laboratory,ONLINE,2016-09-16,cmv,ab,immunoglobulin,,Laboratory,0.88,Laboratory,0.950393266031,Laboratory,0.999983725739,Laboratory,0.861611466856,Laboratory,0.8,Laboratory,0.951817459663,Laboratory,0.9,Laboratory,0.999997564477,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.927089275863,cmv,ab,immunoglobulin,,Laboratory,1.0,Laboratory,0.927089275863
1821,1821,2535,CA GLUCON10MLIJ,calcium glucon10_mlij,Pharmacy,RETROSPECTIVE,2016-07-12,calcium,glucon10_mlij,,,Pharmacy,0.75,Laboratory,0.887975437677,Laboratory,0.936505529939,Laboratory,0.733566415374,Laboratory,0.7,Laboratory,0.790536326533,Laboratory,1.0,Laboratory,0.999998858172,Laboratory,0.544435918331,OR / Anesthesia / Recovery Room,0,0,0,0,0,0,0,0,0,0,0.0,ca,glucon10_mlij,,,Laboratory,1.0,Laboratory,0.824127310753
1822,1822,2037,CHLOROTHIAZIDE 28 MG/ML SO,chlorothiazide 28_mg/ml so,Pharmacy,ONLINE,2016-09-16,chlorothiazide,28_mg/ml,,,Pharmacy,0.91,Pharmacy,0.987399525079,Pharmacy,0.999276178655,Pharmacy,0.935501773305,Pharmacy,1.0,Pharmacy,0.999320227462,Pharmacy,0.9,Pharmacy,0.999999997777,Pharmacy,0.999930977821,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.970158742233,chlorothiazide,28_mg/ml,,,Pharmacy,1.0,Pharmacy,0.970158742233
1823,1823,1701,EPINEPHRINE 1 MG/1 ML PF INJ,epinephrine 1_mg/1_ml prefilled injection,Pharmacy,ONLINE,2016-08-30,pf,inj,epinephrine,1_mg/1_ml,Pharmacy,0.88,Pharmacy,0.992092499717,Pharmacy,0.999899692865,Pharmacy,0.946865513627,Pharmacy,0.8,Pharmacy,0.999627691316,Pharmacy,1.0,Pharmacy,0.999999994967,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.957609488055,inj,epinephrine,1_mg/1_ml,prefilled,Pharmacy,1.0,Pharmacy,0.957609488055
1824,1824,4161,CATH VERTEBRAL 4FR 100CM,catheter vertebral 4fr 100cm,Supply,RETROSPECTIVE,2016-07-12,vertebral,100cm,cath,,Supply,0.76,Supply,0.770820733688,Supply,0.97289794371,Supply,0.715598579796,Supply,0.5,Supply,0.883583004024,Supply,0.8,Supply,0.708088774508,Supply,0.529841303825,Supply,9,1,1,1,1,1,1,1,1,1,0.737870037728,vertebral,100cm,cath,4fr,Supply,0.97289794371,Supply,0.737870037728
1825,1825,1544,PHYTONADIONE (VITAMIN K1),phytonadione vitamin k1,Pharmacy,ONLINE,2016-09-19,k1,phytonadione,vitamin,,Pharmacy,0.94,Laboratory,0.626430582904,Pharmacy,0.802818588946,Laboratory,0.387565194059,Pharmacy,0.7,Pharmacy,0.810743406469,Laboratory,0.7,Pharmacy,0.999996050947,Pharmacy,0.999693751335,Pharmacy,6,1,0,1,0,1,1,0,1,1,0.583694644189,k1,phytonadione,vitamin,,Pharmacy,0.999996050947,Pharmacy,0.875541966283
