,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1377,1752,7.5 X 45 MAS SCREW,7.5 x 45 mas screw,Implant,ONLINE,2016-09-01,x,mas,screw,7.5,Implant,0.95,Implant,0.566273877997,Implant,0.992064078964,Implant,3,1,1,1,0.836112652321,x,mas,screw,7.5
1378,4815,STAPLER RELOAD LINEAR PROX,stapler reload linear proximate,Supply,RETROSPECTIVE,2016-07-13,reload,stapler,linear,prox,Supply,0.77,Supply,0.806506747954,Supply,0.965276495694,Supply,3,1,1,1,0.847261081216,reload,stapler,linear,proximate
1379,6008,VENT ADULT MGMT SUBSQ DAY,ventilator adult management subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-13,ventilator,subsequent,management,adult,Respiratory Therapy,0.9,Respiratory Therapy,0.840734936248,Respiratory Therapy,0.999991425798,Respiratory Therapy,3,1,1,1,0.913575454015,ventilator,subsequent,mgmt,adult
1380,525,HC CENTRAL LINE PAC FLUSH,central line pulmonary_artery_catheter flush,Nursing Services,ONLINE,2016-09-16,pac,line,central,flush,Laboratory,0.77,Nursing Services,0.396636340837,Nursing Services,0.850500691236,Nursing Services,2,0,1,1,0.415712344024,line,pulmonary_artery_catheter,central,flush
1381,4333,14382121 - PHARMACY TDM COMP CONSULT,pharmacy tdm compounding consult,Pharmacy,RETROSPECTIVE,2016-07-13,compressors,consult,tdm,pharmacy,Laboratory,0.74,Laboratory,0.230825806411,Laboratory,0.551444574729,Laboratory,3,1,1,1,0.50742346038,compounding,consult,tdm,pharmacy
1382,4059,ROOM & BOARD - NICU LEVEL III,room & board neonatal_intensive_care_unit level iii,Room and Board,RETROSPECTIVE,2016-07-12,level,nicu,iii,,Room and Board,0.85,Room and Board,0.715690733606,Room and Board,0.998018367803,Room and Board,3,1,1,1,0.854569700469,level,nicu,iii,room
1383,1177,ROOM 8105,room 8105,Room and Board,ONLINE,2016-09-16,room,,,,Room and Board,0.87,Room and Board,0.812972506285,Room and Board,0.998874315557,Room and Board,3,1,1,1,0.893948940614,room,,,
1384,1777,HB - XRAY COOKIE SWALLOW FLUORO,x-ray cookie swallow fluoroscopy,Radiology,ONLINE,2016-09-01,fluroscopy,swallow,cookie,x-ray,Laboratory,0.68,Radiology,0.731834521678,Radiology,0.986828984208,Radiology,2,0,1,1,0.572887835295,swallow,cookie,fluoroscopy,x-ray
1385,3968,INDIVIDUAL EXERCISE PER 15 MIN,individual exercise per 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,min,per,exercise,,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.762234599011,PT / OT / Speech Therapy,0.997820524262,PT / OT / Speech Therapy,3,1,1,1,0.893351707758,individual,min,per,exercise
1386,6139,DEXTROSE 10% SOLP,dextrose 10% solution,Pharmacy,ONLINE,2016-09-16,dextrose,solution,10%,,Diluent / Flush / Irrigant,0.96,Pharmacy,0.677047269221,Pharmacy,0.958121815049,Pharmacy,2,0,1,1,0.545056361423,dextrose,solution,10%,
1387,2942,CONNECTOR  CLEAR MICROCLAVE,connector clear microclave,Supply,RETROSPECTIVE,2016-07-12,connector,clear,microclave,,Supply,1.0,Supply,0.743422807739,Supply,0.886594292888,Supply,3,1,1,1,0.876672366876,connector,clear,microclave,
1388,6752,HCHG THERAPEUTIC EXER 15 MIN,therapeutic exercise 15 minutes,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,min,exer,therapeutic,,PT / OT / Speech Therapy,0.77,PT / OT / Speech Therapy,0.830178587108,PT / OT / Speech Therapy,0.998041618802,PT / OT / Speech Therapy,3,1,1,1,0.86607340197,min,exer,therapeutic,
1389,3986,PROCHLORPERAZINE 10MG/2ML INJ,prochlorperazine 10_mg/2_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,prochlorperazine,10_mg/2_ml,,Pharmacy,0.75,Pharmacy,0.969623640224,Pharmacy,0.999862617991,Pharmacy,3,1,1,1,0.906495419405,inj,prochlorperazine,10_mg/2_ml,
1390,4149,BLADE SAW 2 CUT STRL,blade saw 2 cut sterile,Supply,RETROSPECTIVE,2016-07-12,strl, , ,,Nursing Services,0.75,Supply,0.837812087598,Supply,0.996826143381,Supply,2,0,1,1,0.611546076993,cut,blade,saw,strl
1391,4582,D-DIMER  QUANT,d-dimer quantitative,Laboratory,RETROSPECTIVE,2016-07-13,device,quantitative,dimer,,OR / Anesthesia / Recovery Room,0.91,Laboratory,0.854211310023,Laboratory,0.989652949747,Laboratory,2,0,1,1,0.614621419923,quant,d-dimer,,
1392,3052,IV TUBING PRIMARY SET - 2104,intravenous tubing primary set 2104,Supply,RETROSPECTIVE,2016-07-12,tubing,set,intravenous,primary,Supply,0.81,Supply,0.942281334914,Supply,0.999952525314,Supply,3,1,1,1,0.917411286743,tubing,set,iv,primary
1393,393,DORNASE ALPHA 1 MG/ML AMP FORX,dornase alpha 1_mg/ml ampule forx,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,amp,dornase,,Plan Benefit,0.87,Plan Benefit,0.801050912619,Plan Benefit,0.999939910966,Plan Benefit,3,1,1,1,0.890330274528,alpha,ampule,dornase,
1394,4524,BLADE SURG CLPR STD 1 PASS,blade surgical clipper standard 1 pass,Supply,RETROSPECTIVE,2016-07-13,surgical,standard,,,Supply,0.7,Supply,0.830932139837,Supply,0.975908546936,Supply,3,1,1,1,0.835613562258,surg,blade,std,
1395,5477,C REACTIVE PROTEIN (CRP),reactive protein c_reactive_protein,Laboratory,RETROSPECTIVE,2016-07-13,reactive,protein,c_reactive_protein,,Laboratory,0.95,Laboratory,0.854518870602,Laboratory,0.981296698531,Laboratory,3,1,1,1,0.928605189711,reactive,protein,c_reactive_protein,
1396,4206,HEPARIN (PORCINE) PER 1000 UNITS,heparin porcine per 1000_units,Pharmacy,RETROSPECTIVE,2016-07-12,heparin,1000_units,per,,Pharmacy,0.96,Pharmacy,0.740220482096,Pharmacy,0.891502710399,Pharmacy,3,1,1,1,0.863907730831,heparin,1000_units,per,porcine
1397,1640,MEGESTROL SUS 400MG/1,megestrol suspension 400_mg/1,Pharmacy,ONLINE,2016-08-29,400_mg/1,sus,megestrol,,Pharmacy,0.76,Pharmacy,0.910594013592,Pharmacy,0.97193913173,Pharmacy,3,1,1,1,0.880844381774,400_mg/1,suspension,megestrol,
1398,6131,DEVICE CAUTERY FORCE TRIVERSE 10FT ST,device cautery force triverse 10ft st,Supply,ONLINE,2016-09-16,device,,,,Supply,0.69,Supply,0.821943448713,Supply,0.952373743495,Supply,3,1,1,1,0.821439064069,device,,,
1399,3429,DEXAMETHASONE (PER .25MG)4MG T,dexamethasone per 0.25_mg 4_mg tab,Pharmacy,RETROSPECTIVE,2016-07-12,4_mg,.25_mg,per,dexamethasone,Pharmacy,0.8,Pharmacy,0.919377076717,Pharmacy,0.999883574949,Pharmacy,3,1,1,1,0.906420217222,4_mg,tab,per,dexamethasone
1400,6816,METOCLOPRAMIDE 5 MG/ML IVPB SOLUTION,metoclopramide 5 mg/ml intravenous piggyback solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,5_mg/ml,solution,ivpb,metoclopramide,OR / Anesthesia / Recovery Room,0.88,OR / Anesthesia / Recovery Room,0.841117578881,OR / Anesthesia / Recovery Room,0.99898467889,OR / Anesthesia / Recovery Room,3,1,1,1,0.90670075259,ml,mg,intravenous,solution
1401,1560,SEDIMENTATION RATE RBC AUT,sedimentation rate red_blood_cell automated,Laboratory,ONLINE,2016-09-19,sedimentation,rate,aut,rbc,Laboratory,0.93,Laboratory,0.846315039371,Laboratory,0.972362723012,Laboratory,3,1,1,1,0.916225920794,sedimentation,rate,automated,rbc
1402,6645,HCHG CULTURE FUNGUS ID,culture fungus id,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,fungus,culture,id,,Laboratory,0.95,Laboratory,0.784701914259,Laboratory,0.989843928135,Laboratory,3,1,1,1,0.908181947465,fungus,culture,id,
1403,2634,MEROPENEM 500 MG INJ,meropenem 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,500_mg,meropenem,,Pharmacy,0.93,Pharmacy,0.947743154303,Pharmacy,0.994281830763,Pharmacy,3,1,1,1,0.957341661689,inj,500_mg,meropenem,
1404,2805,COMPRESSED AIR/HOUR,compressed air/hour,Respiratory Therapy,RETROSPECTIVE,2016-07-12,air,hour,compressed,,Laboratory,0.76,Respiratory Therapy,0.37058915025,Respiratory Therapy,0.85385792225,Respiratory Therapy,2,0,1,1,0.408149024167,compressed,hour,air,
1405,5222,15600442 - VANCO/500MG (2GM/250ML),vanco/500_mg 2_gm/250_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_gm/250_ml,vanco/500_mg,,,Pharmacy,0.79,Pharmacy,0.931592427406,Pharmacy,0.998872522177,Pharmacy,3,1,1,1,0.906821649861,2_gm/250_ml,vanco/500_mg,,
1406,6061,BACITRACIN IN 50000 U,bacitracin in 50000_units,Pharmacy,ONLINE,2016-08-29,bacitracin,50000_units,inches,,Pharmacy,0.88,Pharmacy,0.92840122631,Pharmacy,0.990538562166,Pharmacy,3,1,1,1,0.932979929492,bacitracin,50000_units,,
1407,4774,R&B ICU/CCU,room_and_board intensive care unit/critical care unit,Room and Board,RETROSPECTIVE,2016-07-13,units,ccu,room_and_board,,Room and Board,0.82,Room and Board,0.713496261866,Room and Board,0.999544853271,Room and Board,3,1,1,1,0.844347038379,intensive,critical,r&b,unit
1408,5261,58892000 - RETAPING/SECURING AIRWAY,retaping/securing airway,Respiratory Therapy,RETROSPECTIVE,2016-07-13,securing,retaping,airway,,Nursing Services,0.74,Respiratory Therapy,0.402584484121,Respiratory Therapy,0.991269601637,Respiratory Therapy,2,0,1,1,0.464618028586,securing,retaping,airway,
1409,3944,NICARDIPINE-NACL 40MG/200ML SO,nicardipine sodium_chloride 40_mg/200_ml so,Pharmacy,RETROSPECTIVE,2016-07-12,nicardipine,40_mg/200_ml,sodium_chloride,,Pharmacy,0.74,Pharmacy,0.747129956853,Pharmacy,0.982364484079,Pharmacy,3,1,1,1,0.823164813644,40_mg/200_ml,nicardipine,sodium_chloride,
1410,4063,OXYCODONE 20MG SR TAB,oxycodone 20_mg slow_release tablet,Pharmacy,RETROSPECTIVE,2016-07-12,sara,20_mg,oxycodone,,Pharmacy,0.9,Pharmacy,0.951899231251,Pharmacy,0.993552656438,Pharmacy,3,1,1,1,0.948483962563,sr,20_mg,oxycodone,tab
1411,4742,PK CUST MINOR CARDIO CO35 ONLY CV0190 - CSC,pack custom minor cardiology co35 only cv0190 central_supply service,Supply,RETROSPECTIVE,2016-07-13,pack,,,,Laboratory,0.72,Supply,0.778763312356,Supply,0.993105256723,Supply,2,0,1,1,0.590622856359,service,custom,central_supply,minor
1412,4517,ANTIMICROBIAL BREAKPOINT/MIC,antimicrobial breakpoint/microscopy,Laboratory,RETROSPECTIVE,2016-07-13,antimicrobial,microclave,breakpoint,,Plan Benefit,0.7,Laboratory,0.750999431136,Laboratory,0.91335412014,Laboratory,2,0,1,1,0.554784517092,antimicrobial,microscopy,breakpoint,
1413,5134,12671032 - GABAPENTIN CAPSULE 400MG,gabapentin capsule 400_mg,Pharmacy,RETROSPECTIVE,2016-07-13,capsule,400_mg,gabapentin,,Pharmacy,0.96,Pharmacy,0.942331443196,Pharmacy,0.997601649332,Pharmacy,3,1,1,1,0.966644364176,capsule,400_mg,gabapentin,
1414,491,HC ANES PQRS GEN NEUROAXIAL 60 MIN OR LONGER,anesthesia physician_quality_reporting_system general neuroaxial 60 minutes or longer,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,or,min,anesthesia,gen,OR / Anesthesia / Recovery Room,0.74,OR / Anesthesia / Recovery Room,0.812071901684,OR / Anesthesia / Recovery Room,0.988937223437,OR / Anesthesia / Recovery Room,3,1,1,1,0.847003041707,min,anesthesia,gen,
1415,959,NASOGASTRIC TUBE,nasogastric_tube,Supply,ONLINE,2016-09-16,tube,nasogastric,,,Laboratory,0.73,Supply,0.784251101072,Supply,0.755591983206,Supply,2,0,1,1,0.513281028093,nasogastric_tube,,,
1416,1644,MILK OF MAGNESIA CUP,milk_of_magnesia cup,Pharmacy,ONLINE,2016-08-29,cup,milk,magnesia,,Plan Benefit,0.69,Supply,0.555663608627,Supply,0.918902694175,Supply,2,0,1,1,0.491522100934,milk_of_magnesia,cup,,
1417,4978,HB KIT TRANSDCR ART LN ICU PRSS M,kit transducer arterial line intensive_care_unit pressure m,Supply,RETROSPECTIVE,2016-07-13,arterial,icu,minutes,kit,Supply,0.72,Supply,0.787405506402,Supply,0.998110411173,Supply,3,1,1,1,0.835171972525,arterial,kit,pressure,transdcr
1418,618,HC PARATHORMONE (PTH),parathormone parathyroid_hormone,Laboratory,ONLINE,2016-09-16,path,parathormone,,,Laboratory,0.77,Laboratory,0.773805587565,Laboratory,0.990296226708,Laboratory,3,1,1,1,0.844700604758,parathormone,parathyroid_hormone,,
1419,4976,HB INTRAOP NEURO TESTING PER HR,intraoperative neurology testing per hour,Procedure,RETROSPECTIVE,2016-07-13,hr,per,,,Plan Benefit,0.81,Nursing Services,0.208725614294,Nursing Services,0.350766575824,Nursing Services,2,0,1,1,0.186497396706,hr,per,,
1420,5924,SERTRALINE 50 MG TABS,sertraline 50_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-13,sertraline,50_mg,tabs,,Pharmacy,0.84,Pharmacy,0.933996967831,Pharmacy,0.999497849659,Pharmacy,3,1,1,1,0.924498272496,sertraline,50_mg,tabs,
1421,2500,PULSE OXIMETRY MULTIPL,pulse oximetry multiple,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,multiple,pulse,,Monitoring,0.84,Monitoring,0.835031581335,Monitoring,0.996882254291,Monitoring,3,1,1,1,0.890637945209,oximetry,multipl,pulse,
1422,4335,15278002 - MULTIVITAMINS THER W-MINERALS,multivitamins therapuetic with minerals,Pharmacy,RETROSPECTIVE,2016-07-13,therapist,minerals,multivitamins,,Pharmacy,0.81,Pharmacy,0.602779749659,Laboratory,0.863797427466,Pharmacy,2,1,1,0,0.47092658322,therapuetic,minerals,multivitamins,
1423,431,FORMULA: PREGESTIMIL LIPIL 20 KCAL/OUNCE,formula pregestimil lipil 20 kcal/ounce,Supply,ONLINE,2016-09-16,ounce,,,,Supply,0.82,Supply,0.834947364843,Supply,0.999750152967,Supply,3,1,1,1,0.884899172604,formula,ounce,kcal,
1424,6097,CUFF BP ADULT MED DISP,cuff blood_pressure adult medium disposable,Supply,ONLINE,2016-09-16,disp,med,cuff,adult,Supply,0.75,Supply,0.938084427422,Supply,0.999665639783,Supply,3,1,1,1,0.895916689068,disp,medium,cuff,adult
1425,6539,CHLORIDE URINE ELECTROLYTE RANDOM URINE,chloride urine electrolyte random urine,Laboratory,ONLINE,2016-10-12,urine,random,chloride,,Laboratory,0.74,Laboratory,0.874110615261,Laboratory,0.992195649042,Laboratory,3,1,1,1,0.868768754768,urine,random,chloride,
1426,4612,EST PT-LEVEL 2 TWOC,established patient - level 2 TWOC,Professional Fee,RETROSPECTIVE,2016-07-13,estimated,patient,twoc,level,Professional Fee,0.96,Professional Fee,0.308149291608,Professional Fee,0.702484627987,Professional Fee,3,1,1,1,0.656877973199,patient,level,,
1427,513,HC CARD MRI MORPHLGY WO CNTRST,cardiac magnetic_resonance_imaging morphology without contrast,Radiology,ONLINE,2016-09-16,without,contrast,,,Radiology,0.99,Radiology,0.770493991269,Radiology,0.997832260744,Radiology,3,1,1,1,0.919442084004,cardiac,magnetic_resonance_imaging,without,contrast
1428,5590,FUROSEMIDE UP TO 20 MG,furosemide up to 20_mg,Pharmacy,RETROSPECTIVE,2016-07-13,furosemide,20_mg,,,Pharmacy,0.91,Pharmacy,0.932842348536,Pharmacy,0.979236431612,Pharmacy,3,1,1,1,0.940692926716,furosemide,20_mg,,
1429,185,HEPARIN SODIUM 50,heparin sodium 50,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,sodium,,,Pharmacy,0.88,Diluent / Flush / Irrigant,0.630147239343,Diluent / Flush / Irrigant,0.600010973236,Diluent / Flush / Irrigant,2,0,1,1,0.410052737526,heparin,sodium,,
1430,4903,HYDROCODONE/APAP 10/325; HYDROCODONE/APAP 10-325MG TABLET,hydrocodone/acetaminophen 10/325 hydrocodone/acetaminophen 10 325_mg tablet,Pharmacy,ONLINE,2016-08-24,325_mg,tablet,,,Pharmacy,0.74,Pharmacy,0.98233061088,Pharmacy,0.999998914013,Pharmacy,3,1,1,1,0.907443174964,325_mg,tablet,acetaminophen,
1431,6048,URINALYSIS (W/ REFEX),urinalysis with reflex,Laboratory,ONLINE,2016-08-24,urinalysis,refex,,,Laboratory,0.77,Laboratory,0.79232574928,Laboratory,0.89749718023,Laboratory,3,1,1,1,0.819940976503,urinalysis,reflex,,
1432,1130,PROCAINAMIDE 100 MG/ML SOLN 10 ML VIAL,procainamide 100_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,10_ml,soln,,Pharmacy,0.83,Pharmacy,0.964417794117,Pharmacy,0.999646938385,Pharmacy,3,1,1,1,0.931354910834,vial,10_ml,soln,
1433,3290,BILIRUBIN UNCONJUGATED,bilirubin unconjugated,Laboratory,RETROSPECTIVE,2016-07-12,bilirubin,unconjugated,,,Laboratory,0.93,Laboratory,0.902864717434,Laboratory,0.997444864155,Laboratory,3,1,1,1,0.943436527196,bilirubin,unconjugated,,
1434,2997,HB KIT CVC DRESSING CHANGE,kit central_venous_catheter dressing change,Supply,RETROSPECTIVE,2016-07-12,CVC,dressing,change,kit,Supply,0.72,Supply,0.889404203259,Supply,0.996109420171,Supply,3,1,1,1,0.868504541143,cvc,dressing,change,kit
1435,3531,PROTHROMBIN TIME INR,prothrombin time inr,Laboratory,RETROSPECTIVE,2016-07-12,time,inr,prothrombin,,Laboratory,0.94,Laboratory,0.763417176123,Laboratory,0.915844173309,Laboratory,3,1,1,1,0.873087116477,time,inr,prothrombin,
1436,6749,HCHG TB ENDO TRACH CUFFED7.0MM,tube endo tracheostomy cuffed7.0mm,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,trach,tb,cuffed7.0mm,endo,OR / Anesthesia / Recovery Room,0.71,Supply,0.820999852204,Supply,0.952343007356,Supply,2,0,1,1,0.59111428652,trach,tb,cuffed7.0mm,endo
1437,4633,GASES  BLOOD  ARTERIAL (AB,gases blood arterial AB,Laboratory,RETROSPECTIVE,2016-07-13,arterial,antibody,blood,gases,Monitoring,0.86,Laboratory,0.60933962507,Laboratory,0.489678845914,Laboratory,2,0,1,1,0.366339490328,arterial,ab,blood,gases
1438,6303,FIBRN ACTV,fibrinogin activity,Laboratory,ONLINE,2016-09-16,fibrin,activity,,,Laboratory,0.83,Laboratory,0.693395899337,Laboratory,0.911748367955,Laboratory,3,1,1,1,0.811714755764,activity,fibrinogin,,
1439,915,METOCLOPRAMIDE 5 MG/ML SOLN,metoclopramide 5_mg/ml solution,Pharmacy,ONLINE,2016-09-16,5_mg/ml,soln,metoclopramide,,OR / Anesthesia / Recovery Room,0.9,Pharmacy,0.933808570783,Pharmacy,0.97234553886,Pharmacy,2,0,1,1,0.635384703214,5_mg/ml,soln,metoclopramide,
1440,1594,CALCIUM CARB SUSP 125,calcium carbonate suspension 125,Pharmacy,ONLINE,2016-08-29,carb,calcium,susp,,Pharmacy,0.85,Pharmacy,0.643642463091,Pharmacy,0.92566175434,Pharmacy,3,1,1,1,0.806434739144,calcium,carbonate,susp,
1441,6524,CALCIUM IONIZED IONIZED CALCIUM,calcium ionized ionized calcium,Laboratory,ONLINE,2016-10-12,calcium,ionized,,,Laboratory,0.88,Laboratory,0.788369623948,Laboratory,0.997484789882,Laboratory,3,1,1,1,0.888618137943,calcium,ionized,,
1442,5516,CLIP HORIZON WECK LG ORNG,clip horizon weck large orng,Supply,RETROSPECTIVE,2016-07-13,large,orng,weck,horizon,Laboratory,0.7,Supply,0.831252220792,Supply,0.995566742063,Supply,2,0,1,1,0.608939654285,large,clip,,
1443,6502,AMLODIPINE 5 MG TABLET,amlodipine 5 mg tablet,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,amlodipine,5_mg,tablet,Test,OR / Anesthesia / Recovery Room,0.97,Pharmacy,0.786028194235,OR / Anesthesia / Recovery Room,0.90691588486,OR / Anesthesia / Recovery Room,2,1,0,1,0.625638628287,amlodipine,mg,tablet,
1444,6023,POT CHLORIDE 10% LIQ 15ML; KCL LIQUID LIQ 10% 20 MEQ/15 ML UDC,potassium chloride 10% liquid 15_ml potassuim_chloride liquid liquid 10% 20_milliequivalents/15_ml udc,Pharmacy,ONLINE,2016-08-24,potential,chloride,15_minutes,liq,Pharmacy,0.77,Pharmacy,0.960064035617,Pharmacy,0.999999995252,Pharmacy,3,1,1,1,0.910021343623,liq,chloride,potassium,udc
1445,3288,BILIRUBIN TOT BLD,bilirubin total blood,Laboratory,RETROSPECTIVE,2016-07-12,bilirubin,total,blood,,Laboratory,0.93,Laboratory,0.905308913164,Laboratory,0.998427761811,Laboratory,3,1,1,1,0.944578891658,bilirubin,total,bld,
1446,6818,MICROFIBRILLAR COLLAGEN HEMOSTAT POWDER,microfibrillar collagen hemostat powder,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,collagen,hemostat,microfibrillar,powder,Laboratory,0.7,Supply,0.399418267146,Supply,0.640089324622,Supply,2,0,1,1,0.346502530589,collagen,hemostat,microfibrillar,powder
1447,1417,XR COLON WITH CONTRAST,x-ray colon with contrast,Radiology,ONLINE,2016-09-16,colon,contrast,xr,,Radiology,0.76,Radiology,0.760909588478,Radiology,0.999676445455,Radiology,3,1,1,1,0.840195344644,colon,contrast,xr,
1448,771,HEPARIN LOCK FLUSH (IN 0.9% SODIUM CHLORIDE) 1,heparin lock flush in 0.9% sodium_chloride 1,Diluent / Flush / Irrigant,ONLINE,2016-09-16,heparin,lock,sodium,chloride,Diluent / Flush / Irrigant,0.86,Diluent / Flush / Irrigant,0.957359880506,Diluent / Flush / Irrigant,0.999985809131,Diluent / Flush / Irrigant,3,1,1,1,0.939115229879,heparin,lock,sodium_chloride,flush
1449,2417,HC PULSE OXIMETRY MULT DETERMINAT,pulse oximetry multiple determinations,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,multiple,determinations,pulse,Monitoring,0.81,Monitoring,0.809144948422,Monitoring,0.999066873065,Monitoring,3,1,1,1,0.872737273829,oximetry,mult,determinations,pulse
1450,3851,LISINOPRIL 2.5MG/TAB UDT,lisinopril 2.5_mg/tablet udt,Pharmacy,RETROSPECTIVE,2016-07-12,udt,2.5_mg/tablet,lisinopril,,Pharmacy,0.84,Pharmacy,0.918351985731,Pharmacy,0.905518216049,Pharmacy,3,1,1,1,0.887956733926,udt,2.5_mg/tablet,lisinopril,
1451,6011,VENT SUBSQ WEAN MGMT-LEVL 2,ventilator subsequent wean management level 2,Respiratory Therapy,RETROSPECTIVE,2016-07-13,ventilator,subsequent,management,level,Respiratory Therapy,0.89,Respiratory Therapy,0.880893088907,Respiratory Therapy,0.999939503991,Respiratory Therapy,3,1,1,1,0.923610864299,ventilator,subsequent,management,level
1452,2933,CATH  IV SAFETY ALL SIZES,catheter intravenous safety alle sizes,Supply,RETROSPECTIVE,2016-07-12,catheter,safety,intravenous,sizes,Supply,0.7,Supply,0.855756757401,Supply,0.993879424492,Supply,3,1,1,1,0.849878727298,cath,iv,,
1453,2139,ABO TYPE,abo type,Laboratory,RETROSPECTIVE,2016-07-12,type,abo,,,Laboratory,0.8,Laboratory,0.853840029503,Laboratory,0.980636753063,Laboratory,3,1,1,1,0.878158927522,type,abo,,
1454,5689,HB ROOM RATE ICU,room rate intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-13,rate,icu,room,,Room and Board,0.92,Room and Board,0.845235942975,Room and Board,0.999678863661,Room and Board,3,1,1,1,0.921638268879,rate,icu,room,
1455,603,HC KIT MICRO-INTRODUCER STD/NIT/SS-TIP 4FR INTRODUCER,kit micro introducer std/nit/ss tip 4fr introducer,Supply,ONLINE,2016-09-16,standard,tip,introducer,kit,Supply,0.92,Supply,0.889091832506,Supply,0.996240132594,Supply,3,1,1,1,0.935110655033,micro,tip,introducer,kit
1456,2636,METHADONE 10 MG/ML ORAL,methadone 10_mg/ml oral,Pharmacy,RETROSPECTIVE,2016-07-12,oral,10_mg/ml,methadone,,Pharmacy,0.93,Pharmacy,0.919051369973,Pharmacy,0.995064578919,Pharmacy,3,1,1,1,0.948038649631,oral,10_mg/ml,methadone,
1457,6430,OPHTHALMSCPY W/RETDRW SUBSQ,ophthalmoscopy with retdrw subsequent,Procedure,ONLINE,2016-10-06,retdrw,subsequent,ophthalmoscopy,,Procedure,0.91,Laboratory,0.453531801895,Nursing Services,0.66237753478,Procedure,1,1,0,0,0.303333333333,retdrw,subsequent,ophthalmoscopy,
1458,2800,COLLECT CAPILLARY BLD SPEC,collection capillary blood specimen,Nursing Services,RETROSPECTIVE,2016-07-12,specimen,capillary,blood,collection,Nursing Services,0.74,Nursing Services,0.826460052187,Nursing Services,0.999476261421,Nursing Services,3,1,1,1,0.855312104536,spec,capillary,bld,collect
1459,5527,CONNECTOR MICROCLAVE CLR,connector microclave clear,Supply,RETROSPECTIVE,2016-07-13,connector,clear,microclave,,Supply,0.9,Supply,0.743422807739,Supply,0.886594292888,Supply,3,1,1,1,0.843339033542,connector,clr,microclave,
1460,2432,I STAT NA (PICU),i stat sodium pediatric_intensive_care_unit,Monitoring,RETROSPECTIVE,2016-07-12,stat,pediatric_intensive_care_unit,sodium,,Monitoring,0.82,Monitoring,0.600005311943,Monitoring,0.732882625762,Monitoring,3,1,1,1,0.717629312568,stat,pediatric_intensive_care_unit,na,
1461,1214,SMR PRIM SRC GRAM/GIEMSA S,smear primary source gram/giemsa s,Laboratory,ONLINE,2016-09-16,prim,gram,,,Laboratory,0.85,Laboratory,0.790138139928,Laboratory,0.960636907754,Laboratory,3,1,1,1,0.866925015894,smear,gram,prim,source
1462,2430,I STAT ION CA (PICU),i stat ionized calcium pediatric_intensive_care_unit,Monitoring,RETROSPECTIVE,2016-07-12,calcium,stat,ionized,pediatric_intensive_care_unit,Monitoring,0.83,Monitoring,0.797824567624,Monitoring,0.972993232538,Monitoring,3,1,1,1,0.86693926672,ca,stat,ionized,pediatric_intensive_care_unit
1463,2403,HC CHEM-POC GLUCOSE,chemistry point_of_care glucose,Monitoring,RETROSPECTIVE,2016-07-12,glucose,chemistry,POC,,Monitoring,0.86,Monitoring,0.842892913727,Monitoring,0.996060366395,Monitoring,3,1,1,1,0.899651093374,glucose,chemistry,point_of_care,
1464,333,SOL WATER ST 1000ML,solution water sterile 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,solution,1000_ml,st,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.883414516835,Diluent / Flush / Irrigant,0.997605755443,Diluent / Flush / Irrigant,3,1,1,1,0.897006757426,water,sterile,sol,1000_ml
1465,5854,OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,oxycodone acetaminophen 5 325_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,325_mg,oxycodone,tablet,acetaminophen,Pharmacy,0.96,Pharmacy,0.963307850782,Pharmacy,0.999414468126,Pharmacy,3,1,1,1,0.974240772969,325_mg,oxycodone,tablet,acetaminophen
