Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
5171,13754012 - MONTELUKAST SODIUM TABLET 10MG,montelukast sodium tablet 10_mg,Pharmacy,RETROSPECTIVE,2016-07-13,montelukast,10_mg,tablet,sodium
6654,HCHG DILATOR VESSEL STRL 22FR,dilator vessel sterile 22fr,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,vessel,22fr,strl,dilator
4359,30572000 - VENOUS DUPLEX IMAGE BILAT,venous duplex image bilateral,Radiology,RETROSPECTIVE,2016-07-13,venous,duplex,image,bilat
886,LORAZEPAM PER 2 MG,lorazepam per 2_mg,Pharmacy,ONLINE,2016-09-16,2_mg,lorazepam,per,
2975,GENERAL SUTURE (0 TO 5-0 SUT,general suture 0 to 5 0 suture,Supply,RETROSPECTIVE,2016-07-12,suture,,,
5875,POT CHLORIDE 10% 20MEQ/15ML UD,pot chloride 10% 20_meq/15_ml ud,Pharmacy,RETROSPECTIVE,2016-07-13,ud,chloride,,
1579,US PELVIS LIMITED,ultrasound pelvis limited,Radiology,ONLINE,2016-09-19,us,limited,pelvis,
4216,PTT (PARTIAL THROMBOPLASTIN TIME),partial_prothrombaplastin_time partial thromboplastin time,Laboratory,RETROSPECTIVE,2016-07-12,partial,ptt,thromboplastin,
159,HEPARIN FLUSH 10 UNITS/M,heparin flush 10_units/m,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,10units/m,flush,
6031,SENSITIVITY (MIC),sensitivity minimal_inhibitory_concentration,Laboratory,ONLINE,2016-08-24,sensitivity,microclave,,
6487,AEROSOL CONTINUOUS 1ST HR,aerosol continuous 1st hair,Respiratory Therapy,ONLINE,2016-10-12,hair,continuous,aerosol,1st
5775,LEVOTHYROXINE 200 MCG TABS,levothyroxine 200 microgram tablets,Pharmacy,RETROSPECTIVE,2016-07-13,tabs,mcg,levothyroxine,
4897,FREE T4,free thyroxine,Laboratory,ONLINE,2016-08-24,t4,free,,
2828,HC BASIC METABOLIC PANEL,basic metabolic panel,Laboratory,RETROSPECTIVE,2016-07-12,metabolic,panel,basic,
2406,HC GLUCOSE  QT BY METER FOR,glucose quantitative by meter for,Monitoring,RETROSPECTIVE,2016-07-12,quantitative,bay,meter,glucose
1303,TB ET CUF INTMED HI LO 7MM LF,tube endotracheal cuff intmed hi lo 7mm lf,Supply,ONLINE,2016-09-16,tb,cuff,,
2974,GAUZE  KERLIX 4.5,gauze kerlix 4.5,Supply,RETROSPECTIVE,2016-07-12,4.5,gauze,kerlix,
3910,DOPP ECHO LTD,doppler echocardiogram ltd,Cardiology,RETROSPECTIVE,2016-07-12,ltd,echo,dopp,
1119,POTASSIUM RANDOM URINE,potassium random urine,Laboratory,ONLINE,2016-09-16,potassium,random,urine,
5368,83946810 - OXYGEN CONSUMPTION,oxygen consumption,Respiratory Therapy,RETROSPECTIVE,2016-07-13,consumption,oxygen,,
5276,63016000 - GASES BLOOD O2 DIRECT,gases blood oxygen direct,Laboratory,RETROSPECTIVE,2016-07-13,oxygen,blood,gases,direct
5133,12671022 - GABAPENTIN CAPSULE 300MG,gabapentin capsule 300_mg,Pharmacy,RETROSPECTIVE,2016-07-13,capsule,300_mg,gabapentin,
6248,ENT HEAD NECK PACK,ear nose throat head neck pack,Supply,ONLINE,2016-09-16,head,pack,neck,ent
865,LEVEL V - SURG PATH (GROSS,level 5 surgical pathology gross,Laboratory,ONLINE,2016-09-16,surg,v,pathology,level
2072,NITRIC OXIDE DAILY,nitric oxide daily,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,daily,nitric,
4773,R&3 STEPDOWN SEMI,room_and_board stepdown semi,Room and Board,RETROSPECTIVE,2016-07-13,r&3,semi,stepdown,
3515,ALBUTEROL-IPRATROPIUM 0.5,albuterol ipratropium 0.5,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,0.5,ipratropium,
5189,14375002 - PETROLATUM LACRILUBE EYE 3.5G,petrolatum lacrilube eye 3.5_gm,Supply,RETROSPECTIVE,2016-07-13,lacrilube,petrolatum,eye,3.5_gm
4558,COLLAGENASE OINT,collagenase ointment,Pharmacy,RETROSPECTIVE,2016-07-13,ointment,collagenase,,
4961,HB EEG-NONINTRACRANIAL,electroencephalogram nonintracranial,Procedure,RETROSPECTIVE,2016-07-13,electroencephalogram,nonintracranial,,
6407,HEMOGLOBIN HGB AND HCT,hemoglobin hemoglobin and hematocrit,Laboratory,ONLINE,2016-10-12,hemoglobin,and,hgb,hct
2074,NITRIC OXIDE FOR RT USE,nitric oxide for respiratory_therapy use,Plan Benefit,RETROSPECTIVE,2016-07-12,RT,oxide,use,nitric
6220,DRESS AQUACELL AG HYDRO 2.0CM,dressing aquacell silver hydro 2.0cm,Supply,ONLINE,2016-09-16,ag,,,
2013,CEFOTAXIME 100 MG/ML SOLR,cefotaxime 100_mg/ml solution,Pharmacy,ONLINE,2016-09-16,cefotaxime,solution,100_mg/ml,
6635,HCHG COAG ADAMTS 13ACTIVITY,coag adamts 13activity,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,adamts,coag,13activity,
5644,HB EMG 2 EXTREMITIES,electromyogram 2 extremities,Procedure,ONLINE,2016-09-01,emg,extremities,,
3297,CARBON DIOXIDE (CO2),carbon dioxide carbon_dioxide,Laboratory,RETROSPECTIVE,2016-07-12,carbon,CO2,dioxide,
2614,LEVEMIR 100UNIT/ML VIAL 10ML,levemir 100_units/ml vial 10_ml,Pharmacy,RETROSPECTIVE,2016-07-12,vial,100_units/ml,10_ml,levemir
4503,ANES ANALYS CHLORIDE (OCL),anesthesia analysis chloride occlu,Laboratory,RETROSPECTIVE,2016-07-13,chloride,anesthesia,analysis,occlu
181,HEPARIN LOCK FLUSH 100 UNIT,heparin lock flush 100_units,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,lock,100_units,flush
2675,PROPANOLOL 4MG SYR,propanolol 4_mg syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,propanolol,4_mg,
3901,SELF CARE,self care,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,self,care,,
3416,HB PHENOBARBITAL 20MG/5ML ELIXIR,phenobarbital 20_mg/5_ml elixir,Pharmacy,RETROSPECTIVE,2016-07-12,20_mg/5_ml,phenobarbital,elixir,
3203,HB EJECTOR SLVA TOOTHETTE ORAL PE,ejector saliva toothette oral physical_exam,Supply,RETROSPECTIVE,2016-07-12,oral,saliva,toothette,PE
4693,MAG SF+DX5% INJ 2G/50ML BG,magnesium sulfate and Dextrose_5% injection  2 gram/50ml bag/50_ml blood_gas,Pharmacy,RETROSPECTIVE,2016-07-13,injection,blood_gas,,
4837,SYR SALINE 30X10ML SODCHL 0.9PERC,syringe saline 30x10_ml sodium_chloride 0.9 percent,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,syringe,saline,,
3787,DRAPE IOBAN 6640EZ,drape ioban 6640ez,Supply,RETROSPECTIVE,2016-07-12,ioban,drape,6640ez,
2957,DRSNG CHNG MINOR,dressing change minor,Supply,RETROSPECTIVE,2016-07-12,minor,change,dressing,
5609,HB 5% DEXTROSE/WATER 1000ML,5% dextrose/water 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,5%,water,dextrose,1000_ml
2175,GLUCOSE  QUANT WHOLE BLD,glucose quantitative whole blood,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,whole,blood,glucose
300,CBC WITH AUTO DIFFERENTIAL,complete_blood_count with automated differential,Laboratory,RETROSPECTIVE,2016-07-12,CBC,auto,differential,
870,LIDOCAINE (PF) 100 MG/5 ML (2 %)SYRG,lidocaine preservative_free 100_mg/5_ml 2% syringe,Pharmacy,ONLINE,2016-09-16,syringe,lidocaine,,
6120,CYCLOBENZAPRINE 10 MG TAB,cyclobenzaprine 10_mg tablet,Pharmacy,ONLINE,2016-09-16,10_mg,tab,cyclobenzaprine,
5691,HB SENNOSIDES 15 MG PO CREW,sennosides 15_mg by_mouth crew,Pharmacy,RETROSPECTIVE,2016-07-13,crew,po,15_mg,sennosides
3505,HC MAGNESIUM,magnesium,Laboratory,RETROSPECTIVE,2016-07-12,magnesium,,,
2361,GLUCOSE FINGERSTICK,glucose fingerstick,Monitoring,RETROSPECTIVE,2016-07-12,fingerstick,glucose,,
488,HC AMYLASE NON BLOOD,amylase non blood,Laboratory,ONLINE,2016-09-16,amylase,non,blood,
42,HC PUMP VAC WOUND CARE,pump vacuum wound care,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,care,wound,vacuum
4671,IV INFUSION  TX  PROPH  DX INIT UP TO,intravenous_infusion treatment prophylactic diagnostic initial up to,Nursing Services,RETROSPECTIVE,2016-07-13,prophylactic,initial,infusion,diagnostic
2703,NICOTINE PATCH 14MG,nicotine patch 14_mg,Plan Benefit,RETROSPECTIVE,2016-07-12,nicotine,14_mg,patch,
6380,D10 % 0.2 NACL 250ML GLASS D10/ 0.2% NACL 250 ML BTL,d10% 0.2 nacl 250 ml glass d10/0.2% nacl 250 ml btl,Pharmacy,ONLINE,2016-10-06,250_ml,,,
946,MR STAPH DNA AMP PROBE,mr staph deoxyribonucleic_acid ampule probe,Laboratory,ONLINE,2016-09-16,probe,ampule,,
2640,METRONIDAZOLE/NSS PREMIX 500MG,metronidazole/normal_saline_sterile premix 500_mg,Pharmacy,RETROSPECTIVE,2016-07-12,metronidazole,normal_saline_sterile,premix,500_mg
5748,IV 0.9% NACL 50 ML,intravenous 0.9% sodium_chloride 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,0.90%,50_ml,intravenous,sodium_chloride
4337,20 GA ARTERIAL LINE CATHETER,20 gauge arterial line catheter,Supply,RETROSPECTIVE,2016-07-13,arterial,line,catheter,ga
1607,CPAP INITIATE AND MGT,continuous_positive_airway_pressure initiate and management,Respiratory Therapy,ONLINE,2016-08-29,initiate,cpap,mgt,
113,DISP: 30.000 ML; 2 UNIT/ML; USED NDC QTY: 6.000 PCK OF 500.000 ML BAG HEPARIN  PORCINE (PF) 2 UNIT/ML IV SYRINGE,disposable 30.000_ml 2_units/ml_used ndc quantity 6 pack of 500.000_ml bag heparin porcine partial_fill 2_units/ml intravenous syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,PF,ndc,disposable
676,HC URINALYSIS AUTO WO MICRO,urinalysis automated without micro,Laboratory,ONLINE,2016-09-16,urinalysis,without,micro,automated
2533,BUDESONIDE 0.25 MG/2ML INH,budesonide 0.25_mg/2_ml inhaled,Pharmacy,RETROSPECTIVE,2016-07-12,budesonide,0.25mg/2_ml,inhalation,
3987,VANCOMYCIN 500MG INJ,vancomycin 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,vancomycin,500_mg,
851,KIT SUTRE REMOVL DSP,kit suture removal disposable,Supply,ONLINE,2016-09-16,removal,suture,dsp,kit
4383,62206000 - CROSSMATCH-ANTIGLOBULIN,crossmatch antiglobulin,Laboratory,RETROSPECTIVE,2016-07-13,crossmatch,antiglobulin,,
6222,DRESSING AQUAGUARD 7X7 OWEN,dressing aquaguard 7x7 owen,Supply,ONLINE,2016-09-16,7x7,owen,aquaguard,dressing
3681,PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,10_mg/100_ml,inj,propofol,per
1545,PHYTONADIONE 10 MG/ML SOLN,phytonadione 10_mg/ml solution,Pharmacy,ONLINE,2016-09-19,phytonadione,soln,10_mg/ml,
4669,IV DEX 05% LAC RIN 1000CC,intravenous dextrose 05% lactated_ringers 1000_cc,Pharmacy,RETROSPECTIVE,2016-07-13,dextrose,intravenous,lactate,
1070,PHENYLEPHRINE 10MG INJ.,phenylephrine 10_mg injection,Pharmacy,ONLINE,2016-09-16,phenylephrine,inj.,10_mg,
4916,METHYLPRED SOD SUCC 40 MG; SOLU-MEDROL 40 MG VIAL,methylprednisolone sodium succinate 40_mg solu-medrol 40_mg vial,Pharmacy,ONLINE,2016-08-24,vial,40_mg,sodium,
5714,HLA X-MATCH 1ST SER SAMP (,hla x match 1st serum sample,Laboratory,RETROSPECTIVE,2016-07-13,serum,1st,,
659,HC SW EVOLUTION W ALT MATTRESS PER DAY,sw evolution with alternating mattress per day,Capital Equipment,ONLINE,2016-09-16,test,alanine,day,per
2010,CEFAZOLIN 100 MG/ML SOLR,cefazolin 100_mg/ml solution,Pharmacy,ONLINE,2016-09-16,100_mg/ml,cefazolin,solution,
6927,WHITE PETROLATUM 43 % TOPICAL OINTMENT,white petrolatum 43% topical ointment,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,ointment,,,
4804,SOD BICARB 8 4% 50ML,sodium_bicarbonate 8.4% 50_ml,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,4%,bicarb,sodium
1292,SUTR 3 0 SILK RB 1 HCHG SUTR 3 0 SILK RB 1,suture 3 0 silk rb 1,Supply,ONLINE,2016-09-16,silk,rb,,
6480,VITAMIN D 25 OH VITAMIN D 25 HYDROXY,vitamin d 25 oh vitamin d 25 hydroxy,Pharmacy,ONLINE,2016-10-06,hydroxy,vitamin,oh,
4044,DRESSING PETRO GZE 8X3,dressing petrolium gauze 8x3,Supply,RETROSPECTIVE,2016-07-12,petrolium,8x3,gaze,
3762,SUTURE 5-0 PROLENE M8725,suture 5 0 prolene m8725,Supply,RETROSPECTIVE,2016-07-12,suture,,,
3955,PHENYLEPHRN HCL <=1ML 10ML SYR,phenylephrine hcl < 1_ml 10_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syr,1_ml,10_ml,hcl
2891,TRANSFUSION BLOOD OR BLD COMP,transfusion blood operation_room blood component,Nursing Services,RETROSPECTIVE,2016-07-12,transfusion,blood,OR,
6727,HCHG POC VEN BL GAS,point of care venous blood gas,Monitoring,ONLINE,2016-10-12,venous,poc,gas,bl
5296,64266000 - CULTURE ISOLATE ID ADD METHOD,culture isolate id additional method,Laboratory,RETROSPECTIVE,2016-07-13,culture,additional,,
3118,SET SYRINGE PUMP W/DISC,set syringe pump with disc,Supply,RETROSPECTIVE,2016-07-12,syringe,pump,set,disc
709,HCHG EVAL SWAL ORAL FUNC LEVEL 2 HCHG EVAL SWAL ORAL FUNC LEVEL 2,evaluation swallow oral function level 2,PT / OT / Speech Therapy,ONLINE,2016-09-16,oral,swallow,evaluation,level
2368,GLUCOSE POC NOVA,glucose point_of_care nova,Monitoring,RETROSPECTIVE,2016-07-12,POC,nova,glucose,
948,MRI ABDOMEN NON CONTRAST,magnetic_resonance_imaging abdomen non contrast,Radiology,ONLINE,2016-09-16,mri,non,abdomen,contrast
4505,ANES ANALYS HEMOGLOBIN,anesthesia analysis hemoglobin,Laboratory,RETROSPECTIVE,2016-07-13,hemoglobin,anesthesia,analysis,
1212,SKELETAL SURVEY COMPLETE SKELETAL SURVEY COMPLETE,skeletal survey complete,Radiology,ONLINE,2016-09-16,complete,,,
1610,CT ANGIO ABD W&W/O,computed_tomography angiogram abdomen with_and_without,Radiology,ONLINE,2016-08-29,ct,angiogram,abd,w&without
5279,63039000 - IONIZED CALCIUM,ionized calcium,Laboratory,RETROSPECTIVE,2016-07-13,calcium,ionized,,
2650,MYCOPHENOLATE 500 MG SOLR,mycophenolate 500_mg solution,Pharmacy,RETROSPECTIVE,2016-07-12,mycophenolate,solution,500_mg,
5896,PROPOFOL 10MG/ML 20ML VL,propofol 10_mg/ml 20_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,propofol,10_mg/ml,20_ml
5065,*COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,RETROSPECTIVE,2016-07-13,comprehensive,panel,metabolic,
6289,FENTANYL 50 MCG/ML SOLN,fentanyl 50 mcg/ml solution,Pharmacy,ONLINE,2016-09-16,mcg,ml,fentanyl,soln
5043,PF-TISSUE EXAM LEVEL V,professional fee - tissue examination level 5,Laboratory,RETROSPECTIVE,2016-07-13,partial_fill,tissue,v,level
2260,POTASSIUM (K) POCT,potassium potassium point_of_care_testing,Laboratory,RETROSPECTIVE,2016-07-12,potassium,POCT,,
3892,OR GEN LEVEL 1 1ST HR,operation_room general level 1 1st hour,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,level,hr,or,
6157,DEXTROSE 5% SOLP 250 ML BAG,dextrose_5% solution 250_ml bag,Diluent / Flush / Irrigant,ONLINE,2016-09-16,250_ml,dextrose,solution,bag
5120,12386332 - ENOXAPARIN SODIUM  10MG  INJ,enoxaparin sodium 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,10_mg,enoxaparin,sodium
1959,BUMETANIDE 0.25 MG/ML SOLN 10 ML VIAL,bumetanide 0.25_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,10_ml,bumetanide,soln
5825,MORPHINE SULFATE UP TO 10 MG INJ,morphine_sulfate up to 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,morphine,sulfate,10_mg
6716,HCHG PACK MAJOR SURGERY,pack major surgery,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,major,surgery,pack,
6277,FEEDING SUPPLEMENT (RESOURCE BREEZE) LIQD,feeding supplement resource breeze liquid,Supply,ONLINE,2016-09-16,feeding,liqd,,
415,HC-(EACH ADDTL MINUTE) NITRIC OXIDE THERAPY & GAS,each additional minute nitric oxide therapy & gas,Plan Benefit,RETROSPECTIVE,2016-07-12,additional,gas,oxide,therapy
7,BED BARIMAX RNTL,bed barimax rental,Capital Equipment,RETROSPECTIVE,2016-07-12,barimax,rental,bed,
3266,HC PGL,plasma_glucose_level,Laboratory,RETROSPECTIVE,2016-07-12,PGL,,,
3613,HCHG GGT/GGTP,ggt/ggtp,Laboratory,RETROSPECTIVE,2016-07-12,ggt,ggtp,,
1837,AEROCHAMBER DEVICE,aerochamber device,Supply,ONLINE,2016-09-16,aerochamber,device,,
2683,SINCALIDE (IV) INJ *PER 5MCG,sincalide intravenous injection per 5mcg,Pharmacy,RETROSPECTIVE,2016-07-12,injection,intravenous,per,sincalide
21,EQ-JOBST ATHROMBIC PUMP,equipment jobst athrombic pump,Capital Equipment,RETROSPECTIVE,2016-07-12,jobst,equipment,pump,antithrombic
391,DORNASE ALFA INHA SOLN; DORNASE ALFA NEB 1 MG/ML (2.5 ML),dornase alpha inhalation solution dornase alpha nebulizer 1_mg/ml 2.5_ml,Plan Benefit,RETROSPECTIVE,2016-07-12,solution,nebulizer,alfa,inhalation
6829,MRSA AMP MRSA SURVEILLANCE,mrsa ampule mrsa surveillance,Laboratory,ONLINE,2016-10-12,mrsa,ampule,surveillance,
4507,ANES ANALYSIS BLOOD GAS (F,anesthesia analysis blood_gas follow,Laboratory,RETROSPECTIVE,2016-07-13,follow,gas,anesthesia,analysis
3775,SUTURE 2-0 NYLON 664H,suture 2 0 nylon 664h,Supply,RETROSPECTIVE,2016-07-12,suture,,,
395,DORNASE ALPHA 2.5ML,dornase alpha 2.5_ml,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,2.5_ml,dornase,
271,SODIUM CHLORIDE .9% 1000ML INJ,sodium chloride 0.9% 1000_ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,chloride,1000_ml,sodium,
1750,6.5MM X 40 MAS SCREW,6.5_millimeters x 40 mas screw,Implant,ONLINE,2016-09-01,x,6.5mm,mas,screw
440,GEL SUPPORT,gel support,Supply,ONLINE,2016-09-16,support,gel,,
2653,NEUPOGEN 300 MCG INJECTION,neupogen 300 microgram injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,microgram,neupogen,
2075,NITRIC OXIDE GAS-EACH HOUR,nitric oxide gas each hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,gas,hour,nitric
1733,STOPCOCK 3-WAY,stopcock 3_way,Supply,ONLINE,2016-08-30,stopcock,way,,
3808,ERYTHROMYCIN ES SUSP 40MG/1ML,erythromycin es suspension 40_mg/1_ml,Pharmacy,RETROSPECTIVE,2016-07-12,els,40_mg/1_ml,erythromycin,susp
4665,INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,invasive,monitoring,anesthesia,site
1884,ARTIFICIAL TEARS OINT 3.5 G TUBE,artificial tears ointment 3.5 g tube,Supply,ONLINE,2016-09-16,oint,tube,,
4748,POLYETH GLY 3350 PKT,polyethylene glycol 3350 packet,Pharmacy,RETROSPECTIVE,2016-07-13,gly,polyethylene,packet,
5569,FENTANYL 100 MCG INJ,fentanyl 100 microgram injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,fentanyl,microgram,
1096,POSITIONR HD CRDL SLTTD FOAM,positioner hand cradle slotted foam,Supply,ONLINE,2016-09-16,foam,,,
829,IV START KIT W/DRSG,intravenous start kit with dressing,Supply,ONLINE,2016-09-16,start,dressing,iv,kit
1522,MEASLES ANTIBODY IGG,measles antibody immunoglobulin,Laboratory,ONLINE,2016-09-19,measles,immunoglobulin,antibody,
6144,DEXTROSE 5 % AND 0.45% NACL 5-0.45 % SOLN,dextrose_5% and 0.45% sodium_chloride 5-0.45% solution,Pharmacy,ONLINE,2016-09-16,dextrose,soln,nacl,
1921,BIOCLUSIVE DRESSING 2X3,bioclusive dressing 2x3,Supply,ONLINE,2016-09-16,bioclusive,2x3,dressing,
6304,FLEX ADAPTER 101047,flex adapter 101047,Supply,ONLINE,2016-09-16,flex,adapter,,
4086,PRAVASTATIN 20 MG TABS,pravastatin 20_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,20_mg,pravastatin,tabs,
5056,TITANIUMMATRIXNEURO SCREWS 4MM,titaniummatrixneuro screws 4mm,Implant,RETROSPECTIVE,2016-07-13,titaniummatrixneuro,screws,4mm,
5175,13986222 - PHOS-NAK ORAL PACKET,phosphate nak oral packet,Pharmacy,RETROSPECTIVE,2016-07-13,nak,phosphate,oral,packet
152,HEPARIN FLUSH,heparin flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,flush,,
4965,HB EVOKED POTENTIAL UPPER & LOWER LIMBS,evoked potential upper and lower limbs,Procedure,RETROSPECTIVE,2016-07-13,upper,lower,&,limbs
2386,HB GLUCOSE POC FDA APPV M,glucose point_of_care food_and_drug_administration approved m,Monitoring,RETROSPECTIVE,2016-07-12,FDA,appv,POC,glucose
675,HC URINALYSIS AUTO W MICRO,urinalysis automated with micro,Laboratory,ONLINE,2016-09-16,urinalysis,micro,automated,
2609,LABETALOL 5 MG/ML INJ 4 ML,labetalol 5_mg/ml injection 4_ml,Pharmacy,RETROSPECTIVE,2016-07-12,labetalol,injection,5_mg/ml,4_ml
949,MRI BRAIN W&WO DY,magnetic_resonance_imaging brain with and without dye,Radiology,ONLINE,2016-09-16,brain,mri,dy,w&wo
3952,LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,Pharmacy,RETROSPECTIVE,2016-07-12,gas,lactobacillus,rhamnosus,
6431,OT EVAL 30 MIN GO,occupational therapy eval 30 min go,PT / OT / Speech Therapy,ONLINE,2016-10-12,go,ot,eval,min
1406,VISCERAL RETAINER LG,visceral retainer large,Supply,ONLINE,2016-09-16,large,retainer,visceral,
3423,NS FLUSH 10ML SYR,normal_saline flush 10_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,syr,flush,10_ml,ns
3795,SODIUM,sodium,Laboratory,RETROSPECTIVE,2016-07-12,sodium,,,
5160,13607082 - METOPROLOL 25MG TABLET,metoprolol 25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,metoprolol,tablet,25_mg,
1715,PROCALCITONIN (PCT),procalcitonin procalcitonin,Laboratory,ONLINE,2016-08-30,procalcitonin,point_of_care_test,,
2878,SPECIMEN COLLECTION - CHG ON,specimen collection charge on,Nursing Services,RETROSPECTIVE,2016-07-12,specimen,collection,,
3018,HB TUBING SX SIMS OD3-6MM IRR NOZ,tubing suction sims od3 6mm irrigation nozzle,Supply,RETROSPECTIVE,2016-07-12,sims,6mm,irr,od3
1404,VECURONIUM 10MG SOLR 1 EACH,vecuronium 10_mg solution 1 each,Pharmacy,ONLINE,2016-09-16,solution,vecuronium,10_mg,
4993,HB OT SELF CARE TRAIN EA 15 MIN,occupational_therapy self care training each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,min,self,ot,care
1182,ROPIVACAINE 1% INJ 10 ML,ropivacaine 1% injection 10_ml,Pharmacy,ONLINE,2016-09-16,ropivacaine,10_ml,inj,1%
2271,POTASSIUM-ICU (BLOOD),potassium intensive_care_unit blood,Laboratory,RETROSPECTIVE,2016-07-12,potassium,ICU,blood,
3353,VIAGRA ORAL SUSP,viagra oral suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,viagra,oral,
3768,HC BL COUNT CBC AUTO W/AUTO DIFF,blood count complete_blood_count automated with automated differential,Laboratory,RETROSPECTIVE,2016-07-12,count,cbc,diff,bl
3022,HC GLUCOMETER SUPPLIES,glucometer supplies,Supply,RETROSPECTIVE,2016-07-12,supplies,glucometer,,
2491,PULSE OX MULTIP,pulse oximetry multiple,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,multiple,pulse,
4570,CT ABD & PELVIS W/O CONTRA,computed_tomography abdomen & pelvis without contrast,Radiology,RETROSPECTIVE,2016-07-13,computed_tomography,without,abdomen,
1391,US PREG UTERUS FOLLOW UP,ultrasound pregnant uterus follow up,Radiology,ONLINE,2016-09-16,uterus,us,preg,follow
6657,HCHG DSDNA ANTIBODY,dsdna antibody,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,dsdna,antibody,,
4096,CEMENT BN ENDRN 40GM,cement bone endrn 40_gm,Implant,RETROSPECTIVE,2016-07-12,40_gm,bain,cement,
5347,77045557 - VALVE  TRACH SPEAKING,valve tracheostomy speaking,Supply,RETROSPECTIVE,2016-07-13,tracheostomy,valve,speaking,
6782,INTUBATION ENDOTRACHEAL,intubation endotracheal,Respiratory Therapy,ONLINE,2016-10-12,intubation,endotracheal,,
3083,PLT &PLASMA ADMINISTRATION SET,platelet &plasma administration set,Supply,RETROSPECTIVE,2016-07-12,administration,set,platelet,plasma
2845,OXYGEN  DAILY USAGE,oxygen daily usage,Respiratory Therapy,RETROSPECTIVE,2016-07-12,usage,daily,oxygen,
2937,CATHETER I&O,catheter intake_and_output,Supply,RETROSPECTIVE,2016-07-12,catheter,oxygen,,
2755,ROOM PNIC U,room pnic up,Room and Board,RETROSPECTIVE,2016-07-12,units,panic,room,
6421,NACL 14.6% 2.5 MEQ/ML INJ NACL 14.6% 2.5 MEQ/ML,nacl 14.6% 2.5 meq/ml inj nacl 14.6% 2.5 meq/ml,Pharmacy,ONLINE,2016-10-06,inj,14.6%,nacl,2.5_meq/ml
5511,CHLORHEXIDINE 473ML ORAL R,chlorhexidine 473_ml oral r,Pharmacy,RETROSPECTIVE,2016-07-13,473_ml,r,chlorhexidine,oral
4386,63015000 - PH BLOOD,pH blood,Laboratory,RETROSPECTIVE,2016-07-13,past_history,blood,,
2151,C SODIUM ADD-ON,sodium additional on,Laboratory,RETROSPECTIVE,2016-07-12,add,sodium,,
1476,DUAL LUMEN CENTRAL LINE,dual lumen central line,Supply,ONLINE,2016-09-19,line,central,lumen,dual
6573,DOCUSATE NA LIQ 100MG/10ML UDC DOCUSATE SODIUM LIQUID 100 MG/10 ML,docusate na liquid 100 mg/10 ml udc docusate sodium liquid 100 mg/10 ml,Pharmacy,ONLINE,2016-10-12,liquid,docusate,sodium,
