DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
3499,14114062 - ONDANSETRON/1MG (4MG)TAB DSNT,ondansetron/1_mg 4_mg tablet dsnt,Pharmacy
3500,14151132 - OXYCODONE SA TAB 10MG,oxycodone slow_action tablet 10_mg,Pharmacy
3501,14151142 - OXYCODONE SA TAB 20MG,oxycodone slow_action tablet 20_mg,Pharmacy
3502,14151172 - OXYCODONE HCL 1MG/ML 5ML,oxycodone hcl 1_mg/ml 5_ml,Pharmacy
3503,14151192 - OXYCODONE HCL TABLET 5MG,oxycodone hcl tablet 5_mg,Pharmacy
3504,14152002 - OXYCODONE HCL/ACETAMIN 5/325MG,oxycodone hcl/acetamin 5/325_mg,Pharmacy
3505,14152102 - OXYCODONE HCL/ACETAMIN 10/325,oxycodone hcl/acetamin 10/325,Pharmacy
3506,14269002 - PANTOPRAZOLE SODIUM 40MG,pantoprazole sodium 40_mg,Pharmacy
3507,14269042 - PANTOPRAZOLE/VIAL (40MG),pantoprazole/vial 40_mg,Pharmacy
3508,14351002 - PEPPERMINT OIL 30ML,peppermint oil 30_ml,Pharmacy
3509,14375002 - PETROLATUM LACRILUBE EYE 3.5G,petrolatum lacrilube eye 3.5_gm,Supply
3510,14455262 - PHENYLEPHRN->1ML (.1MG/ML-10ML,phenylephrine greater_than 1_ml 0.1_mg/ml 10_ml,Pharmacy
3511,14512002 - POLYETHYLENE GLYCOL 17GM PWD,polyethylene glucol 17_gm powder,Pharmacy
3512,14520002 - POLYSTYRENE SUSP 15GM,polystyrene suspension 15_gm,Pharmacy
3513,14530572 - POTASSIUM CHLORIDE  PER 2 MEQ,potassium chloride per 2_meq,Pharmacy
3514,14530592 - POTASSIUM CHLORIDE  PER 2 MEQ,potassium chloride per 2_meq,Pharmacy
3515,14542272 - POTASSIUM CHL 20 MEQ ER,potassium chloride 20_meq emergency_room,Pharmacy
3516,14594212 - DEXMEDETOMIDINE 200MCG/2ML INJ,dexmedetomidine 200_mcg/2_ml injection,Pharmacy
3517,14594232 - DEXMEDETOMIDN 400MCG/100ML INJ,dexmedetomidine 400_mcg/100_ml injection,Pharmacy
3518,14595062 - PREDNISONE  ORAL  PER 5MG,prednisone oral per 5_mg,Pharmacy
3519,14595302 - PREDNISONE PER 5MG TAB (10MG),prednisone per 5_mg tablet 10_mg,Pharmacy
3520,14595322 - PREDNISONE PER 5MG TAB(20MG),prednisone per 5_mg tablet 20_mg,Pharmacy
3521,14630002 - POTASSIUM CHLOR TAB SA 10MEQ,potassium chloride tablet slow_action 10_meq,Pharmacy
3522,14630032 - POTASSIUM CHLORIDE 20MEQ/15ML,potassium chloride 20_meq/15_ml,Pharmacy
3523,14630052 - POTASSIUM CHLORIDE PWD 20MEQ,potassium chloride powder 20_meq,Pharmacy
3524,14668212 - PROPOFOL PER 10MG/ 5ML SYR INJ,propofol per 10_mg/5_ml syringe injection,Pharmacy
3525,14668262 - PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy
3526,14755052 - QUETIAPINE FUMARATE TAB 100MG,quetiapine fumarate tablet 100_mg,Pharmacy
3527,14755062 - QUETIAPINE FUMARATE TAB 200 MG,quetiapine fumarate tablet 200_mg,Pharmacy
3528,14867002 - ROCURONIUM BROMIDE 10MG/ML 5ML,rocuronium bromide 10_mg/ml 5_ml,Pharmacy
3529,14944022 - SENNA W/DOC TAB 8.6-50MG,senna with doc tablet 8.6 50_mg,Pharmacy
3530,14944062 - SENNA 8.6MG TABLET,senna 8.6_mg tablet,Pharmacy
3531,14944082 - SENNA 8.8MG/5ML ORAL LIQ 5ML,senna 8.8_mg/5_ml oral liquid 5_ml,Pharmacy
3532,14944142 - SENNA 8.8MG/1ML ORAL SOLN,senna 8.8_mg/1_ml oral solution,Pharmacy
3533,14954082 - SEVELAMER 0.8GM ORAL PWD,sevelamer 0.8_gm oral powder,Pharmacy
3534,14966212 - SIMETHCNE 80MG PER 1.2ML OL LQ,simethicone 80_mg per 1.2_ml ol lq,Pharmacy
3535,14980012 - SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy
3536,14985722 - SOD CHLORIDE FOR INHALATION 7%,sodium_chloride for inhalation 7%,Diluent / flush / Irrigant
3537,15035012 - SPIRONOLACTONE TABLET 25MG,spironolactone tablet 25_mg,Pharmacy
3538,15319092 - TIOTROPIUM BROMIDE 18MCG,tiotropium bromide 18mcg,Pharmacy
3539,15324312 - TOBRAMYCIN 300MG/4ML INH SOLN,tobramycin 300_mg/4_ml inhaled solution,Pharmacy
3540,15600242 - VANCOMYCIN HCL 500MG INJ,vancomycin hcl 500_mg injection,Pharmacy
3541,15600362 - VANCMYCN UP TO 500MG 1GM/200ML,vancomycin up to 500_mg 1_gm/200_ml,Pharmacy
3542,15600442 - VANCO/500MG (2GM/250ML),vanco/500_mg 2_gm/250_ml,Pharmacy
3543,15610212 - VASOPRESSIN 20U/ML 1ML,vasopressin 20_units/ml 1_ml,Pharmacy
3544,15700002 - WARFARIN SODIUM TABLET 10MG,warfarin sodium tablet 10_mg,Pharmacy
3545,15700012 - WARFARIN SODIUM TABLET 2.5MG,warfarin sodium tablet 2.5_mg,Pharmacy
3546,15700032 - WARFARIN SODIUM TABLET 5MG,warfarin sodium tablet 5_mg,Pharmacy
3547,15700042 - WARFARIN SODIUM TABLET 7.5MG,warfarin sodium tablet 7.5_mg,Pharmacy
3548,15700232 - WARFARIN 3MG TABLET,warfarin 3_mg tablet,Pharmacy
3549,15700242 - WARFARIN 4MG TABLET,warfarin 4_mg tablet,Pharmacy
3550,15700322 - WARFARIN 8MG (2 X 4MG) TAB,warfarin 8_mg 2 x 4_mg tablet,Pharmacy
3551,15735222 - RIVAROXABAN 20MG TABLET,rivaroxaban 20_mg tablet,Pharmacy
3552,15735252 - RIVAROXABAN 15MG TABLET,rivaroxaban 15_mg tablet,Pharmacy
3553,15750252 - RIVAROXABAN 10MG TABLET,rivaroxaban 10_mg tablet,Pharmacy
3554,27048600 - CT FACE/SINUS AXIAL W/O CONTRS,computed_tomography face/sinus axial without contrast,Radiology
3555,27125000 - CT CHEST W/O CONTRAST,computed_tomography chest without contrast,Radiology
3556,27907888 - ANGIO PACK,angiography pack,Supply
3557,46110000 - RB 5 SOUTH ROUTINE,room_and_board 5 south routine,Room and Board
3558,46515000 - RB 6E INTERMEDIATE CCU,room_and_board 6e intermediate critical_care_unit,Room and Board
3559,46720000 - RB 6 EAST SEMI-PVT,room_and_board 6 east semi private,Room and Board
3560,47625001 - POC BS GLUCOSE MICU,point_of_care blood_sugar glucose medical_intensive_care_unit,Monitoring
3561,52109000 - RB CDU-GROUND STEP DOWN ICU,room_and_board cdu ground step down intensive_care_unit,Room and Board
3562,53193000 - PULSE OXIMETRY PER HOUR,pulse oximetry per hour,Monitoring
3563,53277000 - ARTERIAL BLD DRAW FOR ANALYSIS,arterial blood draw for analysis,Nursing Services
3564,58111000 - NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy
3565,58183000 - PERCUSSION AND POSTURAL DRAIN,percussion and postural drain,Supply
3566,58369000 - AEROSOL DAILY,aerosol daily,Respiratory Therapy
3567,58826000 - ARTERIAL PUNCTURE,arterial puncture,Nursing Services
3568,58835000 - RESPIRATORY ASSESSMENT INITIAL,respiratory assessment initial,Respiratory Therapy
3569,58836000 - RESPIRATORY ASSESSMENT FOLLOW,respiratory assessment follow,Respiratory Therapy
3570,58850000 - TRANSCUTANEOUS CO2 MONITOR/DAY,transcutaneous carbon_dioxide monitoring/day,Monitoring
3571,58857000 - ALVEOLAR LAVAGE PROCEDURE,alveolar lavage procedure,Respiratory Therapy
3572,58858000 - VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy
3573,58859000 - VENTILATOR-ADULT FIRST DAY,ventilator adult first day,Respiratory Therapy
3574,58862000 - TRANSPORT-VENT PATIENT ADULT,transport ventilator patient adult,Respiratory Therapy
3575,58865000 - NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy
3576,58867000 - MASK CPAP CONTINUOUS*,mask continuous_positive_airway_pressure continuous,Respiratory Therapy
3577,58872000 - PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training
3578,58888000 - HIGH FLOW NASAL CANNULA,high flow nasal_cannula,Supply
3579,58889000 - OXYGEN PER HOUR,oxygen per hour,Respiratory Therapy
3580,58890000 - OXYGEN PER 12 HOURS,oxygen per 12 hours,Respiratory Therapy
3581,58892000 - RETAPING/SECURING AIRWAY,retaping/securing airway,Respiratory Therapy
3582,59541000 - PRESSURE TRANSDUCER,pressure transducer,Supply
3583,59650000 - .9% NACL 500ML,0.9% sodium_chloride 500_ml,Diluent / flush / Irrigant
3584,59692000 - 0.9% NACL 250ML,0.9% sodium_chloride 250_ml,Diluent / flush / Irrigant
3585,59706000 - 480 LOW VOL MRI TUBING,480 low volume magnetic_resonance_imagery tubing,Supply
3586,60615000 - GLUCOSE VL STATISTIC,glucose vial statistic,Laboratory
3587,62001000 - BLOOD GROUP ABO,blood group abo,Laboratory
3588,62002000 - BLOOD GROUP D RH,blood group device rhesus,Laboratory
3589,62011000 - ATYPICAL ANTIBODY SCREEN,atypical antibody screen,Laboratory
3590,62012000 - DIRECT COOMBS TEST,direct coombs test,Laboratory
3591,62014000 - AB ID EACH PANEL,antibody id each panel,Laboratory
3592,62975000 - RBC AG TYPING NOT ABO/RH(D),red_blood_cell ag typing not abo/rhesus device,Laboratory
3593,62999001 - ABRR (STATISTICAL),abrr statistical,Laboratory
3594,63003201 - BUN URINE,blood_urea_nitrogen urine,Laboratory
3595,63007010 - POTASSIUM WHOLE BLOOD,potassium whole_blood,Laboratory
3596,63016000 - GASES BLOOD O2 DIRECT,gases blood oxygen direct,Laboratory
3597,63025212 - B-NATRIURETIC PEPTIDE,b natriuretic peptide,Laboratory
3598,63034001 - CREATININE URINE,creatinine urine,Laboratory
3599,63039000 - IONIZED CALCIUM,ionized calcium,Laboratory
3600,63057001 - IRON,63057001 iron,Laboratory
3601,63058001 - TOTAL IRON BINDING CAPACITY,total iron binding capacity,Laboratory
3602,63077001 - LACTATE WHOLE BLOOD,lactate whole_blood,Laboratory
3603,63101001 - SODIUM URINE,sodium urine,Laboratory
3604,63102002 - POTASSIUM URINE,potassium urine,Laboratory
3605,63104001 - PROTEIN TOTAL URINE,protein total urine,Laboratory
3606,63406001 - HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory
3607,63527001 - BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory
3608,63528001 - COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory
3609,63529001 - RENAL FUNCTION PANEL,renal function panel,Laboratory
3610,63714001 - VITAMIN B12,vitamin b12,Pharmacy
3611,63719001 - TSH,63719001 thyroid-stimulating_hormone,Laboratory
3612,63901000 - CSF/BODY FLUID CELL CTDIFF,cerebrospinal_fluid/body fluid cell count_differential,Laboratory
3613,64053000 - BLOOD CULTURE,blood culture,Laboratory
3614,64104000 - SUSCEPTIBILITY STUDY MULTIPLE,susceptibility study multiple,Laboratory
3615,64202001 - COLORECTAL CANCER SCREEN;FECAL,colorectal cancer screen fecal,Laboratory
3616,64266000 - CULTURE ISOLATE ID ADD METHOD,culture isolate id additional method,Laboratory
3617,64272000 - KIRBY BAUER SUSCEPTIBILITIES,kirby bauer susceptibilities,Laboratory
3618,64601000 - SYPHYLLIS QUALITATIVE,syphyllis qualitative,Laboratory
3619,64768100 - ACUTE HEPATITIS PANEL,acute hepatitis panel,Laboratory
3620,64830000 - PARATHYROID HORMONE UK,parathyroid hormone uk,Laboratory
3621,64831000 - VITAMIN D2/D3 BY LC/MS/MS,vitamin d2/d3 by lc/morphine_sulfate/morphine_sulfate,Pharmacy
3622,64870700 - BRONCHIAL CULTURE,bronchial culture,Laboratory
3623,64902000 - TISSUE CULTURE INOCULATION,tissue culture inoculation,Laboratory
3624,64977000 - MULTI-DRUG RESISTANCE TEST,multiple drug resistance test,Laboratory
3625,64982000 - RESPIRATORY VIRAL CULTURE,respiratory viral culture,Laboratory
3626,65009001 - HEMOGRAM W/O DIFFERENTIAL,hemogram without differential,Laboratory
3627,65016001 - WBC DIFFERENTIAL AUTOMATED,white_blood_cells differential automated,Laboratory
3628,65206000 - PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory
3629,65208000 - PROTHROMBIN TIME,prothrombin_time,Laboratory
3630,66046000 - O2 SATURATION DIRECT,oxygen saturation direct,Monitoring
3631,66048010 - BLOOD SMEAR STATISTIC,blood smear statistic,Laboratory
3632,66063000 - EOSINOPHIL URINE,eosinophil urine,Laboratory
3633,70001001 - FREE T4,free t4,Laboratory
3634,70046001 - 046 ALKALOIDS ORGANIC BASES,46 alkaloids organic bases,Laboratory
3635,70555115 - SOLN SALIN STERL 0.9PCT 1000ML,solution saline sterl 0.9pct 1000_ml,Diluent / flush / Irrigant
3636,70555206 - SOLN IV NSS 1000ML 2B1324,solution intravenous normal_saline_sterile 1000_ml 2b1324,Diluent / flush / Irrigant
3637,77000039 - SUTURE  2-0 NYLON 664H,suture 2 0 nylon 664h,Supply
3638,77000453 - FLUTTER VALVE,flutter valve,Supply
3639,77000547 - SUTURE  3-0 SILK A184H,suture 3 0 silk a184h,Supply
3640,77000914 - BLADE CTD BOVIE INSULATED EDGE,blade ctd bovie insulated edge,Supply
3641,77000939 - SYSTEM  ORAL CLEANSING,system oral cleansing,Supply
3642,77000995 - SLEEVE  COMPRESS KNEE LG,sleeve compress knee large,Supply
3643,77001062 - CHLORAPREP WITH TINT 10.5 ML,chloraprep with tint 10.5_ml,Pharmacy
3644,77001116 - TUBE  TRACH CUFFLESS #6,tube tracheotomy cuffless 6,Supply
3645,77001117 - TUBE  TRACH CUFFLESS #8,tube tracheotomy cuffless 8,Supply
3646,77001175 - BRIDAL 10FR,bridal 10fr,Supply
3647,77001226 - LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,Supply
3648,77001261 - TRANSDUCER SAFE SET,transducer safe set,Supply
3649,77001266 - BED MAXXAIR ETS RENTAL,bed maxxair ets rental,Capital Equipment
3650,77011195 - CATHETER SWAN GANZ 8FR,catheter swan ganz 8fr,Supply
3651,77012904 - KIT  ARTERIAL LINE (CUSTOM),kit arterial line custom,Supply
3652,77015279 - CANNISTER SUCTION DISP 2500,cannister suction disposable 2500,Supply
3653,77019412 - DRESSING WOUND CARE POLYMEM,dressing wound care polymem,Supply
3654,77019537 - BLNKT LWR BDY WARM,blanket lower body warm,Supply
3655,77019552 - PROTECTOR ULNAR NERVE,protector ulnar nerve,Supply
3656,77020121 - VISE MULTI-TORQUE,vise multiple torque,Supply
3657,77020162 - HEMOSTAT  CELLULOSE (SURGICEL),hemostat cellulose surgicel,Supply
3658,77020667 - GUIDEWIRE GLIDE SV 018/180ANG,guidewire glide sv 018/180ang,Supply
3659,77030310 - PACK HEAD/NECK,pack head/neck,Supply
3660,77032076 - KIT NEURO BASIN,kit neurology basin,Supply
3661,77033462 - SET  ADMIN 10 DROP 2C6537,set administration 10 drop 2c6537,Supply
3662,77039543 - CLIP LIG APPLIER 9 3/8IN SM,clip light applier 9 3/8 inches small,Supply
3663,77039550 - CLIP LIG APPLIER 11.5IN MED,clip light applier 11.5 inches medical,Supply
3664,77041291 - KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,Supply
3665,77041846 - TRAY PARACENTESIS DISPOSABLE,tray paracentesis disposable,Supply
3666,77042463 - TRAY FOLEY 16FR 350CC TEMP MTR,tray foley 16fr 350_cc temperature mtr,Supply
3667,77045557 - VALVE  TRACH SPEAKING,valve tracheostomy speaking,Supply
3668,77058113 - SLEEVE COMPRESSION REGULAR,sleeve compression regular,Supply
3669,77066025 - FEE CASE CART,fee case cart,Supply
3670,77071562 - TOWEL  STERILE,towel sterile,Supply
3671,77071716 - KIT CATH MULTILUMEN CV SAFETY,kit catheter multilumen cardiovascular safety,Supply
3672,77072676 - FORCEP INSTRU 5 1/2IN CRV,forcep instrument 5 1/2 inches crv,Supply
3673,77073580 - DRESSING BORDER MEPILEX 3X3,dressing border mepilex 3x3,Supply
3674,77073927 - DRESSING MEPILEX 6X6,dressing mepilex 6x6,Supply
3675,77074525 - KIT POWER PICC 6FR DUAL LUMEN,kit power peripherally_inserted_central_catheter 6fr dual lumen,Supply
3676,77074835 - DRESSING FOAM 8X20 MEPILEX AG,dressing foam 8x20 mepilex ag,Supply
3677,77074836 - DRESSING FOAM 8X8 MEPILEX AG,dressing foam 8x8 mepilex ag,Supply
3678,77075640 - KIT WILDCAT BUNDLE,kit wildcat bundle,Supply
3679,77076901 - CATHETER COMBI 13FR,catheter combined 13fr,Supply
3680,77078719 - CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,Supply
3681,77078733 - TUBE TRACH 8.0 XLT CUFF DIS,tube tracheotomy 8 xlt cuff dis,Supply
3682,77804702 - TUBE TRACH 7.0 XLT CUFF EXT,tube tracheotomy 7 xlt cuff extension,Supply
3683,77900463 - TUBE TRACH 6.0 XLT CUFF EXT,tube tracheotomy 6 xlt cuff extension,Supply
3684,77959715 - TRAY MAHURKAR 13.5FRX19.5CM SE,tray mahurkar 13.5frx19.5cm set,Supply
3685,77960363 - INTRODUCER STYLT 15F,introducer stylet 15,Supply
3686,83575000 - METABOLIC ASSESSMENT STAT,metabolic assessment stat,Laboratory
3687,83900000 - SPEECH TREATMENT ATTEMPT,speech treatment attempt,PT / OT / Speech Therapy
3688,83946810 - OXYGEN CONSUMPTION,oxygen consumption,Respiratory Therapy
3689,84011111 - HEMODIALYSIS EMERGENT ADULT IP,hemodialysis emergent adult inpatient,Dialysis
3690,84086111 - HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,Dialysis
3691,85868424 - INTRODUCER MICROPUNCTURE 5 FR,introducer micropuncture 5 fr,Supply
3692,86410000 - INDIVIDUAL EXERCISE PER 15 MIN,individual exercise per 15_minutes,PT / OT / Speech Therapy
3693,86453000 - PT MISSED TREATMENT MED REASON,physical_therapy missed treatment medical reason,PT / OT / Speech Therapy
3694,86454000 - OT MISSED TREATMENT MED REASON,occupational_therapy missed treatment medical reason,PT / OT / Speech Therapy
3695,86613006 - OTHER PT/OT THERAPY FUNC LIMIT,other physical_therapy/occupational_therapy therapy func limit,PT / OT / Speech Therapy
3696,86614002 - OTHER PT/OT THERAPY FUNC LIMIT,other physical_therapy/occupational_therapy therapy func limit,PT / OT / Speech Therapy
3697,86648000 - INDIVIDUAL ACTIVITY PER 15 MIN,individual activity per 15_minutes,PT / OT / Speech Therapy
3698,86651000 - GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,PT / OT / Speech Therapy
3699,86653000 - PHYSICAL THERAPY RE-EVALUATION,physical_therapy re evaluation,PT / OT / Speech Therapy
3700,86836000 - INDIV. EXER. PER 15 MIN. (OT),individual exercise per 15_minutes occupational_therapy,PT / OT / Speech Therapy
3701,86838000 - INDIVIDUAL ACT / 15 MIN (OT),individual activity/15 minutes occupational_therapy,PT / OT / Speech Therapy
3702,86850000 - COGNITIVE/SENSE REED/15MIN(OT),cognitive/sense reed/15_minutes occupational_therapy,PT / OT / Speech Therapy
3703,86851000 - OT RE-EVALUATION (OT),occupational_therapy re evaluation occupational_therapy,PT / OT / Speech Therapy
3704,86877000 - OT EVALUATION  INITIAL 60 MIN,occupational_therapy evaluation initial 60 minutes,PT / OT / Speech Therapy
3705,86880000 - OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy
3706,86910000 - GAIT TRAINING 15 MIN THER-TECH,gait training 15_minutes therapist tech,PT / OT / Speech Therapy
3707,86952000 - REFUSAL OF THERAPY,refusal of therapy,PT / OT / Speech Therapy
3708,89298000 - PATIENT EDUC EA 15 MINUTES,patient education each 15_minutes,Education / Training
3709,89314002 - VOICE EVAL 1-20%,voice evaluation 1 20%,PT / OT / Speech Therapy
3710,89315002 - VOICE GOAL 1-20%,voice goal 1 20%,PT / OT / Speech Therapy
3711,89317002 - SWALLOW EVAL 1-20%,swallow evaluation 1 20%,PT / OT / Speech Therapy
3712,89317003 - SWALLOW EVAL 20-40%,swallow evaluation 20 40%,PT / OT / Speech Therapy
3713,89317007 - SWALLOW EVAL 100%,swallow evaluation 100%,PT / OT / Speech Therapy
3714,89318001 - SWALLOW GOAL 0%,swallow goal 0%,PT / OT / Speech Therapy
3715,89318002 - SWALLOW GOAL 1-20%,swallow goal 1 20%,PT / OT / Speech Therapy
3716,89318004 - SWALLOW GOAL 40-60%,swallow goal 40 60%,PT / OT / Speech Therapy
3717,93000004 - IP-WOUND CARE VISIT,inpatient wound care visit,Nursing Services
3718,AB SCREEN,antibody screen,Laboratory
3719,ABDOMEN COMPLT ACUTE SERIE,abdomen complete acute series,Radiology
3720,ABO,abo,Laboratory
3721,ABO BLOOD TYPING,abo blood typing,Laboratory
3722,ABO TYPING,abo typing,Laboratory
3723,ACETAMINO 10MG INJ,acetaminophen 10_mg injection,Pharmacy
3724,ACETAMINOPHEN 160 MG/5ML SOLN,acetaminophen 160_mg/5_ml solution,Pharmacy
3725,ACETAMINOPHEN 325 MG TABLET,acetaminophen 325_mg tablet,Pharmacy
3726,ACETAMINOPHEN 325MG,acetaminophen 325_mg,Pharmacy
3727,ACETAMINOPHEN TAB 325MG U,acetaminophen tablet 325_mg up,Pharmacy
3728,ACETAZOLAMIDE SODIUM 500 MG-,acetazolamide sodium 500_mg,Pharmacy
3729,ACID FAST CULTURE,acid fast culture,Laboratory
3730,ACID FAST STAIN,acid fast stain,Laboratory
3731,ACID FAST STAIN FOR BACTERIA,acid fast stain for bacteria,Laboratory
3732,ACUTE HEPATITIS PANEL (ACU,acute hepatitis panel acute,Laboratory
3733,AEROBIC CULTURE (AER),aerobic culture aero,Laboratory
3734,AEROSOL INHALATION INITIAL,aerosol inhalation initial,Respiratory Therapy
3735,AEROSOL INHALATION SUBSEQ,aerosol inhalation subsequent,Respiratory Therapy
3736,AEROSOL MASK/DAY,aerosol mask/day,Supply
3737,AG DETECTION POLIVAL IF EACH,ag detection polival if each,Laboratory
3738,AIRWAY LMA UNIQUE STD 3,airway lma unique standard 3,Supply
3739,ALBUMIN 25% 50ML 12.5GM I,albumin 25% 50_ml 12.5_gm i,Pharmacy
3740,ALBUMIN 25% 50ML IV,albumin 25% 50_ml intravenous,Pharmacy
3741,ALBUMIN 25%.50ML-100ML VIAL,albumin 25%.50_ml 100_ml vial,Pharmacy
3742,ALBUMIN 5% 250ML 12.5GM IN,albumin 5% 250_ml 12.5_gm individual,Pharmacy
3743,ALBUMIN HUMAN 5% 250ML IV,albumin human 5% 250_ml intravenous,Pharmacy
3744,ALBUMIN HUMAN 5% 500 ML IV,albumin human 5% 500_ml intravenous,Pharmacy
3745,ALBUT 2.5MG/IPRATROP 0.5MG,albut 2.5_mg/ipratropium 0.5_mg,Pharmacy
3746,ALBUTERO/IPRATROPIUM 3ML NEB,albuterol/ipratropium 3_ml nebulizer,Pharmacy
3747,ALBUTEROL-IPRATROPIUM 0.5-2.5 (3) MG/3ML SOLN,albuterol ipratropium 0.5 2.5 3_mg/3_ml solution,Pharmacy
3748,ALKALINE PHOSPHATASE,alkaline phosphatase,Laboratory
3749,ALTEPLASE 1 MG INJ,alteplase 1_mg injection,Pharmacy
3750,ALTEPLASE CATHFLO.1 MG-2MG INJ,alteplase cathflo.1_mg 2_mg injection,Pharmacy
3751,AMBULATING OXIMETRY,ambulating oximetry,Monitoring
3752,AMLODIPINE 5MG TAB,amlodipine 5_mg tablet,Pharmacy
3753,AMMONIA,ammonia,Laboratory
3754,AMOXIL 500MG CAP,amoxil 500_mg capture,Pharmacy
3755,AMPICIL-SULBACT 1.5G-2G-1G INJ,ampicillin sulbactam 1.5_gm 2_gm 1_gm injection,Pharmacy
3756,AMYLASE,amylase,Laboratory
3757,AMYLASE  SERUM,amylase serum,Laboratory
3758,AMYLASE (AMY),amylase amy,Laboratory
3759,AMYLASE/LIPASE/PROTEASE 12000U,amylase/lipase/protease 12000u,Laboratory
3760,ANAEROBIC CULTURE EXC BLOO,anaerobic culture excel blood,Laboratory
3761,ANES ANALYS LACTATE (OLA),anesthesia analysis lactate ola,Laboratory
3762,ANES ANALYS POTASSIUM SERU,anesthesia analysis potassium serum,Laboratory
3763,ANESTHESIA KIT #514505-5,anesthesia kit 514505 5,Supply
3764,ANTIBODY SCREEN,antibody screen,Laboratory
3765,ANTIBODY SCREEN EACH TECHNIQUE,antibody screen each technique,Laboratory
3766,ANTIBODY SCREEN RBC EACH SERUM,antibody screen red_blood_cell each serum,Laboratory
3767,APPLIER CLIP MULTI 20 LG,applier clip multiple 20 large,Supply
3768,APPLIER CLIP MULTI 20 MD,applier clip multiple 20 medium,Supply
3769,APPLIER CLIP MULTI 20 SM,applier clip multiple 20 small,Supply
3770,ARM BOARD IV FLEXIBLE ADULT,arm board intravenous flexible adult,Supply
3771,ARTERIAL PUNCTURE (ABG),arterial puncture arterial_blood_gas,Nursing Services
3772,ASCORB ACID VIT C TAB 500,ascorbic acid vitamin cap tablet 500,Pharmacy
3773,ASPIRIN 81 MG CHEW TAB,aspirin 81_mg chew tablet,Pharmacy
3774,AZITHROMYCIN INJECTION 500MG,azithromycin injection 500_mg,Pharmacy
3775,B-TYPE NATRIURETIC PEPTIDE (BN,b type natriuretic peptide bone,Laboratory
3776,BACITRACIN 50 000 UNIT INJ,bacitracin 50 000_units injection,Pharmacy
3777,BACITRACIN 50 000 UNIT RECON SOLN,bacitracin 50 000_units recon solution,Pharmacy
3778,BACITRACIN-POLYMYXIN B 500-10 000 UNIT/GRAM OIN,bacitracin polymyxin b 500 10 000_units/gram oinment,Pharmacy
3779,BACLOFEN 10 MG TABLET,baclofen 10_mg tablet,Pharmacy
3780,BAG PRESSURE INFUSOR EA.,bag pressure infusor each,Supply
3781,BASIC METABO CA TOTA,basic metabolic calcium total,Laboratory
3782,BASIC METABOLIC PANEL (BMP,basic_metabolic_panel basic_metabolic_panel,Laboratory
3783,BASIC METABOLIC PNL CALCIUM TOTAL,basic_metabolic_panel calcium total,Laboratory
3784,BASILIXIMAB 20 MG IVPB,basiliximab 20_mg intravenous_piggyback,Pharmacy
3785,BILIRUBIN  DIRECT (DBIL),bilirubin direct dbil,Laboratory
3786,BILIRUBIN  TOTAL,bilirubin total,Laboratory
3787,BILIRUBIN TOTAL,bilirubin total,Laboratory
3788,BISPECTRAL (BIS) SENSOR,bispectral bis sensor,Supply
3789,BLANKET ADULT UNDERBODY,blanket adult underbody,Supply
3790,BLANKET BAIR HUGGER UPPER BODY,blanket bair hugger upper body,Supply
3791,BLOOD CULTURE (BLD),blood culture blood,Laboratory
3792,BLOOD CULTURE AEROBIC,blood culture aerobic,Laboratory
3793,BUPIVAC 25% MPF 30M,bupivacaine 25% mpf 30m,Pharmacy
3794,BUPROPION 100 MG TABS,bupropion 100_mg tablets,Pharmacy
3795,BUPROPION SR 150 MG TB12,bupropion slow_release 150_mg tb12,Pharmacy
3796,BUPROPION SR 150 MGTB12,bupropion slow_release 150_mgtb12,Pharmacy
3797,C REACTIVE PROTEIN (CRP),reactive protein c_reactive_protein,Laboratory
3798,CALCIUM  IONIZED (ICAL),calcium ionized ical,Laboratory
3799,CALCIUM CARB PPT 650MG,calcium carb ppt 650_mg,Pharmacy
3800,CALCIUM CHLOR 10% 1GM 10ML,calcium chloride 10% 1_gm 10_ml,Pharmacy
3801,CALCIUM CHLORIDE 10%,calcium chloride 10%,Pharmacy
