,cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1818,RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.61,1,Pharmacy,0.979130066637,1,Pharmacy,0.99633213797,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.846365551152
1819,RNL FUNCJ PANEL,renal function panel,Laboratory,Laboratory,0.78,1,Laboratory,0.67,1,Laboratory,0.977249562257,1,Laboratory,0.999970576219,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.856805034619
1820,RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,Capital Equipment,0.7,1,Capital Equipment,0.5,1,Capital Equipment,0.801539605976,1,Capital Equipment,0.99817068461,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.749927572647
1821,ROCURONIUM 10 MG/ML SOLN 5,rocuronium 10_mg/ml solution 5,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.989925067229,1,Pharmacy,0.998636115891,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97964029578
1822,ROLL INTERDRY SILVER 10X12,roll interdry silver 10x12,Supply,Room and Board,0.73,0,Room and Board,0.43,0,Supply,0.930237593864,1,Supply,0.988600498912,1,Supply,"Logistic_OvR, DeepNN",0.479709523194
1823,ROOM 0448 AB,room 0448 ab,Room and Board,Room and Board,0.83,1,Room and Board,0.7,1,Room and Board,0.861315202853,1,Room and Board,0.995113126227,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.84660708227
1824,ROOM 0779 I,room 0779,Room and Board,Room and Board,0.8,1,Room and Board,0.67,1,Room and Board,0.816573549917,1,Room and Board,0.997113506454,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.820921764093
1825,ROOM 3511 6,room 3511 6,Room and Board,Room and Board,0.93,1,Room and Board,0.78,1,Room and Board,0.917562324167,1,Room and Board,0.999880042734,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906860591725
1826,ROOM E308 6,room e308 6,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.917562324167,1,Room and Board,0.999880042734,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934360591725
1827,ROOM E319 6,room e319 6,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.917562324167,1,Room and Board,0.999880042734,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934360591725
1828,ROOM E335 K,room e335 k,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.916611553966,1,Room and Board,0.999956096536,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934141912626
1829,ROOM E621 8,room e621 8,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.916611553966,1,Room and Board,0.999956096536,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934141912626
1830,ROOM INTERMEDIATE,room intermediate,Room and Board,Room and Board,0.8,1,Room and Board,0.75,1,Room and Board,0.904589800097,1,Room and Board,0.999450630891,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.863510107747
1831,ROOM INTERMEDIATE,room intermediate,Room and Board,Room and Board,0.8,1,Room and Board,0.75,1,Room and Board,0.929968465796,1,Room and Board,0.99986519263,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.869958414606
1832,ROOM M369 L,room m369 l,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.916611553966,1,Room and Board,0.999956096536,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934141912626
1833,ROOM M377 N,room m377 n,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.917562324167,1,Room and Board,0.999880042734,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934360591725
1834,ROOM M381 N,room m381 n,Room and Board,Room and Board,0.93,1,Room and Board,0.89,1,Room and Board,0.917562324167,1,Room and Board,0.999880042734,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934360591725
1835,RT EVALUATION DAILY,respiratory_therapy evaluation daily,Respiratory Therapy,PT / OT / Speech Therapy,0.85,0,PT / OT / Speech Therapy,0.71,0,Respiratory Therapy,0.760369642503,1,Respiratory Therapy,0.832811053226,1,Respiratory Therapy,"Logistic_OvR, DeepNN",0.398295173932
1836,RT INO GAS PER HR UNLISTED ,respiratory_therapy inhaled_nitric_oxide gas per hour unlisted,Plan Benefit,Laboratory,0.72,0,Plan Benefit,0.43,1,Plan Benefit,0.687457409519,1,Plan Benefit,0.999753226454,1,Plan Benefit,"DLevenshtein, Logistic_OvR, DeepNN",0.705736878657
1837,RT INO THERAPEUTIC PER HR,respiratory_therapy inhaled_nitric_oxide therapeutic per hour,Plan Benefit,Procedure,0.79,0,Plan Benefit,0.52,1,Respiratory Therapy,0.687642550495,0,Plan Benefit,0.98628511949,1,Plan Benefit,"DLevenshtein, DeepNN",0.376571279873
1838,RT POTASSIUM,respiratory_therapy potassium,Monitoring,Laboratory,0.9,1,Laboratory,0.82,1,Laboratory,0.573637062285,1,Laboratory,0.501705690356,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.69883568816
1839,SAFE SLEEP KIT,safe sleep kit,Supply,Supply,0.82,1,Laboratory,0.42,0,Supply,0.929789986739,1,Supply,0.99706950965,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.91561983213
1840,SCISSORS S/B 5 DISP,scissors sharp blunt 5 disposable,Supply,Supply,0.77,1,Supply,0.55,1,Supply,0.925816290184,1,Supply,0.999366525232,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.811295703854
1841,SCREEN FOR PHYSICAL THERAPY,screen physical_therapy,PT / OT / Speech Therapy,Respiratory Therapy,0.73,1,Respiratory Therapy,0.58,1,PT / OT / Speech Therapy,0.686428189038,0,Laboratory,0.914953583504,0,Respiratory Therapy,"Jaro, DLevenshtein",0.3275
1842,SCREW 5.0 X 30,screw 5 30,Implant,Implant,0.91,1,Implant,0.91,1,Implant,0.843024032758,1,Implant,0.997864060339,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915222023274
1843,SCREW 6.5 X 50,screw 6.5 50,Implant,Implant,0.88,1,Implant,0.82,1,Implant,0.868945920118,1,Implant,0.998728512398,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891918608129
1844,SDS NURSING PREP FOR MR OTHER,sds nursing preparation mr,Nursing Services,Nursing Services,0.75,1,Nursing Services,0.71,1,Laboratory,0.458927583005,0,Laboratory,0.607605825369,0,Nursing Services,"Jaro, DLevenshtein",0.365
1845,SEDIMENTATION RATE,sedimentation rate,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.921487091954,1,Laboratory,0.999299771537,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980196715873
1846,SEDIMENTATION RATE,sedimentation rate,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.85477944427,1,Laboratory,0.993757057438,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.962134125427
1847,SELENIUM,selenium,Laboratory,Pharmacy,0.78,0,Laboratory,0.5,1,Laboratory,0.90200512421,1,Laboratory,0.980751932488,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.794252352233
1848,SELF CARE,self care,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.82,1,PT / OT / Speech Therapy,0.5,1,PT / OT / Speech Therapy,0.843204165878,1,PT / OT / Speech Therapy,0.99773387161,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.790234509372
1849,SELF CARE CURRENT STATUS,self care current status,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.84,1,PT / OT / Speech Therapy,0.67,1,PT / OT / Speech Therapy,0.8181783581,1,PT / OT / Speech Therapy,0.998922758032,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.831775279033
1850,SELF CARE CURRENT STATUS,self care current status,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.84,1,PT / OT / Speech Therapy,0.67,1,PT / OT / Speech Therapy,0.593105210113,1,PT / OT / Speech Therapy,0.837609576472,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.735178696646
1851,SELF CARE D/C STATUS ,self care discontinue status,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.905289303154,1,PT / OT / Speech Therapy,0.995998197791,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975321875236
1852,SENNA 176 MG/5ML 5YRP,senna 176_mg/5_ml 5yrp,Pharmacy,Pharmacy,0.74,1,Pharmacy,0.47,1,Pharmacy,0.968599366658,1,Pharmacy,0.999321501099,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.794480216939
1853,SENNA 8.8 MG/5 ML ORAL S,senna 8.8_mg/5_ml oral sigma,Pharmacy,Pharmacy,0.85,1,Pharmacy,0.6,1,Pharmacy,0.972757786775,1,Pharmacy,0.999792494349,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.855637570281
1854,SENNA 8.8 MG/5 ML ORAL S,senna 8.8_mg/5_ml oral sigma,Pharmacy,Pharmacy,0.85,1,Pharmacy,0.6,1,Pharmacy,0.962917644449,1,Pharmacy,0.999581185427,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853124707469
1855,SENNA DOCUSATE 8.6 50 MG T,senna docusate 8.6 50_mg tablet,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.986705921978,1,Pharmacy,0.999975720734,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979170410678
1856,SENNA DOCUSATE 8.6 50 MG T,senna docusate 8.6 50_mg tablet,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.985278035483,1,Pharmacy,0.999960670593,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.978809676519
1857,SENSI CARE LOTION,sensi-care lotion,Supply,Supply,0.77,1,Laboratory,0.47,0,Supply,0.845640452372,1,Supply,0.9782462177,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.864628890024
1858,SENSITIVITY AGAR DILUTION AGENT,sensitivity agar dilution agent,Laboratory,Laboratory,0.76,1,Laboratory,0.43,1,Laboratory,0.958861538022,1,Laboratory,0.998626492122,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.786872007536
1859,SENSITIVITY MIC ,sensitivity minimal_inhibitory_concentration,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.969012302676,1,Laboratory,0.999576684082,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.99214724669
1860,SENSOR ADULT DISP,sensor adult disposable,Supply,Supply,0.77,1,Supply,0.58,1,Supply,0.967918933273,1,Supply,0.999994530674,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.829478365987
1861,SENSOR MASIMO LNCS 18 INFA,sensor masimo lncs 18 infant,Supply,Supply,0.85,1,Supply,0.7,1,Supply,0.94400864545,1,Supply,0.999981284217,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873497482417
1862,SENSOR NEO PT SENSITIVE MAS,sensor neonatal patient sensitive mas,Supply,Supply,0.78,1,Supply,0.52,1,Supply,0.935052635033,1,Supply,0.999634112693,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.808671686931
1863,SENSOR OXIM INF L18IN ADH S,sensor oximetry inf length 18 inches adhesive strip,Supply,Supply,0.89,1,Supply,0.76,1,Supply,0.982319102517,1,Supply,0.999999740712,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908079710807
1864,SENSOR OXIM NEO L18IN ADH STRP,sensor oximetry neonatal length 18 inches adhesive strip,Supply,Supply,0.96,1,Supply,0.96,1,Supply,0.987369356136,1,Supply,0.99999996067,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.976842329202
1865,SENSOR OXIMETRY NEONATAL,sensor oximetry neonatal,Supply,Supply,0.79,1,Supply,0.57,1,Supply,0.942726008551,1,Supply,0.999928440812,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.825663612341
1866,SEROTONIN RELEASE ASSAY,serotonin release assay,Laboratory,Laboratory,0.95,1,Laboratory,0.95,1,Laboratory,0.943563508867,1,Laboratory,0.999084654704,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960662040893
1867,SET ADM L80 Y HEMA FLT,set admission l80 hematocrit flt,Supply,Supply,0.7,1,Supply,0.47,1,Supply,0.798299068194,1,Supply,0.929328667139,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.724406933833
1868,SET ADMIN 10 DROP 2C6537,set administration 10 drop 2c6537,Supply,Supply,0.77,1,Supply,0.71,1,Supply,0.872229547611,1,Supply,0.993193512546,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.836355765039
1869,SET CATH BACTISEAL PERITONEAL,set catheter bactiseal peritoneal,Supply,Supply,0.87,1,Supply,0.7,1,Supply,0.96594671504,1,Supply,0.999990386258,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.883984275324
1870,SET CK VALVE 20DP,set check valve 20 dp,Supply,Supply,0.98,1,Supply,0.93,1,Supply,0.951353806985,1,Supply,0.999732780515,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965271646875
1871,SET DILATOR 8 20FRX10 15CM,set dilator 8 20fr 10 15cm,Supply,Supply,0.82,1,Supply,0.45,1,Supply,0.970379852487,1,Supply,0.999916344222,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.810074049177
1872,SET DRESSING SVAMP MEDIUM,set dressing svamp medium,Supply,Supply,0.86,1,Supply,0.73,1,Supply,0.979533771847,1,Supply,0.999940148304,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892368480038
1873,SET EXT T PORT MSPINLOCK CA,set extension port mspinlock ca,Supply,Monitoring,0.73,0,Supply,0.46,1,Supply,0.924328156923,1,Supply,0.976120738761,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.786816298561
1874,SET EXTENSION TPN IV,set extension total_parenteral_nutrition intravenous,Supply,Supply,0.79,1,Supply,0.54,1,Supply,0.80831414991,1,Supply,0.965404629279,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.775929694797
1875,SET GRAVITY 20DRP CK VLV VNT,set gravity 20_drop check valve vent,Supply,Supply,0.69,1,Supply,0.39,1,Supply,0.932183124486,1,Supply,0.999706287221,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.752972352927
1876,SET IV BLD N VENT N NDL PORT,set intravenous blood vent needle port,Supply,Supply,0.8,1,Supply,0.62,1,Supply,0.927142929968,1,Supply,0.999508812977,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.836662935736
1877,SET IV EXT MIN VOL 60,set intravenous extension minutes volume 60,Supply,Supply,0.82,1,Supply,0.69,1,Supply,0.933921984832,1,Supply,0.999673648384,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860898908304
1878,SET IV EXT TRI PORT,set intravenous extension tri port,Supply,Supply,0.79,1,Supply,0.67,1,Supply,0.958049422281,1,Supply,0.99977202842,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.854455362675
1879,SET IV Y EXT,set intravenous extension,Supply,Supply,0.81,1,Supply,0.47,1,Supply,0.930278478575,1,Supply,0.999901267098,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.802544936418
1880,SET IVEX 2 HP FILTERSET,set ivex 2 hp filterset,Supply,Supply,0.8,1,Supply,0.53,1,Supply,0.911803727306,1,Supply,0.981252451573,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.80576404472
1881,SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,Supply,OR / Anesthesia / Recovery Room,0.72,0,Nursing Services,0.5,0,Supply,0.962406805132,1,Supply,0.991816955929,1,Supply,"Logistic_OvR, DeepNN",0.488555940265
1882,SET TUBING IRRIGATION SMART ABLATE,set tubing irrigation smart ablate,Supply,Supply,0.72,1,Supply,0.5,1,Supply,0.977084660611,1,Supply,0.999913905255,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.799249641467
1883,SET VENTED SYRINGE,set vented syringe,Supply,Laboratory,0.72,0,Capital Equipment,0.5,0,Supply,0.947372620863,1,Supply,0.999887583363,1,Supply,"Logistic_OvR, DeepNN",0.486815051056
1884,SEVELAMER 400MG TABLET,sevelamer 400 mg tablet,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,0.98513923468,1,Pharmacy,0.997763772678,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97572575184
1885,SHEARS COAG LAP CRVD BLADE 5M,shears coagulation laparotomy curved blade 5m,Supply,Laboratory,0.7,0,Supply,0.42,1,Supply,0.921860449851,1,Supply,0.997992290094,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.779950913315
1886,SHEATH PINNACLE 1FR,sheath pinnacle 1fr,Supply,Supply,0.78,1,Supply,0.48,1,Supply,0.963330398825,1,Supply,0.999860644086,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.805797760728
1887,SILDENAFIL 2.5 MG/ML 2.5,sildenafil 2.5_mg/ml 2.5,Plan Benefit,Plan Benefit,0.95,1,Plan Benefit,0.86,1,Plan Benefit,0.91141804124,1,Plan Benefit,0.999973645696,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.930347921734
1888,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,Plan Benefit,Plan Benefit,0.94,1,Plan Benefit,0.82,1,Plan Benefit,0.864361923962,1,Plan Benefit,0.999920762381,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906070671586
1889,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,Plan Benefit,Plan Benefit,0.94,1,Plan Benefit,0.82,1,Plan Benefit,0.854695270345,1,Plan Benefit,0.999936328359,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.903657899676
1890,SILDENAFIL 2.5 MG/ML LIQD 1 ML,sildenafil 2.5_mg/ml liquid 1_ml,Plan Benefit,Plan Benefit,0.91,1,Plan Benefit,0.8,1,Plan Benefit,0.774729301069,1,Plan Benefit,0.999788819303,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.871129530093
1891,SILDENAFIL 2.5 MG/ML ORAL,sildenafil 2.5 mg ml oral,Plan Benefit,Plan Benefit,0.95,1,Plan Benefit,0.85,1,Plan Benefit,0.776066346914,1,Plan Benefit,0.996970981513,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893259332107
1892,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.919367982962,1,Plan Benefit,0.999924721093,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979823176014
1893,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.912791064594,1,Plan Benefit,0.999930304958,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.978180342388
1894,SILDENAFIL 2.5MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,Plan Benefit,Plan Benefit,0.93,1,Plan Benefit,0.79,1,Plan Benefit,0.912791064594,1,Plan Benefit,0.999930304958,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908180342388
1895,SILDENAFIL SUSP 2MG/ML PREPACK,sildenafil suspension 2_mg/ml prepack,Plan Benefit,Plan Benefit,0.88,1,Plan Benefit,0.67,1,Plan Benefit,0.736016578186,1,Plan Benefit,0.997572286827,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.820897216253
1896,SILVER SULFADIAZINE CR 1% 50G,silver sulfadiazine cream 1% 50_gm,Pharmacy,Plan Benefit,0.73,0,Pharmacy,0.4,1,Pharmacy,0.878096419205,1,Pharmacy,0.996989218988,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.758361879397
1897,SIMETHICONE 80MG CHEW TAB UD,simethicone 80 mg chewable tablet unit dose,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.79,1,Pharmacy,0.988753531134,1,Pharmacy,0.999774000912,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.927131883012
1898,SIMETHICONE 80MG U/D,simethicone 80_mg unit dose,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.97891998292,1,Pharmacy,0.999875564937,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964698886964
1899,SIMETHICONE DROPS LIQ 30ML,simethicone drops liquid 30 ml,Pharmacy,Pharmacy,0.78,1,Pharmacy,0.52,1,Pharmacy,0.939489721277,1,Pharmacy,0.99650826434,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.808999496404
1900,SLEEVE CMPRS SCD CALF LARGE,sleeve compression sequential compression device calf large,Supply,Supply,0.74,1,Supply,0.41,1,Supply,0.921683317906,1,Supply,0.992549204482,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.766058130597
1901,SMEAR FUNGAL FLUORESCE FU,smear fungal fluorescent fu,Laboratory,Laboratory,0.76,1,Laboratory,0.45,1,Laboratory,0.973643800711,1,Laboratory,0.998317743562,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.795490386068
1902,SMEAR GRAM STAIN,smear gram stain,Laboratory,Laboratory,0.86,1,Laboratory,0.64,1,Laboratory,0.981190476703,1,Laboratory,0.999949517803,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.870284998627
1903,SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL,smear primary source gram giemsa stain bacteria fungi cell,Laboratory,Laboratory,0.85,1,Laboratory,0.56,1,Laboratory,0.98407833663,1,Laboratory,0.999980046415,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.848514595761
1904,SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE,single drug class immunoassay panel blood salicylate,Laboratory,Laboratory,0.91,1,Laboratory,0.79,1,Laboratory,0.911160889893,1,Laboratory,0.999353667375,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.902628639317
1905,SOD CHL 0.9% 100ML BAG,sodium chloride 0.9% 100_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.72,1,Diluent / Flush / Irrigant,0.946870274279,1,Diluent / Flush / Irrigant,0.999866959272,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879184308388
1906,SOD CHLOR .9% 10ML,sodium chloride 0.9% 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.836571508173,1,Diluent / Flush / Irrigant,0.99760931395,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.938545205531
1907,SOD CHLORIDE,sodium chloride,Diluent / Flush / Irrigant,Pharmacy,0.84,0,Diluent / Flush / Irrigant,0.79,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"DLevenshtein, Logistic_OvR, DeepNN",0.844661238662
1908,SOD CHLORIDE 0.,sodium chloride 0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.615417823587,1,Diluent / Flush / Irrigant,0.962674716467,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.802023135014
1909,SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.916194584718,1,Diluent / Flush / Irrigant,0.999572532473,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891441779298
1910,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.966278744559,1,Diluent / Flush / Irrigant,0.999988735017,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961566869894
1911,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,Pharmacy,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.741645755706,1,Pharmacy,0.880291951064,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.700645902257
1912,SODIUM ,sodium,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.774175769127,1,Laboratory,0.962577170236,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934188234841
1913,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.909871326549,1,Pharmacy,0.985923468547,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.901448698774
1914,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.92663589469,1,Pharmacy,0.985081313461,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905429302038
1915,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.924174536335,1,Pharmacy,0.986371723865,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90513656505
