,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2319,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,"(100, 300]",Plan Benefit,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Plan Benefit,0.94,1,Plan Benefit,0.96,1,Plan Benefit,0.96,1,Plan Benefit,0.999888797501,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964972199375
2320,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,"(0, 5]",Plan Benefit,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Plan Benefit,0.94,1,Plan Benefit,0.96,1,Plan Benefit,0.96,1,Plan Benefit,0.999888797501,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964972199375
2321,SILDENAFIL 2.5 MG/ML LIQD 1 ML,sildenafil 2.5_mg/ml liquid 1_ml,"(0, 5]",Plan Benefit,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Plan Benefit,0.91,1,Plan Benefit,0.96,1,Plan Benefit,0.92,1,Plan Benefit,0.999427259752,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947356814938
2322,SILDENAFIL 2.5 MG/ML ORAL,sildenafil 2.5 mg ml oral,"(5, 20]",Plan Benefit,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Plan Benefit,0.95,1,Plan Benefit,0.96,1,Plan Benefit,0.96,1,Plan Benefit,0.99891306592,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.96722826648
2323,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,"(20, 40]",Plan Benefit,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.93235066999,1,Plan Benefit,0.999949645959,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.983075078987
2324,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,"(60, 100]",Plan Benefit,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.93235066999,1,Plan Benefit,0.999949645959,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.983075078987
2325,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,"(60, 100]",Plan Benefit,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.93235066999,1,Plan Benefit,0.999949645959,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.983075078987
2326,SILDENAFIL 2.5MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,"(40, 60]",Plan Benefit,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Plan Benefit,0.93,1,Plan Benefit,0.93,1,Plan Benefit,0.93235066999,1,Plan Benefit,0.999949645959,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.948075078987
2327,SILDENAFIL SUSP 2MG/ML PREPACK,sildenafil suspension 2_mg/ml prepack,"(5, 20]",Plan Benefit,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Plan Benefit,0.88,1,Plan Benefit,0.88,1,Plan Benefit,0.92,1,Plan Benefit,0.997912455388,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.919478113847
2328,SILVER SULFADIAZINE CR 1% 50G,silver sulfadiazine cream 1% 50_gm,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Plan Benefit,0.73,0,Pharmacy,0.4,1,Pharmacy,0.92,1,Pharmacy,0.997639582167,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.772546527389
2329,SIMETHICONE 80MG CHEW TAB UD,simethicone 80 mg chewable tablet unit dose,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.985174699876,1,Pharmacy,0.999856177035,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961257719228
2330,SIMETHICONE 80MG U/D,simethicone 80_mg unit dose,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.972298036337,1,Pharmacy,0.999799073198,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963024277384
2331,SIMETHICONE DROPS LIQ 30ML,simethicone drops liquid 30 ml,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.78,1,Pharmacy,0.81,1,Pharmacy,0.920990586571,1,Pharmacy,0.999260741702,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.877562832068
2332,SLEEVE CMPRS SCD CALF LARGE,sleeve compression sequential compression device calf large,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.74,1,Supply,0.41,1,Supply,0.96,1,Supply,0.936786150849,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.761696537712
2333,SMEAR FUNGAL FLUORESCE FU,smear fungal fluorescent fu,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.76,1,Laboratory,0.45,1,Laboratory,0.927719119707,1,Laboratory,0.999846483236,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.784391400736
2334,SMEAR GRAM STAIN,smear gram stain,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2335,SMEAR GRAM STAIN,smear gram stain,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2336,SMEAR GRAM STAIN,smear gram stain,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2337,SMEAR GRAM STAIN,smear gram stain,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2338,SMEAR GRAM STAIN,smear gram stain,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2339,SMEAR GRAM STAIN,smear gram stain,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.964373519882,1,Laboratory,0.999999169416,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926093172325
2340,SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL,smear primary source gram giemsa stain bacteria fungi cell,"(5, 20]",Laboratory,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.977629164684,1,Laboratory,0.99999934006,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909407126186
2341,SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL,smear primary source gram giemsa stain bacteria fungi cell,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.977629164684,1,Laboratory,0.99999934006,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909407126186
2342,SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE,single drug class immunoassay panel blood salicylate,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.91,1,Laboratory,0.93,1,Laboratory,0.96,1,Laboratory,0.999841996507,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949960499127
2343,SOD CHL 0.9% 100ML BAG,sodium chloride 0.9% 100_ml bag,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.960309304739,1,Diluent / Flush / Irrigant,0.999993655686,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935075740106
2344,SOD CHLOR .9% 10ML,sodium chloride 0.9% 10_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.99931169386,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969827923465
2345,SOD CHLOR .9% 10ML,sodium chloride 0.9% 10_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.99931169386,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969827923465
2346,SOD CHLORIDE,sodium chloride,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,0,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"DLevenshtein, Logistic_OvR, DeepNN",0.942460215367
2347,SOD CHLORIDE,sodium chloride,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,0,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"DLevenshtein, Logistic_OvR, DeepNN",0.942460215367
2348,SOD CHLORIDE 0.,sodium chloride 0,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924345161526
2349,SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.927424642407,1,Diluent / Flush / Irrigant,0.99991713688,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936835444822
2350,SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.927424642407,1,Diluent / Flush / Irrigant,0.99991713688,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936835444822
2351,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.974861805699,1,Diluent / Flush / Irrigant,0.999999342385,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963715287021
2352,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.974861805699,1,Diluent / Flush / Irrigant,0.999999342385,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963715287021
2353,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.76,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.725683088415
2354,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.76,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.725683088415
2355,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.76,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.725683088415
2356,SODIUM ,sodium,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.51679986105,1,Laboratory,0.953451560882,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.867562855483
2357,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946323637308
2358,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946323637308
2359,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946323637308
2360,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946323637308
2361,SODIUM BICARBONATE 325MG TAB,sodium_bicarbonate 325 mg tablet,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.983625553488,1,Pharmacy,0.999661894163,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973321861913
2362,SODIUM BICARBONATE 325MG TAB,sodium_bicarbonate 325 mg tablet,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.983625553488,1,Pharmacy,0.999661894163,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973321861913
2363,SODIUM CHL 0,sodium chloride 0,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929345161526
2364,SODIUM CHL 0,sodium chloride 0,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929345161526
2365,SODIUM CHL 0,sodium chloride 0,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929345161526
2366,SODIUM CHL QUAD 4MEQ/1ML PED,sodium chloride quad 4_meq/1_ml pediatric,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.92,1,Pharmacy,0.992916678584,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910729169646
2367,SODIUM CHLOR,sodium chloride,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946845161526
2368,SODIUM CHLOR,sodium chloride,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946845161526
2369,SODIUM CHLOR,sodium chloride,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946845161526
2370,SODIUM CHLORIDE 0.,sodium chloride 0,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2371,SODIUM CHLORIDE 0.45% SOLP,sodium_chloride 0.45% solution,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.91,1,Pharmacy,0.76,0,Pharmacy,0.861713969994,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4675
2372,SODIUM CHLORIDE 0.45% SOLP,sodium_chloride 0.45% solution,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.91,1,Pharmacy,0.76,0,Pharmacy,0.861713969994,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4675
2373,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9%,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.974345161526
2374,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9%,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.974345161526
2375,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965110233779
2376,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965110233779
2377,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965110233779
2378,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965110233779
2379,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2380,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2381,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2382,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2383,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2384,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2385,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
