descrip	rev_code	proc_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
RH TYPE	758.0	None	1.0	170.12	170.12	rhesus type	Laboratory
RH TYPING	300.0	06901	1.0	24.3	24.3	rhesus typing	Laboratory
RH TYPING	300.0	10001509	1.0	68.0	68.0	rhesus typing	Laboratory
RH TYPING	300.0	16901	1.0	24.3	24.3	rhesus typing	Laboratory
RH TYPING	300.0	3690	1.0	63.34	63.34	rhesus typing	Laboratory
RH TYPING	300.0	36901	1.0	24.3	24.3	rhesus typing	Laboratory
RH TYPING	300.0	4779129	1.0	28.0	28.0	rhesus typing	Laboratory
RH TYPING	300.0	86901	1.0	62.0	62.0	rhesus typing	Laboratory
RH TYPING	300.0	None	1.0	41.0	38.09	rhesus typing	Laboratory
RH TYPING	301.0	None	1.0	157.0	157.0	rhesus typing	Laboratory
RH TYPING	302.0	20808038	1.0	157.0	157.0	rhesus typing	Laboratory
RH TYPING	302.0	20808098	1.0	166.0	166.0	rhesus typing	Laboratory
RH TYPING	302.0	86901	1.0	75.0	75.0	rhesus typing	Laboratory
RH TYPING	302.0	None	1.0	157.0	148.0	rhesus typing	Laboratory
RH TYPING	305.0	36901	1.0	68.0	68.0	rhesus typing	Laboratory
RH TYPING	305.0	86901	1.0	68.0	68.0	rhesus typing	Laboratory
RH TYPING	305.0	None	1.0	68.0	68.0	rhesus typing	Laboratory
RH TYPING	309.0	None	1.0	37.0	37.0	rhesus typing	Laboratory
RIFAXIMIN 200MG TABLET	252.0	None	1.0	80.61	80.61	rifaximin 200 mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	250.0	36370001	1.0	80.35	80.35	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	250.0	637000001	1.0	88.25	88.25	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	250.0	63700001	1.0	96.0	96.0	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	250.0	J8499	1.0	86.6	86.6	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	250.0	None	1.0	85.56	85.3	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	251.0	None	1.0	122.3	122.3	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	259.0	None	1.0	88.96	88.96	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	637.0	None	1.0	87.43	87.43	rifaximin 550_mg tablet	Pharmacy
RIFAXIMIN 550 MG TAB	999.0	None	1.0	112.45	112.45	rifaximin 550_mg tablet	Pharmacy
RIVAROXABAN 10 MG TAB	250.0	075597	1.0	39.0	39.0	rivaroxaban 10_mg tablet	Pharmacy
RIVAROXABAN 10 MG TAB	250.0	None	2.0	79.28	39.64	rivaroxaban 10_mg tablet	Pharmacy
RIVAROXABAN 10 MG TAB	259.0	None	2.0	50.57	25.285	rivaroxaban 10_mg tablet	Pharmacy
RIVAROXABAN 10 MG TAB	637.0	None	1.0	20.25	20.25	rivaroxaban 10_mg tablet	Pharmacy
RNL FUNCJ PANEL	300.0	8319348	1.0	352.0	352.0	renal function panel	Laboratory
RNL FUNCJ PANEL	300.0	None	1.0	352.0	352.0	renal function panel	Laboratory
RNTL BED PLEXUS DAILY	270.0	None	1.0	254.0	254.0	rental bed plexus daily	Capital Equipment
RNTL OUTLOOK PUMP DAILY	270.0	None	1.0	141.0	141.0	rental outlook pump daily	Capital Equipment
ROCURONIUM 10 MG/ML SOLN	250.0	20800199	1.0	73.5	73.5	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	2147483647	1.0	80.0	80.0	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	25000001	1.0	184.93	184.93	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	25000003	1.0	13.25	13.25	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	25000049	1.0	41.35	41.35	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	25000407	1.0	11.52	11.52	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	25030002	1.0	51.0	50.0	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	43000250	4.5	126.775	28.4775	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	90000001	1.0	3.59	3.59	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	J3490	2.0	3.75	2.57	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	None	1.0	39.55	24.0	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	RX001	1.5	10.17	6.78	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	250.0	RX250	1.0	200.0	200.0	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	251.0	890001	1.0	16.5	16.5	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	251.0	None	1.0	16.5	16.5	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	258.0	None	1.0	32.725	21.8375	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	259.0	None	1.0	68.51	68.51	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	636.0	J3490	12.0	105.03	8.7525	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	636.0	None	4.0	34.2	11.36	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN	819.0	None	1.0	11.52	11.52	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN 	250.0	43000250	1.0	110.6	110.6	rocuronium 10_mg/ml solution	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5	250.0	600000	5.0	75.0	15.0	rocuronium 10_mg/ml solution 5	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5	250.0	6111250	1.0	165.63	165.63	rocuronium 10_mg/ml solution 5	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5	250.0	MHS5ML	1.0	99.9	99.9	rocuronium 10_mg/ml solution 5	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5	250.0	None	1.0	134.0	57.15	rocuronium 10_mg/ml solution 5	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5	258.0	None	1.5	56.925	39.35	rocuronium 10_mg/ml solution 5	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	250 - 0001	1.0	129.0	129.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	250-0001	1.0	129.0	129.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	25000000	1.0	8.96	8.96	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	250000002	1.0	27.55	27.55	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	25000407	1.0	12.265	12.265	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	25030002	1.0	21.225	21.225	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	8000001	1.0	50.56	50.56	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	HCRX250000001	1.0	31.06	31.06	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	J3490	5.0	71.1	14.22	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	250.0	None	1.0	81.15	56.298	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	251.0	25110000	1.0	36.15	36.15	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	251.0	None	1.0	36.15	36.15	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	252.0	None	1.0	48.0	48.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	331.0	None	1.0	79.03	79.03	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL	636.0	None	2.0	20.0	10.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 100 MG/10ML SOLN	250.0	5040067	1.0	55.0	55.0	rocuronium 100_mg/10_ml solution	Pharmacy
ROCURONIUM 100 MG/10ML SOLN	250.0	None	1.0	16.0	8.0	rocuronium 100_mg/10_ml solution	Pharmacy
ROCURONIUM 100 MG/10ML SOLN	636.0	None	1.0	17.54	17.54	rocuronium 100_mg/10_ml solution	Pharmacy
ROCURONIUM 10MG/ML 10ML VL	250.0	None	1.0	161.05	161.05	rocuronium 10_mg/ml 10_ml vial	Pharmacy
ROCURONIUM 10MG/ML SOLN 5 ML VIAL	250.0	25000001	1.0	16.0	16.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10MG/ML SOLN 5 ML VIAL	250.0	25C00001	1.0	11.0	11.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10MG/ML SOLN 5 ML VIAL	250.0	None	1.0	31.0	31.0	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 10MG/ML SOLN 5 ML VIAL	251.0	None	1.0	20.1	20.1	rocuronium 10_mg/ml solution 5_ml vial	Pharmacy
ROCURONIUM 50MG/5ML	250.0	None	1.0	32.75	32.75	rocuronium 50_mg/5_ml	Pharmacy
ROCURONIUM 50MG/5ML	636.0	None	2.0	232.0	116.0	rocuronium 50_mg/5_ml	Pharmacy
ROCURONIUM 50MG/5ML BD SYRINGE	250.0	None	1.0	283.52	283.52	rocuronium 50_mg/5_ml bd syringe	Pharmacy
ROCURONIUM 50MG/5ML BD SYRINGE	258.0	None	1.0	283.52	283.52	rocuronium 50_mg/5_ml bd syringe	Pharmacy
ROCURONIUM 50MG/5ML INJ	250.0	02500003	2.0	171.63	85.815	rocuronium 50_mg/5_ml injection	Pharmacy
ROCURONIUM 50MG/5ML INJ	250.0	2500003	2.0	87.97	56.1466666667	rocuronium 50_mg/5_ml injection	Pharmacy
ROCURONIUM 50MG/5ML INJ	250.0	None	1.0	70.62	48.0	rocuronium 50_mg/5_ml injection	Pharmacy
ROCURONIUM 50MG/5ML INJ	260.0	None	1.0	48.0	48.0	rocuronium 50_mg/5_ml injection	Pharmacy
ROCURONIUM 50MG/5ML INJ	636.0	None	1.0	126.0	126.0	rocuronium 50_mg/5_ml injection	Pharmacy
ROCURONIUM BROM 10 MG / ML	250.0	None	1.0	142.97	142.97	rocuronium bromide 10_mg/ml	Pharmacy
ROCURONIUM BROMIDE 10MG/ML 5ML	250.0	14867002	2.0	27.98	18.725	rocuronium bromide 10_mg/ml 5_ml	Pharmacy
ROCURONIUM BROMIDE 10MG/ML 5ML	250.0	None	2.0	27.78	13.89	rocuronium bromide 10_mg/ml 5_ml	Pharmacy
ROCURONIUM INJ 10MG/ML 5ML	250.0	00813	1.0	79.2	79.2	rocuronium injection 10 mg/ml 5 ml	Pharmacy
ROCURONIUM INJ 10MG/ML 5ML	250.0	None	1.0	79.2	79.2	rocuronium injection 10 mg/ml 5 ml	Pharmacy
ROCURONIUM INJ 10MG/ML 5ML	259.0	None	1.0	73.6	73.6	rocuronium injection 10 mg/ml 5 ml	Pharmacy
ROOM & BOARD - NICU LEVEL II	172.0	None	1.0	3000.0	3000.0	room & board neonatal_intensive_care_unit level ii	Room and Board
ROOM & BOARD - NICU LEVEL III	172.0	None	1.0	3000.0	3000.0	room & board neonatal_intensive_care_unit level iii	Room and Board
ROOM & BOARD - NICU LEVEL III	173.0	None	1.0	3770.0	3770.0	room & board neonatal_intensive_care_unit level iii	Room and Board
ROOM & BOARD - SEMI PRIVATE	120.0	90000002	1.0	2090.0	2090.0	room & board semi private	Room and Board
ROOM & BOARD - SEMI PRIVATE	120.0	None	1.0	2320.0	2320.0	room & board semi private	Room and Board
ROOM 0448 AB	206.0	None	1.0	1683.0	1683.0	room 0448 ab	Room and Board
ROOM 0473 A	200.0	None	1.0	2103.0	2103.0	room 0473 a	Room and Board
ROOM 0473 A	206.0	None	1.0	1683.0	1683.0	room 0473 a	Room and Board
ROOM 0779 I	762.0	None	1.0	1083.0	1083.0	room 0779 i	Room and Board
ROOM 3511 6	203.0	None	1.0	8643.0	8643.0	room 3511 6	Room and Board
ROOM 532 D	110.0	None	1.0	957.0	957.0	room 532 d	Room and Board
ROOM 539 D	110.0	None	1.0	957.0	957.0	room 539 d	Room and Board
ROOM 7708 7	172.0	None	1.0	4548.0	4548.0	room 7708 7	Room and Board
ROOM 7708 7	174.0	None	1.0	7609.0	7609.0	room 7708 7	Room and Board
ROOM 7708 8	173.0	None	1.0	6508.0	6508.0	room 7708 8	Room and Board
ROOM ACUTE	110.0	None	1.0	2682.0	2682.0	room acute	Room and Board
ROOM ACUTE	111.0	None	1.0	2682.0	2682.0	room acute	Room and Board
ROOM ACUTE	113.0	1 1170	1.0	2682.0	2682.0	room acute	Room and Board
ROOM ACUTE	113.0	1111701	1.0	2682.0	2682.0	room acute	Room and Board
ROOM ACUTE	113.0	None	1.0	2682.0	2682.0	room acute	Room and Board
ROOM AND CARE	110.0	None	1.0	1886.0	1886.0	room and care	Room and Board
ROOM AND CARE	111.0	None	1.0	2990.0	2990.0	room and care	Room and Board
ROOM AND CARE	120.0	None	1.0	1483.22	1483.22	room and care	Room and Board
ROOM AND CARE	121.0	None	1.0	2394.2	2394.2	room and care	Room and Board
ROOM AND CARE	122.0	None	1.0	1886.0	1886.0	room and care	Room and Board
ROOM AND CARE	171.0	None	1.0	790.0	790.0	room and care	Room and Board
ROOM AND CARE	172.0	None	1.0	7118.0	7118.0	room and care	Room and Board
ROOM AND CARE	173.0	None	1.0	3387.0	3387.0	room and care	Room and Board
ROOM AND CARE	174.0	None	1.0	7687.0	7687.0	room and care	Room and Board
ROOM AND CARE	200.0	None	1.0	4259.0	4259.0	room and care	Room and Board
ROOM AND CARE	201.0	None	1.0	6590.0	6590.0	room and care	Room and Board
ROOM AND CARE	203.0	None	1.0	2480.0	2480.0	room and care	Room and Board
ROOM AND CARE	206.0	None	1.0	2196.0	2196.0	room and care	Room and Board
ROOM AND CARE	208.0	None	1.0	8755.0	8755.0	room and care	Room and Board
ROOM AND CARE	210.0	None	1.0	4116.37	4116.37	room and care	Room and Board
ROOM AND CARE	214.0	None	1.0	4217.38	4217.38	room and care	Room and Board
ROOM CHRG INTERMEDIATE NURSERY 173	173.0	None	1.0	4017.0	4017.0	room charge intermediate nursery 173	Room and Board
ROOM E307 6	203.0	None	1.0	8643.0	8643.0	room e307 6	Room and Board
ROOM E308 6	203.0	None	1.0	8643.0	8643.0	room e308 6	Room and Board
ROOM E309 6	203.0	None	1.0	8643.0	8643.0	room e309 6	Room and Board
ROOM E311 6	203.0	None	1.0	8643.0	8643.0	room e311 6	Room and Board
ROOM E313 6	203.0	None	1.0	8643.0	8643.0	room e313 6	Room and Board
ROOM E314 6	203.0	None	1.0	8643.0	8643.0	room e314 6	Room and Board
ROOM E315 6	203.0	None	1.0	8643.0	8643.0	room e315 6	Room and Board
ROOM E319 6	203.0	None	1.0	8643.0	8643.0	room e319 6	Room and Board
ROOM E321 6	203.0	None	1.0	8643.0	8643.0	room e321 6	Room and Board
ROOM E333 K	123.0	None	1.0	3747.0	3747.0	room e333 k	Room and Board
ROOM E333 K	203.0	None	1.0	9441.0	9441.0	room e333 k	Room and Board
ROOM E335 K	123.0	None	1.0	3747.0	3747.0	room e335 k	Room and Board
ROOM E339 K	123.0	None	1.0	3747.0	3747.0	room e339 k	Room and Board
ROOM E617 7	172.0	None	1.0	4548.0	4548.0	room e617 7	Room and Board
ROOM E621 8	173.0	None	1.0	6508.0	6508.0	room e621 8	Room and Board
ROOM E631 7	172.0	None	1.0	4548.0	4548.0	room e631 7	Room and Board
ROOM E631 7	173.0	None	1.0	6508.0	6508.0	room e631 7	Room and Board
ROOM E631 8	173.0	None	1.0	6508.0	6508.0	room e631 8	Room and Board
ROOM E631 9	174.0	None	1.0	7609.0	7609.0	room e631 9	Room and Board
ROOM E713 2	123.0	None	1.0	3066.0	3066.0	room e713 2	Room and Board
ROOM E737 2	123.0	None	1.0	3066.0	3066.0	room e737 2	Room and Board
ROOM INTENSIVE	174.0	None	1.0	6549.0	6549.0	room intensive	Room and Board
ROOM INTENSIVE	200.0	None	1.0	6549.0	6549.0	room intensive	Room and Board
ROOM INTENSIVE	203.0	None	1.0	6549.0	6549.0	room intensive	Room and Board
ROOM INTERMEDIATE	113.0	None	1.0	6036.0	6036.0	room intermediate	Room and Board
ROOM INTERMEDIATE	173.0	1111500	1.0	4585.0	4585.0	room intermediate	Room and Board
ROOM INTERMEDIATE	173.0	1111600	1.0	4585.0	4585.0	room intermediate	Room and Board
ROOM INTERMEDIATE	173.0	None	1.0	4768.0	4768.0	room intermediate	Room and Board
ROOM INTERMEDIATE	206.0	None	1.0	4585.0	4585.0	room intermediate	Room and Board
ROOM M361 N	203.0	None	1.0	9256.0	9256.0	room m361 n	Room and Board
ROOM M367 N	203.0	None	1.0	9256.0	9256.0	room m367 n	Room and Board
ROOM M369 L	123.0	None	1.0	2708.0	2708.0	room m369 l	Room and Board
ROOM M369 N	203.0	None	1.0	9256.0	9256.0	room m369 n	Room and Board
ROOM M371 N	203.0	None	1.0	9256.0	9256.0	room m371 n	Room and Board
ROOM M372 N	203.0	None	1.0	9256.0	9256.0	room m372 n	Room and Board
ROOM M375 N	203.0	None	1.0	9256.0	9256.0	room m375 n	Room and Board
ROOM M377 N	203.0	None	1.0	9256.0	9256.0	room m377 n	Room and Board
ROOM M381 N	203.0	None	1.0	9256.0	9256.0	room m381 n	Room and Board
ROOM NICU	170.0	None	1.0	1886.0	1886.0	room neonatal_intensive_care_unit	Room and Board
ROOM NICU	173.0	None	1.0	6172.0	6172.0	room neonatal_intensive_care_unit	Room and Board
ROOM NICU	174.0	None	1.0	12315.0	12315.0	room neonatal_intensive_care_unit	Room and Board
ROOM NMO8 E	173.0	None	1.0	2019.37	2019.37	room nmo8 e	Room and Board
ROOM RATE	113.0	00311000	1.0	4077.0	4077.0	room rate	Room and Board
ROOM RATE	113.0	None	1.0	4346.0	4346.0	room rate	Room and Board
ROOM SEMI PVT REHAB	128.0	None	1.0	4254.0	4254.0	room semi private rehabilitation	Room and Board
ROOM T7W A	210.0	None	1.0	2502.0	2502.0	room t7w a	Room and Board
ROOM W360	174.0	None	1.0	6943.0	6943.0	room w360	Room and Board
ROPIVACAINE 05% INJ 30ML	636.0	None	1.0	76.08	76.08	ropivacaine 05% injection 30_ml	Pharmacy
ROPIVACAINE 1% INJ 10 ML	250.0	None	2.0	79.21	39.605	ropivacaine 1% injection 10_ml	Pharmacy
ROPIVACAINE 150 MG INJ	636.0	073533	2.0	652.0	326.0	ropivacaine 150_mg injection	Pharmacy
ROPIVACAINE 1MG INJ	250.0	J2795	150.0	126.0	0.84	ropivacaine 1_mg injection	Pharmacy
ROPIVACAINE 1MG INJ	250.0	None	150.0	435.0	2.9	ropivacaine 1_mg injection	Pharmacy
ROTOFLO PUMP INSERT	272.0	None	1.0	621.0	621.0	rotoflo pump insert	Supply
ROUNDS PER PATIENT (15 MIN)	270.0	58895000	2.0	0.0	0.0	rounds per patient 15 minutes	Professional Fee
ROUNDS PER PATIENT (15 MIN)	270.0	None	1.0	0.0	0.0	rounds per patient 15 minutes	Professional Fee
ROUTINE VENIPUNCTURE	270.0	None	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	30001164	1.0	30.0	30.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	30003503	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	35415	1.0	29.0	29.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	364 5	1.0	29.0	29.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	36415	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	39100084	1.0	20.11	20.11	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	39700084	1.0	20.11	20.11	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	60000001	1.0	35.0	35.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	A4649	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	A92 7 0	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	300.0	None	1.0	24.0	24.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	301.0	None	1.0	33.0	33.0	routine venipuncture	Nursing Services
ROUTINE VENIPUNCTURE	410.0	None	1.0	8.0	8.0	routine venipuncture	Nursing Services
ROXICODONE 5MG TABLET	250.0	None	2.0	1.5	0.75	roxicodone 5_mg tablet	Pharmacy
ROXICODONE 5MG TABLET	450.0	None	2.0	23.94	10.36	roxicodone 5_mg tablet	Pharmacy
ROXICODONE 5MG TABLET	637.0	None	1.0	8.0	8.0	roxicodone 5_mg tablet	Pharmacy
RPR SCREEN	300.0	40213118	1.0	21.0	21.0	rpr screen	Laboratory
RPR SCREEN	300.0	86592	1.0	21.0	21.0	rpr screen	Laboratory
RPR SCREEN	300.0	None	1.0	21.0	21.0	rpr screen	Laboratory
RPR SCREEN	302.0	None	1.0	198.0	198.0	rpr screen	Laboratory
RT EVALUATION DAILY	410.0	None	1.0	134.0	134.0	respiratory_therapy evaluation daily	Respiratory Therapy
RT INO GAS PER HR (UNLISTED)	636.0	J3490	4.0	556.0	139.0	respiratory_therapy inhaled_nitric_oxide gas per hour unlisted	Plan Benefit
RT INO GAS PER HR (UNLISTED)	636.0	None	4.0	628.0	157.0	respiratory_therapy inhaled_nitric_oxide gas per hour unlisted	Plan Benefit
RT INO THERAPEUTIC PER HR	410.0	None	4.0	2556.0	639.0	respiratory_therapy inhaled_nitric_oxide therapeutic per hour	Plan Benefit
RT POTASSIUM	300.0	None	1.0	28.5	28.5	respiratory_therapy potassium	Monitoring
RT POTASSIUM	301.0	84132	1.0	99.0	99.0	respiratory_therapy potassium	Monitoring
RT POTASSIUM	301.0	None	1.0	99.0	99.0	respiratory_therapy potassium	Monitoring
RT RETRO LT HRT CATH CONGENITL	481.0	None	1.0	4961.5	4961.5	right retrograde left heart catheter congenital	Cardiology
RT SODIUM	300.0	None	1.0	30.0	30.0	respiratory_therapy sodium	Monitoring
RT SODIUM	301.0	84295	1.0	108.0	108.0	respiratory_therapy sodium	Monitoring
RT SODIUM	301.0	None	1.0	108.0	108.0	respiratory_therapy sodium	Monitoring
RULE OUT VANCOMYCIN RESISTANT	306.0	None	1.0	216.0	216.0	rule_out vancomycin resistant	Laboratory
Retic Count Automated	305.0	None	1.0	56.04	56.04	retic count automated	Laboratory
Room and Care	172.0	None	1.0	7118.0	7118.0	room and care	Room and Board
Room and Care	173.0	None	1.0	7687.0	7687.0	room and care	Room and Board
SAFE SLEEP KIT	270.0	None	1.0	141.51	141.51	safe sleep kit	Supply
SAFETY AIRWAY PRECAUTION	270.0	00095	1.0	296.0	296.0	safety airway precaution	Supply
SAFETY AIRWAY PRECAUTION	270.0	None	1.0	296.0	296.0	safety airway precaution	Supply
SAFETY AIRWAY PRECAUTION	272.0	None	1.0	296.0	296.0	safety airway precaution	Supply
SALINE FLUSH 0.45% 10ML	250.0	None	5.0	32.0	8.0	saline flush 0.45% 10_ml	Diluent / Flush / Irrigant
SCANNING ANALYSIS AND REPO	731.0	None	1.0	431.0	431.0	scanning analysis and report	Cardiology
SCANNING ANALYSIS AND REPORT 48 HRS TO 21 DAYS	731.0	None	1.0	829.0	829.0	scanning analysis and report 48 hours to 21 days	Cardiology
SCISSORS S/B 5 DISP	270.0	None	1.0	9.54	9.54	scissors sharp/blunt 5 disposable	Supply
SCISSORS SHARP/BLUNT 5	270.0	None	1.0	5.0	5.0	scissors sharp/blunt 5	Supply
SCREEN FOR PHYSICAL THERAPY	420.0	None	1.0	0.0	0.0	screen for physical_therapy	PT / OT / Speech Therapy
SCREEN FOR PHYSICAL THERAPY	424.0	None	1.0	0.0	0.0	screen for physical_therapy	PT / OT / Speech Therapy
SCREW 4.0 X 20	278.0	50125750	2.0	5414.0	2707.0	screw 4 by 20	Implant
SCREW 4.0 X 25	278.0	50125750	1.0	2707.0	2707.0	screw 4 by 25	Implant
SCREW 4.5 X 25	278.0	50125750	3.0	8121.0	2707.0	screw 4.5 by 25	Implant
SCREW 5.0 X 30	278.0	50125750	5.0	13535.0	2707.0	screw 5 by 30	Implant
SCREW 5.5 X 30	278.0	50125750	3.0	8121.0	2707.0	screw 5.5 by 30	Implant
SCREW 5.5 X 35	278.0	50125750	3.0	8121.0	2707.0	screw 5.5 by 35	Implant
SCREW 6.5 X 50	278.0	50125750	2.0	5414.0	2707.0	screw 6.5 by 50	Implant
SCREW POLY 4.35X20 DEPUY	278.0	50125750	3.0	8202.0	2734.0	screw poly 4.35x20 depuy	Implant
SCREW POLY 4.35X30 DEPUY	278.0	50125750	1.0	2734.0	2734.0	screw poly 4.35x30 depuy	Implant
SCREW POLY 5.0X30 DEPUY	278.0	50125750	1.0	2734.0	2734.0	screw poly 5.0x30 depuy	Implant
SCREW POLY 5.0X35 DEPUY	278.0	50125750	2.0	5468.0	2734.0	screw poly 5.0x35 depuy	Implant
SCREW POLY 5.0X40 DEPUY	278.0	50125750	4.0	10936.0	2734.0	screw poly 5.0x40 depuy	Implant
SCREW POLY 6.5X30	278.0	50125750	2.0	8106.0	4053.0	screw poly 6.5 by 30	Implant
SCREW POLY 6.5X45	278.0	50125750	2.0	8106.0	4053.0	screw poly 6.5 by 45	Implant
SCREW SAS 6.5X35	278.0	50125750	3.0	14592.0	4864.0	screw sas 6.5 by 35	Implant
SCREW SAS 6.5X40	278.0	50125750	6.0	29184.0	4864.0	screw sas 6.5 by 40	Implant
SCREW SAS 6.5X45	278.0	50125750	1.0	4864.0	4864.0	screw sas 6.5 by 45	Implant
SCREW SET TI SUBGKE DEPUY	278.0	50125750	10.0	4440.0	444.0	screw set ticron 3 0 subgke depuy	Capital Equipment
SCREW SLF DRILLING 4MM	278.0	None	14.0	4228.0	302.0	screw self drilling 4mm	Implant
SCREWS MATRIX NEURO TITANIUM SELF DRILLING 4 MM	278.0	None	10.0	3020.0	302.0	screws matrix neurology titanium self drilling 4 millimeters	Implant
SEDIMENTATION RAT	305.0	None	1.0	121.0	121.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	300.0	85651	1.0	41.0	41.0	sedimentation rate	Laboratory
