,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2349,SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.927424642407,1,Diluent / Flush / Irrigant,0.99991713688,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894335444822
2350,SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.927424642407,1,Diluent / Flush / Irrigant,0.99991713688,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894335444822
2351,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.974861805699,1,Diluent / Flush / Irrigant,0.999999342385,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963715287021
2352,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.974861805699,1,Diluent / Flush / Irrigant,0.999999342385,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963715287021
2353,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.667202840734,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.694750701993
2354,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.667202840734,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.694750701993
2355,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Laboratory,0.69,0,Pharmacy,0.48,1,Pharmacy,0.667202840734,1,Pharmacy,0.937049265244,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.694750701993
2356,SODIUM ,sodium,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.51679986105,1,Laboratory,0.953451560882,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.867562855483
2357,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908823637308
2358,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,331.0,Pharmacy,Pharmacy,18.0,94.4444444444,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908823637308
2359,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908823637308
2360,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,836.0,Pharmacy,Pharmacy,13.0,84.6153846154,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.928541684952,1,Pharmacy,0.996752864281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908823637308
2361,SODIUM BICARBONATE 325MG TAB,sodium_bicarbonate 325 mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.95,1,Pharmacy,0.88,1,Pharmacy,0.983625553488,1,Pharmacy,0.999661894163,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.953321861913
2362,SODIUM BICARBONATE 325MG TAB,sodium_bicarbonate 325 mg tablet,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.95,1,Pharmacy,0.88,1,Pharmacy,0.983625553488,1,Pharmacy,0.999661894163,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.953321861913
2363,SODIUM CHL 0,sodium chloride 0,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.84141853232
2364,SODIUM CHL 0,sodium chloride 0,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.84141853232
2365,SODIUM CHL 0,sodium chloride 0,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.84141853232
2366,SODIUM CHL QUAD 4MEQ/1ML PED,sodium chloride quad 4_meq/1_ml pediatric,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.8,1,Pharmacy,0.67,1,Pharmacy,0.741043314569,1,Pharmacy,0.992916678584,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.800989998288
2367,SODIUM CHLOR,sodium chloride,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90391853232
2368,SODIUM CHLOR,sodium chloride,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90391853232
2369,SODIUM CHLOR,sodium chloride,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90391853232
2370,SODIUM CHLORIDE 0.,sodium chloride 0,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2371,SODIUM CHLORIDE 0.45% SOLP,sodium_chloride 0.45% solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.91,1,Pharmacy,0.643690302853,0,Pharmacy,0.861713969994,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4675
2372,SODIUM CHLORIDE 0.45% SOLP,sodium_chloride 0.45% solution,258.0,Pharmacy,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.91,1,Pharmacy,0.643690302853,0,Pharmacy,0.861713969994,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4675
2373,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9%,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93141853232
2374,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9%,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93141853232
2375,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.875760796331,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944050432862
2376,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.875760796331,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944050432862
2377,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,272.0,Diluent / Flush / Irrigant,Supply,833.0,84.393757503,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.875760796331,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944050432862
2378,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.875760796331,1,Diluent / Flush / Irrigant,0.990440935118,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944050432862
2379,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2380,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2381,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,259.0,Diluent / Flush / Irrigant,Pharmacy,349.0,83.6676217765,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2382,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,272.0,Diluent / Flush / Irrigant,Supply,833.0,84.393757503,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2383,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,274.0,Diluent / Flush / Irrigant,Supply,24.0,87.5,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2384,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2385,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,637.0,Diluent / Flush / Irrigant,Pharmacy,328.0,92.0731707317,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2386,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,999.0,Diluent / Flush / Irrigant,Pharmacy,50.0,66.0,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.748293483177,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91141853232
2387,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2388,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2389,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2390,SODIUM CHLORIDE 0.9% 250ML 0264 7800 20,sodium_chloride 0.9% 250 ml 0264 7800 20,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.85,1,Pharmacy,0.538888367118,0,Pharmacy,0.645624719741,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.445
2391,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.818937361139,1,Diluent / Flush / Irrigant,0.99835681842,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94182354489
2392,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.818937361139,1,Diluent / Flush / Irrigant,0.99835681842,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94182354489
2393,SODIUM CHLORIDE 0.9% SOLN HPH0 0000 30,sodium chloride 0.9% solution hph0 0 30,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.848745336337,1,Diluent / Flush / Irrigant,0.994363334693,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873277167758
2394,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2395,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2396,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,272.0,Diluent / Flush / Irrigant,Supply,833.0,84.393757503,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2397,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2398,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.814825738715,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912592333709
2399,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,251.0,Diluent / Flush / Irrigant,Pharmacy,403.0,90.570719603,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.814825738715,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912592333709
2400,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.814825738715,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912592333709
2401,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.810727908985,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952305398836
2402,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,251.0,Diluent / Flush / Irrigant,Pharmacy,403.0,90.570719603,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.810727908985,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952305398836
2403,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,250.0,Supply,Pharmacy,2692.0,76.0401188707,Supply,0.88,1,Diluent / Flush / Irrigant,0.66,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2404,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,251.0,Supply,Pharmacy,403.0,90.570719603,Supply,0.88,1,Diluent / Flush / Irrigant,0.66,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2405,SODIUM CHLORIDE 3% NEBULE,sodium_chloride 3% nebulizer,251.0,Supply,Pharmacy,403.0,90.570719603,Supply,0.97,1,Supply,0.91,1,Supply,0.594202122867,1,Supply,0.568717761464,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.760729971083
2406,SODIUM CHLORIDE 7% INAHL SOL,sodium_chloride 7% inhalation solution,250.0,Supply,Pharmacy,2692.0,76.0401188707,Supply,1.0,1,Supply,1.0,1,Diluent / Flush / Irrigant,0.535094791059,0,Diluent / Flush / Irrigant,0.654993928686,0,Supply,"Jaro, DLevenshtein",0.5
2407,SODIUM CHLORIDE PF 3% NEBU 4 ML PLAS CONT,sodium chloride partial_fill 3% nebulizer 4_ml plastic container,636.0,Supply,Pharmacy,781.0,77.8489116517,Supply,0.87,1,Diluent / Flush / Irrigant,0.65,0,Supply,0.616694679028,1,Respiratory Therapy,0.500953953143,0,Supply,"Jaro, Logistic_OvR",0.371673669757
2408,SODIUM HYALURONATE 10 MG/ML 10 SOLN,sodium hyaluronate 10 mg ml 10 solution,252.0,Pharmacy,Pharmacy,182.0,85.1648351648,Pharmacy,0.79,1,Pharmacy,0.63,1,Pharmacy,0.987322294629,1,Pharmacy,0.999535625792,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.851714480105
2409,SODIUM POC ,sodium point_of_care,301.0,Monitoring,Laboratory,924.0,79.2207792208,Monitoring,1.0,1,Monitoring,1.0,1,Monitoring,0.907125916969,1,Monitoring,0.999596794672,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97668067791
2410,SODIUM POLYSTYRENE 30 GRAM,sodium polystyrene 30 gram,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Laboratory,0.75,0,Pharmacy,0.44,1,Pharmacy,0.573664633162,1,Pharmacy,0.721106321924,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.578256985028
2411,SODIUM RANDOM URINE,sodium random urine,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.85,1,Laboratory,0.78,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893460142352
2412,SODIUM RANDOM URINE,sodium random urine,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.85,1,Laboratory,0.78,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893460142352
2413,SODIUM URINE ,sodium urine,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.872782024796,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968182431235
2414,SODIUM URINE ,sodium urine,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.872782024796,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968182431235
2415,SOL NACL 0.9 IRR 1L BTL CA1,solution sodium_chloride 0.9 irrigation 1 liter bottle ca1,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.883591119439,1,Diluent / Flush / Irrigant,0.998750270423,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868085347466
2416,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912423171124
