,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2398,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968885899031
2399,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,251.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968885899031
2400,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2401,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989623421589
2402,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,251.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989623421589
2403,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,0.88,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2404,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,251.0,Supply,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Supply,0.88,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2405,SODIUM CHLORIDE 3% NEBULE,sodium_chloride 3% nebulizer,251.0,Supply,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Supply,0.97,1,Supply,0.91,1,Supply,0.594202122867,1,Supply,0.568717761464,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.760729971083
2406,SODIUM CHLORIDE 7% INAHL SOL,sodium_chloride 7% inhalation solution,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,1.0,1,Supply,1.0,1,Diluent / Flush / Irrigant,0.535094791059,0,Diluent / Flush / Irrigant,0.654993928686,0,Supply,"Jaro, DLevenshtein",0.5
2407,SODIUM CHLORIDE PF 3% NEBU 4 ML PLAS CONT,sodium chloride partial_fill 3% nebulizer 4_ml plastic container,636.0,Supply,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Supply,0.87,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.76,1,Respiratory Therapy,0.500953953143,0,Supply,"Jaro, Logistic_OvR",0.4075
2408,SODIUM HYALURONATE 10 MG/ML 10 SOLN,sodium hyaluronate 10 mg ml 10 solution,252.0,Pharmacy,Pharmacy,Supply,182.0,85.1648351648,5.49450549451,Pharmacy,0.79,1,Pharmacy,0.88,1,Pharmacy,0.987322294629,1,Pharmacy,0.999535625792,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2409,SODIUM POC ,sodium point_of_care,301.0,Monitoring,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Monitoring,1.0,1,Monitoring,1.0,1,Monitoring,0.907125916969,1,Monitoring,0.999596794672,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97668067791
2410,SODIUM POLYSTYRENE 30 GRAM,sodium polystyrene 30 gram,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Laboratory,0.75,0,Pharmacy,0.44,1,Pharmacy,0.573664633162,1,Pharmacy,0.721106321924,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.578256985028
2411,SODIUM RANDOM URINE,sodium random urine,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2412,SODIUM RANDOM URINE,sodium random urine,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2413,SODIUM URINE ,sodium urine,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2414,SODIUM URINE ,sodium urine,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2415,SOL NACL 0.9 IRR 1L BTL CA1,solution sodium_chloride 0.9 irrigation 1 liter bottle ca1,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998750270423,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934687567606
2416,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947423171124
2417,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2418,SOLIFENACIN SUCCINATE 5 MG PO TABS,solifenacin succinate 5 mg by_mouth tablets,252.0,Pharmacy,Pharmacy,Supply,182.0,85.1648351648,5.49450549451,Pharmacy,0.76,1,Pharmacy,0.48,1,Pharmacy,0.988523191773,1,Pharmacy,0.999527903652,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2419,SPCH THERAPY INDIV,speech therapy individual,441.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,,2.0,100.0,0.0,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.997640192199,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2420,SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except micro,312.0,Laboratory,Laboratory,Blood Products,45.0,95.5555555556,2.22222222222,Laboratory,0.7,1,Laboratory,0.33,1,Laboratory,0.92,1,Laboratory,0.999686067502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2421,SPECIMEN PROCUREMENT ARTERIAL RC,specimen procurement arterial respiratory_care,300.0,Nursing Services,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Supply,0.78,0,Supply,0.41,0,Nursing Services,0.441503445513,1,Nursing Services,0.997377865525,1,Nursing Services,"Logistic_OvR, DeepNN",0.359720327759
2422,SPECTROPHOTOMETRY ANALYTE NES,spectrophotometry analyte nes,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Supply,0.74,0,Laboratory,0.44,1,Laboratory,0.90757698137,1,Laboratory,0.99951425389,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.95
2423,SPINE LUMBOSACRA 2 OR 3,spine lumbosacral 2 3,320.0,Radiology,Radiology,Laboratory,111.0,75.6756756757,6.30630630631,Supply,0.7,1,Supply,0.37,1,Radiology,0.560977041099,0,Procedure,0.733234221078,0,Supply,"Jaro, DLevenshtein",0.2675
2424,SPIRONOLACTONE 100MG TAB U,spironolactone 100 mg tablet u adapt,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.91,1,Pharmacy,0.96,1,Pharmacy,0.977626277957,1,Pharmacy,0.986202760717,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2425,SPLIT LEUKOREDUCED PACK CELLS,split leukoreduced pack cells,390.0,Blood Products,Blood Products,Laboratory,94.0,60.6382978723,21.2765957447,Blood Products,0.76,1,Blood Products,0.81,1,Blood Products,0.548563088707,1,Supply,0.490405196602,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.95
2426,SPLITTING OF BLOOD EACH UNIT,splitting blood unit,390.0,Blood Products,Blood Products,Laboratory,94.0,60.6382978723,21.2765957447,Blood Products,0.85,1,Blood Products,0.88,1,Blood Products,0.454978714654,1,Laboratory,0.665596064163,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.95
2427,SPONGE IV 2X2 STR 6 PLY CA7,sponge intravenous 2x2 sterile 6 ply ca7,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.97,1,Supply,0.95,1,Supply,0.92,1,Supply,0.894546400225,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2428,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2429,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,278.0,Supply,Implant,Supply,148.0,50.0,43.9189189189,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2430,ST TX SWALLOW/FEEDING FN,set treatment swallow feeding fn,440.0,Supply,PT / OT / Speech Therapy,Radiology,36.0,86.1111111111,8.33333333333,PT / OT / Speech Therapy,0.71,1,PT / OT / Speech Therapy,0.43,1,PT / OT / Speech Therapy,0.486489656117,1,PT / OT / Speech Therapy,0.633948506478,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.565109540649
2431,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.44,1,Supply,0.546252982206,1,Implant,0.924823358453,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.95
2432,STAPLER RELOAD LINEAR PROX,stapler reload linear proximate,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.74,1,Supply,0.43,1,Supply,0.96,1,Supply,0.528623952544,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2433,STAPLER SKIN 35 WIDE ,stapler skin 35 wide,279.0,Supply,Supply,Capital Equipment,9.0,44.4444444444,11.1111111111,Supply,1.0,1,Supply,1.0,1,Supply,0.944508450873,1,Supply,0.993450415646,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2434,STATLOCK CATHETER SECUREDEVICE,statlock catheter securedevice,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.72,1,Supply,0.43,1,Supply,0.907596805448,1,Supply,0.968368530122,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2435,STENT ICAST COVERED 7X59X80 85405,stent icast covered 7x59x80 85405,278.0,Implant,Implant,Supply,148.0,50.0,43.9189189189,Supply,0.71,1,Supply,0.41,1,Supply,0.92,1,Supply,0.476511527423,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.629127881856
2436,STERILE WATER 1000ML,sterile water 1000_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989961912738
2437,STERILE WATER 1000ML,sterile water 1000_ml,251.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989961912738
2438,STERILE WATER 1000ML,sterile water 1000_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2439,STERILE WATER FOR IRRIG 250ML,sterile water irrigation 250_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.964697385774,1,Diluent / Flush / Irrigant,0.999999051726,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943674109375
2440,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.81,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894831333724
2441,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,270.0,Diluent / Flush / Irrigant,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.81,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894831333724
2442,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2443,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2444,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,259.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2445,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,272.0,Diluent / Flush / Irrigant,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2446,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,636.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2447,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,250.0,Diluent / Flush / Irrigant,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912003693043
2448,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2449,STETHOSCOPE DISPOSABLE,stethoscope disposable,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.81,1,Supply,0.961473195434,1,Supply,0.981271631144,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2450,STOCKINETTE IMPERV 12X48IN 89821 CSC,stockinette impervious 12x48 inches 89821 central_supply service,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.71,1,Supply,0.34,1,Supply,0.96,1,Supply,0.986659572964,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2451,SUCCINYL ACETONE URINE,succinyl acetone urine,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Pharmacy,0.76,0,Pharmacy,0.48,0,Laboratory,0.94448242622,1,Laboratory,0.999978112046,1,Laboratory,"Logistic_OvR, DeepNN",0.486115134567
2452,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.970346349231,1,Pharmacy,0.999824440835,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2453,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,636.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.970346349231,1,Pharmacy,0.999824440835,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2454,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2455,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2456,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,636.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2457,SUCROSE 24% 24% 1 ML VIAL,sucrose 24% 24% 1_ml vial,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,0.77,1,Supply,0.81,1,Supply,0.525838233214,1,Supply,0.702955657297,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.702198472628
2458,SUCT SYS CLSD NEO/PEDS ELBO,suction system closed neonatal pediatrics elbow,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.72,1,Supply,0.48,1,Supply,0.909454922553,1,Supply,0.994188050896,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2459,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,410.0,Supply,Respiratory Therapy,Monitoring,279.0,64.1577060932,10.0358422939,Supply,0.72,1,Supply,0.43,1,Supply,0.92,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.69
2460,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,460.0,Supply,Monitoring,Respiratory Therapy,103.0,66.9902912621,20.3883495146,Supply,0.72,1,Supply,0.43,1,Supply,0.92,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.69
2461,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,999.0,Supply,Pharmacy,Monitoring,50.0,66.0,12.0,Supply,0.72,1,Supply,0.43,1,Supply,0.92,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.69
2462,SUCTION SUPPLIES,suction supplies,271.0,Supply,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Respiratory Therapy,0.78,0,Supply,0.93,1,Supply,0.96,1,Supply,0.992472792479,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
2463,SULFAMETHOXAZOLE TRIMETHOPRIM 80 16 MG/ML SOLN,sulfamethoxazole trimethoprim 80 16_mg/ml solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.72,1,Pharmacy,0.41,1,Pharmacy,0.984422790902,1,Pharmacy,0.999794648315,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2464,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,250.0,Respiratory Therapy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,0.71,1,Laboratory,0.42,0,Supply,0.96,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.837036729694
2465,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,270.0,Respiratory Therapy,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.71,1,Laboratory,0.42,0,Supply,0.96,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.95
2466,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,410.0,Respiratory Therapy,Respiratory Therapy,Monitoring,279.0,64.1577060932,10.0358422939,Supply,0.71,1,Laboratory,0.42,0,Supply,0.96,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.837036729694
2467,SURG LEVEL II ADD 30 MIN,surgery level ii additional minutes,360.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,Procedure,116.0,58.6206896552,12.9310344828,OR / Anesthesia / Recovery Room,0.91,1,OR / Anesthesia / Recovery Room,0.95,1,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999932739529,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2468,SURGIFOAM ABS GEL SPONGE H,surgifoam abs gel sponge h,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,OR / Anesthesia / Recovery Room,0.7,0,Professional Fee,0.39,0,Supply,0.96,1,Supply,0.977422169997,1,Supply,"Logistic_OvR, DeepNN",0.484355542499
