descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	amount_bins	Dominant CC1	Dominant CC2	# of descriptions	% Dominance1	% Dominance2
ROOM E333 K	ROOM E333 K	203.0	1.0	9441.0	9441.0	room e333 k	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM E335 K	ROOM E335 K	123.0	1.0	3747.0	3747.0	room e335 k	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E339 K	ROOM E339 K	123.0	1.0	3747.0	3747.0	room e339 k	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E617 7	ROOM E617 7	172.0	1.0	4548.0	4548.0	room e617 7	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E621 8	ROOM E621 8	173.0	1.0	6508.0	6508.0	room e621 8	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E631 7	ROOM E631 7	172.0	1.0	4548.0	4548.0	room e631 7	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E631 7	ROOM E631 7	173.0	1.0	6508.0	6508.0	room e631 7	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E631 8	ROOM E631 8	173.0	1.0	6508.0	6508.0	room e631 8	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E631 9	ROOM E631 9	174.0	1.0	7609.0	7609.0	room e631 9	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E713 2	ROOM E713 2	123.0	1.0	3066.0	3066.0	room e713 2	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM E737 2	ROOM E737 2	123.0	1.0	3066.0	3066.0	room e737 2	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTENSIVE	ROOM INTENSIVE	174.0	1.0	6549.0	6549.0	room intensive	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTENSIVE	ROOM INTENSIVE	200.0	1.0	6549.0	6549.0	room intensive	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTENSIVE	ROOM INTENSIVE	203.0	1.0	6549.0	6549.0	room intensive	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTERMEDIATE	ROOM INTERMEDIATE	113.0	1.0	6036.0	6036.0	room intermediate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTERMEDIATE	ROOM INTERMEDIATE	173.0	1.0	4768.0	4768.0	room intermediate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM INTERMEDIATE	ROOM INTERMEDIATE	206.0	1.0	4585.0	4585.0	room intermediate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM M361 N	ROOM M361 N	203.0	1.0	9256.0	9256.0	room m361 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M367 N	ROOM M367 N	203.0	1.0	9256.0	9256.0	room m367 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M369 L	ROOM M369 L	123.0	1.0	2708.0	2708.0	room m369 l	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM M369 N	ROOM M369 N	203.0	1.0	9256.0	9256.0	room m369 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M371 N	ROOM M371 N	203.0	1.0	9256.0	9256.0	room m371 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M372 N	ROOM M372 N	203.0	1.0	9256.0	9256.0	room m372 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M375 N	ROOM M375 N	203.0	1.0	9256.0	9256.0	room m375 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M377 N	ROOM M377 N	203.0	1.0	9256.0	9256.0	room m377 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM M381 N	ROOM M381 N	203.0	1.0	9256.0	9256.0	room m381 n	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM NICU	ROOM NICU	170.0	1.0	1886.0	1886.0	room neonatal_intensive_care_unit	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
ROOM NICU	ROOM NICU	173.0	1.0	6172.0	6172.0	room neonatal_intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM NICU	ROOM NICU	174.0	1.0	12315.0	12315.0	room neonatal_intensive_care_unit	Room and Board	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
ROOM NMO8 E	ROOM NMO8 E	173.0	1.0	2019.37	2019.37	room nmo8 e	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
HB ROOM RATE	ROOM RATE	111.0	1.0	4077.0	4077.0	room rate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE	ROOM RATE	113.0	1.0	4346.0	4346.0	room rate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE	ROOM RATE	210.0	1.0	4457.0	4457.0	room rate	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE CCU	ROOM RATE CCU	113.0	1.0	8343.0	8343.0	room rate critical_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE CCU	ROOM RATE CCU	210.0	1.0	7888.0	7888.0	room rate critical_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE ICU	ROOM RATE ICU	113.0	1.0	7888.0	7888.0	room rate intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE ICU	ROOM RATE ICU	203.0	1.0	7888.0	7888.0	room rate intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE ICU	ROOM RATE ICU	206.0	1.0	7400.0	7400.0	room rate intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE NICU	ROOM RATE NICU	113.0	1.0	7888.0	7888.0	room rate neonatal intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB ROOM RATE NICU	ROOM RATE NICU	170.0	1.0	7888.0	7888.0	room rate neonatal intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM SEMI PVT REHAB	ROOM SEMI PVT REHAB	128.0	1.0	4254.0	4254.0	room semi private rehabilitation	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM T7W A	ROOM T7W A	210.0	1.0	2502.0	2502.0	room t7w a	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROOM W360	ROOM W360	174.0	1.0	6943.0	6943.0	room w360	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
ROPIVACAINE 05% INJ 30ML	ROPIVACAINE 05% INJ 30ML	636.0	1.0	76.08	76.08	ropivacaine 05% injection 30_ml	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
ROPIVACAINE 1% INJ 10 ML	ROPIVACAINE 1% INJ 10 ML	250.0	2.0	79.21	39.605	ropivacaine 1% injection 10_ml	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
ROPIVACAINE 150 MG INJ	ROPIVACAINE 150 MG INJ	636.0	2.0	652.0	326.0	ropivacaine 150_mg injection	Pharmacy	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
ROPIVACAINE 1MG INJ	ROPIVACAINE 1MG INJ	250.0	150.0	280.5	1.87	ropivacaine 1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB ROPIVACAINE 5MG/ML VL 30ML	ROPIVACAINE 5MG/ML VL 30ML	250.0	150.0	118.55	0.790333333333	ropivacaine 5 mg/ml vial 30 ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ROTOFLO PUMP INSERT	ROTOFLO PUMP INSERT	272.0	1.0	621.0	621.0	rotoflo pump insert	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
ROUNDS PER PATIENT  (15 MIN)	ROUNDS PER PATIENT 15 MIN 	270.0	1.0	0.0	0.0	rounds per patient 15 minutes	Professional Fee	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
ROUTINE VENIPUNCTURE	ROUTINE VENIPUNCTURE	270.0	1.0	8.0	8.0	routine venipuncture	Nursing Services	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HB ROUTINE VENIPUNCTURE	ROUTINE VENIPUNCTURE	300.0	1.0	25.0	25.0	routine venipuncture	Nursing Services	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HC ROUTINE VENIPUNCTURE	ROUTINE VENIPUNCTURE	301.0	1.0	33.0	33.0	routine venipuncture	Nursing Services	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
ROUTINE VENIPUNCTURE	ROUTINE VENIPUNCTURE	410.0	1.0	8.0	8.0	routine venipuncture	Nursing Services	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ROXICODONE 5MG TABLET	ROXICODONE 5MG TABLET	250.0	2.0	1.5	0.75	roxicodone 5_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ROXICODONE 5MG TABLET	ROXICODONE 5MG TABLET	450.0	2.0	23.94	10.36	roxicodone 5_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ROXICODONE 5MG TABLET	ROXICODONE 5MG TABLET	637.0	1.0	8.0	8.0	roxicodone 5_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
RPR SCREEN	RPR SCREEN	300.0	1.0	21.0	21.0	rpr screen	Laboratory	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HC RPR SCREEN	RPR SCREEN	302.0	1.0	184.0	184.0	rpr screen	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
RT EVALUATION DAILY	RT EVALUATION DAILY	410.0	1.0	134.0	134.0	respiratory_therapy evaluation daily	Respiratory Therapy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
RT INO GAS PER HR (UNLISTED)	RT INO GAS PER HR UNLISTED 	636.0	4.0	556.0	139.0	respiratory_therapy inhaled_nitric_oxide gas per hour unlisted	Plan Benefit	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
RT INO THERAPEUTIC PER HR	RT INO THERAPEUTIC PER HR	410.0	4.0	2556.0	639.0	respiratory_therapy inhaled_nitric_oxide therapeutic per hour	Plan Benefit	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
RT POTASSIUM	RT POTASSIUM	300.0	1.0	28.5	28.5	respiratory_therapy potassium	Monitoring	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HC RT - POTASSIUM	RT POTASSIUM	301.0	1.0	99.0	99.0	respiratory_therapy potassium	Monitoring	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
RT RETRO LT HRT CATH CONGENITL	RT RETRO LT HRT CATH CONGENITL	481.0	1.0	4961.5	4961.5	right retrograde left heart catheter congenital	Cardiology	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
RT SODIUM	RT SODIUM	300.0	1.0	30.0	30.0	respiratory_therapy sodium	Monitoring	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HC RT - SODIUM	RT SODIUM	301.0	1.0	108.0	108.0	respiratory_therapy sodium	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HC RT SXN COUGH&DEEP BREATH	RT SXN COUGH&DEEP BREATH	410.0	1.0	61.0	61.0	respiratory_therapy suction cough&deep breath	Respiratory Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC RT SXN COUGH&DEEP BREATH	RT SXN COUGH&DEEP BREATH	460.0	1.0	63.0	63.0	respiratory_therapy suction cough&deep breath	Respiratory Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC RT SXN COUGH&DEEP BREATH	RT SXN COUGH&DEEP BREATH	469.0	1.0	63.0	63.0	respiratory_therapy suction cough&deep breath	Respiratory Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC RT SXN COUGH&DEEP BREATH	RT SXN COUGH&DEEP BREATH	489.0	1.0	62.0	62.0	respiratory_therapy suction cough&deep breath	Respiratory Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I	RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I	361.0	1.0	10076.62	10076.62	retreval intravascular vena_cava filter with without access vessel selxn radiology_supervision_and_interpretation	Radiology	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
HB RUBELLA ANTIBODY IGG	RUBELLA ANTIBODY IGG	300.0	1.0	25.17	25.17	rubella antibody immunoglobulin g	Laboratory	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
RUBELLA ANTIBODY IGG	RUBELLA ANTIBODY IGG	302.0	1.0	164.0	164.0	rubella antibody immunoglobulin g	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
RULE OUT VANCOMYCIN RESISTANT	RULE OUT VANCOMYCIN RESISTANT	306.0	1.0	216.0	216.0	rule_out vancomycin resistant	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HC S AUREUS AMPLIFIED PROBE	S AUREUS AMPLIFIED PROBE	300.0	1.0	121.0	121.0	staphylococcus aureus amplified probe	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HC S AUREUS METHICILLIN RESIST	S AUREUS METHICILLIN RESIST	300.0	1.0	121.0	121.0	staphylococcus aureus methicillin resist	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SAFE SLEEP KIT	SAFE SLEEP KIT	270.0	1.0	141.51	141.51	safe sleep kit	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SAFETY AIRWAY PRECAUTION	SAFETY AIRWAY PRECAUTION	270.0	1.0	296.0	296.0	safety airway precaution	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SAFETY AIRWAY PRECAUTION	SAFETY AIRWAY PRECAUTION	272.0	1.0	296.0	296.0	safety airway precaution	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SALINE FLUSH 0.45% 10ML	SALINE FLUSH 0.45% 10ML	250.0	5.0	32.0	8.0	saline flush 0.45% 10_ml	Diluent / Flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SALINE SOLUTION, STERILE	SALINE SOLUTION STERILE	250.0	2.0	183.86	91.86	saline solution sterile	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SCANNING ANALYSIS AND REPO	SCANNING ANALYSIS AND REPO	731.0	1.0	431.0	431.0	scanning analysis and report	Cardiology	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SCANNING ANALYSIS AND REPORT 48 HRS TO 21 DAYS	SCANNING ANALYSIS AND REPORT 48 HRS TO 21 DAYS	731.0	1.0	829.0	829.0	scanning analysis and report 48 hours to 21 days	Cardiology	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SCDIUM CHLORIDE 0.9% IV	SCDIUM CHLORIDE 0.9% IV	636.0	1.0	23.73	23.73	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SCISSORS S/B 5 DISP	SCISSORS S/B 5 DISP	270.0	1.0	9.54	9.54	scissors sharp/blunt 5 disposable	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SCISSORS, SHARP/BLUNT 5	SCISSORS SHARP/BLUNT 5	250.0	1.0	6.0	6.0	scissors sharp/blunt 5	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SCISSORS , SHARP/BLUNT 5	SCISSORS SHARP/BLUNT 5	270.0	1.0	6.0	6.0	scissors sharp/blunt 5	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SCISSORS,SHARP/BLUNT 5	SCISSORS SHARP/BLUNT 5	271.0	1.0	6.0	6.0	scissors sharp/blunt 5	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SCISSORS, SHARP/BLUNT 5	SCISSORS SHARP/BLUNT 5	272.0	1.0	6.0	6.0	scissors sharp/blunt 5	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SCREEN ANTICOAGULANT (PTT)	SCREEN ANTICOAGULANT PTT 	305.0	1.0	77.0	77.0	screen anticoagulant partial thromboplastin time	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SCREEN FOR PHYSICAL THERAPY	SCREEN FOR PHYSICAL THERAPY	420.0	1.0	0.0	0.0	screen for physical_therapy	PT / OT / Speech Therapy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
SCREEN FOR PHYSICAL THERAPY	SCREEN FOR PHYSICAL THERAPY	424.0	1.0	0.0	0.0	screen for physical_therapy	PT / OT / Speech Therapy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
SCREW 4.0 X 20	SCREW 4.0 X 20	278.0	2.0	5414.0	2707.0	screw 4 by 20	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 4.0 X 25	SCREW 4.0 X 25	278.0	1.0	2707.0	2707.0	screw 4 by 25	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 4.5 X 25	SCREW 4.5 X 25	278.0	3.0	8121.0	2707.0	screw 4.5 by 25	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 5.0 X 30	SCREW 5.0 X 30	278.0	5.0	13535.0	2707.0	screw 5 by 30	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 5.5 X 30	SCREW 5.5 X 30	278.0	3.0	8121.0	2707.0	screw 5.5 by 30	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 5.5 X 35	SCREW 5.5 X 35	278.0	3.0	8121.0	2707.0	screw 5.5 by 35	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW 6.5 X 50	SCREW 6.5 X 50	278.0	2.0	5414.0	2707.0	screw 6.5 by 50	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW KLS-MARTIN R.E.D. II PURPLE LESS AND O/R	SCREW KLS MARTIN R.E.D. II PURPLE LESS AND O/R	278.0	1.0	13596.0	13596.0	screw kls martin rigid external distraction 2 purple less and operating room	Implant	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
SCREW POLY 4.35X20 DEPUY	SCREW POLY 4.35X20 DEPUY	278.0	3.0	8202.0	2734.0	screw poly 4.35x20 depuy	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 4.35X30 DEPUY	SCREW POLY 4.35X30 DEPUY	278.0	1.0	2734.0	2734.0	screw poly 4.35x30 depuy	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 5.0X30 DEPUY	SCREW POLY 5.0X30 DEPUY	278.0	1.0	2734.0	2734.0	screw poly 5.0x30 depuy	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 5.0X35 DEPUY	SCREW POLY 5.0X35 DEPUY	278.0	2.0	5468.0	2734.0	screw poly 5.0x35 depuy	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 5.0X40 DEPUY	SCREW POLY 5.0X40 DEPUY	278.0	4.0	10936.0	2734.0	screw poly 5.0x40 depuy	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 6.5X30	SCREW POLY 6.5X30	278.0	2.0	8106.0	4053.0	screw poly 6.5 by 30	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW POLY 6.5X45	SCREW POLY 6.5X45	278.0	2.0	8106.0	4053.0	screw poly 6.5 by 45	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW SAS 6.5X35	SCREW SAS 6.5X35	278.0	3.0	14592.0	4864.0	screw sas 6.5 by 35	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW SAS 6.5X40	SCREW SAS 6.5X40	278.0	6.0	29184.0	4864.0	screw sas 6.5 by 40	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW SAS 6.5X45	SCREW SAS 6.5X45	278.0	1.0	4864.0	4864.0	screw sas 6.5 by 45	Implant	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SCREW SET TI SUBGKE DEPUY	SCREW SET TI SUBGKE DEPUY	278.0	10.0	4440.0	444.0	screw set ticron 3 0 subgke depuy	Capital Equipment	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SCREW SLF DRILLING 4MM	SCREW SLF DRILLING 4MM	278.0	14.0	4228.0	302.0	screw self drilling 4mm	Implant	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB SCREW SONICPIN RX 2.1X 4MM	SCREW SONICPIN RX 2.1X 4MM	270.0	2.0	812.0	406.0	screw sonicpin rx 2.1 by 4mm	Implant	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SCREWS MATRIX NEURO TITANIUM SELF DRILLING 4 MM	SCREWS MATRIX NEURO TITANIUM SELF DRILLING 4 MM	278.0	10.0	3020.0	302.0	screws matrix neurology titanium self drilling 4 millimeters	Implant	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB SDS IN HOLDING OR RN	SDS IN HOLDING OR RN	360.0	1.0	251.29	251.29	sds individual holding operating_room rn	OR / Anesthesia / Recovery Room	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB SDS NURSING PREP FOR MR OTHER	SDS NURSING PREP FOR MR OTHER	610.0	1.0	588.7	588.7	sds nursing preparation for mr other	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SEAL, COHESIVE EAKIN 4IN	SEAL COHESIVE EAKIN 4IN	270.0	1.0	18.0	18.0	seal cohesive eakin 4 inches	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HB SEALANT HMSTTC FLO - SEAL THROM	SEALANT HMSTTC FLO SEAL THROM	270.0	1.0	645.0	637.0	sealant hemostatic flo seal thrombolytic	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SEDIMENTATION RAT	SEDIMENTATION RAT	305.0	1.0	121.0	121.0	sedimentation rate	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB SEDIMENTATION RATE	SEDIMENTATION RATE	300.0	1.0	57.5	57.5	sedimentation rate	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SEDIMENTATION RATE	SEDIMENTATION RATE	301.0	1.0	79.25	79.25	sedimentation rate	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB - SEDIMENTATION RATE	SEDIMENTATION RATE	305.0	1.0	59.0	54.0	sedimentation rate	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SEDIMENTATION RATE	SEDIMENTATION RATE	306.0	1.0	43.0	43.0	sedimentation rate	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SEDIMENTATION RATE	SEDIMENTATION RATE	402.0	1.0	63.0	63.0	sedimentation rate	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SEDIMENTATION RATE (	SEDIMENTATION RATE 	300.0	1.0	44.0	44.0	sedimentation rate	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SEDIMENTATION RATE-ESR	SEDIMENTATION RATE ESR	300.0	1.0	55.0	55.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HC SEDIMENTATION RATE (ESR	SEDIMENTATION RATE ESR	305.0	1.0	63.4	63.4	sedimentation rate erythrocyte_sedimentation_rate	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SEDIMENTATION RATE (ESR)	SEDIMENTATION RATE ESR 	300.0	1.0	74.0	74.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC SEDIMENTATION RATE (ESR)	SEDIMENTATION RATE ESR 	305.0	1.0	26.0	26.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SEDIMENTATION RATE RBC AUT	SEDIMENTATION RATE RBC AUT	305.0	1.0	97.0	97.0	sedimentation rate red_blood_cell automated	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SEDIMENTATION RATE RBC AUTOMATED	SEDIMENTATION RATE RBC AUTOMATED	305.0	1.0	93.0	93.0	sedimentation rate red_blood_cell automated	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SELENIOUS ACID 40MCG/ML 10M INJ	SELENIOUS ACID 40MCG/ML 10M INJ	636.0	1.0	24.0	24.0	selenious acid 40_mcg/ml 10m injection	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HC SELENIUM	SELENIUM	300.0	1.0	362.0	362.0	selenium	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
