descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	Dominant CC	# of descriptions	% Dominance
SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	258.0	1.0	55.0	55.0	sodium chloride 0.9% 0.9% solution 50_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	250.0	1.0	34.0	34.0	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	258.0	1.0	20.5	20.5	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	636.0	1.0	29.3	29.3	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	250.0	1.0	129.15	66.5	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	258.0	1.0	34.58	17.29	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	301.0	1.0	13.14	13.14	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant	Laboratory	924.0	79.2207792208
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	636.0	1.0	43.05	43.05	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	250.0	1.0	62.0	62.0	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
HC SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	258.0	1.0	46.2	46.2	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	259.0	1.0	4.85	4.85	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	636.0	1.0	12.4	12.4	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 100ML 0264-1800-32	SODIUM CHLORIDE 0.9% 100ML 0264 1800 32	250.0	1.0	28.05	28.05	sodium chloride 0.9% 100_ml 264 1800 32	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 100ML BAG	SODIUM CHLORIDE 0.9% 100ML BAG	250.0	1.0	0.0	0.0	sodium_chloride 0.9% 100 ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 100ML BAG	SODIUM CHLORIDE 0.9% 100ML BAG	258.0	1.0	28.75	28.75	sodium_chloride 0.9% 100 ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	250.0	1.0	49.75	49.75	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	258.0	1.0	65.85	60.0	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	636.0	1.0	116.0	116.0	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE - 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	250.0	1.0	75.0	75.0	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
HC SODIUM CHLORIDE 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	258.0	1.0	76.65	76.65	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	259.0	1.0	71.5	71.5	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	636.0	1.0	75.0	75.0	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 250ML 0264-7800-20	SODIUM CHLORIDE 0.9% 250ML 0264 7800 20	250.0	1.0	28.05	28.05	sodium_chloride 0.9% 250 ml 0264 7800 20	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 250ML BAG	SODIUM CHLORIDE 0.9% 250ML BAG	250.0	1.0	13.0	13.0	sodium_chloride 0.9% 250 ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 250ML BAG	SODIUM CHLORIDE 0.9% 250ML BAG	258.0	1.0	0.0	0.0	sodium_chloride 0.9% 250 ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	250.0	1.0	49.95	49.95	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	258.0	1.0	57.5	50.0	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	636.0	1.0	183.0	183.0	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 25ML	SODIUM CHLORIDE 0.9% 25ML	250.0	1.0	175.0	88.52	sodium chloride 0.9% 25_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 25ML	SODIUM CHLORIDE 0.9% 25ML	636.0	1.0	52.65	52.65	sodium chloride 0.9% 25_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% 3ML INHA	SODIUM CHLORIDE 0.9% 3ML INHA	250.0	3.0	55.5	18.5	sodium chloride 0.9% 3_ml inhalation	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	250.0	1.0	175.0	94.01	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	258.0	1.0	78.0	54.45	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	259.0	1.0	71.5	71.5	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	301.0	3.0	277.5	92.5	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Laboratory	924.0	79.2207792208
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	636.0	1.0	80.5	80.5	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% (50ML)	SODIUM CHLORIDE 0.9% 50ML 	251.0	2.0	0.0	0.0	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 0.9% 50ML 5 0264-1800-31	SODIUM CHLORIDE 0.9% 50ML 5 0264 1800 31	250.0	1.0	28.05	28.05	sodium chloride 0.9% 50_ml 5 264 1800 31	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 50ML BAG	SODIUM CHLORIDE 0.9% 50ML BAG	250.0	1.0	43.5	23.1	sodium chloride 0.9% 50_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 50ML BAG	SODIUM CHLORIDE 0.9% 50ML BAG	258.0	2.0	57.5	28.75	sodium chloride 0.9% 50_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% 50ML MB+	SODIUM CHLORIDE 0.9% 50ML MB+	250.0	1.0	187.86	187.86	sodium chloride 0.9% 50_ml mb and	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% 50ML MB+	SODIUM CHLORIDE 0.9% 50ML MB+	258.0	1.0	38.74	38.74	sodium chloride 0.9% 50_ml mb and	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	250.0	1.0	19.3	19.3	sodium chloride 0.9% flush	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	270.0	1.0	8.9	8.9	sodium chloride 0.9% flush	Diluent / Flush / Irrigant	Supply	1919.0	86.294945284
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	272.0	1.0	9.0	9.0	sodium chloride 0.9% flush	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	636.0	1.0	19.3	19.3	sodium chloride 0.9% flush	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	250.0	1.0	52.0	52.0	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	251.0	1.0	12.8	12.8	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	258.0	1.0	14.95	3.7	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	259.0	1.0	12.45	12.45	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	270.0	2.0	146.0	73.0	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Supply	1919.0	86.294945284
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	636.0	1.0	30.13	30.13	sodium chloride 0.9% injection	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% INJ 10ML	SODIUM CHLORIDE 0.9% INJ 10ML	250.0	1.0	33.24	33.24	sodium chloride 0.9% injection 10_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% INJ 10ML	SODIUM CHLORIDE 0.9% INJ 10ML	258.0	1.0	15.0	15.0	sodium chloride 0.9% injection 10_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% INJ 10ML	SODIUM CHLORIDE 0.9% INJ 10ML	259.0	1.0	2.5	2.5	sodium chloride 0.9% injection 10_ml	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	250.0	1.0	4.16	4.16	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% (IV	SODIUM CHLORIDE 0.9% IV	258.0	1.0	32.0	32.0	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	259.0	2.0	5.5	2.75	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	274.0	5.0	54.0	10.8	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Supply	24.0	87.5
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	350.0	1.0	8.88	8.88	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Pharmacy	40.0	45.0
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	636.0	1.0	100.0	100.0	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	250.0	1.0	170.0	170.0	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	251.0	1.0	170.0	170.0	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	258.0	1.0	170.0	170.0	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	636.0	1.0	180.0	180.0	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	250.0	1.0	113.0	113.0	sodium_chloride 0.9% parenteral solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM   CHLORIDE  0.9% PARENTERAL   SOLUTION	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	636.0	1.0	105.0	105.0	sodium_chloride 0.9% parenteral solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM   CHLORIDE   0.9% PARENTERAL   SOLUTION  100 ML	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION 100 ML	636.0	1.0	52.0	52.0	sodium_chloride 0.9% parenteral solution 100_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM   CHLORIDE   0.9% PARENTERAL   SOLUTION  150 ML	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION 150 ML	636.0	2.0	210.0	105.0	sodium_chloride 0.9% parenteral solution 150_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	250.0	1.0	113.46	113.46	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	636.0	1.0	85.5	85.5	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	638.0	1.0	30.85	30.85	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant	Pharmacy	21.0	80.9523809524
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	836.0	1.0	103.3	103.3	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant	Pharmacy	13.0	84.6153846154
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	838.0	1.0	30.85	30.85	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant	Pharmacy	4.0	75.0
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	250.0	1.0	34.15	34.15	sodium chloride 0.9% so	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	258.0	1.0	70.0	70.0	sodium chloride 0.9% so	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	272.0	1.0	40.0	40.0	sodium chloride 0.9% so	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	250.0	1.0	5.7	5.7	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	258.0	1.0	2.55	2.55	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	259.0	1.0	136.41	136.41	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	636.0	1.0	136.41	136.41	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOL 100ML	SODIUM CHLORIDE 0.9% SOL 100ML	250.0	1.0	11.9	11.9	sodium chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	250.0	1.0	9.14	7.0	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% - SOLN	SODIUM CHLORIDE 0.9% SOLN	258.0	1.0	65.5	65.5	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	270.0	1.0	6.9	6.9	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Supply	1919.0	86.294945284
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	636.0	1.0	7.0	7.0	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	638.0	1.0	30.85	30.85	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	21.0	80.9523809524
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	836.0	1.0	30.85	30.85	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	13.0	84.6153846154
SODIUM CHLORIDE 0.9% SOLN HPH0-0000-30	SODIUM CHLORIDE 0.9% SOLN HPH0 0000 30	250.0	1.0	4.0	4.0	sodium chloride 0.9% solution hph0 0 30	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP	SODIUM CHLORIDE 0.9% SOLP	250.0	1.0	162.0	162.0	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP	SODIUM CHLORIDE 0.9% SOLP	258.0	1.0	204.12	204.12	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP	SODIUM CHLORIDE 0.9% SOLP	636.0	1.0	17.79	17.79	sodium chloride 0.9% solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 1,000 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 1 000 ML FLEX CONT	250.0	4.0	162.0	40.5	sodium_chloride 0.9% solution 1 000_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 1,000 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 1 000 ML FLEX CONT	258.0	1.0	248.58	248.58	sodium_chloride 0.9% solution 1 000_ml flex cont	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 1,000 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 1 000 ML FLEX CONT	259.0	1.0	248.58	248.58	sodium_chloride 0.9% solution 1 000_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 0.9% SOLP 1 000 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 1 000 ML FLEX CONT	636.0	4.0	162.0	40.5	sodium_chloride 0.9% solution 1 000_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	250.0	1.0	162.0	162.0	sodium_chloride 0.9% solution 100_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	258.0	1.0	85.75	85.75	sodium_chloride 0.9% solution 100_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	SODIUM CHLORIDE 0.9% SOLP 100 ML BAG	636.0	1.0	162.0	162.0	sodium_chloride 0.9% solution 100_ml bag	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	250.0	1.0	162.0	162.0	sodium_chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	258.0	1.0	67.5	67.5	sodium_chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	SODIUM CHLORIDE 0.9% SOLP 250 ML BAG	636.0	1.0	106.8	106.8	sodium_chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	250.0	1.0	18.1	18.1	sodium_chloride 0.9% solution 250_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	258.0	1.0	110.0	110.0	sodium_chloride 0.9% solution 250_ml flex cont	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT	636.0	1.0	50.0	50.0	sodium_chloride 0.9% solution 250_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	250.0	1.0	66.15	66.15	sodium_chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	258.0	1.0	79.125	79.125	sodium_chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	272.0	5.0	56.5	11.3	sodium_chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% SOLP 50 ML BAG	636.0	1.0	75.0	75.0	sodium_chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	250.0	2.0	162.0	81.0	sodium_chloride 0.9% solution 500_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	258.0	1.0	165.0	165.0	sodium_chloride 0.9% solution 500_ml flex cont	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	SODIUM CHLORIDE 0.9% SOLP 500 ML FLEX CONT	636.0	2.0	162.0	81.0	sodium_chloride 0.9% solution 500_ml flex cont	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
SODIUM  CHLORIDE  0.9%  SYRG	SODIUM CHLORIDE 0.9% SYRG	250.0	1.0	35.33	35.33	sodium chloride 0.9% syringe	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 0.9% SYRG	SODIUM CHLORIDE 0.9% SYRG	251.0	2.0	6.4	3.2	sodium chloride 0.9% syringe	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 0.9% SYRG	SODIUM CHLORIDE 0.9% SYRG	258.0	1.0	9.15	9.15	sodium chloride 0.9% syringe	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE	SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE	250.0	1.0	34.93	34.93	sodium chloride 0.9% syringe 10_ml syringe	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
