descrip,rev_code,proc_code,units,billed_amount,norm_billed_amount,﻿DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
HC TRANSFERASE; ALANINE AMINO (ALT) (SGP,300.0,-100.0,1.0,43.0,43.0,2181.0,HC TRANSFERASE; ALANINE AMINO (ALT) (SGP,transferase alanine amino an alanine aminotransferase test sgp,Laboratory
HC TRANSFERASE; ASPARTATE AMINO (AST) (S,300.0,-100.0,1.0,43.0,43.0,1966.0,HC TRANSFERASE; ASPARTATE AMINO (AST) (S,transferase aspartate amino aspartate_aminotransferase_test sigma,Laboratory
HC TRANSFUSION BLD/BLD COMPONE,391.0,-100.0,1.0,1047.02,1047.02,,,,
HC TRANSPLANT KIDNEY DONOR EVAL,300.0,-100.0,1.0,47.0,47.0,,,,
HC TRAUMA RESPONSE TEAM ASSOC,681.0,-100.0,1.0,9563.73,9563.73,,,,
HC TRAY 16FR CLOSED SYS METER W/V GLOVE,270.0,-100.0,1.0,53.84,53.84,,,,
HC TRAY CATH COUDE 14-18FR W/URINE METER,270.0,-100.0,1.0,85.48,85.48,,,,
HC TRAY LUMBAR PUNCT,270.0,-100.0,1.0,51.31,51.31,,,,
HC TROPONIN - I,301.0,-100.0,3.0,223.35,74.45,,,,
"HC TROPONIN, QUANTITATIVE",300.0,-100.0,1.0,110.0,110.0,,,,
HC TSH W/ REFLEX FREE T4,300.0,-100.0,1.0,111.0,111.0,,,,
HC TUBE LUKENS COLLECT,270.0,-100.0,1.0,5.83,5.83,,,,
HC TUBING PRESSURE,270.0,-100.0,1.0,24.21,24.21,,,,
HC URIC ACID; BLOOD,300.0,-100.0,1.0,45.0,45.0,,,,
HC URIN DRAIN SET,270.0,-100.0,1.0,9.63,9.63,,,,
HC URINALYSIS NONAUTO W/O MICRO,300.0,-100.0,1.0,26.0,26.0,,,,
HC URINE SEDIMENT (MICRO),300.0,-100.0,1.0,27.0,27.0,,,,
HC URO-SHEATHS,270.0,-100.0,2.0,14.34,7.17,,,,
HC US ABD LTD,402.0,-100.0,1.0,778.0,778.0,,,,
HC US GUIDED NDL PL S&I,402.0,-100.0,1.0,1103.0,1103.0,,,,
HC US GUIDED VASCULAR ACCESS,402.0,-100.0,1.0,976.0,976.0,,,,
HC US VASC ACCESS SITS VSL PAT,320.0,-100.0,1.0,76.18,76.18,,,,
HC VANCOMYCIN,300.0,-100.0,1.0,130.0,130.0,1756.0,HC VANCOMYCIN,vancomycin,Pharmacy
"HC VARICELLA-ZOSTER VIRUS BY PCR, BAL-",300.0,-100.0,1.0,349.0,349.0,,,,
HC VASCULAR EMBOLIZATION OR OC,480.0,-100.0,1.0,13638.68,13638.68,,,,
"HC VENIPUNCTURE,  ROUTINE",300.0,-100.0,1.0,39.13,39.13,,,,
"HC VENIPUNCTURE, ROUTINE",300.0,-100.0,1.0,39.13,39.13,,,,
HC VENT MANGMNT INPT/OBS INIT DAY,410.0,-100.0,1.0,1340.01,1340.01,,,,
HC VENTILATION ASSIST & MGMT I,410.0,-100.0,1.0,1454.29,1454.29,,,,
HC VENTILATOR MGMT INPAT/OBS SUBSEQ DAY,412.0,-100.0,1.0,1332.0,1332.0,2276.0,HC VENTILATOR MGMT INPAT/OBS SUBSEQ DAY,ventilator management inpatient/observation subsequent day,Respiratory Therapy
HC XEROFORM ROLL,270.0,-100.0,1.0,22.6,22.6,,,,
HC XR CHEST 1 VIEW,320.0,-100.0,1.0,360.0,360.0,1924.0,HC XR CHEST 1 VIEW,x-ray chest 1 view,Radiology
HC XR CHEST 2 VIEWS,320.0,-100.0,1.0,392.0,392.0,,,,
HC XR FLUORO CV ACCESS DEVICE PLACEMENT,320.0,-100.0,1.0,792.0,792.0,,,,
HC YANK HAUER,270.0,-100.0,1.5,2.82,1.88,,,,
HC YH MD/SRG/GYN S/P DLY,121.0,-100.0,1.0,4258.0,4258.0,,,,
HC YH MED INTENS CARE UN,202.0,-100.0,1.0,9851.0,9851.0,,,,
HEAT HUMID HIGH FLOW THERAPY PER DAY,-100.0,-100.0,1.0,956.2,956.2,,,,
HEMATOCRIT,300.0,-100.0,1.0,39.0,39.0,2171.0,HEMATOCRIT,hematocrit,Laboratory
HEMATOCRIT,305.0,-100.0,1.0,39.0,39.0,2171.0,HEMATOCRIT,hematocrit,Laboratory
HEMATOCRIT,-100.0,-100.0,1.0,58.3,58.3,2171.0,HEMATOCRIT,hematocrit,Laboratory
"HEMOGLOB, FREE, SERUM OR PLASM",301.0,-100.0,1.0,106.0,106.0,,,,
HEMOGLOBIN,300.0,-100.0,1.0,39.0,39.0,602.0,HEMOGLOBIN,hemoglobin,Laboratory
HEMOGLOBIN & HEMATOCRIT-A,305.0,85014,1.0,12.0,12.0,,,,
HEMOGLOBIN & HEMATOCRIT-B,305.0,85018,1.0,12.0,12.0,,,,
HEMOGLOBIN GLYCOSYLATED,301.0,-100.0,1.0,388.0,388.0,,,,
HEMOGLOBIN S SCREEN 1 UNIT,-100.0,-100.0,1.0,132.2,132.2,,,,
HEMOGRAM W/O DIFFERENTIAL,300.0,-100.0,2.0,212.0,106.0,1992.0,HEMOGRAM W/O DIFFERENTIAL,hemogram without differential,Laboratory
HEMOSTAT X_66485,270.0,-100.0,1.0,38.8,38.8,,,,
HEP 5000UN VL,250.0,J1644,1.0,8.3,8.3,,,,
HEP B RECOMBIVAX 5MCG/0.5ML 3 DOSE,-100.0,-100.0,1.0,41.8,41.8,,,,
HEP-LOCK 100U/ML VIAL 5ML; HEPARIN SOD (PORCINE) LK FLSH 100 U,250.0,-100.0,1.0,23.5,23.5,,,,
"HEPARIN (1,000 UNITS/ML) 1,000 UNIT/ML SOLN",250.0,-100.0,10.0,10.56,1.056,,,,
HEPARIN 100 UNITS/ML 5 ML ECMO,-100.0,-100.0,1.0,29.2,29.2,,,,
HEPARIN 1000U/250ML NS OR USE,-100.0,-100.0,2.0,129.85,64.925,,,,
HEPARIN 1000U/500ML PREMIX BAG; HEPARIN 2 UNITS/ML PREMIX 1000 UNIT,-100.0,-100.0,1.0,61.82,61.82,,,,
HEPARIN 1000U/ML 10ML VIAL; HEPARIN 1000 UNITS/ML 10 ML,-100.0,-100.0,1.0,18.82,18.82,,,,
HEPARIN 10ML VL 1000U/ML OR USE,-100.0,-100.0,15.0,12.9,0.945,,,,
"HEPARIN 25,000 PREMIX 250 ML B; HEPARIN 25,000 UNITS/250 ML PREMX",-100.0,-100.0,1.0,95.09,95.09,,,,
HEPARIN 5000UNITS/ML,-100.0,-100.0,13.0,9.5,0.742307692308,,,,
HEPARIN 500U/500ML NS,-100.0,-100.0,1.0,25.9,25.9,,,,
HEPARIN 50U/50ML 0.45NS,-100.0,-100.0,1.0,24.4,24.4,,,,
HEPARIN ASSAY,305.0,-100.0,3.0,885.0,295.0,2074.0,HEPARIN ASSAY,heparin assay,Laboratory
"HEPARIN PF 1,000 UNIT/ML 2 ML",-100.0,-100.0,1.0,6.2,6.2,,,,
HEPARIN PF 100 UNITS/ML,636.0,-100.0,50.0,6.9,0.138,,,,
HEPARIN PF4 PLATELET ANTIB,302.0,-100.0,1.0,2925.0,2925.0,,,,
HEPARIN PLATELET ANTIBODY,302.0,-100.0,1.0,2422.0,2422.0,,,,
HEPARIN SOD 1000 U/ML 10ML,636.0,-100.0,1.0,90.0,90.0,,,,
HEPARIN SODIUM 1000U/ML T; HEPARIN SOD (PORCINE) 1000 UNIT/ML,-100.0,-100.0,1.0,23.5,23.5,,,,
HEPARIN SODIUM PER 1000 UNITS,250.0,-100.0,4.5,15.88,5.41857142857,,,,
HEPARN SODIUM PER 10 UNITS INJ,250.0,-100.0,6.0,16.38,2.73,,,,
HEPATITIS A VACCINE PEDIATRIC,-100.0,-100.0,1.0,44.55,44.55,,,,
HEPATITIS B CORE ANTIBODY,-100.0,-100.0,1.0,114.7,114.7,,,,
HEPATITIS B PEDIATRIC (HEPB),-100.0,-100.0,1.0,41.8,41.8,,,,
HEPATITIS B SURFACE ANTIBODY,-100.0,-100.0,1.0,116.45,116.45,,,,
HEPATITIS B SURFACE ANTIGEN,-100.0,-100.0,1.0,82.8,82.8,,,,
HIV ANTIGEN AND ANTIBODY SCN,-100.0,-100.0,1.0,103.4,103.4,,,,
HLA AB SPECIFICITY MON CLASS I,-100.0,-100.0,1.0,294.0,294.0,,,,
HLA AB SPECIFICITY MON CLASS II,-100.0,-100.0,1.0,300.8,300.8,,,,
HLA ANTIBODY DETECTION,-100.0,-100.0,1.0,552.9,552.9,,,,
HLA ANTIBODY SPECIFICITY CLASS I,-100.0,-100.0,1.0,294.0,294.0,,,,
HLA ANTIBODY SPECIFICITY CLASS II,-100.0,-100.0,1.0,300.8,300.8,,,,
HLA CLASS I+II TYPING,-100.0,-100.0,1.0,2674.0,2674.0,,,,
"HLA CLASS II DR, DQ TYPING",-100.0,-100.0,0.0,0.0,1184.4,,,,
HLA DNA STORAGE,302.0,-100.0,1.0,0.0,0.0,,,,
HLA HD QUAL AB CLASS I,-100.0,-100.0,1.0,477.8,477.8,,,,
HLA HD QUAL AB CLASS II,-100.0,-100.0,1.5,1010.05,558.55,,,,
HLA LOW RES CLASS I & II,319.0,-100.0,1.0,3112.0,3112.0,,,,
HLA LOW RES CLASS II LOCUS,319.0,-100.0,1.0,1556.0,1556.0,,,,
HLA LUMINEX CLASS II HD,302.0,-100.0,1.0,544.0,544.0,,,,
HLA SERUM ALIQUOT,302.0,-100.0,1.0,0.0,0.0,,,,
HSCRP,300.0,-100.0,1.0,141.0,141.0,,,,
HUMALOG 100U/ML PEN 3ML IN,636.0,-100.0,1.0,95.5,95.5,,,,
HUMALOG MIX 75/25 PEN INJ,636.0,-100.0,1.0,95.5,95.5,,,,
HW-BLOOD TRANSFUSION,391.0,-100.0,1.0,680.0,680.0,,,,
HW-CHEMO IV INFUSION INITAL,335.0,-100.0,1.0,441.0,441.0,,,,
HYDRALAZINE 20MG/ML VIAL I,636.0,-100.0,1.0,219.0,219.0,,,,
HYDROCHLOROTHIAZIDE SUSP (5 MG/ML),-100.0,-100.0,1.0,31.95,31.95,,,,
HYDROCODONE-APAP 5/325; ACETAMINOPHEN/HYDROCODONE 325/5 TAB,-100.0,-100.0,1.0,2.75,2.75,,,,
HYDROCORT SUCC 10MG/ML IN NS,-100.0,-100.0,1.0,216.6,216.6,,,,
HYDROCORTISON ORAL SUSP 1MG/ML,-100.0,-100.0,1.0,32.15,32.05,,,,
HYDROCORTISONE SS UP TO 100MG,250.0,-100.0,4.0,2.24,0.56,2078.0,HYDROCORTISONE SS UP TO 100MG,hydrocortisone ss up to 100_mg,Pharmacy
HYDROCORTISONE SUCC 0.8MG/ML NS,-100.0,-100.0,1.0,216.5,216.5,,,,
HYDROMOR 1MG AMP,250.0,J1170,1.0,8.9,8.9,,,,
HYDROMORPHONE 10MG/ML 5ML,-100.0,-100.0,1.0,215.8,215.8,,,,
HYDROMORPHONE 1MG/ML INJ.,250.0,-100.0,2.5,224.035,89.99125,2404.0,HYDROMORPHONE 1MG/ML INJ.,hydromorphone 1_mg/ml injection,Pharmacy
HYDROMORPHONE 1MG/ML SYR 1,636.0,-100.0,1.0,23.5,23.5,,,,
HYDROMORPHONE HCL 2MG/1ML SYR; HYDRMORPHONE 2 MG/ML INJ,-100.0,-100.0,1.0,23.5,23.5,,,,
HYDROMORPHONE ORAL 0.5MG/0.5ML UD,-100.0,-100.0,1.0,27.85,27.85,,,,
HYDROMORPHONE PCA 1MG/ML INJ 3,250.0,-100.0,1.0,97.25,97.25,,,,
HYDROMORPHONE SPEC DIL INJ 0.2 MG/ML,-100.0,-100.0,1.0,86.9,86.9,,,,
IBUPROFEN 400MG TABLET; IBUPROFEN 400 MG TAB,-100.0,-100.0,1.0,2.75,2.75,,,,
IBUPROFEN ORAL SUSP 100MG/5ML UD,250.0,-100.0,3.0,58.25,19.4166666667,6584.0,IBUPROFEN ORAL SUSP 100MG/5ML UD,ibuprofen oral suspension 100 mg/5 ml unit dose,Pharmacy
ICU CARDIACA/ASCULAR SURG,-100.0,-100.0,1.0,7188.3,7188.3,,,,
ILIAC REVASC W/STENT,-100.0,-100.0,1.0,13875.0,13875.0,,,,
ILIAC REVASC W/TLA,-100.0,-100.0,1.0,13907.75,13907.75,,,,
IMMUNE GLOBULIN 10% SOLN,250.0,-100.0,80.0,15559.2,194.49,,,,
IMMUNOGLOBULIN G,-100.0,-100.0,1.0,109.6,109.6,6587.0,IMMUNOGLOBULIN G,immunoglobulin g,Laboratory
IMMUNOPEROXIDASE,310.0,-100.0,1.0,780.0,780.0,,,,
IMMUNOPEROXIDASE EACH AB,-100.0,-100.0,1.0,365.2,365.2,,,,
IMMUNOPEROXIDASE PROFEE,-100.0,-100.0,1.0,333.7,333.7,,,,
INFANT CATH KIT 5.0 FR X,270.0,-100.0,1.0,13.4,13.4,,,,
INFLATOR INDEFLATOR,272.0,-100.0,1.0,720.0,720.0,,,,
INFLUENZA B PCR SCREEN,300.0,-100.0,1.0,45.0,45.0,,,,
INJ ADRENALN EPINEPH PER 0.1MG,250.0,-100.0,1.0,19.91,19.91,,,,
INJECT L VENTR/ATRIAL ANGIO,-100.0,-100.0,1.0,1009.1,1009.1,,,,
INJECT SUPRVLV AORTOGRAPHY,-100.0,-100.0,1.0,1009.1,1009.1,,,,
INSERT WARMER DISP X_871,270.0,-100.0,1.0,25.3,25.3,,,,
INSRT PERIPH PICC W/O,-100.0,-100.0,1.0,2563.7,2563.7,,,,
INSULIN HUMAN REG 100U/ML SYR,-100.0,-100.0,10.0,68.8,6.88,,,,
INSULIN REGULAR HUMAN 100 UNIT/ML SOLN,999.0,-100.0,2.0,3.0,1.5,2179.0,INSULIN REGULAR HUMAN 100 UNIT/ML SOLN,insulin regular human 100_units/ml solution,Pharmacy
INSYTE IV CATH 24GAX0.56,270.0,-100.0,5.0,106.0,21.2,,,,
INTENSIVE CARE; ROOM 290/ I,-100.0,-100.0,1.0,3234.0,3234.0,,,,
INTERPHASE ISH10-30CLS P11,311.0,-100.0,6.0,1632.0,272.0,,,,
INTERPHASE ISH100-300CLS P,311.0,-100.0,2.0,544.0,272.0,,,,
INTRO MICRO PUN STIF W/SS&NIT,-100.0,-100.0,1.0,238.0,238.0,,,,
INTRO SHEATH ENGAGE 5-8FR,-100.0,-100.0,1.0,90.0,90.0,,,,
INTRODUCER/SHEATH,278.0,-100.0,1.0,584.0,584.0,,,,
IOHEXOL 350 MG IODINE/ML SOLN,250.0,-100.0,80.0,35.04,0.438,,,,
IONIZED CALCIUM,300.0,-100.0,1.0,156.0,156.0,2048.0,IONIZED CALCIUM,ionized calcium,Laboratory
IONIZED CALCIUM,-100.0,-100.0,1.0,134.2,134.2,2048.0,IONIZED CALCIUM,ionized calcium,Laboratory
IPRATROPIUM 0.5MG/2.5ML SOLN UD,252.0,-100.0,1.0,56.6,56.6,2051.0,IPRATROPIUM 0.5MG/2.5ML SOLN UD,ipratropium 0.5_mg/2.5_ml solution ud,Pharmacy
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEBU,999.0,-100.0,1.0,3.0,3.0,,,,
"IRON, SERUM",-100.0,-100.0,1.0,115.9,115.9,,,,
IRRADIATE FEE,300.0,-100.0,1.0,59.4,59.4,,,,
IRRADIATION EACH UNIT,-100.0,-100.0,1.0,81.1,81.1,,,,
IRRADIATION SERVICE PTS,302.0,-100.0,1.0,0.0,0.0,,,,
ISOPROTERENOL 0.2MG/ML,-100.0,-100.0,8.0,7476.8,934.6,,,,
IV INF HYDRATION EACH ADD'L HR,-100.0,-100.0,3.0,306.0,102.0,,,,
IV START,260.0,-100.0,3.0,732.0,244.0,,,,
IV TEAM VISIT NC,260.0,-100.0,20.0,0.0,0.0,,,,
IVP/IVPB<16MIN SINGLE/INIT RX,-100.0,-100.0,1.0,231.25,231.25,,,,
K-DUR 20MEQ TABLET; POTASSIUM CHLORIDE 20 MEQ TABCR,-100.0,-100.0,1.0,2.75,2.75,,,,
KCL INJ 2MEQ/ML,-100.0,-100.0,10.0,9.25,0.925,,,,
KCL LIQ 2.67MEQ/ML,-100.0,-100.0,2.0,35.05,17.525,,,,
KIT NEONATE TRANSDUCER X,270.0,-100.0,1.0,114.1,114.1,,,,
KIT PEDIATRIC BASIC MINOR,272.0,-100.0,1.0,163.69,163.69,,,,
L HRT ART VNTRCL ANGIO IMG,481.0,-100.0,1.0,10574.0,10574.0,,,,
L-ABO RH BLOOD TYPING,-100.0,-100.0,1.0,93.0,93.0,,,,
L-BASIC METABOLIC PROFILE,-100.0,-100.0,1.0,175.0,175.0,,,,
"L-BLOOD,L/R,IRRADIATED,UN",-100.0,-100.0,1.0,600.0,600.0,,,,
L-CBC W/ AUTO,-100.0,-100.0,1.0,125.0,125.0,,,,
L-CEA,-100.0,-100.0,1.0,102.0,102.0,,,,
L-COMPREHENSIVE META PROF,-100.0,-100.0,1.0,215.0,215.0,,,,
L-COOMBS INDIRECT,-100.0,-100.0,1.0,63.0,63.0,,,,
L-CULT BLOOD,-100.0,-100.0,1.0,116.0,116.0,,,,
L-DECALCIFICATION,-100.0,-100.0,1.0,95.0,95.0,,,,
L-ELECTRONIC CRITERIA,-100.0,-100.0,2.0,108.0,54.0,,,,
L-ESR-WESTERGREN,-100.0,-100.0,1.0,58.0,58.0,,,,
L-FECAL-OCCULT BLOOD TEST IMMU,-100.0,-100.0,1.0,69.0,69.0,,,,
L-GROUP II SPECIAL STAINS,-100.0,-100.0,1.0,157.0,157.0,,,,
L-IMMEDIATE SPIN,-100.0,-100.0,2.0,232.0,116.0,,,,
L-LDH,-100.0,-100.0,1.0,63.0,63.0,,,,
L-LEVEL IV - PATH TISSUE,-100.0,-100.0,1.0,261.0,261.0,,,,
L-LIPASE,-100.0,-100.0,1.0,63.0,63.0,,,,
"L-PLATELETS,APH, L/R UNIT",-100.0,-100.0,1.0,1619.0,1619.0,,,,
"L-PLATELETS,APH,L/R,IRRAD",-100.0,-100.0,1.0,1371.0,1371.0,,,,
L-PROTHROMBIN,-100.0,-100.0,1.0,70.0,70.0,,,,
L-RH D,-100.0,-100.0,1.0,35.0,35.0,,,,
L-UA W/ MICROSCOPIC,-100.0,-100.0,1.0,59.0,59.0,,,,
L-VENIPUNCTURE,300.0,-100.0,1.0,12.0,12.0,,,,
LACTATE DEHYDROGENASE,301.0,-100.0,1.0,216.0,216.0,,,,
LACTATE WHOLE BLOOD,301.0,-100.0,1.0,151.0,151.0,2094.0,LACTATE WHOLE BLOOD,lactate whole blood,Laboratory
LACTATED RINGERS (NEW BAG) SOLP,250.0,-100.0,1.0,12.0,12.0,,,,
LACTATED RINGERS SOLP,250.0,-100.0,1.0,6.0,6.0,5590.0,LACTATED RINGERS SOLP,lactated_ringers solution,Pharmacy
LACTIC ACID (LACTATE),-100.0,-100.0,1.0,138.4,138.4,622.0,LACTIC ACID (LACTATE),lactic acid lactate,Laboratory
LACTOBACILLUS CHEWABLE TAB,251.0,-100.0,1.0,14.05,14.05,6598.0,LACTOBACILLUS CHEWABLE TAB,lactobacillus chewable tablet,Pharmacy
LACTOBACILLUS ORALULES 1 PKT ORAL,-100.0,-100.0,1.0,6.95,6.95,,,,
LACTULOSE SOLUT 20G/30ML; LACTULOSE SYRUP 10 GM/15 ML 30 ML U,-100.0,-100.0,0.0,0.0,6.0,,,,
LANSOPRAZOLE 3 MG/ML SUSP,999.0,-100.0,10.0,11.4,1.14,9872.0,LANSOPRAZOLE 3 MG/ML SUSP,lansoprazole 3 mg/ml suspension,Pharmacy
LANSOPRAZOLE 3MG/ML SUSPENSION,250.0,-100.0,1.0,56.75,56.75,2217.0,LANSOPRAZOLE 3MG/ML SUSPENSION,lansoprazole 3_mg/ml suspension,Pharmacy
LANTUS SOLOSTAR INS PEN 3M,636.0,-100.0,1.0,95.5,95.5,,,,
LD FLUID,301.0,83615,1.0,29.0,29.0,,,,
LEAD STEROID UNI EPICARDIAL (AKA 496515),-100.0,-100.0,1.0,3249.0,3249.0,,,,
LEUCOVORIN CA 5MG TAB 30'S,251.0,-100.0,1.0,15.6,15.6,,,,
LEVALBUTEROL 1.25MG/0.5ML PKG; LEVALBUTEROL HCL 1.25 MG/0.5 ML UNI,-100.0,-100.0,1.0,18.75,18.75,,,,
LEVEL 4 GROSS & MICRO EXAM,310.0,-100.0,1.0,769.0,769.0,,,,
LEVETIRACETAM 100MG/1ML ORAL SUS,250.0,-100.0,10.0,62.75,6.275,,,,
LEVETIRACETAM 100MG/ML INJ,251.0,-100.0,10.0,244.9,24.49,,,,
LEVOCARNITINE 200MG/ML INJ,252.0,-100.0,2.0,66.25,33.125,6602.0,LEVOCARNITINE 200MG/ML INJ,levocarnitine 200 mg/ml injection,Pharmacy
LEVOCARNITINE LIQ 100MG/ML SF,251.0,-100.0,4.0,56.45,14.1125,6603.0,LEVOCARNITINE LIQ 100MG/ML SF,levocarnitine liquid 100 mg/ml sf,Pharmacy
LEVOTHYROXINE 0.137 MG TAB,250.0,-100.0,1.0,6.75,6.75,,,,
LEVOTHYROXINE 25MCG/TAB UD,-100.0,-100.0,1.0,29.6,29.6,,,,
LEVOTHYROXINE 37.5MCG/1.5 TAB UD,-100.0,-100.0,1.0,30.6,30.6,,,,
LIDOCAINE 1% INJECTION M,250.0,-100.0,1.0,26.6,26.6,,,,
LIDOCAINE HCL 1% 20ML INJ,636.0,-100.0,1.0,84.75,84.75,,,,
LIDOCAINE IV 2PC SYRINGE; LIDOCAINE HCL 20 MG/ML 5 ML SYR,-100.0,-100.0,1.0,23.5,23.5,,,,
LIDOCAINE TOP CREAM 4%,-100.0,-100.0,1.0,11.55,11.55,,,,
LIPASE,301.0,-100.0,1.0,166.0,166.0,4102.0,LIPASE,lipase,Laboratory
LIPASE,-100.0,-100.0,1.0,102.5,102.5,4102.0,LIPASE,lipase,Laboratory
LIPID PANEL,-100.0,-100.0,1.0,174.5,174.5,4105.0,LIPID PANEL,lipid panel,Laboratory
LIPID PROFILE,-100.0,-100.0,1.0,214.8,214.8,625.0,LIPID PROFILE,lipid profile,Laboratory
LIPITOR 40 MG TAB; ATORVASTATIN CALCIUM 40 MG TAB,-100.0,-100.0,2.0,11.54,5.77,,,,
LOCM 350-399 MG/ML IODINE,636.0,-100.0,100.0,1275.0,12.75,,,,
LORATADINE 10MG CR TAB,251.0,-100.0,1.0,14.25,14.25,,,,
LORATADINE ORAL SUSP 1MG/ML 480M,251.0,-100.0,10.0,55.95,5.595,,,,
LORAZE 2MG VL,250.0,J2060,1.0,3.95,3.95,,,,
LORAZEPAM 0.5MG TABLET; LORAZEPAM 0.5 MG TAB,-100.0,-100.0,1.0,2.75,2.75,,,,
LORAZEPAM 1 MG TAB,999.0,-100.0,1.0,5.3,5.3,,,,
LORAZEPAM 1MG TABLET; LORAZEPAM 1 MG TAB,-100.0,-100.0,1.0,3.25,3.25,,,,
LORAZEPAM 2MG/ML VL,-100.0,-100.0,1.0,53.9,53.9,,,,
LORAZEPAM INJ 2MG/ML 10ML,-100.0,-100.0,3.0,235.95,78.65,,,,
LORAZEPAM INJ 2MG/ML TUBEX,251.0,-100.0,1.0,83.4,83.4,6615.0,LORAZEPAM INJ 2MG/ML TUBEX,lorazepam injection 2 mg/ml tubex,Pharmacy
LOW MOLECULAR WEIGHT HEPARIN,-100.0,-100.0,1.0,478.0,478.0,,,,
LR-CA-19-9,-100.0,-100.0,1.0,63.0,63.0,,,,
LR-CA-2729,-100.0,-100.0,1.0,56.0,56.0,,,,
LR-IMMUNOGLOBULIN KAPPA,-100.0,-100.0,1.0,76.0,76.0,,,,
LR-IMMUNOGLOBULIN LAMBDA,-100.0,-100.0,1.0,76.0,76.0,,,,
"LR-IMMUNOGLOBULINS, QUANT",-100.0,-100.0,1.0,49.0,49.0,,,,
LR-PARATHYD HRMN-CALCIUM,-100.0,-100.0,1.0,70.0,70.0,,,,
LR-TOTAL PROTEIN SERUM,-100.0,-100.0,1.0,63.0,63.0,,,,
"LR-TOTAL PROTEIN, URINE",-100.0,-100.0,1.0,46.0,46.0,,,,
LR-URINE IMMUNOELECTROPHO,-100.0,-100.0,1.0,46.0,46.0,,,,
LR-ZAP-70 FLOW CYTOMETR EA ADD,-100.0,-100.0,1.0,60.0,60.0,,,,
LR-ZAP-70 FLOW CYTOMETRY 1ST M,-100.0,-100.0,1.0,60.0,60.0,,,,
LT HEART ART/GRFT ANGIO,-100.0,-100.0,1.0,13442.5,13442.5,,,,
LYMPHOCYTOTOXICITY ASSAY 1,-100.0,-100.0,1.0,1251.6,1251.6,,,,
LYMPHOCYTOTOXICITY ASSAY 2,-100.0,-100.0,1.0,1251.6,1251.6,,,,
MAG SULF 2GM/50 ML OF NSS,636.0,-100.0,1.0,13.75,13.75,,,,
MAGNESIUM,300.0,-100.0,1.0,73.0,73.0,2318.0,MAGNESIUM,magnesium,Laboratory
MAGNESIUM,301.0,-100.0,1.0,216.0,216.0,2318.0,MAGNESIUM,magnesium,Laboratory
MAGNESIUM,301.0,83735,1.0,37.0,37.0,2318.0,MAGNESIUM,magnesium,Laboratory
MAGNESIUM,-100.0,-100.0,1.0,146.75,146.75,2318.0,MAGNESIUM,magnesium,Laboratory
MAGNESIUM HYDROXIDE 30ML SUSP,250.0,-100.0,1.0,3.45,3.45,2610.0,MAGNESIUM HYDROXIDE 30ML SUSP,magnesium hydroxide 30_ml suspension,Pharmacy
MAGNESIUM OXIDE,-100.0,-100.0,1.0,27.8,27.8,,,,
MAGNESIUM OXIDE 400MG TAB,250.0,-100.0,1.0,1.25,1.25,6616.0,MAGNESIUM OXIDE 400MG TAB,magnesium oxide 400 mg tablet,Pharmacy
MAGNESIUM SULFATE 8.12MEQ/2ML,250.0,-100.0,2.0,84.25,42.125,,,,
MAGNESIUM SULFATE 80MG/ML,-100.0,-100.0,1.0,215.3,215.3,,,,
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %)PGBK,250.0,-100.0,4.0,57.0,14.25,,,,
"MAGNESIUM, SERUM",-100.0,-100.0,1.0,100.4,100.4,,,,
MAHURKAR 11.5 FR 24 CM; MAHURKAR CATHETER TRAY,-100.0,-100.0,1.0,388.5,388.5,,,,
MANNITOL 20% 0.2G/ML 250ML,-100.0,-100.0,60.0,295.45,4.92416666667,,,,
MANNITOL 20% 250ML BAG,-100.0,-100.0,1.0,118.0,118.0,,,,
MANUAL DIFFERENTIAL,305.0,-100.0,1.0,98.0,98.0,6621.0,MANUAL DIFFERENTIAL,manual differential,Laboratory
"MAS TRICH STAIN, STAIN ONLY",-100.0,-100.0,1.0,229.1,229.1,,,,
MASK CANNULA DAILY SERVICE,410.0,-100.0,1.0,0.0,0.0,,,,
MASK CPAP CONTINUOUS*,410.0,-100.0,1.0,684.0,684.0,,,,
MATTRESS PORT-A-WARM,270.0,-100.0,1.0,103.0,103.0,,,,
MECH VENT PER DAY,-100.0,-100.0,1.0,2651.0,2651.0,,,,
MEDS FROM HOME; MEDICATION FROM HOME,250.0,-100.0,1.0,3.5,3.5,,,,
MEROPENEM 1 GRAM SOLR 1 EACH VIAL,250.0,-100.0,10.0,418.75,41.875,,,,
MEROPENEM 50 MG/ML IVPB,636.0,-100.0,5.0,674.4,134.88,,,,
MESNA 100 MG/ML VIAL 10 ML,636.0,-100.0,2.0,5978.0,2989.0,,,,
METERED DOSE INHALER TX,410.0,-100.0,1.0,192.0,192.0,,,,
METHYLPREDNISOLONE 10MG/ML NS,-100.0,-100.0,1.0,246.95,245.05,,,,
METOCLOPRAMIDE 10MG INJ,250.0,-100.0,1.0,84.11,84.11,,,,
METOLAZONE 5 MG TAB,999.0,-100.0,2.0,6.72,3.36,,,,
METOPRO 25MG TB,250.0,-100.0,1.0,0.45,0.45,,,,
