cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Voted Output,Voting Algorithm,Confidence Score
PROCE RED CELL LEUKOREDUCE,processed red cell leukoreduced,Blood Products,Blood Products,0.96,1,Blood Products,0.999979873365,1,Blood Products,0.85,1,Blood Products,0.81,1,Blood Products,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.904994968341
PROMETHAZI UPTO 50MG,promethazine 50_mg,Pharmacy,Pharmacy,0.977578875186,1,Pharmacy,0.999882949453,1,Pharmacy,0.77,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.88936545616
PROMETHAZINE HCL 25MG/ML INJ 1,promethazine hydrochloride 25 mg ml injection 1,Pharmacy,Pharmacy,0.9948800663,1,Pharmacy,0.999973005478,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.913713267945
PROMETHAZINE HCL 25MG/ML INJ 1,promethazine hydrochloride 25 mg ml injection 1,Pharmacy,Pharmacy,0.994727595861,1,Pharmacy,0.9999399783,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.91366689354
PROPARACAINE HCL 0.5% OPHTH SOLN 15ML,proparacaine hydrochloride 0.5% ophthalmic solution 15_ml,Pharmacy,Pharmacy,0.979999404834,1,Pharmacy,0.999722148989,1,Pharmacy,0.75,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.914930388456
PROPOFOL 10 MG IV,propofol 10_mg intravenous,Pharmacy,Pharmacy,0.96032299618,1,Pharmacy,0.998049323415,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.962093079899
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.98954107104,1,Pharmacy,0.999938567687,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964869909682
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.991228508126,1,Pharmacy,0.99997524385,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965300937994
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.989279453225,1,Pharmacy,0.999978392277,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964814461375
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.991240068023,1,Pharmacy,0.999873098085,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965278291527
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.990201070257,1,Pharmacy,0.999916609242,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965029419875
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.984886542599,1,Pharmacy,0.99934709622,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963558409705
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.988941114708,1,Pharmacy,0.999896157438,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964709318036
PROPOFOL 10 MG/ML EMUL,propofol 10_mg/ml emulsion,Pharmacy,Pharmacy,0.97584820164,1,Pharmacy,0.997881741072,1,Pharmacy,0.97,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.960932485678
PROPOFOL 10MG/ML 20 ML EMUL 63323 269 29,propofol 10 mg ml 20 ml emulsion 63323 269 29,Pharmacy,Pharmacy,0.993151193895,1,Pharmacy,0.999776372913,1,Pharmacy,0.86,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.933231891702
PROPOFOL 200MG/20ML INJ,propofol 200_mg/20_ml injection,Pharmacy,Pharmacy,0.94098260957,1,Pharmacy,0.997054144755,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.954509188581
PROPOFOL 200MG/20ML INJ,propofol 200_mg/20_ml injection,Pharmacy,Pharmacy,0.932345074771,1,Pharmacy,0.989774203086,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.950529819464
PROPOFOL 200MG/20ML INJ,propofol 200_mg/20_ml injection,Pharmacy,Pharmacy,0.939183880774,1,Pharmacy,0.99453812656,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953430501834
PROPOFOL 500 MG INJ,propofol 500_mg injection,Pharmacy,Pharmacy,0.964334390511,1,Pharmacy,0.999740593326,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966018745959
PROPOFOL IN 100ML,propofol inject 100 ml,Pharmacy,Pharmacy,0.969352432204,1,Pharmacy,0.965312330976,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.943666190795
PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,Pharmacy,0.976535836,1,Pharmacy,0.998697904002,1,Pharmacy,0.96,1,Pharmacy,0.92,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963808435001
PROTAMINE SULFATE 10 MG INJ,protamine sulfate 10_mg injection,Pharmacy,Pharmacy,0.990702040757,1,Pharmacy,0.999981534691,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930170893862
PROTAMINE SULFATE 10 MG INJ,protamine sulfate 10_mg injection,Pharmacy,Pharmacy,0.992311330045,1,Pharmacy,0.99998302626,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930573589076
PROTEIN ELECTROPHORESIS SERUM,protein electrophoresis serum,Laboratory,Laboratory,0.972852045328,1,Laboratory,0.998765173112,1,Supply,0.75,0,Blood Products,0.48,0,Laboratory,"DeepNN, Logistic_OvR",0.49290430461
PROTEIN TOTAL UR UP RUP ,protein total urine rup,Laboratory,Laboratory,0.981598403764,1,Laboratory,0.999811741585,1,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927852536337
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.767980277043,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.767980277043,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.623510214519,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.623510214519,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.950489443948,1,Laboratory,0.979411500075,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.962475236006
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.950489443948,1,Laboratory,0.979411500075,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.962475236006
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.562752475213,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.76,1,Pharmacy,0.562752475213,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.893333333333
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.956940942227,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.959235235557
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.956940942227,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.959235235557
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.90528120522,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946320301305
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.90528120522,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946320301305
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.563728813505,1,Pharmacy,0.873766189258,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.827909604502
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.563728813505,1,Pharmacy,0.873766189258,0,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.827909604502
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.92,1,Laboratory,0.512970867318,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.83824271683
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.92,1,Laboratory,0.512970867318,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.83824271683
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.833673593392,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.928418398348
PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.96,1,Laboratory,0.833673593392,1,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.928418398348
PROTHROMBIN TIME PT ,prothrombin time patient,Laboratory,Laboratory,0.952914048638,1,Laboratory,0.704324566199,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.889309653709
PROTHROMBIN TIME PT ,prothrombin time patient,Laboratory,Laboratory,0.952914048638,1,Laboratory,0.704324566199,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.889309653709
PROTHROMBIN TIME PT ,prothrombin time patient,Laboratory,Laboratory,0.53570384104,1,Pharmacy,0.85125704969,0,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.811901280347
PROTHROMBIN TIME PT ,prothrombin time patient,Laboratory,Laboratory,0.53570384104,1,Pharmacy,0.85125704969,0,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.811901280347
PROTHROMBIN TIMS BATTERY,prothrombin_time battery,Laboratory,Laboratory,0.970909359168,1,Laboratory,0.861243844917,1,Laboratory,0.94,1,Laboratory,0.95,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930538301021
PROX CUTTER RELOAD 75MM BLUE,prox cutter reload 75mm blue,Supply,Supply,0.92,1,Supply,0.834891360902,1,Pharmacy,0.75,0,Supply,0.38,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.711630453634
PSEUDOEPHEDRINE TAB 30MG,pseudoephedrine tablet 30_mg,Pharmacy,Pharmacy,0.953928362766,1,Pharmacy,0.996441133255,1,Radiology,0.75,0,Pharmacy,0.45,1,Pharmacy,"DeepNN, Logistic_OvR, Jaro",0.80012316534
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.890176614326,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.912544153581
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.890176614326,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.912544153581
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.908952548873,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.917238137218
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.908952548873,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.917238137218
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999161217752,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.939790304438
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999161217752,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.939790304438
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.915056742071,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.908764185518
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.915056742071,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.908764185518
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.589532107695,1,PT / OT / Speech Therapy,0.69938121211,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.772228329951
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.589532107695,1,PT / OT / Speech Therapy,0.69938121211,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.772228329951
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.76,1,Room and Board,0.646557010515,0,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, DLevenshtein, Jaro",0.853333333333
PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.76,1,Room and Board,0.646557010515,0,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, DLevenshtein, Jaro",0.853333333333
PT INDIVIDUAL TREATMENT,physical_therapy individual treatment,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.99593818091,1,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968984545227
PT PRO TIME ,prothrombin prothrombin_time,Laboratory,Laboratory,0.948670600506,1,Laboratory,0.98628370908,1,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.983738577397
PT SUCTION PROCEDURE,patient suction procedure,Respiratory Therapy,Respiratory Therapy,0.551444963051,1,Respiratory Therapy,0.972825969674,1,OR / Anesthesia / Recovery Room,0.76,0,Nursing Services,0.88,0,Respiratory Therapy,"DeepNN, Logistic_OvR",0.381067733181
PT THERAPEUTIC ACTIV PAT EA 15M,physical_therapy therapeutic activities patient 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.917168192921,1,PT / OT / Speech Therapy,0.999426076887,1,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949148567452
PT THERAPEUTIC ACTIVITY 15 MIN,physical_therapy therapeutic activity 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.935067006603,1,PT / OT / Speech Therapy,0.999840212129,1,PT / OT / Speech Therapy,0.89,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946226804683
PTT PARTIAL THROMBOPLASTIN TIME ,partial_prothrombaplastin_time partial thromboplastin time,Laboratory,Laboratory,0.97713048453,1,Laboratory,0.99555564633,1,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.993171532715
PULMOZYME 2.5ML INH,pulmozyme 2.5_ml inhaled,Plan Benefit,Pharmacy,0.96,1,Pharmacy,0.656500465994,1,Plan Benefit,0.79,0,Plan Benefit,0.81,0,Pharmacy,"DeepNN, Logistic_OvR",0.404125116498
PULSE OX CONTINUOUS OVERNIGHT,pulse oximetry continuous overnight,Monitoring,Monitoring,0.942499706384,1,Monitoring,0.999997271293,1,Monitoring,0.88,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.938124244419
PULSE OX SINGLE,pulse oximetry single,Monitoring,Monitoring,0.90367648806,1,Monitoring,0.999996452275,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.938418235084
PULSE OX SINGLE,pulse oximetry single,Monitoring,Monitoring,0.92,1,Monitoring,0.999992887529,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.942498221882
PULSE OX SINGLE,pulse oximetry single,Monitoring,Monitoring,0.964240675998,1,Monitoring,0.999999991242,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.95356016681
PULSE OX SINGLE,pulse oximetry single,Monitoring,Monitoring,0.948567738149,1,Monitoring,0.999999988713,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949641931715
PULSE OX SINGLE,pulse oximetry single,Monitoring,Monitoring,0.955543848084,1,Monitoring,0.999999760273,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.951385902089
PUMP SYSTEM SYM LACT KIT STERI,pump system symptoms lactate kit sterile,Supply,Capital Equipment,0.523607501522,1,Capital Equipment,0.949610775055,1,Laboratory,0.69,0,Supply,0.36,0,Capital Equipment,"DeepNN, Logistic_OvR",0.368304569144
PUMP SYSTEM SYM LACT KIT STERI,pump system symptoms lactate kit sterile,Supply,Capital Equipment,0.523607501522,1,Capital Equipment,0.949610775055,1,Laboratory,0.69,0,Supply,0.36,0,Capital Equipment,"DeepNN, Logistic_OvR",0.368304569144
PUROSEMIDE 10MG/ML VIAL,furosemide 10 mg ml vial,Pharmacy,Pharmacy,0.994641252653,1,Pharmacy,0.999858535311,1,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.978624946991
PXSLIM MICROCATHETER,px slim microcatheter,Supply,Supply,0.96,1,Supply,0.93943003645,1,Supply,0.73,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.859857509112
QUANTIFERON TB GOLD QQFTG,quantiferon tab gold qqftg,Pharmacy,Laboratory,0.96,1,Supply,0.533333869511,0,Laboratory,0.87,1,Laboratory,0.93,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.92
QUANTITATIVE RADIOIMMUNOASSAY,quantitative radioimmunoassay,Laboratory,Laboratory,0.969555214619,1,Laboratory,0.999382043706,1,Laboratory,0.69,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.867234314581
QUETIAPINE 300MG TAB,quetiapine 300_mg tablet,Pharmacy,Pharmacy,0.976697316012,1,Pharmacy,0.999957520795,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.954163709202
QUETIAPINE 300MG TAB,quetiapine 300_mg tablet,Pharmacy,Pharmacy,0.972481868131,1,Pharmacy,0.999811173362,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953073260373
R&B MEDICAL,room_and_board medical,Room and Board,Room and Board,0.96,1,Room and Board,0.999611610648,1,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.922402902662
R&B NURSERY NEWBORN LEVEL 173A,room_and_board nursery newborn level 173a,Room and Board,Room and Board,0.932254606639,1,Room and Board,0.999985904004,1,Room and Board,0.93,1,Room and Board,0.96,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.955560127661
RAD EXAM NECK SOFT TISSUE,radiology examination neck soft tissue,Radiology,Radiology,0.96,1,Radiology,0.997750429953,1,Laboratory,0.73,0,Professional Fee,0.81,0,Radiology,"DeepNN, Logistic_OvR",0.489437607488
RAD1PENTETATE DTPA PSD TO 25 MCI,rad1pentetate diethylenetriaminepentacetate psd 25 mci,Laboratory,Pharmacy,0.76,1,Pharmacy,0.630983658561,1,Laboratory,0.7,0,Laboratory,0.37,0,Pharmacy,"DeepNN, Logistic_OvR",0.34774591464
RADIOLOGY PORTABLE EQUIPMENT,radiology portable equipment,Capital Equipment,Capital Equipment,0.76,1,Capital Equipment,0.906875846331,1,Supply,0.73,0,Supply,0.41,0,Capital Equipment,"DeepNN, Logistic_OvR",0.416718961583
RANITIDINE 15 MG/ML SYRP,ranitidine 15_mg/ml syrup,Pharmacy,Pharmacy,0.979359382401,1,Pharmacy,0.999559616375,1,Pharmacy,0.87,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.952229749694
RANITIDINE 15 MG/ML SYRP,ranitidine 15_mg/ml syrup,Pharmacy,Pharmacy,0.96503133248,1,Pharmacy,0.999174604698,1,Pharmacy,0.87,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.948551484295
RANITIDINE 75MG TAB,ranitidine 75 mg tablet,Pharmacy,Pharmacy,0.987640756013,1,Pharmacy,0.999992774851,1,Pharmacy,0.87,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946908382716
RANITIDINE 75MG TAB,ranitidine 75 mg tablet,Pharmacy,Pharmacy,0.986479695474,1,Pharmacy,0.99990835403,1,Pharmacy,0.87,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946597012376
RANITIDINE HCL 50 MG/2ML IJ SOLN,ranitidine hydrochloride 50 mg/2 ml injection solution,Pharmacy,Pharmacy,0.995779131394,1,Pharmacy,0.999965092142,1,Pharmacy,0.98,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976436055884
RANITIDINE HCL 50 MG/2ML IJ SOLN,ranitidine hydrochloride 50 mg/2 ml injection solution,Pharmacy,Pharmacy,0.995779131394,1,Pharmacy,0.999965092142,1,Pharmacy,0.98,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976436055884
RANTIDINE HCL 50 MG/2ML IJ SOLN,ranitidine hydrochloride 50 mg/2 ml injection solution,Pharmacy,Pharmacy,0.996376314938,1,Pharmacy,0.999943333022,1,Pharmacy,0.85,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.93657991199
RB 3BMC STEP DOWN ONC ICU,room_and_board 3bmc step oncology intensive_care_unit,Room and Board,Room and Board,0.96,1,Room and Board,0.998800231563,1,Room and Board,0.69,1,Room and Board,0.81,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.864700057891
RCH LAB WHOLE BLOOD POTASSIUM,laboratory whole blood potassium,Laboratory,Laboratory,0.978631138965,1,Laboratory,0.999631620751,1,Laboratory,0.96,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974565689929
RECOVERY CLASS 1,recovery class 1,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.92,1,OR / Anesthesia / Recovery Room,0.996313254587,1,OR / Anesthesia / Recovery Room,0.95,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949078313647
RECOVERY ROOM 1ST HR,recovery_room 1st hour,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.92,1,OR / Anesthesia / Recovery Room,0.96182619215,1,OR / Anesthesia / Recovery Room,0.88,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.922956548038
