descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
SMR PRIM SRC GRAM/GIEMSA S	SMR PRIM SRC GRAM/GIEMSA S	Laboratory	1	126	126	smear primary source gram/giemsa s	Laboratory
SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL	SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL	Laboratory	1	121	121	smear primary source gram/giemsa stain bacteria fungi/cell	Laboratory
SNARE ENSNARE 27-15MM	SNARE ENSNARE 27 15MM	Implant/Supply	1	2005.04	2005.04	snare ensnare 27 15mm	Supply
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ACETAMINOPHEN	SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ACETAMINOPHEN	Laboratory	1	244	244	single drug class immunoassay panel blood acetaminophen	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ETHANDL	SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ETHANDL	Laboratory	1	176	176	single drug class immunoassay panel blood ethanol	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE	SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE	Laboratory	1	120	120	single drug class immunoassay panel blood salicylate	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL URINE	SNGL DRUG CLASS IMMUNOASSAY PNL URINE	Laboratory	1	243	243	single drug class immunoassay panel urine	Laboratory
SO DETECT AGENT NOS DNA AMP 3	SO DETECT AGENT NOS DNA AMP 3	Laboratory	1	663	663	so detection agent not_otherwise_specified deoxyribonucleic_acid ampule 3	Laboratory
SO VIRUS INOCULATION TISSUE	SO VIRUS INOCULATION TISSUE	Laboratory	1	210	210	so virus inoculation tissue	Laboratory
"SO VIRUS ISOLATION, CENT ENHAN"	SO VIRUS ISOLATION CENT ENHAN	Laboratory	1	94	94	so virus isolation cent enhancement	Laboratory
SOCK STUMP 18X6X5	SOCK STUMP 18X6X5	Implant/Supply	1	82	82	sock stump 18x6x5	Supply
SOCK STUMP 18X8X6	SOCK STUMP 18X8X6	Implant/Supply	1	104	104	sock stump 18x8x6	Supply
SOD BICARB 8 4% 50ML	SOD BICARB 8 4% 50ML	Pharmacy	1	201.43	201.43	sodium_bicarbonate 8.4% 50_ml	Pharmacy
SOD BICARBONATE     50MEQ	SOD BICARBONATE 50MEQ	Pharmacy	2	41.6	20.8	sodium_bicarbonate 50_meq	Pharmacy
SOD BICARBONATE 8.4% 50 ML SYR	SOD BICARBONATE 8.4% 50 ML SYR	Pharmacy	1	62.62	37.185	sodium_bicarbonate 8.4% 50_ml syringe	Pharmacy
SOD BICARBONATE INJ 4.2% 10ML SY	SOD BICARBONATE INJ 4.2% 10ML SY	Pharmacy	1	55.4	55.4	sodium_bicarbonate injection 4.2% 10 ml syringe	Pharmacy
SOD BICARBONATE INJ 8.4% 50ML	SOD BICARBONATE INJ 8.4% 50ML	Pharmacy	1	91.6	91.6	sodium_bicarbonate injection 8.4% 50 ml	Pharmacy
SOD CHL 0.9% 100ML BAG	SOD CHL 0.9% 100ML BAG	Pharmacy	1	101.08	101.08	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant
SOD CHL 0.9% 3ML INH	SOD CHL 0.9% 3ML INH	Pharmacy	1	10	10	sodium chloride 0.9% 3_ml inhaled	Supply
SOD CHL 0.9% 50ML MINIPL	SOD CHL 0.9% 50ML MINIPL	IV Solutions	1	467	467	sodium chloride 0.9% 50_ml minipl	Diluent / Flush / Irrigant
SOD CHLOR .9% 100ML	SOD CHLOR .9% 100ML	IV Solutions	1	82	77.85	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SOD CHLOR .9% 100ML	SOD CHLOR .9% 100ML	Pharmacy	1	26.52	25.02	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SOD CHLOR .9% 10ML	SOD CHLOR .9% 10ML	IV Solutions	2.5	50.93	18.785	sodium chloride 0.9% 10_ml	Diluent / Flush / Irrigant
SOD CHLOR .9% 10ML	SOD CHLOR .9% 10ML	Pharmacy	2	36.02	18.01	sodium chloride 0.9% 10_ml	Diluent / Flush / Irrigant
SOD CHLOR 0.9%	SOD CHLOR 0.9%	IV Solutions	1	190	190	sodium chloride 0.9%	Diluent / Flush / Irrigant
SOD CHLOR 0.9%	SOD CHLOR 0.9%	Pharmacy	1	190	190	sodium chloride 0.9%	Diluent / Flush / Irrigant
HC SOD CHLOR 0.9% ADV BAG 100ML	SOD CHLOR 0.9% ADV BAG 100ML	IV Solutions	1	46.2	46.2	sodium chloride 0.9% advanced bag 100_ml	Diluent / Flush / Irrigant
SOD CHLOR 9% 20ML	SOD CHLOR 9% 20ML	Pharmacy	1	16.15	16.15	sodium_chloride .9% 20_ml	Diluent / Flush / Irrigant
SOD CHLORIDE	SOD CHLORIDE	IV Solutions	2	10.08	5.04	sodium chloride	Diluent / Flush / Irrigant
SOD CHLORIDE	SOD CHLORIDE	Pharmacy	1	15.12	7.56	sodium chloride	Diluent / Flush / Irrigant
SOD CHLORIDE 0.	SOD CHLORIDE 0.	Implant/Supply	1	9	9	sodium chloride 0	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 10 ML FLUSH	SOD CHLORIDE 0.9% 10 ML FLUSH	Pharmacy	1	12.55	12.55	sodium chloride 0.9% 10_ml flush	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 100ML IN	SOD CHLORIDE 0.9% 100ML IN	Drugs Requiring Detailed Coding	1	69.75	69.75	sodium chloride 0.9% 100_ml injection	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 100ML IN	SOD CHLORIDE 0.9% 100ML IN	IV Solutions	1	71.5	71.5	sodium chloride 0.9% 100_ml injection	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 100ML IN	SOD CHLORIDE 0.9% 100ML IN	Pharmacy	1	71.5	71.5	sodium chloride 0.9% 100_ml injection	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 10ML SYRINGE; SODIUM CHLORIDE 0.9% FLUSH 10 ML SY	SOD CHLORIDE 0.9% 10ML SYRINGE SODIUM CHLORIDE 0.9% FLUSH 10 ML SY	Drugs Requiring Detailed Coding	1	140	140	sodium chloride 0.9% 10_ml syringe sodium chloride 0.9% flush 10_ml syringe	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% 10ML SYRINGE; SODIUM CHLORIDE 0.9% FLUSH 10 ML SY	SOD CHLORIDE 0.9% 10ML SYRINGE SODIUM CHLORIDE 0.9% FLUSH 10 ML SY	Pharmacy	1	140	140	sodium chloride 0.9% 10_ml syringe sodium chloride 0.9% flush 10_ml syringe	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL	SOD CHLORIDE 0.9% INJ 10 NACL 0.9% PF 10 ML VIAL	Pharmacy	1	5	5	sodium_chloride 0.9% injection 10 sodium_chloride 0.9% prel_filled 10_ml vial	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL (HOS	SOD CHLORIDE 0.9% INJ 10 NACL 0.9% PF 10 ML VIAL HOS	Pharmacy	1	5	5	sodium_chloride 0.9% injection 10 sodium_chloride 0.9% pre_filled 10_ml vial hos	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% PER 250ML	SOD CHLORIDE 0.9% PER 250ML	IV Solutions	2	7.56	3.78	sodium chloride 0.9% per 250_ml	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9% PER 250ML	SOD CHLORIDE 0.9% PER 250ML	Pharmacy	1	3.78	3.78	sodium chloride 0.9% per 250_ml	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9%/250ML 100ML	SOD CHLORIDE 0.9%/250ML 100ML	IV Solutions	2	15.12	5.04	sodium chloride 0.9%/250_ml 100_ml	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9%/250ML 100ML	SOD CHLORIDE 0.9%/250ML 100ML	Pharmacy	1	12.6	12.6	sodium chloride 0.9%/250_ml 100_ml	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9%/250ML 50ML	SOD CHLORIDE 0.9%/250ML 50ML	IV Solutions	2	25.2	25.2	sodium chloride 0.9%/250_ml 50_ml	Diluent / Flush / Irrigant
SOD CHLORIDE 0.9%/250ML 50ML	SOD CHLORIDE 0.9%/250ML 50ML	Pharmacy	1	10.08	5.04	sodium chloride 0.9%/250_ml 50_ml	Diluent / Flush / Irrigant
SOD CHLORIDE INJ 0.45% 1000ML	SOD CHLORIDE INJ 0.45% 1000ML	IV Solutions	1	0	0	sodium_chloride injection 0.45% 1000 ml	Pharmacy
SOD CHLORIDE INJ 0.45% 1000ML	SOD CHLORIDE INJ 0.45% 1000ML	Pharmacy	1	12.35	12.35	sodium_chloride injection 0.45% 1000 ml	Pharmacy
SOD CHLORIDE INJ 0.45% 500ML	SOD CHLORIDE INJ 0.45% 500ML	IV Solutions	1	0	0	sodium_chloride injection 0.45% 500 ml	Pharmacy
SOD CHLORIDE INJ 0.9% 1000ML	SOD CHLORIDE INJ 0.9% 1000ML	IV Solutions	1	0	0	sodium_chloride injection 0.9% 1000 ml	Pharmacy
SOD CHLORIDE INJ 0.9% 500ML	SOD CHLORIDE INJ 0.9% 500ML	IV Solutions	1	0	0	sodium_chloride injection 0.9% 500 ml	Pharmacy
SOD CHLORIDE INJ 3% 500ML	SOD CHLORIDE INJ 3% 500ML	IV Solutions	1	0	0	sodium_chloride injection 3% 500 ml	Pharmacy
SOD CHLORIDE STER 0.9% SOLN 5ML	SOD CHLORIDE STER 0.9% SOLN 5ML	Pharmacy	1	14.1	14.1	sodium_chloride sterile 0.9% solution 5 ml	Diluent / Flush / Irrigant
SOD CL .9% 10ML	SOD CL .9% 10ML	Pharmacy	1	34.01	34.01	sodium chloride 0.9% 10_ml	Diluent / Flush / Irrigant
SOD PHOSPHATE 15ML  45MM	SOD PHOSPHATE 15ML 45MM	Pharmacy	1	16.5	16.5	sodium phosphate 15_ml 45mm	Pharmacy
SOD PHOSPHATE 3 MMOLE/ML INJ 1	SOD PHOSPHATE 3 MMOLE/ML INJ 1	IV Solutions	14	201.3	14.37857143	sodium phosphate 3 mmole/ml injection 1	Pharmacy
SOD PHOSPHATE 3 MMOLE/ML INJ 1	SOD PHOSPHATE 3 MMOLE/ML INJ 1	Pharmacy	10	143.78	14.37857143	sodium phosphate 3 mmole/ml injection 1	Pharmacy
SOD POLYSTYRENE SULF 15GM SUSP	SOD POLYSTYRENE SULF 15GM SUSP	Pharmacy	2	61.5	35.21	sodium polystyrene sulfonate 15_gm suspension	Pharmacy
SODIUM	SODIUM	IV Solutions	1	81	81	sodium	Laboratory
HB SODIUM	SODIUM	Laboratory	1	64.8	64.8	sodium	Laboratory
SODIUM	SODIUM	Others	1	93	93	sodium	Laboratory
HC SODIUM	SODIUM	Outpatient Services	1	250	250	sodium	Laboratory
SODIUM	SODIUM	Pharmacy	1	7.1	7.1	sodium	Laboratory
SODIUM -	SODIUM 	Laboratory	1	90	90	sodium	Laboratory
SODIUM ACETATE 2 MEQ/ML SO	SODIUM ACETATE 2 MEQ/ML SO	IV Solutions	1	156.15	156.15	sodium acetate 2_meq/ml so	Pharmacy
SODIUM ACETATE 2 MEQ/ML SO	SODIUM ACETATE 2 MEQ/ML SO	Pharmacy	1	49.07	40.5	sodium acetate 2_meq/ml so	Pharmacy
SODIUM ACETATE 2 MEQ/ML SOLN 20 ML EXTEMP	SODIUM ACETATE 2 MEQ/ML SOLN 20 ML EXTEMP	Pharmacy	3	13.2	4.4	sodium acetate 2_meq/ml solution 20_ml extemp	Pharmacy
SODIUM BICARB 50MEQ/50ML INJ V	SODIUM BICARB 50MEQ/50ML INJ V	Pharmacy	2	109.5	42.87333333	sodium_bicarbonate 50_milliequivalents/50_ml injection v	Pharmacy
SODIUM BICARB 8.4% 50MEQ 5	SODIUM BICARB 8.4% 50MEQ 5	Pharmacy	2	76.59	70.67	sodium bicarb 8.4% 50_meq 5	Pharmacy
SODIUM BICARB TAB 650MG	SODIUM BICARB TAB 650MG	Pharmacy	3	0.36	0.12	sodium bicarb tablet 650_mg	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN	SODIUM BICARBONATE 1 MEQ/ML SOLN	Drugs Requiring Detailed Coding	1	34.5	34.45	sodium_bicarbonate 1_meq/ml solution	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN	SODIUM BICARBONATE 1 MEQ/ML SOLN	IV Solutions	1	28.4	28.4	sodium_bicarbonate 1_meq/ml solution	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN	SODIUM BICARBONATE 1 MEQ/ML SOLN	Organ Acquisition	1	47.61	47.61	sodium_bicarbonate 1_meq/ml solution	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN	SODIUM BICARBONATE 1 MEQ/ML SOLN	Pharmacy	1	66.82	66.82	sodium_bicarbonate 1_meq/ml solution	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	Drugs Requiring Detailed Coding	3	93	31	sodium_bicarbonate 1_meq/ml solution 50_ml vial	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	Outpatient or Home	3	93	31	sodium_bicarbonate 1_meq/ml solution 50_ml vial	Pharmacy
SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL	Pharmacy	1	81.25	81.25	sodium_bicarbonate 1_meq/ml solution 50_ml vial	Pharmacy
HB SODIUM BICARBONATE 325MG TAB	SODIUM BICARBONATE 325MG TAB	Pharmacy	1	2.09	0.348888889	sodium_bicarbonate 325 mg tablet	Pharmacy
SODIUM BICARBONATE 4% NEUT 5ML V	SODIUM BICARBONATE 4% NEUT 5ML V	Pharmacy	1	64.15	60.5	sodium_bicarbonate 4% neut 5 ml vial	Pharmacy
SODIUM BICARBONATE 4.2% 0.	SODIUM BICARBONATE 4.2% 0.	Pharmacy	2	178.67	99.22	sodium_bicarbonate 4.2% 0	Pharmacy
SODIUM BICARBONATE 5.4 % SOLN	SODIUM BICARBONATE 5.4 % SOLN	Pharmacy	1	19.3	19.3	sodium_bicarbonate 5.4% solution	Pharmacy
SODIUM BICARBONATE 650 MG TABS	SODIUM BICARBONATE 650 MG TABS	Drugs Requiring Specific Identification	1	2	1	sodium_bicarbonate 650_mg tablets	Pharmacy
SODIUM BICARBONATE 650 MG TABS	SODIUM BICARBONATE 650 MG TABS	IV Therapy	1	24	24	sodium_bicarbonate 650_mg tablets	Pharmacy
SODIUM BICARBONATE 650 MG TABS	SODIUM BICARBONATE 650 MG TABS	Pharmacy	1	3.3	3.3	sodium_bicarbonate 650_mg tablets	Pharmacy
SODIUM BICARBONATE 650MG TAB	SODIUM BICARBONATE 650MG TAB	Drugs Requiring Specific Identification	2	17	8.5	sodium_bicarbonate 650 mg tablet	Pharmacy
HB SODIUM BICARBONATE 650MG TAB	SODIUM BICARBONATE 650MG TAB	Pharmacy	2	3.06	1.25	sodium_bicarbonate 650 mg tablet	Pharmacy
HB SODIUM BICARBONATE 8.4 % IV SOLN	SODIUM BICARBONATE 8.4 % IV SOLN	Pharmacy	1	19.09	19.09	soduim bicarbonate 8.4% intravenous solution	Pharmacy
SODIUM BICARBONATE 8.4% 1	SODIUM BICARBONATE 8.4% 1	Pharmacy	1	177.03	101	sodium_bicarbonate 8.4% 1	Pharmacy
SODIUM BLD	SODIUM BLD	Implant/Supply	1	137	137	sodium blood	Laboratory
HB-SODIUM BLD	SODIUM BLD	Laboratory	1	157.35	157.35	sodium blood	Laboratory
HB SODIUM BLOOD	SODIUM BLOOD	Laboratory	1	40	40	sodium blood	Laboratory
HB SODIUM BLOOD	SODIUM BLOOD	Pharmacy	1	150	150	sodium blood	Laboratory
SODIUM (BLOOD)	SODIUM BLOOD 	Laboratory	1	64	64	sodium blood	Laboratory
SODIUM BLOOD GAS	SODIUM BLOOD GAS	Laboratory	1	48	48	sodium blood_gas	Laboratory
SODIUM (BLOOD GAS)	SODIUM BLOOD GAS 	Laboratory	1	113	113	sodium blood_gas	Laboratory
SODIUM CHL 0	SODIUM CHL 0	Drugs Requiring Detailed Coding	3	85.56	28.52	sodium chloride 0	Diluent / Flush / Irrigant
SODIUM CHL 0	SODIUM CHL 0	IV Solutions	3	85.56	28.52	sodium chloride 0	Diluent / Flush / Irrigant
SODIUM CHL 0	SODIUM CHL 0	Pharmacy	1	23	23	sodium chloride 0	Diluent / Flush / Irrigant
SODIUM CHL 0.9% 100ML	SODIUM CHL 0.9% 100ML	Drugs Requiring Detailed Coding	1	46	46	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
HB SODIUM CHL 0.9% 100ML	SODIUM CHL 0.9% 100ML	IV Solutions	1	552.75	552.75	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SODIUM CHL 0.9% 100ML	SODIUM CHL 0.9% 100ML	Pharmacy	1	46	46	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SODIUM CHL 0.9% INJ 100ML	SODIUM CHL 0.9% INJ 100ML	Pharmacy	1	23	23	sodium chloride 0.9% injection 100_ml	Diluent / Flush / Irrigant
SODIUM CHL PER	SODIUM CHL PER	IV Solutions	1	23.23	23.23	sodium chloride per	Diluent / Flush / Irrigant
SODIUM CHL PER	SODIUM CHL PER	Laboratory	1	19.64	19.64	sodium chloride per	Diluent / Flush / Irrigant
SODIUM CHL PER	SODIUM CHL PER	Pharmacy	1	20.32	20.32	sodium chloride per	Diluent / Flush / Irrigant
SODIUM CHL (QUAD) 4MEQ/1ML PED	SODIUM CHL QUAD 4MEQ/1ML PED	Pharmacy	3	1.44	0.48	sodium chloride quad 4_meq/1_ml pediatric	Pharmacy
SODIUM CHLOR	SODIUM CHLOR	Drugs Requiring Detailed Coding	1	155.73	133.9	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLOR	SODIUM CHLOR	IV Solutions	1	133.9	133.9	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLOR	SODIUM CHLOR	Pharmacy	1	133.23	117.21	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLOR 3% INHAL SLN	SODIUM CHLOR 3% INHAL SLN	Drugs Requiring Detailed Coding	1	1	1	sodium chloride 3% inhalation solution	Supply
SODIUM CHLOR 3% INHAL SLN	SODIUM CHLOR 3% INHAL SLN	Pharmacy	1	1	1	sodium chloride 3% inhalation solution	Supply
SODIUM CHLOR 4 MEQ/ML INJ	SODIUM CHLOR 4 MEQ/ML INJ	Pharmacy	1	3.05	3.05	sodium_chloride 4_meq/ml injection	Pharmacy
SODIUM CHLORI	SODIUM CHLORI	IV Solutions	1	190	190	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORI	SODIUM CHLORI	Pharmacy	1	21	21	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORID	SODIUM CHLORID	Drugs Requiring Detailed Coding	1	111	111	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORID	SODIUM CHLORID	Implant/Supply	1	15.1	15.1	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORID	SODIUM CHLORID	Pharmacy	1	19.85	19.85	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORID 0.9% IRRIG B	SODIUM CHLORID 0.9% IRRIG B	Pharmacy	1	6	6	sodium_chloride 0.9% irrigation b	Diluent / Flush / Irrigant
SODIUM CHLORIDE	SODIUM CHLORIDE	Drugs Requiring Detailed Coding	1	220.48	168.3	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORIDE	SODIUM CHLORIDE	IV Solutions	1	72.74	72.74	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORIDE	SODIUM CHLORIDE	Pharmacy	1	6	6	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORIDE*	SODIUM CHLORIDE 	Drugs Requiring Detailed Coding	1	5.43	5.43	sodium chloride	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% 1000ML INJ	SODIUM CHLORIDE .9% 1000ML INJ	Drugs Requiring Detailed Coding	1	92.5	51.5	sodium chloride 0.9% 1000_ml injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% 1000ML INJ	SODIUM CHLORIDE .9% 1000ML INJ	Laboratory	1	98	98	sodium chloride 0.9% 1000_ml injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% 1000ML INJ	SODIUM CHLORIDE .9% 1000ML INJ	Others	1	54.5	54.5	sodium chloride 0.9% 1000_ml injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% 1000ML INJ	SODIUM CHLORIDE .9% 1000ML INJ	Pharmacy	1	37.75	37.75	sodium chloride 0.9% 1000_ml injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% INJ 1	SODIUM CHLORIDE .9% INJ 1	IV Solutions	1	38	38	sodium chloride 0.9% injection 1	Diluent / Flush / Irrigant
SODIUM CHLORIDE .9% INJ 2	SODIUM CHLORIDE .9% INJ 2	IV Solutions	1	44.11	44.11	sodium chloride 0.9% injection 2	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0	SODIUM CHLORIDE 0	IV Solutions	1	49.2	49.2	sodium chloride 0	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0	SODIUM CHLORIDE 0 	IV Solutions	1	2.615	2.615	sodium chloride 0	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0 9% IV	SODIUM CHLORIDE 0 9% IV	IV Solutions	1	80	80	soduim chloride 0.9% intravenous	Diluent / Flush / Irrigant
"HB SODIUM CHLORIDE 0,9% IV"	SODIUM CHLORIDE 0 9% IV	Pharmacy	1	175	175	soduim chloride 0.9% intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0 9% SOLN	SODIUM CHLORIDE 0 9% SOLN	Drugs Requiring Detailed Coding	1	12.5	12.5	sodium chloride 0 9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0 9% SOLN	SODIUM CHLORIDE 0 9% SOLN	Pharmacy	1	5	4	sodium chloride 0 9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.	SODIUM CHLORIDE 0.	Pharmacy	2	168	84	sodium chloride 0	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.45 % SOLN 1,000 ML FLEX CONT"	SODIUM CHLORIDE 0.45 % SOLN 1 000 ML FLEX CONT	Drugs Requiring Detailed Coding	1	56	56	sodium chloride 0.45% solution 1 000_ml flex control	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.45 % SOLN 1,000 ML FLEX CONT"	SODIUM CHLORIDE 0.45 % SOLN 1 000 ML FLEX CONT	IV Solutions	1	59.02	59.02	sodium chloride 0.45% solution 1 000_ml flex control	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.45 % SOLN 1,000 ML FLEX CONT"	SODIUM CHLORIDE 0.45 % SOLN 1 000 ML FLEX CONT	Pharmacy	1	10.84	5.42	sodium chloride 0.45% solution 1 000_ml flex control	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.45%	SODIUM CHLORIDE 0.45%	IV Solutions	1	47	47	sodium chloride 0.45%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.45%	SODIUM CHLORIDE 0.45%	Pharmacy	1	50.8	50.8	sodium chloride 0.45%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.45% SOLP	SODIUM CHLORIDE 0.45% SOLP	IV Solutions	1	270.26	270.26	sodium_chloride 0.45% solution	Pharmacy
SODIUM CHLORIDE 0.45% SOLP	SODIUM CHLORIDE 0.45% SOLP	Pharmacy	1	94.17	94.17	sodium_chloride 0.45% solution	Pharmacy
SODIUM CHLORIDE 0.45% SOLP 500 ML BAG	SODIUM CHLORIDE 0.45% SOLP 500 ML BAG	IV Solutions	1	270.26	270.26	sodium_chloride 0.45% solution 500_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.45% SOLP 500 ML BAG	SODIUM CHLORIDE 0.45% SOLP 500 ML BAG	Implant/Supply	1	26.37	26.37	sodium_chloride 0.45% solution 500_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9	SODIUM CHLORIDE 0.9	IV Solutions	1	20	20	sodium chloride 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9	SODIUM CHLORIDE 0.9	Pharmacy	1	20	9.54	sodium chloride 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % 0.9	SODIUM CHLORIDE 0.9 % 0.9	IV Solutions	1	95.5	95.5	sodium chloride 0.9% 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % 0.9	SODIUM CHLORIDE 0.9 % 0.9	Pharmacy	1	28.84	28.84	sodium chloride 0.9% 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % 0.9 % PGBK 100 ML ADDVANTAGE	SODIUM CHLORIDE 0.9 % 0.9 % PGBK 100 ML ADDVANTAGE	IV Solutions	1	45	45	sodium chloride 0.9% 0.9% pgbk 100_ml advantage	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % INJECTION 3 ML	SODIUM CHLORIDE 0.9 % INJECTION 3 ML	IV Solutions	1	3.33	3.33	sodium chloride 0.9% injection 3_ml	Supply
SODIUM CHLORIDE 0.9 % INJECTION 3 ML	SODIUM CHLORIDE 0.9 % INJECTION 3 ML	Pharmacy	1	2.72	2.72	sodium chloride 0.9% injection 3_ml	Supply
SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION	SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION	IV Solutions	1	83.2	83.2	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9 % INTRAVENOUS
SOLUTION"	SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION	Pharmacy	1	66.75	66.75	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % IV SOLP	SODIUM CHLORIDE 0.9 % IV SOLP	Drugs Requiring Detailed Coding	1	180	180	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % IV SOLP	SODIUM CHLORIDE 0.9 % IV SOLP	IV Solutions	1	170	170	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % IV SOLP	SODIUM CHLORIDE 0.9 % IV SOLP	Laboratory	1	180	180	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % IV SOLP	SODIUM CHLORIDE 0.9 % IV SOLP	Pharmacy	1	180	180	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	Drugs Requiring Detailed Coding	1	80.41	80.41	sodium chloride 0.9% pgbk 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	IV Solutions	1	73.7	73.7	sodium chloride 0.9% pgbk 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	IV Therapy	1	11.2	11.2	sodium chloride 0.9% pgbk 100_ml bag	Diluent / Flush / Irrigant
