ORIG_DESC,NORM_DESC_pred,CHRG_CLS_actual,CHRG_CLS_pred,CONF_SCORE,Match_Voted
HCHG US RETROPERITIONEAL HCHG US RETROPERITIONEAL,ultrasound retroperitioneal minutes ultrasound retroperitioneal,Radiology,Radiology,0.4701,1
HCT ISTAT,hematocrit istat,Laboratory,Laboratory,0.3172,1
HEHOGLOBIN,hemoglobin,Laboratory,Laboratory,0.93,1
HEMATOCRIT AUTOMATED,hematocrit automated,Laboratory,Laboratory,0.8884,1
HEMATOCRIT TEST,hematocrit test,Laboratory,Laboratory,0.9,1
HEMOCLIP MEDIUM LT200,hemoclip medium lt200,Supply,Supply,0.23,1
HEMODIALYSIS IP,hemodialysis inpatient,Dialysis,Dialysis,0.6926,1
HEMOGRAM,hemogram,Laboratory,Laboratory,0.5103,1
HEMOSTAT CELLULOSE (SURGICEL),hemostat cellulose surgicel,Supply,Supply,0.92,1
HEPARIN (PORCINE) 10 UNIT/ML SOLN 3 ML SYRINGE,heparin porcine 10_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9,1
HEPARIN 1 000 UNIT/ML SOLN 30 ML VIAL,heparin 1 000_units/ml solution 30_ml vial,Pharmacy,Pharmacy,0.98,1
HEPARIN 10 UNITS/ML INJ (10ML),heparin 10_units/ml injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
HEPARIN 100 U INJ,heparin 100_units injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1
HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3 m,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.7826,1
HEPARIN 1000 UNIT/ML INJ 10ML,heparin 1000_units/ml injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1
HEPARIN 12.5 UNITS,heparin 12.5_units,Diluent / Flush / Irrigant,Pharmacy,0.445,0
HEPARIN FLUSH (PORCINE) 100 UNIT/ML SOLN 3 ML SYRINGE,heparin flush porcine 100_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9214,1
HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.4871,1
HEPARIN INJ 1000U (50,heparin injection 1000u 50,Pharmacy,Pharmacy,0.9,1
HEPARIN LOCK FLUSH 10 UNIT/ML SOLN,heparin lock flush 10_units/ml solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1
HEPARIN LOCK FLUSH 10 UNIT/ML SOLN 1 ML SYRINGE,heparin lock flush 10_units/ml solution 1_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
HEPARIN LOCK FLUSH 10 UNIT/ML SYRG,heparin lock flush 10_units/ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1
HEPARIN LOCK FLUSH 10 UNIT/ML SYRG 3 ML SYRINGE,heparin lock flush 10_units/ml syringe 3_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9,1
HEPARIN SOD 10U/ML 5ML VIA,heparin sodium 10_units/ml 5_ml vial,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
HEPARIN SODIUM 1 000 UNITS INJ,heparin sodium 1 000_units injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
HEPARIN SODIUM LOCK FLUSH 1,heparin sodium lock flush 1,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.922,1
HEPARIN/1000UN (5000/ML)1 1 DOSE,heparin/1000un 5000/ml 1 1 dose,Diluent / Flush / Irrigant,Pharmacy,0.7641,0
HEPATIC FUNCTION,hepatic function,Laboratory,Laboratory,0.92,1
HEPATIC FUNCTION PAN,hepatic function pan,Laboratory,Laboratory,0.97,1
HEPATITIS B SURFACE AB,hepatitis b surface antibody,Laboratory,Laboratory,0.9,1
HEPATITIS B VACCINE 5 MCG/0.5 ML SYRG,hepatitis b vaccine 5 mcg/0.5_ml syringe,Pharmacy,Pharmacy,0.791,1
HIGH FLOW THERAPY,high flow therapy,Respiratory Therapy,Supply,0.22,0
HIV1 AG WITH HIV1 & HIV2 A,hiv1 silver w hiv1 and_insert human_immunodeficiency_virus_2 a,Laboratory,Laboratory,0.6385,1
HLA X-MATCH 1ST SER SAMP (,hla x match 1st serum sample,Laboratory,Laboratory,0.4804,1
HSV 1 2 IGM,hsv 1 2 immunoglobulin_m,Laboratory,Laboratory,0.3589,1
HYDRALAZINE 20MG INJ,hydralazine 20_mg injection,Pharmacy,Pharmacy,0.94,1
HYDRALAZNE 20MG INJ,hydralazine 20_mg injection,Pharmacy,Pharmacy,0.91,1
HYDROMORPH UP TO 4 MG,hydromorphone up to 4_mg,Pharmacy,Pharmacy,1.0,1
HYDROMORPHONE 1 MG/1 ML INJ,hydromorphone 1_mg/1_ml injection,Pharmacy,Pharmacy,0.97,1
HYDROMORPHONE 2 MG INJ,hydromorphone 2_mg injection,Pharmacy,Pharmacy,0.91,1
HYDROMORPHONE 2 MG/ML SOLN,hydromorphone 2_mg/ml solution,Pharmacy,Pharmacy,0.97,1
HYPERAL SUB/CVP TRAY,hyperal sub/central_venous_pressure tray,Supply,Supply,0.7797,1
HYPERFIBRINOLYSIS (APTEM),hyperfibrinolysis aptem,Laboratory,Laboratory,0.6704,1
I STAT HCT (PICU),i stat hematocrit pediatric_intensive_care_unit,Monitoring,Laboratory,0.91,0
IBUPROFEN 100 MG/5 ML SUSP,ibuprofen 100_mg/5_ml suspension,Pharmacy,Pharmacy,0.9194,1
ICU PHLEBOTOMY,intensive_care_unit phlebotomy,Nursing Services,Room and Board,0.6407,0
INDIV. EXER. PER 15 MIN. (OT),individual exercise per 15 minutes occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.91,1
INFLUENZA B  AG  IF,influenza b silver if,Laboratory,Laboratory,0.95,1
INFORM GLUCOSE POC,inform glucose point_of_care,Monitoring,Monitoring,0.895,1
INFUSION SUPPLIES,infusion supplies,Supply,Supply,0.9175,1
INH TX AC AWY OBST,inhaled treatment acid airway obstruction,Respiratory Therapy,Respiratory Therapy,0.7863,1
INHALATION TRTMT SUB,inhalation trtmt sub,Respiratory Therapy,Respiratory Therapy,0.91,1
INHALED NITRIC,inhaled nitric,Plan Benefit,Plan Benefit,0.91,1
INJ IV SOLN PIGGY BACK; SOD CHLORIDE,injection intravenous solution piggy back sodium chloride,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8683,1
INJ TX OR DX INTRAVENOUS,injection treatment operation_room diagnostic intravenous,Nursing Services,Diluent / Flush / Irrigant,0.275,0
INJECTION  LINEZOLID  200M,injection linezolid 200m,Pharmacy,Pharmacy,1.0,1
INOMAX(NITRIC OXIDE)800PPM/1,inomax nitric oxide 800ppm/1,Plan Benefit,Plan Benefit,0.872,1
INS TIB 5X12.5 RP CRV,insert tibial 5x12.5 rp crv,Implant,Procedure,0.2491,0
INSULIN GLARGINE 100 UNI,insulin glargine 100_units,Pharmacy,Pharmacy,0.95,1
INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,Pharmacy,Pharmacy,0.9204,1
INSULIN REG HUM 5U- 00U/ML UNI,insulin regular human 5u 00_units/ml up,Pharmacy,Pharmacy,0.9239,1
INSULIN REGULAR HUMAN 100 UNIT/ML SOLN,insulin regular human 100_units/ml solution,Pharmacy,Pharmacy,0.91,1
INTERVENTN BRUSHING/WASHING,intervention brushing/washing,Supply,Supply,0.7543,1
INTRODUCER DENNY,introducer denny,Supply,Supply,0.9214,1
INTUBATION ENDO EMERG,intubation endo emergency,Respiratory Therapy,Respiratory Therapy,0.6947,1
INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.7141,1
IRON SUCROSE 20 MG/ML SOLN,iron sucrose 20_mg/ml solution,Pharmacy,Pharmacy,0.9036,1
ISCHEMIC SENSOR,ischemic sensor,Supply,Supply,0.6916,1
ISOPROTERENOL IN NS (DUH EP LAB) 0.4 MG/100 ML SOLN,isoproterenol in normal_saline duh ep laboratory 0.4_mg/100_ml solution,Pharmacy,Pharmacy,0.7142,1
IV 0.9% NACL 250 ML,intravenous 0.9% sodium_chloride 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1
IV ACCESS VALVE,intravenous access valve,Supply,Supply,0.7183,1
IV CONTINOUS - FLOW TUBI,intravenous continuous flow tubing,Supply,Supply,0.4705,1
IV D5W 250ML,intravenous dextrose_5%_in_water 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1
IV DEX 05% NACL .45% 1000,intravenous dextrose 05% sodium_chloride 0.45% 1000,Diluent / Flush / Irrigant,Pharmacy,0.91,0
IV HYDRAT EA ADD HR,intravenous hydration each additional hour,Nursing Services,Nursing Services,0.8083,1
IV PUMP-PER LINE/PUMP CHARGE,intravenous pump per line/pump charge,Capital Equipment,Capital Equipment,0.8723,1
IV-SODIUM CHLORIDE 0.9% 250ML,intravenous sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
K - DUR 20MEQ TABLET,potassium dur 20_meq tablet,Pharmacy,Pharmacy,0.4883,1
K ISTAT,potassium istat,Monitoring,Laboratory,0.91,0
KCL 20MEQ ST H 2O,potassuim_chloride 20_meq straight_040 h 2o,Pharmacy,Pharmacy,0.7425,1
KETAMINE 500MG/10ML VL,ketamine 500_mg/10_ml vial,Pharmacy,Pharmacy,0.91,1
KETAMINE HCL 50MG/ML 10ML,ketamine hcl 50_mg/ml 10_ml,Pharmacy,Pharmacy,0.91,1
KETOROLAC 15MG INJ,ketorolac 15_mg injection,Pharmacy,Pharmacy,0.95,1
KIT CATH FOLEY PLUS U/M 16FR,kit catheter foley plus u/m 16fr,Supply,Supply,0.7915,1
KIT DRSG CHANGE PWR GLIDE,kit dressing change pwr glide,Supply,Supply,0.91,1
KIT MOUTH CARE,kit mouth care,Supply,Supply,0.8724,1
KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double lumen,Supply,Supply,0.8948,1
KIT SUTRE REMOVL DSP,kit suture removal disposable,Supply,Supply,0.7717,1
KNIFE MICRO # 00-0152,knife miscroscopic 0 152,Supply,Supply,0.4892,1
LAB GLUCOSE  BEDSIDE,laboratory glucose bedside,Monitoring,Monitoring,0.91,1
LAB GLYC HGB,laboratory glycol hemoglobin,Laboratory,Laboratory,0.4874,1
LAB-GLUCSE BLOOD REAGENT STRIP,laboratory glucose blood reagent strip,Supply,Supply,1.0,1
LAB-IONIZED CA (WHOLE BLOOD),laboratory ionized calcium whole blood,Laboratory,Laboratory,0.9,1
LACTATE  POCT,lactate point_of_care_testing,Monitoring,Laboratory,0.91,0
LACTATE (LACTI,lactate lactate,Laboratory,Laboratory,0.94,1
LACTATE (LACTIC ACID),lactate lactic acid,Laboratory,Laboratory,1.0,1
LACTATE (PNL),lactate panel,Laboratory,Laboratory,0.94,1
LACTATED RINGERS SOLN,lactated ringers solution,Pharmacy,Pharmacy,0.95,1
LACTATED RINGERS SOLP,lactated ringers solution,Pharmacy,Pharmacy,0.98,1
LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,Pharmacy,Pharmacy,0.5995,1
LACTULOSE 10 GM/15ML SOLN,lactulose 10_gm/15_ml solution,Pharmacy,Pharmacy,0.91,1
LACTULOSE 10 GRAM/15 ML SO,lactulose 10 gram/15_ml so,Pharmacy,Pharmacy,0.91,1
LACTULOSE 30ML UM,lactulose 30_ml um,Pharmacy,Pharmacy,0.91,1
LCHG BLOOD DRAW,blood draw,Nursing Services,Nursing Services,0.7778,1
LEVALBUTEROL 0.31 MG/3 ML SOLN U,levalbuterol 0.31_mg/3_ml solution up,Pharmacy,Pharmacy,0.8625,1
LEVEL IV-SURG PATH GROSS/MICRO,level intravenous surgical path gross/miscroscopic,Laboratory,Laboratory,0.99,1
LEVETIRACETAM 250 MG TAB,levetiracetam 250_mg tablet,Pharmacy,Pharmacy,0.93,1
LEVOFLOXACIN 750 MG TAB,levofloxacin 750_mg tablet,Pharmacy,Pharmacy,0.9,1
LEVOTHYROXINE 100 MCG TABLET,levothyroxine 100 mcg_gram_aerosol tablet,Pharmacy,Pharmacy,0.92,1
LEVOTHYROXINE 50 MCG TABS,levothyroxine 50 mcg_gram_aerosol tablets,Pharmacy,Pharmacy,0.97,1
LIDOC MPF 2% INJ 5ML,lidocaine mpf 2% injection 5_ml,Pharmacy,Pharmacy,0.8902,1
LIDOCAINE (PF) 20 MG/ML(2%) SOLN 5 ML VIAL,lidocaine partial_fill 20_mg/ml 2% solution 5_ml vial,Pharmacy,Pharmacy,0.9386,1
LIDOCAINE 1% 20 ML INJ,lidocaine 1% 20_ml injection,Pharmacy,Pharmacy,0.9,1
LIDOCAINE 5% TOP PATCH,lidocaine 5% top patch,Pharmacy,Pharmacy,0.735,1
LIDOCAINE-PF 1% 30 ML INJ,lidocaine partial_fill 1% 30_ml injection,Pharmacy,Pharmacy,0.91,1
LIPASE-PROTEASE-AMYLASE 20,lipase protease amylase 20,Pharmacy,Pharmacy,0.91,1
LISINOPRIL 5 MG TAB,lisinopril 5_mg tablet,Pharmacy,Pharmacy,1.0,1
LIVER ACQUISITION CADAVERI,liver acquisition cadaveri,Implant,Laboratory,0.4137,0
LIVER FUNCTION PANEL (LFPP,liver function panel lfpp,Laboratory,Laboratory,0.9206,1
LOCM 300-399MG 1ML 13,low_osmolar_contrast_material 300 399_mg 1_ml 13,Pharmacy,Pharmacy,0.8908,1
LOMOTIL 2.5-0.025MG TABLET,lomotil 2.5 0.025_mg tablet,Pharmacy,Pharmacy,0.8755,1
LORAZEPAM 2 MG/ML CONC 30 ML BOTTLE,lorazepam 2_mg/ml concentration 30_ml bottle,Pharmacy,Pharmacy,0.91,1
LORAZEPAM 2 MG/ML INJ,lorazepam 2_mg/ml injection,Pharmacy,Pharmacy,0.94,1
LOVERSOL 240 MG/ML SOLUTION,loversol 240_mg/ml solution,Pharmacy,Pharmacy,0.8998,1
MAGNESIUM CITRATE SOLN 300ML,magnesium citrate solution 300_ml,Pharmacy,Pharmacy,0.91,1
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP,magnesium hydroxide 400_mg/5_ml suspension,Pharmacy,Pharmacy,0.92,1
MAGNESIUM HYDROXIDE 400 MG/5ML SUSP,magnesium hydroxide 400_mg/5_ml suspension,Pharmacy,Pharmacy,0.92,1
MAGNESIUM SULFATE 500 MG/ML SOLN,magnesium sulfate 500_mg/ml solution,Pharmacy,Pharmacy,0.95,1
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK,magnesium sulfate in water 2 gram/50_ml pgbk,Pharmacy,Pharmacy,0.9223,1
MAGNESIUM SULFATE IN WATER 40 GRAM/1 000 ML (4 %) SOLP,magnesium sulfate in water 40 gram/1 000_ml 4% solution,Pharmacy,Pharmacy,0.9224,1
MECHANICAL CHEST WALL OSCILLATION PER SESSION,mechanical chest wall oscillation per session,Respiratory Therapy,Procedure,0.187,0
MEDICAID QHP/UPHP I/P ADJUST,medicaid qhp/uphp i/powder adjust,Other,Pharmacy,0.206,0
MEDICAL ADHESIVE SPRA,medical adhesive spray,Supply,Supply,0.4787,1
METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,Laboratory,0.9301,1
METHADONE 1 MG/ML SOLN 500 ML BOTTLE,methadone 1_mg/ml solution 500_ml bottle,Pharmacy,Pharmacy,0.91,1
METHADONE 10 MG/ML SOLN,methadone 10_mg/ml solution,Pharmacy,Pharmacy,0.98,1
METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,Monitoring,0.9251,0
METOCLOPRAM 10MG INJ,metoclopramide 10_mg injection,Pharmacy,Pharmacy,0.9245,1
METOCLOPRAMIDE 5 MG/ML SOLN,metoclopramide 5_mg/ml solution,Pharmacy,Pharmacy,0.91,1
METOPROLOL ER TAB 50M,metoprolol emergency_room tablet 50m,Pharmacy,Pharmacy,0.91,1
MGSO4/500MG (4% PREMIX),_mgso_4/500_mg 4% premix,Pharmacy,Pharmacy,0.7813,1
MICROALBUMIN (MALB  MALBCR,microalbumin malb malbcr,Laboratory,Laboratory,0.1128,1
MICROBORE Y-SET,microbore y set,Supply,Supply,0.7778,1
MIDAZOL HCL 1MG INJ,midazolam hcl 1_mg injection,Pharmacy,Pharmacy,0.92,1
MIDAZOLAM 1 MG/ML SOLN 2 ML VIAL,midazolam 1_mg/ml solution 2_ml vial,Pharmacy,Pharmacy,0.91,1
MIDAZOLAM 1:10 0.5 MG/ML SOLN 1 ML SYRINGE,midazolam 1 10 0.5_mg/ml solution 1_ml syringe,Pharmacy,Pharmacy,0.91,1
MIDAZOLAM 2 MG/2 ML INJECTION,midazolam 2_mg/2_ml injection,Pharmacy,Pharmacy,0.91,1
MIDAZOLAM 2 MG/2ML SOLN,midazolam 2_mg/2_ml solution,Pharmacy,Pharmacy,0.95,1
MIDAZOLAM 2MG/2ML INJ,midazolam 2_mg/2_ml injection,Pharmacy,Pharmacy,0.93,1
MIDAZOLAM 5 MG/ML SOLN 10,midazolam 5_mg/ml solution 10,Pharmacy,Pharmacy,0.97,1
MIDODRINE 5 MG TAB,midodrine 5_mg tablet,Pharmacy,Pharmacy,0.91,1
MILK OF MAGNESIA CUP,milk of magnesia cup,Pharmacy,Pharmacy,0.3425,1
MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,Pharmacy,Pharmacy,0.98,1
MORPH SULF 10MG-2MG CARPUJECT,morph sulfate 10_mg 2_mg carpuject,Pharmacy,Pharmacy,0.7965,1
MORPHINE 15 MG/ML SOLN 20,morphine 15_mg/ml solution 20,Pharmacy,Pharmacy,0.97,1
MORPHINE 2 MG/ML SYRG,morphine 2_mg/ml syringe,Pharmacy,Pharmacy,0.91,1
MORPHINE PF 10MG INJ,morphine partial_fill 10_mg injection,Pharmacy,Pharmacy,0.9,1
MORPHINE SULFATE 10 MG INJ,morphine sulfate 10_mg injection,Pharmacy,Pharmacy,0.95,1
MOUTHCARE KIT ICU CHG,mouthcare kit intensive_care_unit charge,Supply,Supply,0.4777,1
MOUTHWASH BLM COMP KIT,mouthwash balm component kit,Supply,Supply,0.19,1
MR MRS,mr mrs,Radiology,Laboratory,0.4791,0
MRSA SCREEN PCR NASAL,methicilllin_resistant_staphylococcus_aureus screen pcr nasal,Laboratory,Laboratory,0.7667,1
MS CLOTH 2% GLUCO CHLOR 2P,med_surg cloth 2% glucose chloride 2_pack,Pharmacy,Supply,0.7893,0
MULTIPLE PULSE OXIMETRY,multiple pulse oximetry,Monitoring,Monitoring,0.8176,1
MULTIVITAMIN FE 0.5ML,multivitamin fe 0.5_ml,Pharmacy,Pharmacy,0.9157,1
MULTIVITAMIN WITH MINERALS,multivitamin w minerals,Pharmacy,Pharmacy,0.8531,1
MULTIVITAMIN WITH MINERALS TABS,multivitamin w minerals tablets,Pharmacy,Pharmacy,0.8841,1
MULTIVITAMIN-ZINC-COENZYME,multivitamin zinc coenzyme,Pharmacy,Pharmacy,0.7395,1
MYCOPHENALATE 250 MG PO S,mycophenalate 250_mg by_mouth s,Pharmacy,Pharmacy,0.91,1
NACL .9 100ML,sodium_chloride 0.9 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
NACL 0.9% *PF* INJ,sodium_chloride 0.9% partial_fill injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
NACL 0.9% 100ML MBP,sodium_chloride 0.9% 100_ml mini-bag_plus,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.94,1
NACL 0.9% INJ 10ML,sodium_chloride 0.9% injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.94,1
NACL 0.9% INJ 50 ML,sodium_chloride 0.9% injection 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1
NEB PREF'LD 1000ML WATER ONLY,nebulizer prefilled 1000_ml water only,Supply,Pharmacy,0.2809,0
NEONATAL INTENSIVE CARE UNIT,neonatal intensive care unit,Room and Board,Room and Board,0.96,1
NEONATE FFP THAWED,neonatal  fresh_frozen_plasma thawed,Blood Products,Supply,0.405,0
NEOSTIGMINE 5MG/5ML INJ (PREFILL SYR),neostigmine 5_mg/5_ml injection prefill syringe,Pharmacy,Pharmacy,0.91,1
NEWBORN METABOLIC SCREEN,newborn metabolic screen,Laboratory,Laboratory,0.9208,1
NICOTINE 14 MG/24 HR PT24,nicotine 14_mg/24 hour patch_24,Plan Benefit,Plan Benefit,0.91,1
NICOTINE 21 MG/24 HR PT24,nicotine 21_mg/24 hour patch_24,Plan Benefit,Plan Benefit,0.92,1
NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24_hour patch_24,Plan Benefit,Plan Benefit,0.92,1
NICU ACUITY III,neonatal_intensive_care_unit acuity 3,Room and Board,Room and Board,0.7668,1
NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Room and Board,Room and Board,0.2957,1
NICU I INTENSIVE CARE,neonatal_intensive_care_unit i intensive care,Room and Board,Room and Board,0.93,1
NIFEDIPINE 10 MG CAPS,nifedipine 10_mg capsule,Pharmacy,Pharmacy,0.8923,1
NIFEDIPINE SUSP 5MG/ML PREPACK,nifedipine suspension 5_mg/ml prepack,Pharmacy,Pharmacy,0.4878,1
NITRIC OXIDE DAILY,nitric oxide daily,Plan Benefit,Plan Benefit,0.92,1
NITRIC OXIDE DLY,nitric oxide daily,Plan Benefit,Plan Benefit,0.95,1
NITRIC OXIDE GAS-EACH HOUR,nitric oxide gas each hour,Plan Benefit,Plan Benefit,0.94,1
NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily no_catheter therapy/day,Plan Benefit,Plan Benefit,0.9047,1
NITROGLYCERIN 2% OINT 1 G,nitroglycerin 2% ointment 1 gram,Pharmacy,Pharmacy,0.8748,1
NORMAL SALINE 100ML,normal saline 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.94,1
NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8824,1
NS (0.9% NACL) IV SOLUTION,normal_saline 0.9% sodium_chloride intravenous solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8799,1
NS 1000 ML,normal_saline 1000_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1
NS 100ML,normal_saline 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
NUK ORTHODONTIC EXERCISER,nuk orthodontic exerciser,Supply,Plan Benefit,0.1825,0
NUTRITION CONSULT PER 15 M,nutrition consultation per 15 m,Education / Training,PT / OT / Speech Therapy,0.97,0
NYSTATIN 100 000 UNIT/ML P,nystatin 100 000_units/ml powder,Pharmacy,Pharmacy,0.94,1
NYSTATIN 100 000 UNIT/ML SUSP 2 ML SYRINGE,nystatin 100 000_units/ml suspension 2_ml syringe,Pharmacy,Pharmacy,0.91,1
NYSTATIN 100 000 UNITS/G OINT 15 G TUBE,nystatin 100 000_units/gram ointment 15 gram tube,Pharmacy,Pharmacy,0.91,1
O2,oxygen,Respiratory Therapy,Respiratory Therapy,0.6425,1
O2 SATUR OXIMETRY S,oxygen saturation oximetry s,Monitoring,Monitoring,0.88,1
O2 SENSOR,oxygen sensor,Supply,Supply,0.91,1
O2 THERAPY-EA 8 HRS,oxygen therapy each 8 hours,Respiratory Therapy,Respiratory Therapy,0.9262,1
OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,Pharmacy,0.9199,1
ONDANSETRON 1MG INJ,ondansetron 1_mg injection,Pharmacy,Pharmacy,1.0,1
ONDANSETRON 4 MG TABS,ondansetron 4_mg tablets,Pharmacy,Pharmacy,0.91,1
ONDANSETRON 4 MG TBDL,ondansetron 4_mg tbdl,Pharmacy,Pharmacy,0.92,1
OPCAB STABILIZER EVOL,opcab stabilizer evol,Supply,Supply,0.7506,1
OR LEVEL 4 FIRST 30 MINUTE,operation_room level 4 first 30 minute,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.98,1
OR SURGERY LEVEL 3,operation_room surgery level 3,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1
ORAQUICK ADV RAPI,oraquick advanced rapid,Laboratory,Procedure,0.2288,0
OSTOMY POUCH 22771 2 1/2 DISP,ostomy pouch 22771 2 1/2 dispensed_1_5%,Supply,Supply,0.9275,1
OSTOMY WAFER 401902 1 3/4 DISP,ostomy wafer 401902 1 3/4 dispensed_1_5%,Supply,Supply,0.9095,1
OT EVAL INTERMEDIATE,occupational_therapy evaluation intermediate,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1
OT EVALUATION,occupational_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.94,1
OTH STER SUPP LVL,other ster suppository level,Supply,Pharmacy,0.4164,0
OXIMETRY CONTINUOUS  1-24 HOURS,oximetry continuous 1 24 hours,Monitoring,Monitoring,0.91,1
OXISENSOR NEONATAL,oxisensor neonatal,Supply,Supply,0.689,1
OXYBUTYNIN CR 5MG TAB,oxybutynin chest_radiograft 5_mg tablet,Pharmacy,Pharmacy,0.8672,1
OXYCODONE 5 MG TABLET,oxycodone 5_mg tablet,Pharmacy,Pharmacy,0.95,1
OXYCODONE 5MG TAB,oxycodone 5_mg tablet,Pharmacy,Pharmacy,1.0,1
OXYCODONE-ACETAMINOPHEN 10-325 MG TABLET,oxycodone acetaminophen 10 325_mg tablet,Pharmacy,Pharmacy,0.96,1
OXYGEN  PER HR,oxygen per hour,Respiratory Therapy,Respiratory Therapy,1.0,1
OXYGEN 1 - 12 HR,oxygen 1 12 hour,Respiratory Therapy,Respiratory Therapy,1.0,1
OXYGEN BLOCK TIME,oxygen block time,Respiratory Therapy,Respiratory Therapy,0.7447,1
OXYGEN CHG(8 HO,oxygen charge 8 hour,Respiratory Therapy,Respiratory Therapy,0.8781,1
OXYGEN SETUP,oxygen setup,Supply,Respiratory Therapy,0.91,0
OXYGEN SUBSEQUENT HO,oxygen subsequent hospital,Respiratory Therapy,Respiratory Therapy,0.9042,1
OXYGEN THERAPY,oxygen therapy,Respiratory Therapy,Respiratory Therapy,0.91,1
PACK  MINOR BASINSUT 22MNJMD,pack minor basinsut 22mnjmd,Supply,Supply,0.8599,1
PACK COLD REUSABLE,pack cold reusable,Supply,Supply,0.7696,1
PALIVIZUMAB 100 MG/ML SOLN,palivizumab 100_mg/ml solution,Pharmacy,Pharmacy,0.9253,1
PANTOPRAZOLE 2MG/ML COMPOUND; PANTOPRAZOLE (PROTONIX) 40 MG/20 ML,pantoprazole 2_mg/ml compound pantoprazole protonix 40_mg/20_ml,Pharmacy,Pharmacy,0.7686,1
PANTOPRAZOLE 4 MG/ML SOLR 1 EACH VIAL,pantoprazole 4_mg/ml solution 1 each vial,Pharmacy,Pharmacy,0.9,1
PANTOPRAZOLE 40 MG TAB,pantoprazole 40_mg tablet,Pharmacy,Pharmacy,0.95,1
PANTOPRAZOLE 40 MG TAB DR,pantoprazole 40_mg tablet drainage,Pharmacy,Pharmacy,0.92,1
